fixture_id,team_id,team,opponent_id,opponent,date,opp_n_prior,h2h_n_prior,h2h_last3_winrate,h2h_last3_margin,opp_concede_tries,opp_concede_metres,opp_concede_db,opp_concede_breaks,opp_concede_offloads,opp_concede_passes,opp_concede_lineout_steal,opp_concede_scrums,opp_turnovers_conceded,opp_missed_tackles,opp_runs,opp_tackles,opp_possession,opp_pens_conceded,opp_scrum_success,opp_scrums_won,opp_lineout_success,opp_lineout_steal,team_wr_pos,team_wr_pts,opp_wr_pos,opp_wr_pts,wr_pts_gap,wr_rank_gap
8289214,1817,Ireland,1967,France,2021-02-14,1,1,0.0,-8.0,1.0,510.0,19.0,9.0,7.0,198.0,1.0,3.0000000000000004,10.0,19.0,94.0,161.0,0.39,9.0,0.83,5.0,0.92,2.0,5,83.42195225120938,4,85.30402572376639,-1.8820734725570105,-1
8289214,1967,France,1817,Ireland,2021-02-14,1,1,1.0,8.0,2.0,232.0,17.0,2.9999999999999996,5.0,131.0,1.0,5.0,18.0,17.0,189.0,110.0,0.64,11.0,1.0,5.0,0.78,2.9999999999999996,4,85.30402572376639,5,83.42195225120938,1.8820734725570105,1
8289286,2873,Italy,1817,Ireland,2021-02-27,2,1,0.0,-33.0,2.0,304.9133929735076,21.107796787239867,7.107796787239864,8.594322188834882,120.21703343349536,0.486525401595017,5.513474598404983,16.973050803190034,21.107796787239867,160.24542248932093,108.45957620478504,0.6143262700797507,7.919152409570102,1.0,6.026949196809967,0.8929644116490963,1.973050803190034,14,70.88456620118458,6,82.31015959846508,-11.425593397280494,-8
8289286,1817,Ireland,2873,Italy,2021-02-27,2,1,1.0,33.0,6.486525401595018,523.5375440771837,29.540423795214952,14.0,6.432627007975086,152.2666122500684,1.4865254015950171,3.973050803190034,12.513474598404983,29.540423795214952,120.21847329251099,136.80703604528335,0.522709318271153,11.486525401595019,0.9383830481914022,5.0538983936199315,0.8670211897607474,0.48652540159501706,6,82.31015959846508,14,70.88456620118458,11.425593397280494,8
8289295,1517,Wales,1667,England,2021-02-27,2,1,0.0,-11.0,1.513474598404983,332.2978810239253,20.27093182711529,7.919152409570103,4.513474598404984,120.05389839361995,0.9730508031900341,6.513474598404983,13.513474598404983,20.27093182711529,109.5375440771837,130.1376257020811,0.4578296656650465,13.459576204785053,0.8716313503987544,3.973050803190034,0.9270211897607475,0.513474598404983,7,82.11465673736524,3,87.4870925203653,-5.372435783000057,-4
8289295,1667,England,1517,Wales,2021-02-27,2,1,1.0,11.0,2.023100795480948,521.6765888632666,26.51155039774047,9.046201590961896,4.023100795480948,213.91426261239542,1.4653488067785776,5.511550397740473,10.953798409038102,26.51155039774047,87.83829443163334,211.2376737491287,0.3702310079548095,11.511550397740473,0.8311883687456435,3.465348806778577,0.8271945755706901,1.511550397740474,3,87.4870925203653,7,82.11465673736524,5.372435783000057,4
8289376,2873,Italy,1517,Wales,2021-03-13,3,1,0.0,-20.0,2.014715844783867,473.1556793605218,23.785065078408497,9.392404068765526,3.2887710863882837,182.72975830495037,1.2964400432253038,5.325871732793038,10.607595931234474,23.785065078408497,89.71185098250189,174.8541668231554,0.43548218670344113,10.599926974397455,0.8924623281782976,3.296440043225304,0.8681398288622132,1.3258717327930374,15,70.64840521077666,5,83.97052210481525,-13.322116894038587,-10
8289376,1517,Wales,2873,Italy,2021-03-13,3,1,1.0,20.0,6.309507541170691,526.6165320117933,27.88843172447477,12.180795289989033,5.911378647855647,149.25888026183665,1.3095075411706907,2.891333198336995,11.962810574824925,27.88843172447477,115.77289245993515,143.0625402463772,0.49989310083906136,13.856394135186045,0.804350212919803,4.670447009310657,0.8862970499843525,0.3095075411706907,5,83.97052210481525,15,70.64840521077666,13.322116894038587,10
8289385,1667,England,1967,France,2021-03-13,2,1,1.0,3.0,1.0,435.2672320377718,21.576991998697522,6.423008001302477,4.9384064010419815,194.90760960156297,1.0,5.0615935989580185,14.123187197916037,21.576991998697522,95.54619519921852,169.24637439583208,0.4003079679947901,9.0,0.9176177279557157,5.515398399739504,0.8736141440234445,0.9692032005209907,4,85.63122715291529,3,86.41581837651069,-0.7845912235953989,-1
8289385,1967,France,1667,England,2021-03-13,3,1,0.0,-3.0,2.418174342833696,300.17149681538274,16.533946315897357,6.493204305021952,2.871287748818344,122.21733360332604,0.9828560243435747,5.235128690820536,12.962810574824923,16.533946315897357,102.79282657773402,125.72146053296589,0.4549809127339138,13.656204507516458,0.9183371207932209,4.346696966345768,0.8808056804239579,0.6904924588293094,3,86.41581837651069,4,85.63122715291529,0.7845912235953989,1
8289394,2117,Scotland,1817,Ireland,2021-03-14,3,1,0.0,-15.0,1.637939807807988,271.9972724406915,17.81022613200601,6.344647477350094,7.655021398537324,133.5346813779564,0.31037392118722934,4.965505694428747,14.810446881414398,17.81022613200601,150.74299977867685,118.06880714493802,0.5874156864497609,8.672544488083437,0.818969903903994,4.20689100447347,0.9063735238853688,1.6207478423744588,8,81.29369971844645,7,82.546320588873,-1.2526208704265542,-1
