player_id,player_name,canonical_pos,is_forward,matches,starts,teams,seasons
45822,Danny Care,Scrum-half,False,5,1,England,2024
46092,Alun Wyn Jones,Second-row,True,9,9,Wales,"2021,2022,2023"
50484,Ken Owens,Hooker,True,10,10,Wales,"2021,2023"
54336,Dan Cole,Prop,True,10,3,England,"2023,2024"
54846,Keith Earls,Back-three,False,5,4,Ireland,2021
54876,Ben Youngs,Scrum-half,False,11,7,England,"2021,2022,2023"
54948,Dan Lydiate,Back-row,True,1,1,Wales,2021
56550,Cian Healy,Prop,True,18,5,Ireland,"2021,2022,2023,2024,2025"
57942,Sean Maitland,Back-three,False,3,3,Scotland,2021
58554,Dan Biggar,Fly-half,False,14,13,Wales,"2021,2022,2023"
58584,Rhys Webb,Scrum-half,False,4,2,Wales,2023
58824,Courtney Lawes,Back-row,True,6,4,England,"2021,2022,2023"
58998,Romain Taofifenua,Second-row,True,18,3,France,"2021,2022,2023,2024,2025"
59640,Owen Farrell,Centre,False,10,9,England,"2021,2023"
60708,Scott Baldwin,,False,3,0,Wales,2023
60816,Fraser Brown,,False,5,0,Scotland,"2022,2023"
60942,Gareth Davies,Scrum-half,False,10,5,Wales,"2021,2022,2024"
61008,Josh Navidi,Back-row,True,6,5,Wales,"2021,2022"
61134,Jamie George,Hooker,True,29,19,England,"2021,2022,2023,2024,2025,2026"
61608,Rhys Ruddock,Back-row,True,1,1,Ireland,2021
61620,Peter O'Mahony,Back-row,True,20,14,Ireland,"2021,2022,2023,2024,2025"
61812,WP Nel,Prop,True,12,3,Scotland,"2021,2022,2023"
61860,Conor Murray,Scrum-half,False,21,5,Ireland,"2021,2022,2023,2024,2025"
64326,Brice Dulin,Back-three,False,5,5,France,2021
66174,Dave Kilcoyne,Prop,True,10,2,Ireland,"2021,2022,2023"
66186,Taulupe Faletau,Back-row,True,17,16,Wales,"2021,2022,2023,2025"
66192,Manu Tuilagi,Centre,False,2,1,England,"2023,2024"
66204,Mark Wilson,Back-row,True,4,4,England,2021
66258,George Ford,Fly-half,False,19,12,England,"2021,2022,2024,2025,2026"
66894,Bernard Le Roux,Second-row,True,3,3,France,2021
67026,Andrew Conway,Back-three,False,3,3,Ireland,2022
78726,Justin Tipuric,Back-row,True,9,9,Wales,"2021,2023"
88506,Lloyd Williams,,False,1,0,Wales,2021
88518,Sebastien Taofifenua,,False,4,0,France,2024
90342,Johnny Sexton,Fly-half,False,12,11,Ireland,"2021,2022,2023"
96978,Jonathan Davies,Centre,False,6,4,Wales,"2021,2022"
97512,Richie Gray,Second-row,True,7,5,Scotland,"2021,2023,2024"
97614,Joe Marler,Prop,True,10,2,England,"2022,2024"
97650,Leigh Halfpenny,Back-three,False,4,3,Wales,"2021,2023"
101598,Stuart McInally,Hooker,True,4,2,Scotland,2022
101802,Jonny May,Back-three,False,5,5,England,2021
102312,Rob Herring,Hooker,True,12,5,Ireland,"2021,2022,2023,2025"
102660,CJ Stander,Back-row,True,5,5,Ireland,2021
102762,Grant Gilchrist,Second-row,True,24,21,Scotland,"2021,2022,2023,2024,2025,2026"
102912,Blade Thomson,Back-row,True,1,1,Scotland,2021
102996,Mako Vunipola,Prop,True,9,4,England,"2021,2023"
109572,Ryan Wilson,,False,1,0,Scotland,2021
109650,George North,Centre,False,11,10,Wales,"2021,2023,2024"
