season,comp_id,comp_name,round,fixture_id,date,team,team_id,opponent,opponent_id,home_away,team_score,opp_score,result,margin,tries_for,tries_against,conv_for,conv_against,pens_for,pens_against,dg_for,dg_against,ball_possession_last_10_mins,carries_crossed_gain_line,carries_metres,carries_not_made_gain_line,clean_breaks,conversion_goals,defenders_beaten,kicks_from_hand,lineout_success,lineout_won_steal,lineouts_Lost,lineouts_won,mauls_lost,mauls_total,mauls_won,mauls_won_penalty,mauls_won_try,missed_conversion_goals,missed_penalty_goals,missed_tackles,offload,passes,pc_possession_first,pc_possession_second,penalties_conceded,penalty_goals,possession,red_card_second_yellow,red_cards,rucks_lost,rucks_total,rucks_won,runs,scrums_lost,scrums_success,scrums_won,tackles,turnovers_conceded,turnovers_won,yellow_cards
2025,1236,United Rugby Championship,7,8480482,2024-11-29,Leinster Rugby,6917,Ulster Rugby,7367,away,27,20,W,7,4,2,2,2,1,2,0,0,0.45,65,320,24,4,2,21,21,0.76,2,4,13,0,5,5,1,0,2,0,23,5,150,0.44,0.57,10,1,0.51,0,0,3,89,86,107,1,0.57,4,152,11,5,1
2025,1236,United Rugby Championship,7,8480491,2024-11-30,Sharks,311,Stormers,314,home,21,15,W,6,3,1,3,0,0,0,0,1,0.01,53,465,21,5,3,28,17,0.58,1,5,7,0,2,2,0,0,0,0,25,8,104,0.54,0.39,14,0,0.46,0,0,5,63,58,87,2,0.64,7,122,16,6,1
2025,1236,United Rugby Championship,7,8480491,2024-11-30,Stormers,314,Sharks,311,away,15,21,L,-6,1,3,0,3,0,0,1,0,0.99,61,353,32,5,0,25,19,0.86,2,2,12,0,6,6,1,0,1,2,28,10,143,0.46,0.61,9,0,0.54,0,0,6,82,76,116,4,0.42,5,81,14,2,1
2025,1236,United Rugby Championship,7,8480500,2024-11-30,Cardiff Rugby,6617,Dragons RFC,9317,home,31,23,W,8,4,2,4,2,1,3,0,0,0.52,47,305,32,7,4,21,27,0.87,0,2,13,0,7,7,1,0,0,0,26,7,153,0.39,0.57,13,1,0.48,0,0,2,79,77,99,0,1.0,6,155,14,2,1
2025,1236,United Rugby Championship,7,8480500,2024-11-30,Dragons RFC,9317,Cardiff Rugby,6617,away,23,31,L,-8,2,4,2,4,3,1,0,0,0.48,60,295,38,1,2,26,31,0.82,2,2,9,0,1,1,0,0,0,2,21,5,163,0.61,0.43,13,3,0.52,0,0,2,107,105,126,0,0.64,9,119,9,2,1
2025,1236,United Rugby Championship,7,8480509,2024-11-30,Connacht Rugby,10217,Bulls,308,home,14,28,L,-14,2,4,2,4,0,0,0,0,0.52,70,528,49,5,2,30,28,0.82,3,3,14,0,2,2,0,0,0,0,20,14,229,0.34,0.56,9,0,0.47,0,1,6,106,100,139,0,0.57,4,100,11,0,0
2025,1236,United Rugby Championship,7,8480509,2024-11-30,Bulls,308,Connacht Rugby,10217,away,28,14,W,14,4,2,4,2,0,0,0,0,0.48,49,470,27,9,4,20,34,0.7,3,6,14,0,10,10,0,0,0,0,30,8,124,0.66,0.44,6,0,0.53,0,1,2,80,78,94,0,1.0,3,118,13,7,0
2025,1236,United Rugby Championship,7,8480518,2024-11-30,Munster Rugby,6467,Lions,206,home,17,10,W,7,3,1,1,1,0,1,0,0,0.44,69,386,62,5,1,23,33,0.89,1,1,8,0,5,5,0,0,2,0,23,14,202,0.5,0.49,7,0,0.49,0,0,3,106,103,146,0,1.0,5,191,18,6,0
2025,1236,United Rugby Championship,7,8480518,2024-11-30,Lions,206,Munster Rugby,6467,away,10,17,L,-7,1,3,1,1,1,0,0,0,0.56,61,256,39,5,1,23,30,0.92,0,1,11,1,4,3,1,0,0,0,23,6,136,0.5,0.51,3,1,0.51,0,0,5,112,107,126,0,0.89,8,159,23,6,0
2025,1236,United Rugby Championship,7,8480527,2024-11-30,Zebre Parma,31967,Ospreys,9767,home,22,17,W,5,3,2,2,2,1,1,0,0,0.42,61,377,29,7,2,18,34,1.0,0,0,6,0,3,3,1,0,1,1,27,9,134,0.44,0.46,11,1,0.45,0,0,1,84,83,104,0,0.71,5,184,9,8,0
2025,1236,United Rugby Championship,7,8480527,2024-11-30,Ospreys,9767,Zebre Parma,31967,away,17,22,L,-5,2,3,2,2,1,1,0,0,0.58,82,385,49,7,2,27,23,1.0,0,0,19,1,5,4,0,0,0,0,18,9,250,0.56,0.54,9,1,0.55,0,0,6,123,117,147,0,0.75,3,130,14,4,0
2025,1236,United Rugby Championship,7,8480536,2024-11-30,Edinburgh Rugby,5867,Benetton Rugby,5567,home,50,33,W,17,7,5,6,4,1,0,0,0,0.94,85,517,43,6,6,40,19,0.8,1,2,8,0,4,4,0,0,1,0,14,6,189,0.61,0.55,11,1,0.58,0,0,4,129,125,150,0,0.78,7,123,9,4,0
2025,1236,United Rugby Championship,7,8480536,2024-11-30,Benetton Rugby,5567,Edinburgh Rugby,5867,away,33,50,L,-17,5,7,4,6,0,1,0,0,0.06,58,342,24,1,4,14,12,0.83,1,2,10,0,4,4,1,0,1,0,40,5,123,0.39,0.45,8,0,0.42,0,0,4,79,75,96,0,1.0,4,193,18,7,1
2025,1236,United Rugby Championship,8,8480545,2024-12-20,Ulster Rugby,7367,Munster Rugby,6467,home,19,22,L,-3,3,4,2,1,0,0,0,0,0.49,110,339,37,1,2,19,19,0.89,1,2,16,1,13,12,1,0,1,0,26,6,189,0.73,0.66,7,0,0.69,0,1,3,165,162,187,1,0.86,6,101,8,7,0
2025,1236,United Rugby Championship,8,8480545,2024-12-20,Munster Rugby,6467,Ulster Rugby,7367,away,22,19,W,3,4,3,1,2,0,0,0,0,0.51,59,394,18,6,1,26,17,0.63,2,3,5,0,0,0,0,0,3,0,19,7,119,0.27,0.34,16,0,0.31,0,0,5,58,53,89,0,1.0,4,311,10,3,1
2025,1236,United Rugby Championship,8,8480563,2024-12-21,Benetton Rugby,5567,Zebre Parma,31967,home,11,10,W,1,1,1,0,1,2,1,0,0,0.67,70,403,41,2,0,30,20,0.85,0,3,17,0,8,8,1,0,1,1,17,4,190,0.52,0.51,8,2,0.52,0,0,2,105,103,132,0,1.0,7,129,16,2,0
2025,1236,United Rugby Championship,8,8480563,2024-12-21,Zebre Parma,31967,Benetton Rugby,5567,away,10,11,L,-1,1,1,1,0,1,2,0,0,0.33,59,235,26,1,1,17,30,0.91,2,1,10,1,5,4,0,0,0,0,30,2,98,0.48,0.49,14,1,0.48,0,0,5,87,82,103,0,1.0,10,146,8,10,1
2025,1236,United Rugby Championship,8,8480554,2024-12-21,Stormers,314,Lions,206,home,29,10,W,19,5,2,2,0,0,0,0,0,0.39,84,573,27,10,2,30,26,0.94,1,1,17,0,5,5,0,2,3,0,31,13,184,0.62,0.47,8,0,0.54,0,0,3,95,92,123,0,1.0,3,145,14,5,0
2025,1236,United Rugby Championship,8,8480554,2024-12-21,Lions,206,Stormers,314,away,10,29,L,-19,2,5,0,2,0,0,0,0,0.61,53,330,44,6,0,31,22,0.86,0,3,18,0,1,1,0,0,2,0,30,8,140,0.38,0.53,9,0,0.46,0,1,5,98,93,114,0,1.0,6,151,15,6,1
2025,1236,United Rugby Championship,8,8480572,2024-12-21,Sharks,311,Bulls,308,home,20,17,W,3,1,2,1,2,2,1,0,0,0.41,35,248,11,2,1,12,27,0.5,0,3,3,0,0,0,0,0,0,2,17,3,71,0.44,0.45,16,2,0.45,0,0,1,44,43,56,1,0.88,7,70,11,2,0
2025,1236,United Rugby Championship,8,8480572,2024-12-21,Bulls,308,Sharks,311,away,17,20,L,-3,2,1,2,1,1,2,0,0,0.59,42,207,10,1,2,17,31,0.94,1,1,17,0,8,8,4,0,0,3,12,4,78,0.56,0.55,7,1,0.55,0,0,2,48,46,59,1,0.89,8,60,11,4,1
2025,1236,United Rugby Championship,8,8480599,2024-12-21,Ospreys,9767,Scarlets,5117,home,23,22,W,1,3,1,1,1,2,5,0,0,0.66,86,445,59,7,1,35,25,0.89,0,2,17,0,6,6,0,0,2,0,20,7,202,0.59,0.6,12,2,0.59,0,0,5,132,127,172,1,0.67,2,100,10,7,0
2025,1236,United Rugby Championship,8,8480599,2024-12-21,Scarlets,5117,Ospreys,9767,away,22,23,L,-1,1,3,1,1,5,2,0,0,0.34,42,365,34,4,1,20,24,0.92,2,1,12,0,5,5,1,0,0,2,35,10,99,0.41,0.4,15,5,0.41,0,0,5,62,57,83,0,1.0,2,221,7,6,2
2025,1236,United Rugby Championship,8,8480608,2024-12-21,Leinster Rugby,6917,Connacht Rugby,10217,home,20,12,W,8,2,2,2,1,2,0,0,0,0.5,51,270,32,2,2,20,22,0.75,1,4,12,2,11,9,2,0,0,0,29,8,129,0.41,0.44,15,2,0.43,0,0,5,84,79,96,0,1.0,6,135,11,6,2
2025,1236,United Rugby Championship,8,8480608,2024-12-21,Connacht Rugby,10217,Leinster Rugby,6917,away,12,20,L,-8,2,2,1,2,0,2,0,0,0.5,59,361,58,7,1,29,17,0.9,2,2,18,1,11,10,2,0,1,0,20,13,194,0.59,0.56,14,0,0.57,0,0,3,85,82,125,1,0.75,3,103,9,7,1
2025,1236,United Rugby Championship,8,8480581,2024-12-22,Glasgow Warriors,5267,Edinburgh Rugby,5867,home,33,14,W,19,5,2,4,2,0,0,0,0,0.01,86,448,30,7,4,15,19,1.0,0,0,15,2,11,9,1,2,1,0,24,13,180,0.7,0.46,9,0,0.58,0,0,2,105,103,130,0,1.0,7,132,10,2,1
2025,1236,United Rugby Championship,8,8480581,2024-12-22,Edinburgh Rugby,5867,Glasgow Warriors,5267,away,14,33,L,-19,2,5,2,4,0,0,0,0,0.99,61,267,26,2,2,23,15,1.0,0,0,11,0,9,9,0,0,0,0,15,6,137,0.3,0.54,13,0,0.42,0,0,1,82,81,98,1,0.89,8,152,9,4,2
2025,1236,United Rugby Championship,8,8480590,2024-12-26,Dragons RFC,9317,Cardiff Rugby,6617,home,22,24,L,-2,3,4,2,2,1,0,0,0,0.48,68,356,27,1,2,23,39,0.94,5,1,16,0,3,3,0,0,1,1,17,4,148,0.51,0.5,10,1,0.51,0,0,3,94,91,116,0,1.0,4,108,19,4,0
2025,1236,United Rugby Championship,8,8480590,2024-12-26,Cardiff Rugby,6617,Dragons RFC,9317,away,24,22,W,2,4,3,2,2,0,1,0,0,0.52,59,356,22,2,2,17,40,0.74,0,5,14,0,10,10,3,1,2,1,23,4,103,0.49,0.5,8,0,0.49,0,0,3,76,73,93,1,0.83,5,149,12,7,0
2025,1236,United Rugby Championship,9,8480671,2024-12-27,Munster Rugby,6467,Leinster Rugby,6917,home,7,28,L,-21,1,4,1,4,0,0,0,0,0.07,55,326,43,1,1,20,27,0.71,0,4,10,1,2,1,1,0,0,0,30,6,160,0.5,0.44,7,0,0.46,0,0,1,95,94,114,2,0.5,2,177,16,4,0
2025,1236,United Rugby Championship,9,8480671,2024-12-27,Leinster Rugby,6917,Munster Rugby,6467,away,28,7,W,21,4,1,4,1,0,0,0,0,0.93,70,337,51,11,4,30,29,1.0,2,0,8,0,2,2,0,0,0,0,20,11,169,0.5,0.56,12,0,0.54,0,0,3,104,101,150,1,0.89,8,164,12,3,1
2025,1236,United Rugby Championship,9,8480617,2024-12-28,Stormers,314,Sharks,311,home,24,20,W,4,4,2,2,2,0,2,0,0,0.59,72,360,33,3,2,25,17,0.79,0,3,11,0,4,4,2,1,2,1,22,22,163,0.53,0.59,9,0,0.56,0,0,2,74,72,123,0,1.0,8,95,16,4,0
2025,1236,United Rugby Championship,9,8480617,2024-12-28,Sharks,311,Stormers,314,away,20,24,L,-4,2,4,2,2,2,0,0,0,0.41,43,247,21,5,2,22,24,1.0,2,0,9,1,2,1,0,0,0,1,25,7,98,0.47,0.41,9,2,0.44,0,0,1,55,54,72,2,0.8,8,124,15,7,1
2025,1236,United Rugby Championship,9,8480626,2024-12-28,Zebre Parma,31967,Benetton Rugby,5567,home,12,24,L,-12,2,4,1,2,0,0,0,0,0.51,61,356,36,6,1,34,23,0.78,2,2,7,1,4,3,0,0,1,2,42,9,138,0.52,0.39,14,0,0.44,0,0,6,95,89,124,0,1.0,5,188,16,9,1
2025,1236,United Rugby Championship,9,8480626,2024-12-28,Benetton Rugby,5567,Zebre Parma,31967,away,24,12,W,12,4,2,2,1,0,0,0,0,0.49,77,435,50,7,2,42,25,0.77,2,3,10,0,6,6,0,0,2,1,34,10,181,0.48,0.61,9,0,0.56,0,1,6,131,125,156,0,1.0,4,163,13,8,1
2025,1236,United Rugby Championship,9,8480635,2024-12-28,Edinburgh Rugby,5867,Glasgow Warriors,5267,home,10,7,W,3,1,0,1,0,1,0,0,0,0.29,70,312,47,3,1,18,17,1.0,2,0,17,1,6,5,0,0,0,1,14,5,192,0.61,0.48,13,1,0.55,0,0,4,119,115,137,0,1.0,6,155,9,7,1
2025,1236,United Rugby Championship,9,8480635,2024-12-28,Glasgow Warriors,5267,Edinburgh Rugby,5867,away,7,10,L,-3,0,1,0,1,0,1,0,0,0.71,52,293,44,1,0,14,10,0.87,0,2,13,1,7,6,3,0,0,0,18,5,147,0.39,0.52,12,0,0.45,0,0,3,87,84,114,0,1.0,6,192,13,7,0
2025,1236,United Rugby Championship,9,8480680,2024-12-28,Connacht Rugby,10217,Ulster Rugby,7367,home,7,17,L,-10,1,2,1,2,0,1,0,0,0.69,78,386,51,3,1,34,18,0.89,4,3,24,1,4,3,0,0,0,0,14,15,259,0.6,0.63,9,0,0.62,0,0,4,107,103,147,2,0.6,3,110,21,4,0
2025,1236,United Rugby Championship,9,8480680,2024-12-28,Ulster Rugby,7367,Connacht Rugby,10217,away,17,7,W,10,2,1,2,1,1,0,0,0,0.31,55,275,13,3,2,14,25,0.76,1,4,13,0,3,3,0,0,0,0,34,6,64,0.4,0.37,16,1,0.38,0,0,5,65,60,77,1,0.8,4,172,8,6,0
2025,1236,United Rugby Championship,9,8480644,2025-01-01,Cardiff Rugby,6617,Ospreys,9767,home,13,13,D,0,2,1,0,1,1,2,0,0,0.04,40,198,39,0,0,1,29,0.93,2,1,13,1,10,9,3,2,2,0,14,5,135,0.59,0.28,16,1,0.43,0,0,7,85,78,97,1,0.88,7,136,9,8,2
2025,1236,United Rugby Championship,9,8480644,2025-01-01,Ospreys,9767,Cardiff Rugby,6617,away,13,13,D,0,1,2,1,0,2,1,0,0,0.96,54,373,37,0,1,14,22,0.87,1,2,13,4,8,4,1,0,0,1,2,8,131,0.41,0.72,10,2,0.57,0,1,5,84,79,102,0,1.0,6,112,11,3,0
2025,1236,United Rugby Championship,9,8480653,2025-01-01,Scarlets,5117,Dragons RFC,9317,home,32,15,W,17,4,2,3,1,2,1,0,0,0.65,66,505,28,9,3,22,31,0.86,2,2,12,0,4,4,1,0,1,0,8,11,127,0.52,0.49,9,2,0.51,0,0,3,69,66,105,0,1.0,5,123,15,6,1
2025,1236,United Rugby Championship,9,8480653,2025-01-01,Dragons RFC,9317,Scarlets,5117,away,15,32,L,-17,2,4,1,3,1,2,0,0,0.35,53,342,29,4,1,8,32,0.9,0,2,19,0,9,9,0,0,1,0,22,6,147,0.48,0.51,10,1,0.49,0,0,3,78,75,102,0,1.0,7,105,15,5,0
2025,1236,United Rugby Championship,10,8480698,2025-01-24,Ospreys,9767,Benetton Rugby,5567,home,43,0,W,43,6,0,5,0,1,0,0,0,0.51,87,472,23,6,5,26,37,0.88,0,2,14,0,3,3,0,0,1,0,17,9,194,0.6,0.52,10,1,0.56,0,0,4,106,102,131,0,1.0,11,148,9,9,0
2025,1236,United Rugby Championship,10,8480698,2025-01-24,Benetton Rugby,5567,Ospreys,9767,away,0,43,L,-43,0,6,0,5,0,1,0,0,0.49,55,260,30,3,0,17,23,0.87,0,2,13,0,11,11,0,0,0,0,26,6,138,0.4,0.48,7,0,0.44,0,0,4,78,74,95,0,1.0,3,161,19,4,0
2025,1236,United Rugby Championship,10,8480707,2025-01-25,Lions,206,Bulls,308,home,22,35,L,-13,2,4,0,4,4,3,0,0,0.66,54,298,23,2,0,22,13,0.83,0,2,10,1,2,1,0,0,2,1,20,9,126,0.46,0.43,9,4,0.44,0,0,7,70,63,89,2,0.6,3,127,16,5,0
2025,1236,United Rugby Championship,10,8480707,2025-01-25,Bulls,308,Lions,206,away,35,22,W,13,4,2,4,0,3,4,0,0,0.34,71,507,20,3,4,20,26,1.0,0,0,12,0,4,4,2,1,0,2,22,8,152,0.54,0.57,11,3,0.56,0,0,5,76,71,104,0,1.0,5,108,11,8,0
2025,1236,United Rugby Championship,10,8480716,2025-01-25,Scarlets,5117,Edinburgh Rugby,5867,home,30,24,W,6,3,4,3,2,3,0,0,0,0.42,41,181,24,2,3,13,24,0.94,1,1,16,2,9,7,0,1,0,0,13,7,106,0.48,0.38,10,3,0.43,0,0,4,58,54,74,2,0.75,6,139,6,3,1
2025,1236,United Rugby Championship,10,8480716,2025-01-25,Edinburgh Rugby,5867,Scarlets,5117,away,24,30,L,-6,4,3,2,3,0,3,0,0,0.58,61,318,34,2,2,13,24,0.93,0,1,13,0,8,8,0,2,2,0,13,9,129,0.52,0.62,14,0,0.57,0,0,3,86,83,108,0,1.0,6,82,14,5,1
2025,1236,United Rugby Championship,10,8480725,2025-01-25,Leinster Rugby,6917,Stormers,314,home,36,12,W,24,5,2,4,1,1,0,0,0,0.16,61,317,40,5,4,17,24,0.82,0,3,14,0,5,5,1,0,1,0,12,10,175,0.62,0.53,10,1,0.57,0,0,3,89,86,117,0,1.0,7,85,10,5,0
2025,1236,United Rugby Championship,10,8480725,2025-01-25,Stormers,314,Leinster Rugby,6917,away,12,36,L,-24,2,5,1,4,0,1,0,0,0.84,39,314,31,6,1,13,13,0.8,1,3,12,1,3,2,0,0,1,0,19,5,99,0.38,0.47,17,0,0.43,0,0,5,57,52,78,3,0.63,5,141,16,6,0
2025,1236,United Rugby Championship,10,8480734,2025-01-25,Cardiff Rugby,6617,Sharks,311,home,22,42,L,-20,4,6,1,6,0,0,0,0,0.51,70,434,41,9,1,29,32,0.89,0,1,8,0,6,6,1,0,3,0,21,3,176,0.52,0.54,11,0,0.53,0,0,5,106,101,119,2,0.71,5,126,10,4,0
2025,1236,United Rugby Championship,10,8480734,2025-01-25,Sharks,311,Cardiff Rugby,6617,away,42,22,W,20,6,4,6,1,0,0,0,0,0.49,72,447,27,7,6,21,22,0.92,1,1,11,1,4,3,0,0,0,0,29,8,152,0.48,0.46,3,0,0.47,0,0,1,87,86,112,0,1.0,5,127,14,6,0
2025,1236,United Rugby Championship,10,8480743,2025-01-25,Dragons RFC,9317,Munster Rugby,6467,home,19,38,L,-19,3,5,2,3,0,0,0,0,0.1,41,277,20,3,2,15,18,0.89,0,1,8,1,3,2,0,0,1,0,26,3,100,0.34,0.4,12,0,0.37,0,0,2,58,56,71,2,0.82,9,150,13,6,1
2025,1236,United Rugby Championship,10,8480743,2025-01-25,Munster Rugby,6467,Dragons RFC,9317,away,38,19,W,19,5,3,3,2,0,0,0,0,0.9,97,738,42,9,3,26,17,0.95,0,1,19,4,12,8,0,0,2,0,15,12,220,0.66,0.6,9,0,0.63,0,0,2,107,105,155,1,0.89,8,85,19,3,0
2025,1236,United Rugby Championship,10,8480689,2025-01-26,Glasgow Warriors,5267,Connacht Rugby,10217,home,22,19,W,3,3,3,2,2,1,0,0,0,0.63,39,253,39,4,2,16,21,0.85,0,2,11,1,4,3,2,0,1,0,23,3,138,0.37,0.53,7,1,0.45,0,0,2,84,82,94,1,0.9,9,199,7,5,0
2025,1236,United Rugby Championship,10,8480689,2025-01-26,Connacht Rugby,10217,Glasgow Warriors,5267,away,19,22,L,-3,3,3,2,2,0,1,0,0,0.37,79,396,38,6,2,23,15,1.0,1,0,15,1,8,7,1,0,1,1,16,8,235,0.63,0.47,9,0,0.55,0,0,4,121,117,139,1,0.8,4,138,16,3,0
2025,1236,United Rugby Championship,10,8480752,2025-01-26,Ulster Rugby,7367,Zebre Parma,31967,home,14,15,L,-1,2,2,2,1,0,1,0,0,0.67,83,443,35,3,2,27,26,1.0,1,0,15,0,10,10,1,0,0,1,25,5,202,0.6,0.59,11,0,0.59,0,0,5,137,132,152,1,0.83,5,117,17,8,0
2025,1236,United Rugby Championship,10,8480752,2025-01-26,Zebre Parma,31967,Ulster Rugby,7367,away,15,14,W,1,2,2,1,2,1,0,0,0,0.33,61,329,24,5,1,25,30,0.88,0,2,14,0,7,7,2,0,1,1,27,12,93,0.4,0.41,12,1,0.41,0,0,5,67,62,103,1,0.83,5,180,13,6,1
2026,1236,United Rugby Championship,2,8524231,2025-10-03,Stormers,314,Ospreys,9767,home,26,10,W,16,3,2,1,0,3,0,0,0,0.61,67,323,41,8,1,26,23,1.0,1,0,21,0,5,5,1,0,2,1,18,8,178,0.55,0.45,7,3,0.49,0,0,6,87,81,118,0,1.0,5,129,21,10,0
2026,1236,United Rugby Championship,2,8524231,2025-10-03,Ospreys,9767,Stormers,314,away,10,26,L,-16,2,3,0,1,0,3,0,0,0.39,54,368,34,2,0,19,24,0.92,0,1,12,2,5,3,0,0,2,0,26,5,138,0.45,0.55,16,0,0.51,0,0,7,89,82,101,1,0.75,3,156,9,11,0
2026,1236,United Rugby Championship,2,8524258,2025-10-03,Dragons RFC,9317,Sharks,311,home,17,17,D,0,2,2,2,2,1,1,0,0,0.87,50,257,25,5,2,28,23,0.71,2,4,10,0,2,2,0,0,0,0,9,0,87,0.41,0.57,15,1,0.5,0,0,1,87,86,92,1,0.75,3,94,12,4,1
2026,1236,United Rugby Championship,2,8524258,2025-10-03,Sharks,311,Dragons RFC,9317,away,17,17,D,0,2,2,2,2,1,1,0,0,0.13,40,227,14,1,2,10,25,0.79,2,4,15,1,9,8,1,0,0,0,27,5,69,0.59,0.43,8,1,0.5,0,0,1,56,55,71,0,1.0,12,134,10,1,0
2026,1236,United Rugby Championship,2,8524267,2025-10-04,Benetton Rugby,5567,Glasgow Warriors,5267,home,16,14,W,2,1,2,1,2,2,0,1,0,0.53,54,269,27,1,1,6,27,0.87,2,2,13,2,3,1,0,0,0,1,29,2,158,0.33,0.59,8,2,0.45,0,0,0,90,90,100,1,0.88,7,127,11,5,1
2026,1236,United Rugby Championship,2,8524267,2025-10-04,Glasgow Warriors,5267,Benetton Rugby,5567,away,14,16,L,-2,2,1,2,1,0,2,0,1,0.47,64,446,44,3,2,29,28,0.88,0,2,15,0,3,3,0,0,0,1,6,3,168,0.67,0.41,13,0,0.55,0,0,5,103,98,135,0,1.0,1,156,13,3,0
2026,1236,United Rugby Championship,2,8524276,2025-10-04,Bulls,308,Leinster Rugby,6917,home,39,31,W,8,6,4,3,4,1,1,0,0,0.38,39,393,32,8,3,13,29,0.69,0,5,11,0,3,3,0,0,3,0,11,7,95,0.46,0.32,9,1,0.39,0,0,3,58,55,88,0,1.0,3,177,15,5,0
2026,1236,United Rugby Championship,2,8524276,2025-10-04,Leinster Rugby,6917,Bulls,308,away,31,39,L,-8,4,6,4,3,1,1,0,0,0.62,82,504,32,9,4,11,30,1.0,1,0,12,0,1,1,0,0,0,1,13,10,213,0.54,0.68,8,1,0.61,0,0,1,120,119,150,1,0.86,6,90,16,5,1
2026,1236,United Rugby Championship,2,8524285,2025-10-04,Munster Rugby,6467,Cardiff Rugby,6617,home,23,20,W,3,3,4,1,0,1,0,1,0,0.58,62,250,28,3,1,12,26,0.88,2,2,15,1,8,7,1,0,2,0,14,4,124,0.53,0.49,11,1,0.5,0,0,4,91,87,101,1,0.8,4,138,9,1,1
2026,1236,United Rugby Championship,2,8524285,2025-10-04,Cardiff Rugby,6617,Munster Rugby,6467,away,20,23,L,-3,4,3,0,1,0,1,0,1,0.42,52,242,32,8,0,14,28,0.8,0,3,12,0,0,0,0,0,4,1,12,2,123,0.47,0.51,12,0,0.5,0,0,1,87,86,101,0,1.0,7,126,9,6,1
2026,1236,United Rugby Championship,2,8524294,2025-10-05,Zebre Parma,31967,Lions,206,home,22,20,W,2,3,3,2,1,1,1,0,0,0.69,60,317,17,2,2,13,26,0.88,0,2,15,0,9,9,1,1,1,1,18,3,112,0.57,0.4,7,1,0.48,0,0,1,74,73,91,0,1.0,4,155,10,5,1
2026,1236,United Rugby Championship,2,8524294,2025-10-05,Lions,206,Zebre Parma,31967,away,20,22,L,-2,3,3,1,2,1,1,0,0,0.31,82,418,46,4,1,18,28,1.0,1,0,16,0,2,2,0,0,2,0,13,13,198,0.43,0.6,12,1,0.52,0,0,6,105,99,144,2,0.5,2,121,7,4,0
2026,1236,United Rugby Championship,3,8524303,2025-10-10,Munster Rugby,6467,Edinburgh Rugby,5867,home,20,19,W,1,4,3,0,2,0,0,0,0,0.72,71,376,37,6,0,11,16,0.78,0,4,14,0,7,7,0,0,4,0,16,8,172,0.53,0.52,9,0,0.52,0,0,2,95,93,129,0,1.0,7,140,13,3,0
2026,1236,United Rugby Championship,3,8524303,2025-10-10,Edinburgh Rugby,5867,Munster Rugby,6467,away,19,20,L,-1,3,4,2,0,0,0,0,0,0.28,50,268,41,4,2,16,21,1.0,3,0,13,1,6,5,0,1,1,0,14,7,146,0.47,0.48,14,0,0.48,0,0,4,88,84,108,0,1.0,5,146,15,4,4
2026,1236,United Rugby Championship,3,8524312,2025-10-10,Scarlets,5117,Stormers,314,home,0,34,L,-34,0,5,0,3,0,1,0,0,0.77,38,185,56,3,0,29,33,1.0,1,0,16,1,3,2,0,0,0,0,9,5,163,0.42,0.64,20,0,0.55,0,0,3,94,91,103,0,1.0,1,85,14,2,2
2026,1236,United Rugby Championship,3,8524312,2025-10-10,Stormers,314,Scarlets,5117,away,34,0,W,34,5,0,3,0,1,0,0,0,0.23,42,266,27,5,3,9,30,0.88,0,3,23,0,12,12,5,0,2,2,29,5,87,0.58,0.36,11,1,0.45,0,0,3,51,48,80,0,1.0,8,152,7,8,2
2026,1236,United Rugby Championship,3,8524321,2025-10-11,Benetton Rugby,5567,Lions,206,home,41,15,W,26,6,2,4,1,1,1,0,0,0.64,73,671,15,8,4,30,30,0.82,2,2,9,0,4,4,0,0,2,0,21,8,160,0.51,0.55,9,1,0.53,0,0,6,74,68,105,0,1.0,8,111,12,5,2
2026,1236,United Rugby Championship,3,8524321,2025-10-11,Lions,206,Benetton Rugby,5567,away,15,41,L,-26,2,6,1,4,1,1,0,0,0.36,80,394,17,5,1,22,28,0.65,0,6,11,0,3,3,0,0,1,0,30,16,197,0.49,0.45,7,1,0.47,0,0,3,79,76,107,0,1.0,7,99,13,7,2
2026,1236,United Rugby Championship,3,8524330,2025-10-11,Ospreys,9767,Zebre Parma,31967,home,24,0,W,24,3,0,3,0,1,0,0,0,0.63,91,550,38,6,3,33,27,0.92,3,1,11,0,5,5,0,0,0,0,12,13,219,0.67,0.62,7,1,0.65,0,0,4,108,104,144,0,1.0,8,61,16,2,0
2026,1236,United Rugby Championship,3,8524330,2025-10-11,Zebre Parma,31967,Ospreys,9767,away,0,24,L,-24,0,3,0,3,0,1,0,0,0.37,28,281,22,6,0,12,20,0.69,0,5,11,0,5,5,0,0,0,0,33,6,110,0.33,0.38,11,0,0.35,0,0,2,48,46,56,3,0.73,8,151,16,7,0
2026,1236,United Rugby Championship,3,8524339,2025-10-11,Glasgow Warriors,5267,Dragons RFC,9317,home,49,0,W,49,6,0,6,0,0,0,0,0,0.42,84,573,44,4,6,21,20,0.93,1,1,14,1,10,9,0,1,0,0,11,7,238,0.59,0.55,12,0,0.57,0,0,7,130,123,149,1,0.83,5,139,10,7,0
2026,1236,United Rugby Championship,3,8524339,2025-10-11,Dragons RFC,9317,Glasgow Warriors,5267,away,0,49,L,-49,0,6,0,6,0,0,0,0,0.58,45,226,54,3,0,11,11,0.81,0,3,13,2,3,1,0,0,0,0,21,4,165,0.41,0.45,11,0,0.43,0,0,3,86,83,117,1,0.86,6,224,20,7,1
