season,comp_id,comp_name,round,fixture_id,date,team,team_id,opponent,opponent_id,home_away,team_score,opp_score,result,margin,tries_for,tries_against,conv_for,conv_against,pens_for,pens_against,dg_for,dg_against,ball_possession_last_10_mins,carries_crossed_gain_line,carries_metres,carries_not_made_gain_line,clean_breaks,conversion_goals,defenders_beaten,kicks_from_hand,lineout_success,lineout_won_steal,lineouts_Lost,lineouts_won,mauls_lost,mauls_total,mauls_won,mauls_won_penalty,mauls_won_try,missed_conversion_goals,missed_penalty_goals,missed_tackles,offload,passes,pc_possession_first,pc_possession_second,penalties_conceded,penalty_goals,possession,red_card_second_yellow,red_cards,rucks_lost,rucks_total,rucks_won,runs,scrums_lost,scrums_success,scrums_won,tackles,turnovers_conceded,turnovers_won,yellow_cards
2024,1230,TOP 14,12,8446417,2024-01-06,Union Bordeaux-Begles,131,Bayonne,14567,home,24,23,W,1,3,2,3,2,1,3,0,0,0.46,78,611,62,5,3,24,31,0.67,2,6,12,0,5,5,1,0,0,1,15,8,153,0.56,0.52,8,1,0.54,0,0,2,77,75,153,0,0.86,6,100,14,6,1
2024,1230,TOP 14,12,8446417,2024-01-06,Bayonne,14567,Union Bordeaux-Begles,131,away,23,24,L,-1,2,3,2,3,3,1,0,0,0.54,36,316,41,3,2,15,37,0.73,1,4,11,0,2,2,0,0,0,0,24,3,101,0.44,0.48,12,3,0.46,0,0,4,66,62,87,0,1.0,7,123,9,5,1
2024,1230,TOP 14,12,8446435,2024-01-06,Stade Francais Paris,4817,ASM Clermont Auvergne,6767,home,14,14,D,0,2,1,2,0,0,3,0,0,0.8,52,473,71,4,2,28,36,0.8,0,3,12,0,5,5,0,0,0,3,14,7,128,0.56,0.52,9,0,0.54,0,0,6,83,77,140,0,0.67,6,84,17,3,1
2024,1230,TOP 14,12,8446435,2024-01-06,ASM Clermont Auvergne,6767,Stade Francais Paris,4817,away,14,14,D,0,1,2,0,2,3,0,0,0,0.2,48,352,45,3,0,14,39,0.89,2,1,8,0,5,5,2,0,1,0,28,4,99,0.44,0.48,8,3,0.46,0,0,1,63,62,105,1,0.71,5,135,13,10,0
2024,1230,TOP 14,12,8446453,2024-01-06,Racing 92,140,Castres Olympique,6167,home,34,30,W,4,4,2,2,1,1,6,0,0,0.17,88,446,52,6,2,34,14,0.88,1,2,14,2,5,3,0,0,2,0,20,12,172,0.7,0.48,13,1,0.58,0,0,3,107,104,162,0,0.82,9,73,10,3,0
2024,1230,TOP 14,12,8446453,2024-01-06,Castres Olympique,6167,Racing 92,140,away,30,34,L,-4,2,4,1,2,6,1,0,0,0.83,49,345,25,3,1,20,22,0.82,1,2,9,0,7,7,3,1,1,0,34,7,66,0.3,0.52,11,6,0.42,0,0,0,52,52,78,0,1.0,3,173,11,5,1
2024,1230,TOP 14,12,8446462,2024-01-06,Stade Toulousain,7067,Lyon,152,home,45,0,W,45,7,0,5,0,0,0,0,0,0.46,93,708,29,8,5,27,20,0.78,0,4,14,1,5,4,0,0,2,0,20,14,160,0.5,0.56,13,0,0.53,0,0,5,82,77,141,2,0.8,8,114,14,7,0
2024,1230,TOP 14,12,8446462,2024-01-06,Lyon,152,Stade Toulousain,7067,away,0,45,L,-45,0,7,0,5,0,0,0,0,0.54,55,376,53,0,0,20,20,0.93,2,1,14,2,7,5,0,0,0,0,27,9,156,0.5,0.44,10,0,0.47,0,0,3,78,75,125,2,0.75,6,145,20,7,0
2024,1230,TOP 14,12,8446426,2024-01-07,Montpellier Herault Rugby,14867,RC Toulon,134,home,27,17,W,10,3,1,3,0,2,4,0,0,0.13,55,425,49,7,3,19,30,0.91,3,1,10,0,2,2,0,0,0,0,30,5,152,0.49,0.4,14,2,0.44,0,0,4,66,62,122,1,0.5,3,167,14,6,1
2024,1230,TOP 14,12,8446426,2024-01-07,RC Toulon,134,Montpellier Herault Rugby,14867,away,17,27,L,-10,1,3,0,3,4,2,0,0,0.87,54,381,57,2,0,30,26,0.71,0,5,12,1,3,2,0,1,1,0,19,7,166,0.51,0.6,7,4,0.56,0,0,4,101,97,126,0,0.9,9,96,17,4,1
2024,1230,TOP 14,13,8446480,2024-01-27,Union Bordeaux-Begles,131,Stade Francais Paris,4817,home,26,30,L,-4,3,3,1,3,3,3,0,0,0.76,45,362,45,4,1,26,25,0.69,1,5,11,2,5,3,0,1,2,0,8,12,143,0.42,0.5,11,3,0.46,0,0,2,70,68,99,0,0.83,5,78,15,5,0
2024,1230,TOP 14,13,8446480,2024-01-27,Stade Francais Paris,4817,Union Bordeaux-Begles,131,away,30,26,W,4,3,3,3,1,3,3,0,0,0.24,30,379,47,2,3,8,29,0.77,2,3,10,0,10,10,2,0,0,0,26,4,92,0.58,0.5,13,3,0.54,0,0,2,56,54,88,1,0.86,6,110,11,6,1
2024,1230,TOP 14,13,8446471,2024-01-27,Bayonne,14567,Oyonnax,143,home,21,17,W,4,2,2,1,2,3,0,0,1,0.07,64,415,28,2,1,12,27,0.88,4,2,14,0,5,5,1,0,1,0,21,5,132,0.65,0.33,10,3,0.48,0,0,3,82,79,105,3,0.5,5,145,11,5,0
2024,1230,TOP 14,13,8446471,2024-01-27,Oyonnax,143,Bayonne,14567,away,17,21,L,-4,2,2,2,1,0,3,1,0,0.93,74,440,29,4,2,21,29,0.71,1,5,12,0,5,5,1,0,0,1,12,9,123,0.35,0.67,15,0,0.52,0,0,4,89,85,112,0,1.0,4,106,11,6,0
2024,1230,TOP 14,13,8446489,2024-01-27,Castres Olympique,6167,ASM Clermont Auvergne,6767,home,20,23,L,-3,3,2,1,2,1,3,0,0,0.84,53,368,66,1,1,26,36,0.73,0,4,11,1,5,4,1,0,2,2,19,12,157,0.48,0.64,7,1,0.56,0,0,2,98,96,130,1,0.71,5,88,12,7,0
2024,1230,TOP 14,13,8446489,2024-01-27,ASM Clermont Auvergne,6767,Castres Olympique,6167,away,23,20,W,3,2,3,2,1,3,1,0,0,0.16,42,411,42,3,2,19,34,1.0,4,0,9,1,3,2,0,0,0,0,26,4,107,0.52,0.36,15,3,0.44,0,0,6,73,67,93,1,0.5,2,161,12,3,1
2024,1230,TOP 14,13,8446498,2024-01-27,Lyon,152,USAP,4967,home,36,24,W,12,3,3,3,3,5,1,0,0,0.32,55,577,48,5,3,23,29,1.0,2,0,6,1,2,1,0,0,0,0,29,14,110,0.46,0.31,13,5,0.39,0,0,4,70,66,106,0,0.86,6,242,17,6,2
2024,1230,TOP 14,13,8446498,2024-01-27,USAP,4967,Lyon,152,away,24,36,L,-12,3,3,3,3,1,5,0,0,0.68,111,669,73,4,3,29,25,0.73,0,6,16,0,4,4,1,0,0,0,23,8,228,0.54,0.69,9,1,0.61,0,0,3,150,147,194,1,0.6,3,102,11,9,1
2024,1230,TOP 14,13,8446507,2024-01-27,Montpellier Herault Rugby,14867,Section Paloise,10367,home,22,17,W,5,3,2,2,2,1,1,0,0,0.32,85,515,38,4,2,19,25,0.92,0,1,12,1,4,3,0,0,1,1,16,9,184,0.53,0.48,6,1,0.51,0,0,1,108,107,143,0,0.8,4,164,13,4,0
2024,1230,TOP 14,13,8446507,2024-01-27,Section Paloise,10367,Montpellier Herault Rugby,14867,away,17,22,L,-5,2,3,2,2,1,1,0,0,0.68,54,396,43,6,2,16,21,1.0,1,0,12,0,3,3,1,0,0,0,19,3,166,0.47,0.52,10,1,0.49,0,0,2,108,106,113,1,0.56,5,189,14,3,1
2024,1230,TOP 14,13,8446525,2024-01-27,RC Toulon,134,Stade Rochelais,158,home,25,23,W,2,1,1,1,1,6,3,0,0,0.79,31,298,42,2,1,16,24,0.82,0,2,9,1,2,1,1,0,0,0,10,7,125,0.48,0.57,11,6,0.53,0,0,3,65,62,84,2,0.58,7,83,11,6,1
2024,1230,TOP 14,13,8446525,2024-01-27,Stade Rochelais,158,RC Toulon,134,away,23,25,L,-2,1,1,1,1,3,6,0,0,0.21,25,125,30,2,1,10,22,0.78,1,2,7,1,6,5,0,0,0,1,16,2,70,0.52,0.43,12,3,0.47,0,0,3,52,49,67,1,0.78,7,97,11,4,0
2024,1230,TOP 14,13,8446516,2024-01-28,Racing 92,140,Stade Toulousain,7067,home,20,27,L,-7,2,4,2,2,2,1,0,0,0.48,63,460,28,1,2,22,23,0.86,1,2,12,1,4,3,0,0,0,0,22,6,157,0.41,0.77,7,2,0.65,0,0,3,93,90,112,0,0.9,9,139,13,4,0
2024,1230,TOP 14,13,8446516,2024-01-28,Stade Toulousain,7067,Racing 92,140,away,27,20,W,7,4,2,2,2,1,2,0,0,0.52,90,545,42,9,2,22,20,0.75,1,4,12,0,6,6,1,0,2,0,22,21,165,0.59,0.23,9,1,0.35,0,0,2,87,85,147,0,1.0,2,155,11,5,2
2025,1230,TOP 14,5,8488843,2024-10-05,Vannes,1322,Racing 92,140,home,24,27,L,-3,3,3,3,3,1,2,0,0,0.92,54,210,15,1,3,11,18,0.88,1,2,15,0,4,4,1,0,0,0,18,3,98,0.57,0.41,18,1,0.49,0,0,3,80,77,96,1,0.88,7,125,12,4,1
2025,1230,TOP 14,5,8488843,2024-10-05,Racing 92,140,Vannes,1322,away,27,24,W,3,3,3,3,3,2,1,0,0,0.08,64,362,36,4,3,18,17,0.85,1,3,17,1,11,10,5,1,0,0,11,5,135,0.43,0.59,14,2,0.51,0,0,1,77,76,115,3,0.5,3,146,17,4,1
2025,1230,TOP 14,5,8488852,2024-10-05,Stade Francais Paris,4817,Montpellier Herault Rugby,14867,home,29,20,W,9,2,2,2,2,5,2,0,0,0.4,36,291,23,5,2,19,24,0.82,2,2,9,3,7,4,0,0,0,1,12,3,94,0.57,0.52,12,5,0.55,0,0,3,57,54,72,2,0.75,6,85,10,9,1
2025,1230,TOP 14,5,8488852,2024-10-05,Montpellier Herault Rugby,14867,Stade Francais Paris,4817,away,20,29,L,-9,2,2,2,2,2,5,0,0,0.6,45,224,14,1,2,12,17,0.68,1,6,13,0,4,4,1,0,0,3,19,3,78,0.43,0.48,13,2,0.45,0,0,5,54,49,70,0,0.71,5,95,15,6,0
2025,1230,TOP 14,5,8488861,2024-10-05,Stade Rochelais,158,Lyon,152,home,43,22,W,21,6,3,2,2,3,1,0,0,1.0,83,379,44,0,2,15,25,1.0,0,0,17,1,10,9,1,1,4,0,19,8,202,0.59,0.65,5,3,0.62,0,0,4,121,117,146,0,1.0,6,101,11,3,0
2025,1230,TOP 14,5,8488861,2024-10-05,Lyon,152,Stade Rochelais,158,away,22,43,L,-21,3,6,2,2,1,3,0,0,0.0,52,337,23,4,2,19,25,0.92,0,1,11,0,2,2,0,0,1,0,15,8,96,0.41,0.35,15,1,0.38,0,0,3,71,68,85,1,0.71,5,182,8,3,1
2025,1230,TOP 14,5,8488870,2024-10-05,Union Bordeaux-Begles,131,Bayonne,14567,home,30,27,W,3,4,3,2,3,2,1,0,1,0.43,71,539,30,9,2,18,24,0.78,1,4,14,0,5,5,2,0,2,0,33,20,155,0.52,0.42,7,2,0.46,0,0,4,66,62,120,0,0.83,5,144,20,7,1
2025,1230,TOP 14,5,8488870,2024-10-05,Bayonne,14567,Union Bordeaux-Begles,131,away,27,30,L,-3,3,4,3,2,1,2,1,0,0.57,63,354,54,8,3,33,26,0.88,3,2,14,0,5,5,1,0,0,0,18,15,183,0.48,0.58,10,1,0.54,0,0,6,96,90,133,1,0.73,8,106,13,11,1
2025,1230,TOP 14,5,8488879,2024-10-05,USAP,4967,Section Paloise,10367,home,11,10,W,1,1,1,0,1,2,1,0,0,0.47,101,481,41,4,0,21,24,0.74,0,5,14,1,6,5,0,0,1,1,11,21,213,0.53,0.62,9,2,0.58,0,0,8,137,129,167,0,0.86,6,103,14,4,0
2025,1230,TOP 14,5,8488879,2024-10-05,Section Paloise,10367,USAP,4967,away,10,11,L,-1,1,1,1,0,1,2,0,0,0.53,48,264,22,2,1,11,26,0.86,2,2,12,0,4,4,2,0,0,1,21,7,121,0.47,0.38,9,1,0.42,0,0,8,62,54,78,1,0.73,8,156,11,6,1
2025,1230,TOP 14,5,8488834,2024-10-05,Castres Olympique,6167,Stade Toulousain,7067,home,28,23,W,5,3,2,2,2,3,3,0,0,0.25,50,384,20,4,2,32,23,0.77,0,3,10,1,5,4,0,0,1,1,34,9,99,0.49,0.37,11,3,0.43,0,0,5,55,50,81,0,0.83,5,129,15,7,0
2025,1230,TOP 14,5,8488834,2024-10-05,Stade Toulousain,7067,Castres Olympique,6167,away,23,28,L,-5,2,3,2,2,3,3,0,0,0.75,75,422,27,3,2,34,24,1.0,2,0,15,1,8,7,0,1,0,0,32,14,130,0.51,0.63,12,3,0.57,0,0,5,92,87,113,3,0.38,3,81,11,9,1
2025,1230,TOP 14,5,8488825,2024-10-06,ASM Clermont Auvergne,6767,RC Toulon,134,home,19,18,W,1,1,0,1,0,4,6,0,0,0.79,50,320,25,3,1,10,24,0.76,0,4,13,1,7,6,1,0,0,0,23,5,95,0.39,0.63,11,4,0.51,0,0,3,71,68,93,0,0.67,4,109,17,4,1
2025,1230,TOP 14,5,8488825,2024-10-06,RC Toulon,134,ASM Clermont Auvergne,6767,away,18,19,L,-1,0,1,0,1,6,4,0,0,0.21,42,233,30,1,0,22,35,1.0,4,0,12,1,5,4,0,0,0,0,10,9,107,0.61,0.37,12,6,0.49,0,0,3,64,61,84,2,0.71,5,108,10,5,2
2025,1230,TOP 14,6,8488915,2024-10-12,Racing 92,140,RC Toulon,134,home,22,6,W,16,1,0,1,0,5,2,0,0,0.57,89,384,30,4,1,22,30,0.93,4,1,13,0,8,8,2,1,0,1,8,9,165,0.64,0.68,10,5,0.66,0,0,2,110,108,138,1,0.86,6,65,12,1,0
2025,1230,TOP 14,6,8488915,2024-10-12,RC Toulon,134,Racing 92,140,away,6,22,L,-16,0,1,0,1,2,5,0,0,0.43,33,153,16,1,0,7,25,0.5,0,7,7,0,2,2,2,0,0,1,21,5,74,0.36,0.32,17,2,0.34,0,0,2,42,40,57,1,0.64,7,171,8,5,2
2025,1230,TOP 14,6,8488888,2024-10-12,Bayonne,14567,Stade Rochelais,158,home,37,7,W,30,4,1,2,1,2,0,0,0,0.83,69,481,31,9,2,20,34,0.93,4,1,14,1,4,3,0,0,2,0,14,13,141,0.58,0.47,13,2,0.53,0,0,2,77,75,111,0,0.88,7,123,10,14,1
2025,1230,TOP 14,6,8488888,2024-10-12,Stade Rochelais,158,Bayonne,14567,away,7,37,L,-30,1,4,1,2,0,2,0,0,0.17,61,363,27,3,1,14,16,0.7,0,6,14,2,9,7,0,0,0,0,20,9,106,0.42,0.53,12,0,0.47,0,0,5,63,58,101,0,0.83,10,108,18,3,0
2025,1230,TOP 14,6,8488906,2024-10-12,Montpellier Herault Rugby,14867,Vannes,1322,home,26,24,W,2,2,2,2,2,4,1,0,0,0.48,67,263,27,2,2,24,23,0.92,1,1,12,0,7,7,1,0,0,1,11,0,89,0.51,0.54,13,4,0.53,0,0,8,104,96,112,0,0.75,6,105,12,5,1
2025,1230,TOP 14,6,8488906,2024-10-12,Vannes,1322,Montpellier Herault Rugby,14867,away,24,26,L,-2,2,2,2,2,1,4,0,0,0.52,45,264,26,5,2,11,20,0.82,1,3,14,0,10,10,4,0,0,0,24,4,88,0.49,0.46,12,1,0.47,0,0,5,66,61,80,2,0.4,2,150,15,3,0
2025,1230,TOP 14,6,8488924,2024-10-12,Section Paloise,10367,Castres Olympique,6167,home,33,26,W,7,4,4,2,3,3,0,0,0,0.46,64,524,21,9,2,23,26,0.83,2,2,10,0,4,4,1,0,2,1,15,8,121,0.59,0.4,18,3,0.49,0,0,5,77,72,98,0,0.5,2,133,7,4,2
2025,1230,TOP 14,6,8488924,2024-10-12,Castres Olympique,6167,Section Paloise,10367,away,26,33,L,-7,4,4,3,2,0,3,0,0,0.54,65,368,22,4,3,15,19,0.79,2,4,15,0,9,9,4,1,1,1,23,10,104,0.41,0.6,11,0,0.51,0,0,6,81,75,107,1,0.83,5,125,13,5,1
2025,1230,TOP 14,6,8488942,2024-10-12,Union Bordeaux-Begles,131,USAP,4967,home,66,12,W,54,10,2,8,1,0,0,0,0,0.45,73,677,26,17,8,29,27,0.78,2,2,7,1,3,2,0,0,2,0,16,22,158,0.59,0.46,16,0,0.53,0,0,6,53,47,117,2,0.67,8,105,12,5,1
2025,1230,TOP 14,6,8488942,2024-10-12,USAP,4967,Union Bordeaux-Begles,131,away,12,66,L,-54,2,10,1,8,0,0,0,0,0.55,57,229,18,2,1,16,14,0.84,0,3,16,1,8,7,0,0,1,0,29,7,107,0.41,0.54,9,0,0.47,0,1,2,70,68,91,2,0.5,5,75,20,6,0
2025,1230,TOP 14,6,8488933,2024-10-12,Stade Toulousain,7067,ASM Clermont Auvergne,6767,home,48,14,W,34,6,2,6,2,2,0,0,0,1.0,77,453,41,9,6,36,19,0.88,1,2,15,1,8,7,1,0,0,1,10,18,191,0.64,0.62,9,2,0.63,0,0,3,85,82,154,0,1.0,4,129,15,4,0
2025,1230,TOP 14,6,8488933,2024-10-12,ASM Clermont Auvergne,6767,Stade Toulousain,7067,away,14,48,L,-34,2,6,2,6,0,2,0,0,0.0,36,270,22,5,2,9,18,0.63,1,3,5,0,2,2,0,0,0,0,31,5,86,0.36,0.38,15,0,0.37,0,0,5,55,50,79,2,0.6,3,117,10,7,1
2025,1230,TOP 14,6,8488897,2024-10-13,Lyon,152,Stade Francais Paris,4817,home,35,3,W,32,5,0,5,0,0,1,0,0,0.13,90,619,44,7,5,30,37,0.72,0,5,13,2,3,1,1,0,0,1,11,18,196,0.6,0.46,7,0,0.53,0,0,3,97,94,152,0,0.91,10,108,17,7,0
2025,1230,TOP 14,6,8488897,2024-10-13,Stade Francais Paris,4817,Lyon,152,away,3,35,L,-32,0,5,0,5,1,0,0,0,0.87,62,407,36,3,0,11,35,0.78,2,2,7,0,1,1,0,0,0,0,30,8,155,0.4,0.54,11,1,0.47,0,0,6,83,77,106,2,0.5,5,149,23,6,1
2025,1230,TOP 14,7,8488960,2024-10-19,Bayonne,14567,Racing 92,140,home,32,15,W,17,4,2,3,1,2,1,0,0,0.51,91,535,27,7,3,20,17,0.81,2,3,13,0,7,7,2,1,1,0,13,10,161,0.53,0.58,10,2,0.55,0,0,3,96,93,133,1,0.64,7,99,9,4,1
2025,1230,TOP 14,7,8488960,2024-10-19,Racing 92,140,Bayonne,14567,away,15,32,L,-17,2,4,1,3,1,2,0,0,0.49,55,454,24,5,1,13,13,0.64,2,5,9,0,2,2,2,0,1,0,20,8,110,0.47,0.42,14,1,0.45,0,0,1,66,65,90,1,0.71,5,141,13,5,2
2025,1230,TOP 14,7,8488951,2024-10-19,ASM Clermont Auvergne,6767,Vannes,1322,home,55,33,W,22,8,3,4,3,0,4,0,0,0.26,66,513,19,10,4,23,19,0.94,2,1,17,1,8,7,2,2,4,0,19,10,127,0.5,0.55,14,0,0.53,0,0,4,63,59,100,0,0.71,5,129,16,3,1
2025,1230,TOP 14,7,8488951,2024-10-19,Vannes,1322,ASM Clermont Auvergne,6767,away,33,55,L,-22,3,8,3,4,4,0,0,0,0.74,49,306,28,2,3,19,20,0.6,0,6,9,1,2,1,0,0,0,0,23,4,117,0.5,0.45,10,4,0.47,0,0,3,73,70,96,1,0.6,3,94,14,5,3
2025,1230,TOP 14,7,8488969,2024-10-19,Castres Olympique,6167,Stade Francais Paris,4817,home,35,13,W,22,4,2,3,0,3,1,0,0,0.48,57,374,24,5,3,13,26,0.91,2,1,10,0,6,6,1,1,1,1,24,10,85,0.5,0.36,13,3,0.43,0,1,3,61,58,88,3,0.44,4,151,11,4,0
2025,1230,TOP 14,7,8488969,2024-10-19,Stade Francais Paris,4817,Castres Olympique,6167,away,13,35,L,-22,2,4,0,3,1,3,0,0,0.52,75,425,32,4,0,24,19,0.84,0,3,16,0,6,6,1,0,2,0,13,4,175,0.5,0.64,12,1,0.57,0,0,7,101,94,126,0,0.83,5,105,10,5,0
2025,1230,TOP 14,7,8488978,2024-10-19,RC Toulon,134,Montpellier Herault Rugby,14867,home,30,17,W,13,4,2,2,2,2,1,0,0,0.75,90,642,34,9,2,47,24,1.0,3,0,15,0,8,8,0,0,2,2,25,15,172,0.54,0.56,12,2,0.55,0,0,8,94,86,135,0,1.0,9,108,16,10,0
2025,1230,TOP 14,7,8488978,2024-10-19,Montpellier Herault Rugby,14867,RC Toulon,134,away,17,30,L,-13,2,4,2,2,1,2,0,0,0.25,54,291,18,2,2,25,21,0.63,0,6,10,0,1,1,0,0,0,2,47,11,114,0.46,0.44,11,1,0.45,0,0,7,64,57,84,1,0.67,4,129,14,6,1
2025,1230,TOP 14,7,8489005,2024-10-19,USAP,4967,Lyon,152,home,29,26,W,3,2,2,2,2,5,4,0,0,0.39,96,495,31,9,2,26,25,0.93,0,1,13,0,2,2,2,0,0,1,24,10,184,0.58,0.55,10,5,0.56,0,0,3,121,118,150,1,0.75,3,107,9,3,0
2025,1230,TOP 14,7,8489005,2024-10-19,Lyon,152,USAP,4967,away,26,29,L,-3,2,2,2,2,4,5,0,0,0.61,54,259,31,2,2,24,29,1.0,0,0,11,1,8,7,0,0,0,0,26,19,130,0.42,0.45,14,4,0.44,0,0,5,73,68,100,0,0.83,5,212,10,2,2
2025,1230,TOP 14,7,8488987,2024-10-19,Section Paloise,10367,Stade Toulousain,7067,home,14,22,L,-8,2,3,2,2,0,1,0,0,0.47,59,388,33,2,2,15,23,1.0,0,0,14,1,7,6,0,0,0,1,25,3,116,0.45,0.44,10,0,0.45,0,0,7,78,71,111,0,1.0,4,128,20,10,0
2025,1230,TOP 14,7,8488987,2024-10-19,Stade Toulousain,7067,Section Paloise,10367,away,22,14,W,8,3,2,2,2,1,0,0,0,0.53,67,437,32,1,2,25,27,1.0,0,0,13,1,8,7,2,1,1,1,17,19,152,0.55,0.56,9,1,0.55,0,0,7,82,75,112,0,0.86,6,110,13,8,0
2025,1230,TOP 14,7,8488996,2024-10-20,Stade Rochelais,158,Union Bordeaux-Begles,131,home,32,22,W,10,4,3,3,2,2,1,0,0,0.3,64,301,32,4,3,13,21,0.89,1,2,17,0,12,12,4,0,1,0,14,6,133,0.62,0.39,13,2,0.52,0,0,2,73,71,105,1,0.6,6,115,9,7,3
2025,1230,TOP 14,7,8488996,2024-10-20,Union Bordeaux-Begles,131,Stade Rochelais,158,away,22,32,L,-10,3,4,2,3,1,2,0,0,0.7,59,310,36,3,2,14,21,0.69,1,4,9,0,3,3,1,0,1,0,13,15,147,0.38,0.61,17,1,0.48,0,1,6,81,75,111,0,0.75,3,124,7,3,1
2025,1230,TOP 14,8,8489068,2024-10-26,Union Bordeaux-Begles,131,Section Paloise,10367,home,19,6,W,13,3,0,2,0,0,2,0,0,0.29,48,396,22,3,2,17,42,0.72,0,5,13,0,4,4,1,0,1,0,23,6,135,0.41,0.43,10,0,0.42,0,0,4,52,48,77,1,0.82,9,176,16,6,0
2025,1230,TOP 14,8,8489068,2024-10-26,Section Paloise,10367,Union Bordeaux-Begles,131,away,6,19,L,-13,0,3,0,2,2,0,0,0,0.71,76,450,48,0,0,23,41,0.93,3,1,13,1,6,5,0,0,0,0,17,7,163,0.59,0.57,11,2,0.58,0,0,6,107,101,140,0,0.89,8,80,22,5,0
2025,1230,TOP 14,8,8489014,2024-10-26,Lyon,152,Bayonne,14567,home,38,49,L,-11,6,6,4,5,0,3,0,0,0.5,74,375,20,3,4,26,16,0.87,1,2,13,0,5,5,0,1,2,0,20,10,130,0.44,0.53,8,0,0.49,0,0,1,77,76,107,1,0.8,4,124,17,1,2
2025,1230,TOP 14,8,8489014,2024-10-26,Bayonne,14567,Lyon,152,away,49,38,W,11,6,6,5,4,3,0,0,0,0.5,62,388,32,8,5,20,27,0.86,1,2,12,0,4,4,1,1,1,0,28,7,155,0.56,0.47,8,3,0.51,0,0,1,78,77,111,1,0.8,8,121,5,4,2
2025,1230,TOP 14,8,8489023,2024-10-26,Montpellier Herault Rugby,14867,Stade Rochelais,158,home,16,0,W,16,1,0,1,0,3,0,0,0,0.38,28,118,20,1,1,11,48,0.82,3,3,14,0,7,7,3,0,0,1,9,6,70,0.43,0.45,11,3,0.44,0,0,4,59,55,74,1,0.75,9,120,12,2,2
2025,1230,TOP 14,8,8489023,2024-10-26,Stade Rochelais,158,Montpellier Herault Rugby,14867,away,0,16,L,-16,0,1,0,1,0,3,0,0,0.62,43,145,20,1,0,9,37,0.77,0,5,17,0,11,11,1,0,0,0,11,6,77,0.57,0.55,15,0,0.56,0,0,3,73,70,83,2,0.57,4,73,15,4,1
2025,1230,TOP 14,8,8489032,2024-10-26,Racing 92,140,USAP,4967,home,30,23,W,7,3,2,3,2,3,3,0,0,0.48,34,269,32,5,3,20,18,0.67,1,3,6,1,3,2,1,0,0,1,17,7,93,0.49,0.44,15,3,0.47,0,0,6,57,51,76,3,0.58,7,128,10,5,3
2025,1230,TOP 14,8,8489032,2024-10-26,USAP,4967,Racing 92,140,away,23,30,L,-7,2,3,2,3,3,3,0,0,0.52,43,211,32,3,2,17,14,0.87,0,2,13,2,6,4,0,1,0,0,20,7,121,0.51,0.56,9,3,0.53,0,0,4,75,71,93,1,0.5,5,95,19,1,0
2025,1230,TOP 14,8,8489041,2024-10-26,Vannes,1322,Castres Olympique,6167,home,34,28,W,6,4,3,4,2,2,3,0,0,0.11,73,390,12,1,4,15,22,0.88,0,2,14,0,8,8,1,1,0,0,19,7,101,0.51,0.47,11,2,0.49,0,0,3,88,85,116,1,0.5,2,155,12,9,0
2025,1230,TOP 14,8,8489041,2024-10-26,Castres Olympique,6167,Vannes,1322,away,28,34,L,-6,3,4,2,4,3,2,0,0,0.89,67,314,27,2,2,19,22,0.77,1,3,10,0,7,7,1,0,1,0,15,12,120,0.49,0.53,11,3,0.51,0,0,1,83,82,121,2,0.67,6,132,8,4,1
2025,1230,TOP 14,8,8489050,2024-10-26,Stade Francais Paris,4817,ASM Clermont Auvergne,6767,home,36,6,W,30,5,0,4,0,1,2,0,0,0.32,71,456,38,6,4,33,25,0.95,1,1,18,1,9,8,2,1,1,1,16,8,132,0.6,0.55,8,1,0.58,0,0,3,105,102,132,3,0.57,4,108,12,6,1
2025,1230,TOP 14,8,8489050,2024-10-26,ASM Clermont Auvergne,6767,Stade Francais Paris,4817,away,6,36,L,-30,0,5,0,4,2,1,0,0,0.68,42,260,32,2,0,16,25,0.8,0,2,8,0,1,1,0,0,0,0,33,6,82,0.4,0.45,14,2,0.42,0,0,5,64,59,83,4,0.2,2,187,12,7,2
2025,1230,TOP 14,8,8489059,2024-10-27,Stade Toulousain,7067,RC Toulon,134,home,57,5,W,52,8,1,7,0,1,0,0,0,0.86,81,530,22,13,7,19,21,1.0,1,0,20,2,12,10,3,1,1,0,5,12,148,0.52,0.65,10,1,0.58,0,0,4,67,63,112,0,0.86,6,89,19,4,0
2025,1230,TOP 14,8,8489059,2024-10-27,RC Toulon,134,Stade Toulousain,7067,away,5,57,L,-52,1,8,0,7,0,1,0,0,0.14,37,194,23,0,0,5,22,0.88,0,2,15,2,7,5,0,0,1,0,19,0,86,0.48,0.35,14,0,0.42,0,0,4,56,52,66,0,0.89,8,131,14,10,2
2025,1230,TOP 14,9,8489077,2024-11-02,ASM Clermont Auvergne,6767,Union Bordeaux-Begles,131,home,32,27,W,5,5,3,2,3,1,2,0,0,0.21,61,292,23,3,2,7,21,0.87,2,2,13,0,9,9,3,1,3,0,20,9,91,0.56,0.39,20,1,0.48,0,0,3,65,62,92,2,0.5,3,109,7,3,2
2025,1230,TOP 14,9,8489077,2024-11-02,Union Bordeaux-Begles,131,ASM Clermont Auvergne,6767,away,27,32,L,-5,3,5,3,2,2,1,0,0,0.79,55,282,27,1,3,20,16,0.9,0,2,18,2,8,6,4,0,0,0,7,6,125,0.44,0.61,10,2,0.52,0,0,1,64,63,89,1,0.75,6,92,11,0,3
