id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,wr_margin,weather_att,per80,exp_min,starter_exp,supersub_exp
140494,Jiuta Wainiqolo,Fiji,2,Back Three,5.5,18.4,P,Scotland,True,20,3482,-3.2,0.976,23.39,75.2,23.93,10.99
229307,Cam Roigard,New Zealand,2,Scrum Half,8.0,35.2,P,Ireland,True,19,2081,9.4,0.976,32.49,64.4,28.11,13.08
146480,Sione Tuipulotu,Scotland,1,Centre,7.5,9.3,P,Fiji,False,45,3873,3.2,0.976,15.84,76.3,16.68,7.56
121353,Malcolm Marx,South Africa,2,Hooker,8.5,24.7,P,Wales,True,53,2091,40.5,0.988,24.33,63.2,21.16,9.6
123016,Jac Morgan,Wales,1,Loose Forward,7.0,17.3,P,South Africa,False,33,2339,-40.5,0.988,26.13,74.0,26.13,12.09
244532,Theo Attissogbe,France,1,Back Three,6.5,8.2,P,Japan,False,15,3569,14.6,0.951,24.01,80.0,25.96,12.01
180778,Kyle Rowe,Scotland,1,Back Three,5.5,1.3,P,Fiji,False,21,2907,3.2,0.976,19.41,76.6,20.51,9.29
250067,Fabien Brau-Boirie,France,1,Centre,6.0,3.8,P,Japan,False,4,2419,14.6,0.951,24.08,73.3,24.03,11.04
190344,Matthieu Jalibert,France,1,Fly Half,8.0,21.8,P,Japan,False,36,4126,14.6,0.951,31.78,76.1,32.17,15.11
240624,Selestino Ravutaumada,Fiji,2,Centre,5.0,5.9,P,Scotland,True,11,2233,-3.2,0.976,16.25,73.0,16.36,7.41
162344,Julian Montoya,Argentina,2,Hooker,7.5,9.0,P,England,True,61,3073,5.7,1.0,18.23,65.3,16.41,7.44
180443,Damian Willemse,South Africa,2,Back Three,5.5,8.1,P,Wales,True,42,2695,40.5,0.988,19.01,74.6,19.57,8.87
142873,Ben Gunter,Japan,2,Loose Forward,4.5,10.7,P,France,True,20,2235,-14.6,0.951,19.04,71.5,18.77,8.51
146220,Will Jordan,New Zealand,2,Back Three,8.5,28.9,P,Ireland,True,56,2032,9.4,0.976,26.08,78.7,27.6,12.82
245050,Max Jorgensen,Australia,2,Back Three,7.5,13.4,P,Italy,True,22,2330,13.9,0.87,18.49,78.9,20.12,9.11
145361,Hugo Keenan,Ireland,1,Back Three,5.5,6.3,P,New Zealand,False,50,2367,-9.4,0.976,11.21,77.0,11.9,5.39
229505,Lucio Cinti,Argentina,2,Centre,6.0,1.4,P,England,True,43,2494,5.7,1.0,16.25,70.4,15.78,7.15
