id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,wr_margin,weather_att,per80,exp_min,starter_exp,supersub_exp,emp_exp,champ_exp,champ_captain_score,avg_exp
235266,Joaquin Oviedo,Argentina,2,Loose Forward,5.5,3.1,P,Wales,True,24,2854,20.2,1.0,25.76,69.7,25.461857293834885,12.730928646917443,24.39,26.53371458766977,2.229720543645514,25.461857293834885
245055,Elia Canakaivata,Fiji,2,Loose Forward,4.0,2.2,B,England,True,21,2070,-2.8,1.0,17.46,16.0,4.897347980700764,14.692043942102291,3.86,5.934695961401528,-1.4863495012532275,4.897347980700764
172351,Stuart McCloskey,Ireland,1,Centre,6.5,13.4,P,Japan,False,26,2874,19.8,0.998,22.76,70.6,23.680109519095048,11.840054759547524,22.05,25.310219038190098,1.872313382333641,23.680109519095048
137626,Fin Smith,England,1,Fly Half,5.0,4.5,P,Fiji,False,23,3884,2.8,1.0,24.33,73.4,25.695783347366337,12.847891673683169,24.29,27.10156669473267,2.256464257875206,25.695783347366337
197335,Lorenzo Cannone,Italy,1,Loose Forward,6.0,8.0,P,New Zealand,False,39,2719,-33.5,0.962,19.41,70.0,22.540841139468494,11.270420569734247,18.75,26.331682278936988,2.2458798400726216,22.540841139468494
137453,Josh Adams,Wales,1,Back Three,4.5,7.0,P,Argentina,False,47,2261,-20.2,1.0,10.35,75.8,14.381203140617577,7.190601570308789,10.82,17.942406281235154,0.9256960823634852,14.381203140617577
242264,Joseph-Aukuso Suaalii,Australia,2,Centre,7.5,9.0,P,France,True,18,1147,-4.9,1.0,15.25,74.3,18.662088987292247,9.331044493646123,15.63,21.69417797458449,1.8174903542221588,18.662088987292247
238928,Warner Dearns,Japan,2,Lock,6.5,14.2,P,Ireland,True,33,2722,-19.8,0.998,16.2,78.3,19.37479849256888,9.68739924628444,17.49,21.259596985137758,0.6921551136433789,19.37479849256888
136190,Luke Jacobson,New Zealand,2,Loose Forward,4.0,2.9,P,Italy,True,24,2773,33.5,0.962,16.29,74.6,19.691679587837072,9.845839793918536,16.76,22.623359175674146,1.273866969040009,19.691679587837072
110905,Ben-Jason Dixon,South Africa,2,Loose Forward,4.0,0.1,B,Scotland,True,8,2620,25.7,1.0,13.69,31.7,6.406539030306821,19.219617090920462,5.99,6.823078060613642,-1.274924460672008,6.406539030306821
209612,Ben Earl,England,1,Loose Forward,8.0,14.0,P,Fiji,False,55,3720,2.8,1.0,20.51,74.2,24.23042569219657,12.115212846098284,20.99,27.470851384393143,2.9069202336084983,24.23042569219657
130487,Nacho Brex,Italy,1,Centre,6.0,4.2,P,New Zealand,False,53,0,-33.5,0.962,10.76,75.1,13.595094661227506,6.797547330613753,11.14,16.05018932245501,-0.011643678389457957,13.595094661227506
240799,Josh Canham,Australia,2,Lock,4.5,3.1,P,France,True,5,1759,-4.9,1.0,15.13,58.0,15.086473199777952,7.543236599888976,12.1,18.072946399555907,0.027588266615023505,15.086473199777952
206415,Mamoru Harada,Japan,2,Hooker,4.0,1.3,P,Ireland,True,13,1482,-19.8,0.998,19.86,60.6,16.927467370670755,8.463733685335377,16.59,17.264934741341513,-0.2776231368034562,16.927467370670755
169055,Jordie Barrett,New Zealand,2,Centre,8.0,11.9,P,Italy,True,62,3072,33.5,0.962,22.46,70.7,22.57088568448178,11.28544284224089,21.8,23.341771368963556,1.8111903270494933,22.57088568448178
202239,Tomas Albornoz,Argentina,2,Fly Half,7.0,5.9,P,Wales,True,26,2612,20.2,1.0,28.33,64.7,27.75246659005782,13.87623329502891,24.86,30.644933180115643,3.377521789140469,27.75246659005782
142211,George Martin,England,1,Lock,4.0,6.4,P,Fiji,False,23,1448,2.8,1.0,14.66,68.9,17.35196912992332,8.67598456496166,13.94,20.76393825984664,0.1301482385025029,17.35196912992332
219485,Ryan Lonergan,Australia,2,Scrum Half,4.0,1.6,P,France,True,8,2520,-4.9,1.0,11.36,46.2,12.777947323624938,6.388973661812469,7.23,18.325894647249875,0.22547997721321875,12.777947323624938
229297,Ruben Love,New Zealand,2,Fly Half,5.0,17.3,P,Italy,True,6,2402,33.5,0.962,21.91,72.0,24.138790945745452,12.069395472872726,21.68,26.597581891490904,3.2577276958462362,24.138790945745452
188103,Pita Gus Sowakula,Fiji,2,Loose Forward,4.0,1.8,B,England,True,6,0,-2.8,1.0,14.63,15.0,3.6017853675356566,10.80535610260697,3.02,4.183570735071313,-1.8264008393540423,3.6017853675356566
236602,Tommaso di Bartolomeo,Italy,1,Hooker,3.5,3.8,P,New Zealand,False,11,1743,-33.5,0.962,24.53,43.9,15.611116964804706,7.805558482402353,14.84,16.382233929609413,-0.7430007429415229,15.611116964804706
229557,Tommaso Menoncello,Italy,1,Centre,8.0,43.1,P,New Zealand,False,40,3214,-33.5,0.962,17.24,78.2,22.71131230327356,11.35565615163678,18.59,26.832624606547114,3.219171324552285,22.71131230327356
141860,Ewan Ashman,Scotland,1,Hooker,5.5,2.7,P,South Africa,False,37,2562,-25.7,1.0,26.09,56.3,18.406922233283392,9.203461116641696,20.25,16.563844466566785,-0.42039065586809743,18.406922233283392
173801,Alex Coles,England,1,Lock,5.0,4.2,P,Fiji,False,20,3120,2.8,1.0,16.94,72.2,17.583801196688036,8.791900598344018,16.88,18.28760239337607,-0.08121980610617996,17.583801196688036
156253,Paolo Garbisi,Italy,1,Fly Half,7.0,5.1,P,New Zealand,False,53,3199,-33.5,0.962,13.7,78.2,19.538840498556155,9.769420249278078,14.77,24.307680997112314,1.5096400933300187,19.538840498556155
132322,Killian Tixeront,France,1,Loose Forward,4.0,0.2,B,Australia,False,5,3460,4.9,1.0,15.07,21.8,5.402423234623905,16.207269703871717,4.54,6.26484646924781,-1.4030678460498422,5.402423234623905
119132,Aaron Wainwright,Wales,1,Loose Forward,6.5,5.6,P,Argentina,False,46,2728,-20.2,1.0,18.38,67.1,19.904598087115765,9.952299043557883,17.01,22.799196174231525,1.9093115816926238,19.904598087115765
222388,Yoram Moefana,France,1,Centre,6.5,11.0,P,Australia,False,40,4053,4.9,1.0,16.18,75.9,19.376401906090656,9.688200953045328,16.94,21.81280381218131,1.6124745437855,19.376401906090656
196773,Pierre Schoeman,Scotland,1,Prop,6.0,5.7,P,South Africa,False,55,3017,-25.7,1.0,19.15,59.6,15.30499071827916,7.65249535913958,15.74,14.869981436558323,-0.6241937940416874,15.30499071827916
210801,Scott Cummings,Scotland,1,Lock,6.0,3.1,P,South Africa,False,42,2903,-25.7,1.0,13.63,71.6,15.4040234850561,7.70201174252805,13.46,17.3480469701122,-0.49669530243119325,15.4040234850561
100043,Maxime Lucu,France,1,Scrum Half,6.5,16.6,P,Australia,False,34,4035,4.9,1.0,17.67,68.1,20.858540618671178,10.429270309335589,16.61,25.107081237342356,0.6927649521581843,20.858540618671178
229303,Sam Darry,New Zealand,2,Lock,5.5,2.9,P,Italy,True,10,2202,33.5,0.962,15.47,68.8,17.751563795915118,8.875781897957559,14.68,20.823127591830236,0.48266679437039056,17.751563795915118
133163,Tomos Williams,Wales,1,Scrum Half,5.5,4.5,P,Argentina,False,55,2970,-20.2,1.0,12.67,71.0,16.115733705160686,8.057866852580343,12.41,19.821467410321368,0.3284077116280375,16.115733705160686
159599,Matt Fagerson,Scotland,1,Loose Forward,5.5,2.5,P,South Africa,False,59,3190,-25.7,1.0,19.81,75.2,20.423265320940068,10.211632660470034,20.56,20.286530641880134,0.5447168852013466,20.423265320940068
119955,Rhys Carre,Wales,1,Prop,4.5,28.7,P,Argentina,False,20,2337,-20.2,1.0,17.79,47.1,13.458979519215386,6.729489759607693,11.56,15.357959038430772,-0.1691547773499118,13.458979519215386
210952,Tate McDermott,Australia,2,Scrum Half,4.0,0.9,B,France,True,51,1665,-4.9,1.0,17.77,30.3,6.368654392937576,19.10596317881273,7.42,5.317308785875152,-1.5861497326865956,6.368654392937576
202316,Frank Lomani,Fiji,2,Scrum Half,3.5,2.2,B,England,True,30,1315,-2.8,1.0,15.53,32.7,5.170290843014583,15.510872529043748,7.01,3.330581686029166,-2.2166594491730085,5.170290843014583
196669,Zander Fagerson,Scotland,1,Prop,6.5,1.4,P,South Africa,False,52,2641,-25.7,1.0,16.24,62.0,15.796992429891635,7.898496214945817,13.88,17.71398485978327,-0.45221637704099193,15.796992429891635
113000,Jack Dempsey,Scotland,1,Loose Forward,6.5,5.0,P,South Africa,False,34,2639,-25.7,1.0,20.62,69.4,22.01193978206684,11.00596989103342,19.74,24.283879564133684,1.855580404540799,22.01193978206684
103821,Eroni Mawi,Fiji,2,Prop,5.0,3.3,P,England,True,38,2010,-2.8,1.0,12.57,56.4,11.63793688240759,5.818968441203795,9.78,13.495873764815183,-1.022017296493364,11.63793688240759
182760,Mayco Vivas,Argentina,2,Prop,4.5,3.4,B,Wales,True,33,893,20.2,1.0,10.08,21.5,3.3844558472308566,10.15336754169257,2.99,3.778911694461713,-2.7214964384902207,3.3844558472308566
240478,Gregor Hiddleston,Scotland,1,Hooker,4.0,0.2,B,South Africa,False,1,1610,-25.7,1.0,28.15,20.0,7.027199281941293,21.08159784582388,7.77,6.284398563882587,-1.857207740009922,7.027199281941293
182170,Ryan Elias,Wales,1,Hooker,4.0,0.2,B,Argentina,False,35,1900,-20.2,1.0,17.43,25.6,6.214810617614986,18.644431852844956,6.15,6.279621235229971,-2.5871086406724477,6.214810617614986
246851,Toms Rapetti,Argentina,2,Prop,3.0,0.2,P,Wales,True,4,0,20.2,1.0,15.97,72.0,17.867532892049027,8.933766446024514,15.86,19.875065784098055,-0.09736588560585124,17.867532892049027
233237,Immanuel Feyi-Waboso,England,1,Back Three,6.5,7.0,P,Fiji,False,15,2449,2.8,1.0,21.72,74.6,25.087999518961432,12.543999759480716,22.19,27.98599903792286,4.314957592296361,25.087999518961432
190708,Harry Wilson,Australia,2,Loose Forward,6.0,6.4,P,France,True,37,512,-4.9,1.0,17.15,76.1,19.44541780803376,9.72270890401688,17.99,20.900835616067518,0.888005025505437,19.44541780803376
244767,Oscar Jegou,France,1,Loose Forward,6.0,4.5,P,Australia,False,14,2951,4.9,1.0,16.97,76.0,20.520384587971783,10.260192293985892,17.78,23.260769175943565,1.2936939368509832,20.520384587971783
165591,Mateo Carreras,Argentina,2,Back Three,5.0,5.9,P,Wales,True,34,2828,20.2,1.0,23.64,77.1,24.198986923363584,12.099493461681792,24.74,23.657973846727174,2.7065256862124807,24.198986923363584
246824,Zac Porthen,South Africa,2,Prop,3.0,0.7,B,Scotland,True,4,0,25.7,1.0,13.72,30.6,5.772190755750376,17.31657226725113,5.79,5.7543815115007515,-2.2664305773387055,5.772190755750376
102468,Ethan de Groot,New Zealand,2,Prop,7.0,11.9,P,Italy,True,41,2056,33.5,0.962,12.28,46.6,10.91746376839557,5.458731884197785,7.9,13.934927536791143,-1.1067042453320028,10.91746376839557
144635,Ollie Chessum,England,1,Lock,6.5,29.4,P,Fiji,False,42,0,2.8,1.0,12.9,70.7,16.12932734313989,8.064663671569946,12.58,19.678654686279785,0.8013378667609382,16.12932734313989
197546,Joe Hawkins,Wales,1,Centre,6.0,0.3,P,Argentina,False,12,2258,-20.2,1.0,9.43,80.0,14.933116497151047,7.466558248575524,10.4,19.466232994302096,0.20013396577298667,14.933116497151047
128750,Andrea Zambonin,Italy,1,Lock,5.5,13.0,P,New Zealand,False,19,3021,-33.5,0.962,13.84,63.9,14.801941934177766,7.400970967088883,12.19,17.41388386835553,-0.222303063387424,14.801941934177766
152990,Temo Mayanavanua,Fiji,2,Lock,5.0,2.4,B,England,True,35,1968,-2.8,1.0,11.02,20.4,3.5783308829809544,10.734992648942864,3.09,4.066661765961909,-2.155989657000301,3.5783308829809544
222920,Gregor Brown,Scotland,1,Lock,4.5,0.5,P,South Africa,False,19,1631,-25.7,1.0,19.65,58.5,19.713294154081993,9.856647077040996,15.85,23.576588308163984,0.7782444336407572,19.713294154081993
171003,Pieter-Steph du Toit,South Africa,2,Loose Forward,8.5,16.8,P,Scotland,True,39,1261,25.7,1.0,17.39,78.1,19.84329690528982,9.92164845264491,18.75,20.936593810579634,1.1100739562791053,19.84329690528982
110910,Jesse Kriel,South Africa,2,Centre,7.0,7.8,P,Scotland,True,44,2850,25.7,1.0,18.62,79.3,20.359896832587868,10.179948416293934,20.36,20.359793665175737,1.2047718532231761,20.359896832587868
222623,Tom Curry,England,1,Loose Forward,6.0,5.8,B,Fiji,False,51,2044,2.8,1.0,17.38,30.3,5.819989088351637,17.45996726505491,7.25,4.3899781767032735,-1.5373704868719782,5.819989088351637
212902,Dewi Lake,Wales,1,Hooker,6.0,7.1,P,Argentina,False,32,1787,-20.2,1.0,23.17,60.3,18.556978086613405,9.278489043306703,19.27,17.843956173226807,-0.0888352414163654,18.556978086613405
160801,Jamie George,England,1,Hooker,5.5,5.7,P,Fiji,False,62,2578,2.8,1.0,17.42,59.6,14.669629475371647,7.334814737685823,14.31,15.029258950743294,-0.8451732476904252,14.669629475371647
146815,Angus Bell,Australia,2,Prop,7.0,20.8,P,France,True,49,1772,-4.9,1.0,20.71,53.3,16.22727135023377,8.113635675116885,15.23,17.224542700467538,-0.28482565257279846,16.22727135023377
135572,Jack Cornelsen,Japan,2,Lock,5.5,4.8,P,Ireland,True,30,2948,-19.8,0.998,14.96,77.5,16.88290484573161,8.441452422865805,16.0,17.76580969146322,-0.03092878129763399,16.88290484573161
246864,Isaiah Armstrong-Ravula,Fiji,2,Fly Half,5.0,0.5,B,England,True,19,0,-2.8,1.0,10.33,9.5,3.253863713179009,9.761591139537028,1.35,5.157727426358019,-1.4787712791463208,3.253863713179009
188057,Ben White,Scotland,1,Scrum Half,4.5,4.5,P,South Africa,False,40,2829,-25.7,1.0,15.43,62.0,15.470418452313304,7.735209226156652,13.21,17.730836904626607,-0.1353080095746032,15.470418452313304
243190,Blair Murray,Wales,1,Back Three,4.5,8.9,P,Argentina,False,17,2296,-20.2,1.0,11.41,78.6,17.48678631529992,8.74339315764996,12.38,22.59357263059984,3.2123528145711893,17.48678631529992
251359,Yuya Hirose,Japan,2,Centre,4.0,0.5,P,Ireland,True,6,1653,-19.8,0.998,10.15,80.0,14.672549352494583,7.3362746762472915,11.2,18.145098704989167,0.5356049769342527,14.672549352494583
233260,Shuhei Takeuchi,Japan,2,Prop,4.0,1.7,P,Ireland,True,25,1749,-19.8,0.998,17.68,60.0,15.332154940318445,7.666077470159222,14.64,16.02430988063689,-0.5695742790529646,15.332154940318445
131550,Takato Okabe,Japan,2,Prop,3.0,3.6,P,Ireland,True,9,2164,-19.8,0.998,12.62,59.5,12.461749448451354,6.230874724225677,10.35,14.57349889690271,-0.9430164228664694,12.461749448451354
237803,Kalaveti Ravouvou,Fiji,2,Back Three,6.5,2.4,P,England,True,16,3016,-2.8,1.0,21.07,77.2,23.90560407972916,11.95280203986458,22.29,25.521208159458318,2.8293806950696077,23.90560407972916
193134,Nick Timoney,Ireland,1,Loose Forward,5.0,4.9,P,Japan,False,12,3532,19.8,0.998,21.72,62.7,24.462860553461375,12.231430276730688,18.78,30.14572110692275,2.5027621167444902,24.462860553461375
103703,Harry Hockings,Japan,2,Lock,4.5,1.3,P,Ireland,True,3,2967,-19.8,0.998,17.37,59.0,16.64572306939305,8.322861534696525,14.14,19.151446138786103,0.31001453138108936,16.64572306939305
189190,Maxime Lamothe,France,1,Hooker,4.5,6.4,B,Australia,False,4,3426,4.9,1.0,18.85,25.9,5.874425965737586,17.62327789721276,6.72,5.028851931475172,-2.2133469702287254,5.874425965737586
107059,Marco Riccioni,Italy,1,Prop,3.5,6.9,P,New Zealand,False,27,2091,-33.5,0.962,13.7,43.4,11.24032164739182,5.62016082369591,8.21,14.270643294783639,-1.0234835432363887,11.24032164739182
255396,Malik Faissal,Italy,1,Back Three,3.5,2.6,P,New Zealand,False,1,1214,-33.5,0.962,13.85,80.0,17.559746738003547,8.779873369001773,15.29,19.82949347600709,1.4833886739109312,17.559746738003547
111475,Josh Lord,New Zealand,2,Lock,6.0,4.1,B,Italy,True,13,1714,33.5,0.962,13.45,31.3,4.644974618108019,13.934923854324058,5.82,3.469949236216038,-2.2740282145161244,4.644974618108019
120191,Michele Lamaro,Italy,1,Loose Forward,6.0,2.4,P,New Zealand,False,55,3001,-33.5,0.962,15.21,69.8,17.47147487577931,8.735737437889656,14.64,20.30294975155862,0.2931749241158237,17.47147487577931
225264,Ruan Nortje,South Africa,2,Lock,6.0,6.0,P,Scotland,True,19,2807,25.7,1.0,10.51,72.6,14.021103809931132,7.010551904965566,10.52,17.522207619862264,0.10879974564150119,14.021103809931132
177559,Alex Mitchell,England,1,Scrum Half,5.5,1.1,B,Fiji,False,41,3128,2.8,1.0,15.38,15.1,4.354227339850288,13.062682019550865,3.21,5.498454679700577,-1.838696546119082,4.354227339850288
140735,Naoto Saito,Japan,2,Scrum Half,4.5,1.3,P,Ireland,True,28,1367,-19.8,0.998,7.9,67.3,12.117622424719091,6.0588112123595455,7.33,16.905244849438184,0.05332330082870393,12.117622424719091
224426,Tom OToole,Ireland,1,Prop,4.0,4.9,P,Japan,False,22,2335,19.8,0.998,12.96,57.7,12.363441355136619,6.181720677568309,10.31,14.416882710273235,-0.9882230987665019,12.363441355136619
251673,Ryunosuke Ito,Japan,2,Fly Half,4.0,0.5,P,Ireland,True,1,178,-19.8,0.998,13.22,80.0,18.446778324173543,9.223389162086772,14.59,22.303556648347083,2.65101059788885,18.446778324173543
144570,Jimmy OBrien,Ireland,1,Back Three,4.0,0.5,P,Japan,False,12,2892,19.8,0.998,16.34,75.4,18.251688095475387,9.125844047737694,16.99,19.513376190950773,1.9381038459593056,18.251688095475387
251199,Hayate Era,Japan,2,Hooker,3.5,0.2,B,Ireland,True,8,1099,-19.8,0.998,25.38,23.0,7.537933969713884,22.613801909141653,8.05,7.025867939427767,-1.779650513288855,7.537933969713884
252801,Kazuma Ueda,Japan,2,Back Three,3.5,0.3,P,Ireland,True,4,1751,-19.8,0.998,12.17,80.0,15.32976056635119,7.664880283175595,13.42,17.23952113270238,1.3374122114965468,15.32976056635119
185293,Len Ikitau,Australia,2,Centre,6.5,7.6,P,France,True,52,2980,-4.9,1.0,15.78,74.9,18.652583185765657,9.326291592882828,16.29,21.015166371531315,1.404029078454614,18.652583185765657
117823,Matias Alemanno,Argentina,2,Lock,6.0,2.2,P,Wales,True,39,2411,20.2,1.0,11.08,61.6,12.670224434503414,6.335112217251707,9.4,15.94044886900683,-0.34486130943024956,12.670224434503414
127095,Santiago Grondona,Argentina,2,Loose Forward,5.5,1.0,P,Wales,True,28,1689,20.2,1.0,12.96,63.0,14.505267607235362,7.252633803617681,11.25,17.760535214470725,0.24688821397828214,14.505267607235362
229857,Jeremy Williams,Australia,2,Lock,5.5,6.8,P,France,True,26,2519,-4.9,1.0,12.76,69.0,14.36241356145797,7.181206780728985,12.13,16.594827122915937,-0.19035151428581887,14.36241356145797
203381,James Ryan,Ireland,1,Lock,5.5,5.6,P,Japan,False,59,2829,19.8,0.998,8.72,62.6,11.355398922986511,5.677699461493256,7.53,15.180797845973023,-0.5390605052017213,11.355398922986511
120076,Michael Leitch,Japan,2,Loose Forward,5.0,0.5,B,Ireland,True,28,2470,-19.8,0.998,19.32,29.3,7.363128773425423,22.08938632027627,7.82,6.906257546850845,-1.2458697130032181,7.363128773425423
195298,Jamie Dobie,Scotland,1,Scrum Half,5.0,4.1,P,South Africa,False,21,2165,-25.7,1.0,16.59,72.3,19.065102134527702,9.532551067263851,16.54,21.590204269055405,0.8914146947601105,19.065102134527702
243508,Tom Jordan,Scotland,1,Centre,4.5,3.0,B,South Africa,False,19,3567,-25.7,1.0,15.03,14.1,3.4514099863607823,10.354229959082346,2.92,3.9828199727215643,-1.6147213390015147,3.4514099863607823
156422,Josh Nasser,Australia,2,Hooker,4.0,3.8,P,France,True,13,945,-4.9,1.0,22.2,52.4,16.28622395001314,8.14311197500657,16.03,16.542447900026282,-0.28496096681831373,16.28622395001314
202570,Tom Staniforth,France,1,Lock,3.5,4.9,B,Australia,False,1,2015,4.9,1.0,14.19,22.3,4.094547814433513,12.283643443300539,4.37,3.819095628867026,-2.2568583789927077,4.094547814433513
196853,Thomas Clarkson,Ireland,1,Prop,3.5,0.3,P,Japan,False,15,0,19.8,0.998,12.35,53.5,13.121630756742377,6.5608153783711884,9.12,17.123261513484753,-0.5988269237900988,13.121630756742377
229690,Jan-Hendrik Wessels,South Africa,2,Prop,3.5,1.0,B,Scotland,True,11,1657,25.7,1.0,14.52,21.9,4.986546781929501,14.959640345788504,4.38,5.593093563859004,-2.29094289649375,4.986546781929501
143492,Damian McKenzie,New Zealand,2,Fly Half,8.5,11.9,P,Italy,True,53,2888,33.5,0.962,29.58,77.7,27.19773605830371,13.598868029151856,30.69,23.705472116607417,2.5012865552501076,27.19773605830371
129616,Fraser McReight,Australia,2,Loose Forward,7.0,19.8,P,France,True,40,3080,-4.9,1.0,19.86,75.9,21.64080184473638,10.82040092236819,20.79,22.491603689472758,1.156332240512196,21.64080184473638
134796,Joe Heyes,England,1,Prop,6.5,2.9,P,Fiji,False,23,3006,2.8,1.0,13.42,61.4,12.757334680767723,6.378667340383862,11.37,14.144669361535446,-1.0020671052615278,12.757334680767723
189982,Santiago Carreras,Argentina,2,Back Three,6.5,13.9,P,Wales,True,62,3844,20.2,1.0,19.34,69.9,22.097886212949824,11.048943106474912,18.66,25.535772425899644,2.8972066286227074,22.097886212949824
