id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,wr_margin,weather_att,per80,exp_min,starter_exp,supersub_exp,captain_score
182833,Taniela Tupou,Australia,2,Prop,4.0,1.4,B,France,True,53,1295,-4.9,1.0,11.42,27.5,5.80304890938765,17.409146728162952,-2.2530854736445822
168641,Dillon Lewis,Wales,1,Prop,3.5,2.2,P,Argentina,False,31,987,-20.2,1.0,15.69,52.8,13.348010355647563,6.674005177823782,-1.5616824537270877
164759,Ben Warren,Wales,1,Prop,3.0,0.2,B,Argentina,False,1,909,-20.2,1.0,14.68,34.0,4.882796204885947,14.648388614657842,-2.4276185048586996
237078,Canan Moodie,South Africa,2,Back Three,6.5,1.0,P,Scotland,True,24,3051,25.7,1.0,17.52,72.8,23.869486690798638,11.934743345399319,2.9034689138909275
208971,Franco Molina,Argentina,2,Lock,5.0,0.8,B,Wales,True,21,1351,20.2,1.0,15.59,26.5,5.115818017481684,15.347454052445052,-1.907242319324522
198661,Dylan Riley,Japan,2,Centre,5.0,1.3,P,Ireland,True,39,2315,-19.8,0.998,11.41,78.9,19.42564759102347,9.712823795511735,1.3871302583454703
207407,Demba Bamba,France,1,Prop,4.5,4.6,P,Australia,False,21,2156,4.9,1.0,13.68,47.0,13.159515646147709,6.579757823073854,-1.1339453359010025
199383,Ciaran Frawley,Ireland,1,Fly Half,4.5,0.5,P,Japan,False,14,2345,19.8,0.998,18.03,67.0,24.50679368363908,12.25339684181954,2.4796220140565373
154414,Kanji Shimokawa,Japan,2,Loose Forward,4.0,0.6,P,Ireland,True,24,3504,-19.8,0.998,12.87,67.6,18.39911296007584,9.19955648003792,0.2832918978273008
109697,Nolann le Garrec,France,1,Scrum Half,4.0,0.7,B,Australia,False,16,3911,4.9,1.0,21.32,14.6,5.233307104787908,15.699921314363724,-2.0821419833466766
105892,Adam Beard,Wales,1,Lock,4.0,2.6,P,Argentina,False,45,2706,-20.2,1.0,12.35,69.1,15.231362380605932,7.615681190302966,-0.8849245448127421
136875,Gianmarco Lucchesi,Italy,1,Hooker,3.5,0.4,B,New Zealand,False,32,0,-33.5,0.962,22.73,27.6,7.035568792645913,21.10670637793774,-2.054133702277647
239482,Asher Opoku-Fordjour,England,1,Prop,3.5,0.2,B,Fiji,False,7,0,2.8,1.0,13.08,21.9,4.973323866632755,14.919971599898265,-2.3791300327567093
261209,Sojiro Otsuka,Japan,2,Prop,3.0,0.1,B,Ireland,True,1,0,-19.8,0.998,15.33,21.0,4.3429750617893985,13.028925185368195,-2.5472573495974293
154458,Matias Moroni,Argentina,2,Centre,5.5,0.5,B,Wales,True,49,1645,20.2,1.0,18.0,20.6,5.4170168832699686,16.251050649809905,-1.5690597086805378
237231,Mirco Spagnolo,Italy,1,Prop,4.0,0.3,B,New Zealand,False,25,1447,-33.5,0.962,17.58,24.3,5.940056454471047,17.82016936341314,-2.5761698230535446
237261,Alex Samuel,Scotland,1,Lock,3.5,0.2,B,South Africa,False,4,1891,-25.7,1.0,11.51,28.0,4.8572644970566055,14.571793491169817,-1.9332958875453736
110891,Stephen Varney,Italy,1,Scrum Half,4.0,2.9,P,New Zealand,False,39,2848,-33.5,0.962,9.76,59.7,16.039432453129336,8.019716226564668,-0.36960894252453735
153525,Rory Sutherland,Scotland,1,Prop,4.0,0.2,B,South Africa,False,42,1211,-25.7,1.0,14.68,18.3,5.00299138650139,15.00897415950417,-2.767859267748233
236606,Leonardo Marin,Italy,1,Fly Half,4.0,0.1,B,New Zealand,False,24,1662,-33.5,0.962,13.75,12.0,5.442222926745727,16.32666878023718,-1.6421446487122435
240916,Boris Wenger,Argentina,2,Prop,4.0,0.2,P,Wales,True,7,392,20.2,1.0,15.69,72.0,17.684640918674116,8.842320459337058,-0.4791634935706913
235935,Ignacio Ruiz,Argentina,2,Hooker,4.0,0.2,B,Wales,True,28,1936,20.2,1.0,17.97,14.7,6.155748591700779,18.467245775102338,-1.9513486302443894
174208,Riccardo Favretto,Italy,1,Lock,4.0,0.1,B,New Zealand,False,14,1956,-33.5,0.962,13.95,16.1,4.35753513058824,13.072605391764721,-2.389032412286559
170835,James Slipper,Australia,2,Prop,4.0,0.2,B,France,True,56,2086,-4.9,1.0,14.09,25.4,5.488786222518442,16.466358667555326,-2.3719769229484684
147486,Tadhg Beirne,Ireland,1,Lock,7.5,9.7,P,Japan,False,63,0,19.8,0.998,12.55,73.9,21.460977293152162,10.730488646576081,0.8888293941874977
156918,Tommy Freeman,England,1,Back Three,7.0,15.7,P,Fiji,False,34,4412,2.8,1.0,22.1,76.2,20.940824245922723,10.470412122961362,2.4866546487608217
180382,Bautista Delguy,Argentina,2,Back Three,5.0,3.1,P,Wales,True,26,4083,20.2,1.0,18.46,66.1,29.14221703276079,14.571108516380395,4.135173629456262
130282,Tommaso Allan,Italy,1,Fly Half,5.0,0.4,P,New Zealand,False,35,2621,-33.5,0.962,10.59,73.3,19.691122245711934,9.845561122855967,1.3658630480860876
229826,Jamie Osborne,Ireland,1,Centre,5.0,5.8,P,Japan,False,17,2916,19.8,0.998,16.99,72.8,18.055720248134428,9.027860124067214,0.6282388836779491
249307,Ellis Mee,Wales,1,Back Three,4.5,0.2,P,Argentina,False,9,2321,-20.2,1.0,11.01,69.9,22.205948410310334,11.102974205155167,1.599688973702213
138016,Henry Slade,England,1,Centre,4.0,0.6,P,Fiji,False,45,3985,2.8,1.0,14.36,74.6,17.852619218909766,8.926309609454883,0.022841653852976408
161973,Simione Kuruvoli,Fiji,2,Scrum Half,4.0,0.3,P,England,True,25,852,-2.8,1.0,16.91,68.2,21.843795525502422,10.921897762751211,1.1081747922350815
157406,Bundee Aki,Ireland,1,Centre,6.0,3.5,B,Japan,False,48,2866,19.8,0.998,18.06,26.7,6.414905482405416,19.24471644721625,-1.418380366223107
157863,Finn Russell,Scotland,1,Fly Half,8.5,17.1,P,South Africa,False,50,4810,-25.7,1.0,16.64,74.8,25.579568494056453,12.789784247028226,2.1940043218399534
219771,Handre Pollard,South Africa,2,Fly Half,8.0,1.5,P,Scotland,True,34,3457,25.7,1.0,20.84,69.3,24.733552690088345,12.366776345044173,1.8902443644183569
204526,Marcos Kremer,Argentina,2,Loose Forward,6.0,1.2,P,Wales,True,53,3253,20.2,1.0,10.26,71.8,17.61686064251937,8.808430321259685,0.08353062713297318
225671,Samisoni Taukeiaho,New Zealand,2,Hooker,6.0,1.0,B,Italy,True,43,1946,33.5,0.962,27.02,24.1,5.311019894552095,15.933059683656285,-2.1870405904593184
156336,Tom Wright,Australia,2,Back Three,6.0,1.3,P,France,True,44,2720,-4.9,1.0,13.0,74.4,27.635246709493693,13.817623354746846,3.680686200417866
114362,Evan Roos,South Africa,2,Loose Forward,5.5,0.3,P,Scotland,True,8,2846,25.7,1.0,21.18,49.5,29.590531008512173,14.795265504256086,2.992680694188209
103440,Federico Ruzza,Italy,1,Lock,5.5,0.4,B,New Zealand,False,53,2440,-33.5,0.962,14.79,21.4,3.0668736973632287,9.200621092089687,-2.5614464438975615
153215,Aphelele Fassi,South Africa,2,Back Three,5.5,0.3,P,Scotland,True,16,2200,25.7,1.0,17.21,68.6,19.62830652446503,9.814153262232516,2.421180251229557
102792,Anton Lienert-Brown,New Zealand,2,Centre,5.5,0.4,B,Italy,True,45,2439,33.5,0.962,21.39,20.4,3.968050123880355,11.904150371641066,-1.8207905252594623
198516,Levani Botia,Fiji,2,Loose Forward,5.5,1.0,P,England,True,14,2832,-2.8,1.0,15.74,72.6,19.20563577248615,9.602817886243075,0.7029717556513773
173763,Leroy Carter,New Zealand,2,Back Three,5.0,0.4,P,Italy,True,6,2272,33.5,0.962,23.16,72.3,19.160924383283458,9.580462191641729,2.145171441345383
172024,Josh Moorby,New Zealand,2,Back Three,5.0,0.2,B,Italy,True,0,0,33.5,0.962,22.04,20.8,4.295066644861389,12.885199934584165,-1.2230074420626047
164116,Robbie Henshaw,Ireland,1,Centre,5.0,0.4,P,Japan,False,39,2527,19.8,0.998,14.19,71.5,19.458625213235464,9.729312606617732,0.2850720972688072
177342,Johan Grobbelaar,South Africa,2,Hooker,5.0,0.4,P,Scotland,True,8,2438,25.7,1.0,19.96,57.9,16.865726863965037,8.432863431982518,-0.3150468865971452
101634,Tupou Vaai,New Zealand,2,Lock,5.0,1.0,P,Italy,True,47,2855,33.5,0.962,13.59,69.3,18.074050418272464,9.037025209136232,0.028864295408737056
251584,Simon Benitez Cruz,Argentina,2,Scrum Half,5.0,0.8,B,Wales,True,11,1292,20.2,1.0,14.73,18.6,3.042514168954876,9.127542506864629,-2.3182323136258227
204878,Edwill van der Merwe,South Africa,2,Back Three,5.0,0.6,P,Scotland,True,5,3165,25.7,1.0,21.13,61.6,18.3286895230943,9.16434476154715,1.9030380465873054
217606,Benhard Janse van Rensburg,England,1,Centre,5.0,0.4,B,Fiji,False,0,3794,2.8,1.0,16.95,20.8,4.534072868617424,13.602218605852272,-1.4408622416964472
244170,Lenni Nouchi,France,1,Loose Forward,5.0,0.4,P,Australia,False,6,3201,4.9,1.0,19.72,80.0,30.552761747560155,15.276380873780077,2.2215660161013675
182650,Caleb Muntz,Fiji,2,Fly Half,5.0,0.3,P,England,True,23,647,-2.8,1.0,14.54,78.3,23.258257762085137,11.629128881042568,1.942361243792801
186092,Filipo Daugunu,Australia,2,Back Three,5.0,0.2,B,France,True,22,2223,-4.9,1.0,18.89,14.2,5.70492316661549,17.11476949984647,-0.9759970040165099
209105,Louis Lynagh,Italy,1,Back Three,5.0,0.6,P,New Zealand,False,14,2452,-33.5,0.962,11.27,78.3,16.97328409211258,8.48664204605629,0.6083292436662553
122020,Jacob Stockdale,Ireland,1,Back Three,5.0,1.5,P,Japan,False,12,2790,19.8,0.998,21.05,67.2,21.089961149895394,10.544980574947697,2.5401651762391433
129754,Vincent Tshituka,South Africa,2,Loose Forward,4.5,0.1,B,Scotland,True,2,2988,25.7,1.0,13.2,21.4,5.495369150008025,16.486107450024075,-1.550043721033314
186214,Max Llewellyn,Wales,1,Centre,4.5,0.3,B,Argentina,False,11,2273,-20.2,1.0,15.5,28.0,5.4018000024068735,16.20540000722062,-2.236110265428249
156550,Magnus Bradbury,Scotland,1,Loose Forward,4.5,0.4,B,South Africa,False,8,3341,-25.7,1.0,15.97,28.5,7.513846743428353,22.541540230285058,-1.1437636584529098
113831,George Bower,New Zealand,2,Prop,4.5,0.3,B,Italy,True,25,1697,33.5,0.962,13.56,25.7,5.083918103702818,15.251754311108453,-2.3963235842519524
192769,Ignacio Mendy,Argentina,2,Back Three,4.5,2.9,B,Wales,True,5,2576,20.2,1.0,24.31,21.0,5.964324095409965,17.892972286229895,-0.8242414204340136
106142,Luke Cowan-Dickie,England,1,Hooker,4.5,0.8,B,Fiji,False,39,2166,2.8,1.0,18.29,26.9,6.546905843383147,19.64071753014944,-2.3360683306947805
105642,Craig Casey,Ireland,1,Scrum Half,4.0,0.3,P,Japan,False,30,2474,19.8,0.998,17.76,62.2,22.542712463046026,11.271356231523013,0.6799470295827569
190215,Kieran Hardy,Wales,1,Scrum Half,4.0,0.3,B,Argentina,False,37,1680,-20.2,1.0,13.42,8.0,3.8093225774559105,11.427967732367732,-2.7708637865706875
138498,Tevita Ratuva,Fiji,2,Lock,4.0,0.5,P,England,True,8,783,-2.8,1.0,12.75,58.4,16.119575464117872,8.059787732058936,-0.2280894998188428
193699,Embrose Papier,South Africa,2,Scrum Half,4.0,0.1,P,Scotland,True,0,3027,25.7,1.0,20.69,70.0,9.41314492050839,4.706572460254195,-1.2268199185058262
229863,Cormac Izuchukwu,Ireland,1,Lock,4.0,0.3,B,Japan,False,4,1676,19.8,0.998,19.56,20.0,3.616866751073801,10.850600253221403,-2.226490399521124
252989,Noah Caluori,England,1,Back Three,4.0,0.4,B,Fiji,False,0,1575,2.8,1.0,23.81,20.8,4.01732934664202,12.05198803992606,-1.053532537738164
169185,Teddy Williams,Wales,1,Lock,4.0,1.3,B,Argentina,False,8,1734,-20.2,1.0,16.17,19.2,3.342794913395302,10.028384740185906,-2.9303392804111805
197246,Tom Stewart,Ireland,1,Hooker,4.0,0.2,B,Japan,False,5,2181,19.8,0.998,26.23,22.5,6.480323951664404,19.44097185499321,-1.911032348215655
169560,Boan Venter,South Africa,2,Prop,4.0,0.2,P,Scotland,True,8,1709,25.7,1.0,14.35,38.0,12.409548178522027,6.204774089261013,-1.1169343592975178
153142,Nick Champion de Crespigny,Australia,2,Loose Forward,4.0,0.1,B,France,True,5,2021,-4.9,1.0,16.77,13.9,6.307506964391029,18.922520893173086,-1.4966809102127132
236722,Quan Horn,South Africa,2,Back Three,4.0,0.1,B,Scotland,True,1,3725,25.7,1.0,15.11,22.0,5.40380580616498,16.21141741849494,-0.7543900615786583
149746,Stafford McDowall,Scotland,1,Centre,4.0,0.1,B,South Africa,False,17,3696,-25.7,1.0,15.11,22.9,6.705574991870996,20.11672497561299,-1.2181754717070188
100192,Josh Bayliss,Scotland,1,Loose Forward,4.0,0.1,B,South Africa,False,17,2208,-25.7,1.0,17.74,26.0,6.967990504834275,20.903971514502825,-1.200400953036345
122465,Lekima Tagitagivalu,Fiji,2,Loose Forward,4.0,0.2,P,England,True,11,2574,-2.8,1.0,13.17,75.9,20.241965976080067,10.120982988040033,0.8533030393803793
229431,Anton Segner,New Zealand,2,Loose Forward,4.0,0.2,B,Italy,True,0,2782,33.5,0.962,17.41,21.4,4.670430271645385,14.011290814936155,-1.5186420704079688
223308,Aaron Grandidier-Nkanang,France,1,Back Three,4.0,0.1,P,Australia,False,0,2644,4.9,1.0,14.04,70.0,10.60363079977985,5.301815399889925,-0.1468544288942346
226014,Cobus Wiese,South Africa,2,Lock,4.0,0.2,P,Scotland,True,2,2701,25.7,1.0,8.67,44.0,18.391137438215587,9.195568719107793,0.281810810201524
226261,Vuate Karawalevu,Fiji,2,Back Three,4.0,0.3,P,England,True,7,1629,-2.8,1.0,13.4,80.0,20.777701911444936,10.388850955722468,2.3117796777908857
229852,Tevita Tatafu,France,1,Prop,3.5,0.3,B,Australia,False,2,2040,4.9,1.0,16.73,24.2,4.618195690444667,13.854587071334,-2.602868688618906
176354,Nathan Doak,Ireland,1,Scrum Half,3.5,0.1,B,Japan,False,1,2928,19.8,0.998,15.89,8.0,4.76479600898977,14.294388026969312,-1.994747376358739
245274,Declan Meredith,Australia,2,Back Three,3.5,0.4,P,France,True,0,1205,-4.9,1.0,12.46,70.0,11.098671266773493,5.549335633386747,-0.04815922493656577
241018,Sean Jansen,Ireland,1,Loose Forward,3.5,0.2,P,Japan,False,0,2114,19.8,0.998,24.07,70.0,14.424411332398414,7.212205666199207,-0.05327767945607775
236573,Alessandro Garbisi,Italy,1,Scrum Half,3.5,0.3,B,New Zealand,False,24,1915,-33.5,0.962,7.41,20.3,2.8605009070411658,8.581502721123497,-2.697763320010487
188115,Harry Byrne,Ireland,1,Fly Half,3.5,0.1,B,Japan,False,4,1982,19.8,0.998,15.01,20.7,5.261558954732726,15.784676864198177,-1.246299298392074
116189,Pasilio Tosi,New Zealand,2,Prop,3.5,0.2,B,Italy,True,16,0,33.5,0.962,13.22,22.5,3.3582859592364662,10.074857877709398,-2.782443353615214
209567,Ntuthuko Mchunu,South Africa,2,Prop,3.5,0.1,B,Scotland,True,3,1982,25.7,1.0,16.51,21.8,4.678595807795426,14.035787423386278,-2.4733263204544613
243167,Kane James,Wales,1,Loose Forward,3.0,0.2,B,Argentina,False,0,859,-20.2,1.0,21.56,21.4,5.554784285927336,16.664352857782006,-1.3830089658703513
155619,Francisco Coria Marchetti,Argentina,2,Prop,3.0,0.4,B,Wales,True,9,0,20.2,1.0,11.89,33.3,5.364542523917689,16.093627571753068,-2.309154401169938
165888,Wilco Louw,South Africa,2,Prop,3.0,0.4,P,Scotland,True,16,2595,25.7,1.0,9.71,51.3,11.525493978736828,5.762746989368414,-1.4304497409258863
187476,Moses Alo-Emile,France,1,Prop,3.0,0.1,P,Australia,False,0,2508,4.9,1.0,12.09,70.0,10.381483956137206,5.190741978068603,-1.5071853783861069
250771,Bryn Ward,Ireland,1,Loose Forward,3.0,0.4,B,Japan,False,0,835,19.8,0.998,18.33,21.4,4.815385920379626,14.446157761138878,-1.5148988287066443
255945,Itsuki Kamimura,Japan,2,Scrum Half,3.0,0.3,B,Ireland,True,1,1266,-19.8,0.998,12.75,8.0,4.041273095199703,12.123819285599108,-1.8942590149031937
171709,Sam Matavesi,Fiji,2,Hooker,3.0,0.7,B,England,True,27,0,-2.8,1.0,18.46,29.5,6.321265267344523,18.96379580203357,-1.9012133706641339
237237,Sam Illo,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,1075,19.8,0.998,15.66,24.2,4.053244935949864,12.159734807849592,-2.5528009181575078
208037,Will Hurd,Scotland,1,Prop,2.5,0.7,B,South Africa,False,12,1029,-25.7,1.0,12.77,14.0,4.923858472577958,14.771575417733875,-2.79489233275583
254559,Billy Bohan,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,0,19.8,0.998,12.68,24.2,3.9046007602454997,11.713802280736498,-2.5669314943168793
163209,George Kloska,England,1,Prop,2.5,0.6,B,Fiji,False,0,1231,2.8,1.0,14.62,24.2,4.086933436561407,12.260800309684221,-2.5577481031267735
120767,Louis Rees-Zammit,Wales,1,Back Three,6.0,11.9,B,Argentina,False,41,1539,-20.2,1.0,13.27,30.7,4.454379560679706,13.363138682039118,-1.5087656829640181
239634,Henry Pollock,England,1,Loose Forward,5.5,15.1,B,Fiji,False,16,2744,2.8,1.0,26.52,21.1,7.784645645255049,23.353936935765148,-0.7630801384026404
112684,Guy Pepper,England,1,Loose Forward,4.5,1.1,P,Fiji,False,13,2480,2.8,1.0,18.54,65.3,25.300393756001903,12.650196878000951,1.7090273042505668
229255,Cortez Ratima,New Zealand,2,Scrum Half,4.0,0.5,B,Italy,True,23,2095,33.5,0.962,18.35,14.6,4.588951446744913,13.766854340234739,-1.9147094158800622
251198,Lachlan Shaw,Australia,2,Lock,4.0,0.4,B,France,True,2,1807,-4.9,1.0,13.92,22.0,4.797034386395919,14.391103159187757,-1.9138924498421441
