season,comp_id,comp_name,round,fixture_id,date,team,team_id,opponent,opponent_id,home_away,team_score,opp_score,result,margin,tries_for,tries_against,conv_for,conv_against,pens_for,pens_against,dg_for,dg_against,ball_possession_last_10_mins,carries_crossed_gain_line,carries_metres,carries_not_made_gain_line,clean_breaks,conversion_goals,defenders_beaten,kicks_from_hand,lineout_success,lineout_won_steal,lineouts_Lost,lineouts_lost,lineouts_won,mauls_lost,mauls_total,mauls_won,mauls_won_penalty,mauls_won_try,missed_conversion_goals,missed_penalty_goals,missed_tackles,offload,passes,pc_possession_first,pc_possession_second,penalties_conceded,penalty_goals,possession,red_card_second_yellow,red_cards,rucks_lost,rucks_total,rucks_won,runs,scrums_lost,scrums_success,scrums_won,tackles,turnovers_conceded,turnovers_won,yellow_cards
2022,1326,Pacific Nations Cup,2,8383993,2022-07-09,Fiji,2879,Australia A,917,home,18,32,L,-14,3,4,0,3,1,2,0,0,0.73,67.0,486.0,30.0,4.0,0.0,26.0,14.0,0.77,2.0,3.0,,10.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,19.0,7.0,124.0,0.51,0.46,6.0,1.0,0.49,0.0,0.0,1.0,76.0,75.0,101.0,0.0,0.83,5.0,109.0,23.0,3.0,0.0
2022,30,International,1,8375398,2022-07-09,Wales,1517,South Africa,2717,away,13,12,W,1,1,0,1,0,2,4,0,0,0.53,21.0,100.0,40.0,0.0,1.0,10.0,21.0,0.69,0.0,5.0,,11.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,8.0,7.0,112.0,0.48,0.39,11.0,2.0,0.44,0.0,0.0,4.0,57.0,53.0,71.0,0.0,1.0,4.0,117.0,13.0,4.0,1.0
2022,30,International,1,8370241,2022-07-09,Argentina,2417,Scotland,2117,home,6,29,L,-23,0,4,0,3,2,1,0,0,0.73,66.0,372.0,23.0,3.0,0.0,20.0,12.0,0.89,2.0,1.0,,8.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,19.0,4.0,142.0,0.39,0.58,12.0,2.0,0.49,0.0,0.0,5.0,88.0,83.0,105.0,3.0,0.57,4.0,136.0,16.0,4.0,1.0
2022,30,International,1,8379718,2022-07-09,Australia,317,England,1667,home,17,25,L,-8,2,1,2,1,1,6,0,0,0.58,44.0,286.0,42.0,3.0,2.0,31.0,28.0,0.83,2.0,2.0,,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,135.0,0.44,0.48,16.0,1.0,0.46,0.0,0.0,5.0,77.0,72.0,96.0,2.0,0.5,2.0,133.0,12.0,7.0,1.0
2022,30,International,1,8381050,2022-07-10,Italy,2873,Georgia,8567,away,19,28,L,-9,1,3,1,2,4,3,0,0,0.44,32.0,225.0,34.0,3.0,1.0,15.0,15.0,0.89,1.0,2.0,,17.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,14.0,7.0,133.0,0.51,0.52,9.0,4.0,0.51,0.0,0.0,5.0,70.0,65.0,84.0,1.0,0.8,4.0,97.0,19.0,4.0,0.0
2022,30,International,1,8370232,2022-07-16,Scotland,2117,Argentina,2417,away,31,34,L,-3,4,4,4,4,1,2,0,0,0.23,55.0,321.0,28.0,2.0,4.0,19.0,19.0,0.6,0.0,6.0,,9.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,10.0,9.0,107.0,0.54,0.49,8.0,1.0,0.52,0.0,0.0,4.0,83.0,79.0,98.0,0.0,0.86,6.0,146.0,8.0,8.0,0.0
2022,30,International,1,8370232,2022-07-16,Argentina,2417,Scotland,2117,home,34,31,W,3,4,4,4,4,2,1,0,0,0.77,55.0,453.0,29.0,2.0,4.0,10.0,18.0,1.0,3.0,0.0,,7.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,19.0,7.0,128.0,0.46,0.51,11.0,2.0,0.48,0.0,0.0,4.0,82.0,78.0,98.0,0.0,0.75,3.0,136.0,14.0,4.0,0.0
2022,30,International,1,8375407,2022-07-16,Wales,1517,South Africa,2717,away,14,30,L,-16,1,3,0,3,3,3,0,0,0.28,31.0,250.0,36.0,4.0,0.0,20.0,19.0,0.86,0.0,2.0,,12.0,0.0,5.0,5.0,2.0,0.0,1.0,0.0,13.0,6.0,106.0,0.39,0.44,16.0,3.0,0.42,0.0,0.0,5.0,58.0,53.0,76.0,0.0,1.0,2.0,142.0,9.0,5.0,0.0
2022,30,International,1,8375407,2022-07-16,South Africa,2717,Wales,1517,home,30,14,W,16,3,1,3,0,3,3,0,0,0.72,67.0,381.0,33.0,3.0,3.0,13.0,26.0,1.0,0.0,0.0,,14.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,20.0,4.0,126.0,0.61,0.56,10.0,3.0,0.58,0.0,0.0,2.0,89.0,87.0,112.0,0.0,0.6,6.0,88.0,9.0,5.0,0.0
2022,30,International,1,8379727,2022-07-16,England,1667,Australia,317,away,21,17,W,4,2,2,1,2,3,1,0,0,0.69,38.0,362.0,22.0,5.0,1.0,18.0,26.0,0.93,0.0,1.0,,13.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,30.0,7.0,65.0,0.49,0.35,11.0,3.0,0.41,0.0,0.0,4.0,45.0,41.0,63.0,0.0,1.0,5.0,155.0,8.0,8.0,0.0
2022,30,International,1,8381014,2022-07-16,Ireland,1817,New Zealand,2567,away,32,22,W,10,4,3,3,2,2,1,0,0,0.49,43.0,347.0,40.0,5.0,3.0,13.0,35.0,0.88,2.0,1.0,,7.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,37.0,5.0,137.0,0.46,0.4,10.0,2.0,0.43,0.0,0.0,4.0,78.0,74.0,92.0,0.0,1.0,7.0,199.0,10.0,5.0,1.0
2022,30,International,1,8381014,2022-07-16,New Zealand,2567,Ireland,1817,home,22,32,L,-10,3,4,2,3,1,2,0,0,0.51,79.0,546.0,56.0,4.0,2.0,37.0,26.0,0.75,0.0,4.0,,12.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,13.0,8.0,206.0,0.54,0.6,8.0,1.0,0.57,0.0,0.0,6.0,118.0,112.0,145.0,0.0,0.83,5.0,101.0,15.0,4.0,0.0
2022,30,International,1,8379727,2022-07-16,Australia,317,England,1667,home,17,21,L,-4,2,2,2,1,1,3,0,0,0.31,73.0,504.0,45.0,4.0,2.0,30.0,17.0,1.0,1.0,0.0,,17.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,18.0,2.0,209.0,0.51,0.65,10.0,1.0,0.59,0.0,0.0,7.0,114.0,107.0,132.0,0.0,0.8,4.0,67.0,13.0,3.0,0.0
2022,1326,Pacific Nations Cup,3,8384011,2022-07-16,Fiji,2879,Samoa,2867,home,20,23,L,-3,2,2,2,2,2,3,0,0,0.63,34.0,238.0,30.0,2.0,2.0,27.0,10.0,0.69,2.0,4.0,,9.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,10.0,10.0,84.0,0.59,0.4,11.0,2.0,0.49,0.0,0.0,2.0,48.0,46.0,71.0,0.0,1.0,8.0,66.0,15.0,2.0,0.0
2023,1296,The Rugby Championship,1,8381086,2022-08-06,Argentina,2417,Australia,317,home,26,41,L,-15,2,4,2,4,4,2,0,0,0.4,36.0,341.0,18.0,4.0,2.0,6.0,15.0,0.93,1.0,1.0,,14.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,18.0,7.0,115.0,0.49,0.36,14.0,4.0,0.42,0.0,0.0,2.0,49.0,47.0,63.0,1.0,0.83,5.0,112.0,11.0,7.0,1.0
2023,1296,The Rugby Championship,1,8381077,2022-08-06,South Africa,2717,New Zealand,2567,home,26,10,W,16,2,1,2,1,3,1,1,0,0.21,49.0,348.0,32.0,3.0,2.0,9.0,30.0,0.88,1.0,2.0,,14.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,25.0,6.0,92.0,0.56,0.53,7.0,3.0,0.55,0.0,1.0,4.0,73.0,69.0,89.0,0.0,1.0,10.0,121.0,14.0,10.0,0.0
2023,1296,The Rugby Championship,1,8381086,2022-08-06,Australia,317,Argentina,2417,away,41,26,W,15,4,2,4,2,2,4,0,0,0.6,64.0,457.0,26.0,5.0,4.0,18.0,16.0,0.94,1.0,1.0,,16.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,6.0,8.0,135.0,0.51,0.64,16.0,2.0,0.58,0.0,0.0,7.0,75.0,68.0,103.0,1.0,0.71,5.0,69.0,11.0,4.0,0.0
2023,1296,The Rugby Championship,1,8381077,2022-08-06,New Zealand,2567,South Africa,2717,away,10,26,L,-16,1,2,1,2,1,3,0,1,0.79,47.0,372.0,39.0,3.0,1.0,25.0,16.0,0.88,2.0,2.0,,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,158.0,0.44,0.47,12.0,1.0,0.45,0.0,0.0,7.0,75.0,68.0,96.0,1.0,0.8,4.0,117.0,17.0,5.0,0.0
2023,1296,The Rugby Championship,2,8381095,2022-08-13,South Africa,2717,New Zealand,2567,home,23,35,L,-12,2,4,2,3,3,3,0,0,0.31,48.0,480.0,13.0,7.0,2.0,17.0,22.0,0.76,1.0,4.0,,13.0,0.0,12.0,12.0,5.0,0.0,0.0,0.0,23.0,3.0,99.0,0.43,0.58,7.0,3.0,0.5,0.0,0.0,4.0,48.0,44.0,68.0,1.0,0.75,3.0,131.0,10.0,3.0,1.0
2023,1296,The Rugby Championship,2,8381104,2022-08-13,Australia,317,Argentina,2417,away,17,48,L,-31,2,7,2,5,1,1,0,0,0.2,68.0,465.0,27.0,3.0,2.0,26.0,12.0,0.91,1.0,1.0,,10.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,17.0,6.0,140.0,0.53,0.46,13.0,1.0,0.49,0.0,0.0,7.0,89.0,82.0,108.0,0.0,1.0,4.0,113.0,17.0,4.0,1.0
2023,1296,The Rugby Championship,2,8381095,2022-08-13,New Zealand,2567,South Africa,2717,away,35,23,W,12,4,2,3,2,3,3,0,0,0.69,71.0,470.0,32.0,6.0,3.0,23.0,19.0,0.8,3.0,2.0,,8.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,17.0,15.0,169.0,0.57,0.42,12.0,3.0,0.5,0.0,0.0,4.0,87.0,83.0,114.0,1.0,0.75,3.0,77.0,11.0,7.0,1.0
2023,1296,The Rugby Championship,2,8381104,2022-08-13,Argentina,2417,Australia,317,home,48,17,W,31,7,2,5,2,1,1,0,0,0.8,49.0,395.0,39.0,7.0,5.0,17.0,29.0,0.93,1.0,1.0,,13.0,0.0,6.0,6.0,1.0,0.0,2.0,0.0,26.0,5.0,123.0,0.47,0.54,9.0,1.0,0.51,0.0,0.0,4.0,75.0,71.0,97.0,0.0,0.75,6.0,130.0,11.0,6.0,0.0
2023,1296,The Rugby Championship,3,8381113,2022-08-27,Australia,317,South Africa,2717,home,25,17,W,8,3,2,2,2,2,1,0,0,0.68,41.0,280.0,26.0,4.0,2.0,14.0,21.0,0.54,1.0,6.0,,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,4.0,105.0,0.48,0.44,16.0,2.0,0.46,0.0,0.0,4.0,69.0,65.0,82.0,1.0,0.78,7.0,95.0,10.0,7.0,2.0
2023,1296,The Rugby Championship,3,8381113,2022-08-27,South Africa,2717,Australia,317,away,17,25,L,-8,2,3,2,2,1,2,0,0,0.32,51.0,431.0,31.0,7.0,2.0,24.0,20.0,0.8,3.0,2.0,,8.0,1.0,7.0,6.0,1.0,0.0,0.0,2.0,14.0,11.0,123.0,0.52,0.56,9.0,1.0,0.54,0.0,0.0,3.0,60.0,57.0,91.0,1.0,0.75,6.0,104.0,16.0,5.0,1.0
2023,1296,The Rugby Championship,3,8381122,2022-08-27,New Zealand,2567,Argentina,2417,home,18,25,L,-7,2,1,1,1,2,6,0,0,0.3,82.0,418.0,25.0,3.0,1.0,9.0,15.0,0.75,1.0,3.0,,9.0,2.0,6.0,4.0,0.0,1.0,1.0,2.0,7.0,4.0,179.0,0.61,0.6,14.0,2.0,0.6,0.0,0.0,6.0,113.0,107.0,129.0,0.0,1.0,3.0,85.0,10.0,1.0,1.0
2023,1296,The Rugby Championship,3,8381122,2022-08-27,Argentina,2417,New Zealand,2567,away,25,18,W,7,1,2,1,1,6,2,0,0,0.7,32.0,206.0,22.0,2.0,1.0,7.0,25.0,0.83,2.0,2.0,,10.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,85.0,0.39,0.4,12.0,6.0,0.4,0.0,0.0,2.0,56.0,54.0,64.0,1.0,0.75,6.0,192.0,5.0,7.0,0.0
2023,1296,The Rugby Championship,4,8381131,2022-09-03,Australia,317,South Africa,2717,home,8,24,L,-16,1,4,0,2,1,0,0,0,0.13,39.0,204.0,40.0,1.0,0.0,17.0,25.0,0.8,3.0,3.0,,12.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,19.0,7.0,125.0,0.41,0.56,13.0,1.0,0.49,0.0,0.0,6.0,77.0,71.0,93.0,0.0,0.67,4.0,98.0,10.0,1.0,1.0
2023,1296,The Rugby Championship,4,8381140,2022-09-03,New Zealand,2567,Argentina,2417,home,53,3,W,50,7,0,6,0,2,1,0,0,0.54,90.0,495.0,35.0,6.0,6.0,26.0,32.0,1.0,0.0,0.0,,14.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,21.0,10.0,163.0,0.54,0.54,11.0,2.0,0.54,0.0,0.0,5.0,107.0,102.0,139.0,0.0,0.9,9.0,129.0,6.0,4.0,1.0
2023,1296,The Rugby Championship,4,8381131,2022-09-03,South Africa,2717,Australia,317,away,24,8,W,16,4,1,2,0,0,1,0,0,0.87,48.0,332.0,29.0,7.0,2.0,19.0,31.0,0.84,2.0,3.0,,16.0,0.0,13.0,13.0,2.0,0.0,2.0,0.0,17.0,8.0,119.0,0.59,0.44,13.0,0.0,0.51,0.0,0.0,2.0,66.0,64.0,94.0,1.0,0.75,3.0,120.0,10.0,4.0,2.0
2023,1296,The Rugby Championship,4,8381140,2022-09-03,Argentina,2417,New Zealand,2567,away,3,53,L,-50,0,7,0,6,1,2,0,0,0.46,40.0,297.0,51.0,4.0,0.0,21.0,25.0,0.87,0.0,2.0,,13.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,26.0,7.0,128.0,0.46,0.46,12.0,1.0,0.46,0.0,0.0,4.0,86.0,82.0,102.0,0.0,1.0,3.0,177.0,14.0,5.0,1.0
2023,1296,The Rugby Championship,5,8381158,2022-09-15,New Zealand,2567,Australia,317,away,39,37,W,2,5,4,4,4,2,3,0,0,0.61,37.0,402.0,40.0,6.0,4.0,21.0,20.0,1.0,1.0,0.0,,13.0,2.0,8.0,6.0,1.0,1.0,1.0,1.0,18.0,5.0,115.0,0.53,0.47,13.0,2.0,0.5,0.0,0.0,4.0,62.0,58.0,87.0,2.0,0.4,2.0,101.0,10.0,5.0,1.0
2023,1296,The Rugby Championship,5,8381158,2022-09-15,Australia,317,New Zealand,2567,home,37,39,L,-2,4,5,4,4,3,2,0,0,0.39,42.0,299.0,23.0,5.0,4.0,18.0,14.0,0.86,0.0,2.0,,12.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,21.0,6.0,79.0,0.47,0.53,11.0,3.0,0.5,0.0,0.0,5.0,60.0,55.0,73.0,1.0,0.83,5.0,105.0,9.0,7.0,3.0
2023,1296,The Rugby Championship,5,8381149,2022-09-17,Argentina,2417,South Africa,2717,home,20,36,L,-16,1,4,1,3,2,1,0,0,0.31,49.0,312.0,49.0,4.0,1.0,19.0,16.0,0.85,1.0,2.0,,11.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,19.0,12.0,153.0,0.34,0.64,18.0,2.0,0.51,0.0,0.0,8.0,88.0,80.0,117.0,1.0,0.88,7.0,95.0,9.0,4.0,2.0
2023,1296,The Rugby Championship,5,8381149,2022-09-17,South Africa,2717,Argentina,2417,away,36,20,W,16,4,1,3,1,1,2,0,0,0.69,51.0,341.0,27.0,6.0,3.0,19.0,21.0,0.88,1.0,2.0,,14.0,1.0,10.0,9.0,2.0,1.0,1.0,1.0,19.0,3.0,75.0,0.66,0.36,16.0,1.0,0.49,0.0,0.0,3.0,67.0,64.0,84.0,2.0,0.6,3.0,124.0,11.0,6.0,2.0
2023,1296,The Rugby Championship,6,8381167,2022-09-24,Argentina,2417,South Africa,2717,away,21,38,L,-17,3,3,3,3,0,1,0,0,0.61,53.0,323.0,26.0,3.0,3.0,17.0,22.0,0.85,0.0,3.0,,17.0,1.0,11.0,10.0,6.0,0.0,0.0,0.0,21.0,8.0,112.0,0.34,0.54,22.0,0.0,0.45,0.0,0.0,4.0,71.0,67.0,92.0,2.0,0.5,2.0,92.0,12.0,4.0,4.0
2023,1296,The Rugby Championship,6,8381167,2022-09-24,South Africa,2717,Argentina,2417,home,38,21,W,17,3,3,3,3,1,0,0,0,0.39,40.0,333.0,25.0,2.0,3.0,21.0,20.0,0.91,1.0,2.0,,20.0,1.0,15.0,14.0,4.0,0.0,0.0,0.0,17.0,4.0,78.0,0.66,0.46,16.0,1.0,0.55,0.0,0.0,3.0,60.0,57.0,76.0,0.0,1.0,7.0,103.0,14.0,7.0,2.0
2023,1296,The Rugby Championship,6,8381176,2022-09-24,Australia,317,New Zealand,2567,away,14,40,L,-26,2,4,2,2,0,3,0,0,0.61,59.0,361.0,29.0,4.0,2.0,10.0,19.0,0.85,1.0,2.0,,11.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,29.0,6.0,115.0,0.48,0.42,16.0,0.0,0.45,0.0,0.0,5.0,74.0,69.0,102.0,1.0,0.67,2.0,131.0,15.0,7.0,2.0
2023,1296,The Rugby Championship,6,8381176,2022-09-24,New Zealand,2567,Australia,317,home,40,14,W,26,4,2,2,2,3,0,0,0,0.39,67.0,612.0,34.0,7.0,2.0,29.0,21.0,0.8,1.0,3.0,,12.0,1.0,5.0,4.0,0.0,2.0,2.0,0.0,10.0,9.0,135.0,0.52,0.58,13.0,3.0,0.55,0.0,0.0,6.0,82.0,76.0,110.0,0.0,0.92,11.0,123.0,8.0,9.0,0.0
2023,30,International,1,8400715,2022-10-29,Japan,9017,New Zealand,2567,home,31,38,L,-7,4,5,4,5,1,1,0,0,0.62,55.0,478.0,26.0,9.0,4.0,28.0,28.0,1.0,1.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,173.0,0.37,0.4,13.0,1.0,0.39,0.0,0.0,3.0,64.0,61.0,87.0,0.0,1.0,1.0,200.0,17.0,5.0,0.0
2023,30,International,1,8400715,2022-10-29,New Zealand,2567,Japan,9017,away,38,31,W,7,5,4,5,4,1,1,0,0,0.38,85.0,527.0,49.0,5.0,5.0,32.0,27.0,0.84,0.0,3.0,,16.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,28.0,19.0,223.0,0.63,0.6,6.0,1.0,0.61,0.0,1.0,6.0,119.0,113.0,158.0,0.0,0.92,11.0,98.0,16.0,6.0,0.0
2023,30,International,1,8381266,2022-10-29,Scotland,2117,Australia,317,home,15,16,L,-1,2,1,1,1,1,3,0,0,0.72,45.0,240.0,31.0,3.0,1.0,20.0,24.0,0.8,1.0,3.0,,12.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,12.0,2.0,121.0,0.54,0.57,14.0,1.0,0.55,0.0,0.0,4.0,89.0,85.0,97.0,0.0,1.0,2.0,114.0,9.0,6.0,1.0
2023,30,International,1,8381266,2022-10-29,Australia,317,Scotland,2117,away,16,15,W,1,1,2,1,1,3,1,0,0,0.28,51.0,321.0,18.0,2.0,1.0,12.0,24.0,0.94,2.0,1.0,,15.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,20.0,3.0,114.0,0.46,0.43,15.0,3.0,0.45,0.0,0.0,4.0,67.0,63.0,83.0,0.0,0.75,3.0,139.0,12.0,5.0,0.0
2023,30,International,1,8379826,2022-11-05,New Zealand,2567,Wales,1517,away,55,23,W,32,8,2,6,2,1,3,0,0,0.81,76.0,396.0,33.0,5.0,6.0,25.0,18.0,0.94,0.0,1.0,,15.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,11.0,5.0,129.0,0.49,0.55,10.0,1.0,0.52,0.0,0.0,1.0,114.0,113.0,132.0,0.0,1.0,4.0,156.0,12.0,9.0,0.0
2023,30,International,1,8381275,2022-11-05,Scotland,2117,Fiji,2879,home,28,12,W,16,4,2,4,1,0,0,0,0,0.41,50.0,300.0,35.0,6.0,4.0,25.0,22.0,1.0,3.0,0.0,,17.0,1.0,14.0,13.0,3.0,1.0,0.0,0.0,10.0,9.0,141.0,0.43,0.61,11.0,0.0,0.52,0.0,0.0,5.0,71.0,66.0,99.0,1.0,0.82,9.0,155.0,9.0,4.0,2.0
2023,30,International,1,8381275,2022-11-05,Fiji,2879,Scotland,2117,away,12,28,L,-16,2,4,1,4,0,0,0,0,0.59,65.0,434.0,29.0,5.0,1.0,10.0,17.0,0.81,0.0,3.0,,13.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,5.0,131.0,0.57,0.39,18.0,0.0,0.48,0.0,0.0,3.0,92.0,89.0,102.0,0.0,0.75,3.0,114.0,12.0,7.0,3.0
2023,30,International,1,8379826,2022-11-05,Wales,1517,New Zealand,2567,home,23,55,L,-32,2,8,2,6,3,1,0,0,0.19,46.0,249.0,54.0,4.0,2.0,11.0,17.0,0.93,0.0,1.0,,13.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,25.0,4.0,137.0,0.51,0.45,10.0,3.0,0.48,0.0,0.0,5.0,99.0,94.0,114.0,0.0,0.8,4.0,210.0,13.0,1.0,0.0
2023,30,International,1,8382328,2022-11-05,South Africa,2717,Ireland,1817,away,16,19,L,-3,2,2,0,0,2,3,0,0,0.42,52.0,324.0,41.0,4.0,0.0,20.0,22.0,0.89,0.0,1.0,,8.0,1.0,6.0,5.0,1.0,0.0,2.0,1.0,28.0,6.0,125.0,0.55,0.54,12.0,2.0,0.55,0.0,0.0,4.0,99.0,95.0,111.0,0.0,1.0,6.0,125.0,15.0,4.0,1.0
2023,30,International,1,8382328,2022-11-05,Ireland,1817,South Africa,2717,home,19,16,W,3,2,2,0,0,3,2,0,0,0.58,39.0,254.0,49.0,3.0,0.0,28.0,23.0,0.92,1.0,1.0,,12.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,20.0,6.0,134.0,0.45,0.46,10.0,3.0,0.45,0.0,0.0,4.0,79.0,75.0,110.0,0.0,1.0,7.0,154.0,11.0,5.0,0.0
2023,30,International,1,8387602,2022-11-05,Italy,2873,Samoa,2867,home,49,17,W,32,6,3,5,1,3,0,0,0,0.34,52.0,410.0,28.0,9.0,5.0,28.0,24.0,0.83,0.0,2.0,,10.0,0.0,6.0,6.0,2.0,0.0,1.0,0.0,18.0,4.0,130.0,0.54,0.5,9.0,3.0,0.52,0.0,0.0,2.0,65.0,63.0,91.0,1.0,0.89,8.0,86.0,7.0,3.0,0.0
2023,30,International,1,8384659,2022-11-05,France,1967,Australia,317,home,30,29,W,1,2,2,1,2,6,5,0,0,0.44,71.0,522.0,45.0,2.0,1.0,28.0,36.0,0.89,1.0,1.0,,8.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,14.0,16.0,126.0,0.61,0.49,10.0,6.0,0.54,0.0,0.0,1.0,92.0,91.0,122.0,1.0,0.5,3.0,94.0,10.0,10.0,0.0
2023,30,International,1,8384659,2022-11-05,Australia,317,France,1967,away,29,30,L,-1,2,2,2,1,5,6,0,0,0.56,46.0,489.0,31.0,2.0,2.0,14.0,30.0,0.73,0.0,3.0,,8.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,28.0,2.0,114.0,0.39,0.51,11.0,5.0,0.46,0.0,0.0,8.0,70.0,62.0,86.0,0.0,1.0,1.0,140.0,12.0,3.0,0.0
2023,30,International,1,8370196,2022-11-06,England,1667,Argentina,2417,home,29,30,L,-1,2,2,2,1,5,6,0,0,0.28,50.0,427.0,52.0,4.0,2.0,17.0,24.0,1.0,0.0,0.0,,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,164.0,0.68,0.57,10.0,5.0,0.63,0.0,0.0,1.0,89.0,88.0,117.0,0.0,0.7,7.0,61.0,14.0,4.0,0.0
2023,30,International,1,8370196,2022-11-06,Argentina,2417,England,1667,away,30,29,W,1,2,2,1,2,6,5,0,0,0.72,14.0,157.0,28.0,2.0,1.0,6.0,30.0,1.0,0.0,0.0,,8.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,17.0,1.0,63.0,0.32,0.43,10.0,6.0,0.37,0.0,0.0,1.0,39.0,38.0,47.0,0.0,1.0,6.0,157.0,8.0,4.0,0.0
2023,30,International,1,8370205,2022-11-12,England,1667,Japan,9017,home,52,13,W,39,6,1,6,1,1,2,0,0,0.7,41.0,387.0,25.0,8.0,6.0,17.0,37.0,0.88,0.0,2.0,,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,38.0,7.0,102.0,0.49,0.43,6.0,1.0,0.46,0.0,0.0,0.0,50.0,50.0,73.0,1.0,0.6,3.0,175.0,14.0,11.0,1.0
2023,30,International,1,8370205,2022-11-12,Japan,9017,England,1667,away,13,52,L,-39,1,6,1,6,2,1,0,0,0.3,65.0,430.0,59.0,5.0,1.0,38.0,26.0,1.0,1.0,0.0,,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,9.0,201.0,0.51,0.57,10.0,2.0,0.54,0.0,0.0,4.0,108.0,104.0,136.0,1.0,0.75,6.0,87.0,18.0,2.0,1.0
2023,30,International,1,8379835,2022-11-12,Wales,1517,Argentina,2417,home,20,13,W,7,2,1,2,1,2,2,0,0,0.24,52.0,386.0,32.0,2.0,2.0,21.0,35.0,0.8,0.0,2.0,,8.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,15.0,5.0,140.0,0.54,0.32,14.0,2.0,0.42,0.0,0.0,1.0,69.0,68.0,97.0,0.0,1.0,9.0,178.0,12.0,6.0,1.0
2023,30,International,1,8379835,2022-11-12,Argentina,2417,Wales,1517,away,13,20,L,-7,1,2,1,2,2,2,0,0,0.76,50.0,343.0,51.0,1.0,1.0,15.0,39.0,0.84,2.0,3.0,,16.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,21.0,3.0,159.0,0.46,0.68,7.0,2.0,0.58,0.0,0.0,3.0,101.0,98.0,120.0,0.0,1.0,4.0,112.0,16.0,2.0,0.0
2023,30,International,1,8384668,2022-11-12,France,1967,South Africa,2717,home,30,26,W,4,2,2,1,2,6,4,0,0,0.78,36.0,285.0,25.0,5.0,1.0,15.0,23.0,0.91,2.0,1.0,,10.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,14.0,6.0,75.0,0.43,0.53,12.0,6.0,0.47,0.0,1.0,4.0,58.0,54.0,72.0,0.0,0.83,5.0,94.0,8.0,6.0,0.0
2023,30,International,1,8384668,2022-11-12,South Africa,2717,France,1967,away,26,30,L,-4,2,2,2,1,4,6,0,0,0.22,50.0,423.0,22.0,2.0,2.0,14.0,23.0,0.83,0.0,3.0,,15.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0,15.0,4.0,94.0,0.57,0.47,10.0,4.0,0.53,0.0,1.0,3.0,64.0,61.0,79.0,0.0,1.0,1.0,89.0,13.0,3.0,1.0
2023,30,International,1,8382337,2022-11-12,Ireland,1817,Fiji,2879,home,35,17,W,18,5,2,5,2,0,1,0,0,0.54,77.0,399.0,29.0,8.0,5.0,26.0,20.0,0.95,0.0,1.0,,19.0,1.0,15.0,14.0,3.0,1.0,0.0,0.0,23.0,8.0,202.0,0.68,0.49,10.0,0.0,0.59,0.0,0.0,4.0,89.0,85.0,126.0,1.0,0.75,3.0,84.0,15.0,9.0,0.0
