date,fixture_id,team,player_id,player_name,source
2026-07-11,8546137,New Zealand,168972,Will Jordan,https://www.autumn-internationals.co.uk/summer-2026/new-zealand-v-italy.html
2026-07-11,8546164,France,165180,Romain Ntamack,https://www.theguardian.com/sport/live/2026/jul/11/australia-vs-france-wallabies-nations-championship-rugby-union-international-aus-v-fra-live-updates
2026-07-11,8546146,Ireland,266610,Sean Jansen,https://www.skysports.com/rugby-union/news/22063/13562520/nations-championship-much-changed-ireland-overcome-japan-36-20-as-debutants-impress
2026-07-11,8546173,England,227772,Fin Smith,https://www.fijirugby.com/england-defeat-fiji-in-nations-championship-round-two/
2026-07-11,8546155,South Africa,119340,Handre Pollard,https://scottishrugby.org/news-and-features/match-report-south-africa-42-28-scotland/
2026-07-11,8546182,Argentina,226080,Joaquin Oviedo,https://www.planetrugby.com/news/argentina-v-wales-five-takeaways-as-destructive-star-dominates-to-hand-welsh-a-reality-check
