season,comp_id,comp_name,round,fixture_id,date,team,team_id,opponent,opponent_id,home_away,team_score,opp_score,result,margin,tries_for,tries_against,conv_for,conv_against,pens_for,pens_against,dg_for,dg_against,ball_possession_last_10_mins,carries_crossed_gain_line,carries_metres,carries_not_made_gain_line,clean_breaks,conversion_goals,defenders_beaten,kicks_from_hand,lineout_success,lineout_won_steal,lineouts_Lost,lineouts_lost,lineouts_won,mauls_lost,mauls_total,mauls_won,mauls_won_penalty,mauls_won_try,missed_conversion_goals,missed_penalty_goals,missed_tackles,offload,passes,pc_possession_first,pc_possession_second,penalties_conceded,penalty_goals,possession,red_card_second_yellow,red_cards,rucks_lost,rucks_total,rucks_won,runs,scrums_lost,scrums_success,scrums_won,tackles,turnovers_conceded,turnovers_won,yellow_cards
2023,1242,Super Rugby Pacific,1,8404891,2023-02-25,Fijian Drua,1340,Moana Pasifika,10817,away,36,34,W,2,6,5,3,3,0,1,0,0,0.53,59,374,32,7,3,26,14,0.89,0,1.0,,8,1,3,2,1,0,3,0,33,14,147,0.61,0.37,9,0,0.48,0,0,3,74,71,105,2,0.64,7,114,9,3,0
2023,1242,Super Rugby Pacific,1,8404891,2023-02-25,Moana Pasifika,10817,Fijian Drua,1340,home,34,36,L,-2,5,6,3,3,1,0,0,0,0.47,62,406,31,6,3,33,15,1.0,1,0.0,,15,0,4,4,2,0,2,0,26,16,200,0.39,0.63,10,1,0.52,0,0,2,81,79,106,1,0.8,4,127,13,3,1
2023,1242,Super Rugby Pacific,1,8404900,2023-02-25,Blues,296,Highlanders,302,away,60,20,W,40,8,2,7,2,2,2,0,0,0.48,69,736,41,10,7,37,20,0.85,0,2.0,,11,0,4,4,0,0,1,0,24,19,172,0.38,0.53,12,2,0.46,0,0,6,90,84,127,0,0.67,4,145,14,6,2
2023,1242,Super Rugby Pacific,2,8404927,2023-03-03,Crusaders,305,Highlanders,302,home,52,15,W,37,7,2,7,1,1,1,0,0,0.44,72,544,35,8,7,28,31,0.93,5,1.0,,13,1,6,5,0,2,0,0,11,13,183,0.49,0.61,13,1,0.55,0,0,4,79,75,118,0,1.0,6,100,20,5,0
2023,1242,Super Rugby Pacific,2,8404927,2023-03-03,Highlanders,302,Crusaders,305,away,15,52,L,-37,2,7,1,7,1,1,0,0,0.56,38,253,35,2,1,11,25,0.67,0,6.0,,12,0,0,0,0,0,1,0,28,4,114,0.51,0.39,10,1,0.45,0,0,7,64,57,82,2,0.75,9,129,14,8,1
2023,1242,Super Rugby Pacific,2,8404936,2023-03-03,Melbourne Rebels,53,Hurricanes,299,home,33,39,L,-6,5,5,4,4,0,2,0,0,0.58,64,603,23,9,4,28,31,1.0,1,0.0,,18,3,9,6,3,0,1,0,24,6,135,0.52,0.48,9,0,0.5,0,0,7,69,62,103,0,1.0,3,113,20,6,1
2023,1242,Super Rugby Pacific,2,8404936,2023-03-03,Hurricanes,299,Melbourne Rebels,53,away,39,33,W,6,5,5,4,4,2,0,0,0,0.42,78,527,27,7,4,24,30,0.92,0,1.0,,12,1,5,4,0,0,1,0,28,14,152,0.48,0.52,14,2,0.5,0,1,3,74,71,116,2,0.75,9,107,13,13,1
2023,1242,Super Rugby Pacific,2,8404945,2023-03-04,Moana Pasifika,10817,Chiefs,290,home,29,52,L,-23,3,8,2,6,1,0,0,0,0.6,68,476,58,6,2,23,19,0.89,0,2.0,,16,0,6,6,1,1,1,0,21,11,193,0.55,0.63,8,1,0.6,0,0,10,117,107,139,0,0.83,5,78,17,7,0
2023,1242,Super Rugby Pacific,2,8404945,2023-03-04,Chiefs,290,Moana Pasifika,10817,away,52,29,W,23,8,3,6,2,0,1,0,0,0.4,57,458,19,7,6,21,27,0.93,1,1.0,,13,0,3,3,0,0,2,0,23,9,137,0.45,0.37,14,0,0.4,0,0,4,56,52,82,0,1.0,7,182,14,12,3
2023,1242,Super Rugby Pacific,2,8404954,2023-03-04,Fijian Drua,1340,NSW Waratahs,617,home,17,46,L,-29,2,6,2,5,1,2,0,0,0.41,70,387,37,1,2,20,17,0.8,0,3.0,,12,0,3,3,0,0,0,1,20,13,152,0.54,0.42,13,1,0.48,0,0,2,88,86,121,0,1.0,7,143,15,7,2
2023,1242,Super Rugby Pacific,2,8404954,2023-03-04,NSW Waratahs,617,Fijian Drua,1340,away,46,17,W,29,6,2,5,2,2,1,0,0,0.59,84,582,25,5,5,20,22,0.9,2,1.0,,9,1,7,6,0,0,1,1,20,14,172,0.46,0.58,11,2,0.52,0,0,3,89,86,121,0,1.0,9,126,14,4,0
2023,1242,Super Rugby Pacific,2,8404972,2023-03-05,Queensland Reds,767,Western Force,236,away,71,20,W,51,10,3,9,1,1,1,0,0,0.53,73,699,32,13,9,30,32,0.94,1,1.0,,15,0,3,3,0,0,1,0,14,7,121,0.44,0.5,13,1,0.47,0,0,4,72,68,111,2,0.56,5,131,15,6,1
2023,1242,Super Rugby Pacific,2,8404972,2023-03-05,Western Force,236,Queensland Reds,767,home,20,71,L,-51,3,10,1,9,1,1,0,0,0.47,60,383,31,4,1,14,25,0.88,1,2.0,,15,0,6,6,2,0,2,0,30,12,144,0.56,0.5,10,1,0.53,0,1,3,83,80,104,1,0.83,5,107,13,5,1
2023,1242,Super Rugby Pacific,2,8404963,2023-03-05,Blues,296,ACT Brumbies,467,home,20,25,L,-5,2,2,2,1,2,2,0,0,0.65,62,498,40,5,2,24,26,0.89,3,2.0,,16,3,4,1,0,0,0,0,19,4,198,0.5,0.51,17,2,0.51,0,0,8,90,82,111,1,0.86,6,102,18,6,2
2023,1242,Super Rugby Pacific,2,8404963,2023-03-05,ACT Brumbies,467,Blues,296,away,25,20,W,5,2,2,1,2,2,2,0,0,0.35,55,393,35,3,1,19,27,0.83,1,4.0,,19,1,9,8,0,0,1,0,24,5,138,0.5,0.49,9,2,0.49,0,0,5,73,68,92,1,0.88,7,175,13,11,0
2023,1242,Super Rugby Pacific,3,8404981,2023-03-10,Chiefs,290,Highlanders,302,home,28,7,W,21,4,1,1,1,2,0,0,0,0.47,70,711,41,12,1,44,31,0.82,1,3.0,,14,0,2,2,0,0,3,1,12,12,192,0.59,0.56,9,2,0.57,0,0,2,97,95,125,0,1.0,7,121,18,6,1
2023,1242,Super Rugby Pacific,3,8404981,2023-03-10,Highlanders,302,Chiefs,290,away,7,28,L,-21,1,4,1,1,0,2,0,0,0.53,37,361,25,1,1,12,29,0.8,1,3.0,,12,0,3,3,0,0,0,1,44,3,106,0.41,0.44,10,0,0.43,0,0,4,64,60,75,0,1.0,8,149,16,3,1
2023,1242,Super Rugby Pacific,3,8404990,2023-03-10,Melbourne Rebels,53,NSW Waratahs,617,home,34,27,W,7,5,3,3,3,1,2,0,0,0.44,68,483,34,8,3,22,26,0.94,0,1.0,,16,2,5,3,0,0,2,0,15,18,177,0.54,0.49,10,1,0.52,0,0,4,83,79,116,1,0.71,5,140,15,8,0
2023,1242,Super Rugby Pacific,3,8404990,2023-03-10,NSW Waratahs,617,Melbourne Rebels,53,away,27,34,L,-7,3,5,3,3,2,1,0,0,0.56,62,469,19,4,3,15,23,1.0,1,0.0,,12,0,4,4,3,0,0,0,22,6,147,0.46,0.51,14,2,0.48,0,0,5,83,78,97,0,1.0,5,121,10,9,0
2023,1242,Super Rugby Pacific,3,8405026,2023-03-11,Moana Pasifika,10817,Western Force,236,away,18,21,L,-3,2,2,1,1,2,3,0,0,0.34,66,425,50,3,1,32,26,0.93,0,2.0,,27,1,5,4,1,0,1,0,15,12,195,0.63,0.56,11,2,0.59,0,1,6,95,89,112,2,0.4,2,89,15,3,1
2023,1242,Super Rugby Pacific,3,8404999,2023-03-11,Fijian Drua,1340,Crusaders,305,home,25,24,W,1,4,4,1,2,1,0,0,0,0.33,59,510,20,8,1,18,16,0.67,0,5.0,,10,0,1,1,0,0,3,1,21,9,104,0.49,0.47,9,1,0.48,0,0,1,68,67,91,0,0.8,8,91,13,4,0
2023,1242,Super Rugby Pacific,3,8404999,2023-03-11,Crusaders,305,Fijian Drua,1340,away,24,25,L,-1,4,4,2,1,0,1,0,0,0.67,56,330,21,1,2,21,18,1.0,2,0.0,,12,0,8,8,0,2,2,0,18,7,131,0.51,0.53,11,0,0.52,0,0,6,60,54,85,1,0.71,10,114,16,7,0
2023,1242,Super Rugby Pacific,3,8405008,2023-03-11,Hurricanes,299,Blues,296,home,19,25,L,-6,3,3,2,2,0,2,0,0,0.88,70,439,41,5,2,22,23,1.0,2,0.0,,11,0,2,2,0,0,1,0,27,12,165,0.38,0.54,11,0,0.47,0,0,4,99,95,125,0,1.0,5,169,16,4,1
2023,1242,Super Rugby Pacific,3,8405008,2023-03-11,Blues,296,Hurricanes,299,away,25,19,W,6,3,3,2,2,2,0,0,0,0.12,81,614,51,6,2,27,27,0.76,0,4.0,,13,0,4,4,0,0,1,2,22,6,191,0.62,0.46,8,2,0.53,0,0,4,114,110,137,1,0.75,6,156,9,8,1
2023,1242,Super Rugby Pacific,3,8405017,2023-03-11,ACT Brumbies,467,Queensland Reds,767,home,23,17,W,6,2,3,2,1,3,0,0,0,0.67,72,500,28,4,2,22,34,0.92,3,1.0,,12,0,3,3,0,1,0,1,32,8,179,0.63,0.37,10,3,0.51,0,0,5,82,77,109,2,0.67,6,139,12,6,0
2023,1242,Super Rugby Pacific,3,8405017,2023-03-11,Queensland Reds,767,ACT Brumbies,467,away,17,23,L,-6,3,2,1,2,0,3,0,0,0.33,78,546,33,5,1,32,30,0.76,1,4.0,,13,1,3,2,0,0,2,0,22,15,177,0.37,0.63,7,0,0.49,0,0,3,94,91,124,0,1.0,4,122,19,7,0
2023,1242,Super Rugby Pacific,3,8405026,2023-03-11,Western Force,236,Moana Pasifika,10817,home,21,18,W,3,2,2,1,1,3,2,0,0,0.66,40,336,19,1,1,15,22,0.87,2,2.0,,13,0,2,2,0,0,1,1,32,0,121,0.37,0.44,14,3,0.41,0,1,3,65,62,67,1,0.69,9,150,9,9,2
2023,1242,Super Rugby Pacific,4,8405035,2023-03-17,NSW Waratahs,617,Hurricanes,299,away,17,34,L,-17,3,5,1,3,0,1,0,0,0.7,65,372,41,4,1,20,18,0.78,0,4.0,,14,2,5,3,0,0,2,0,28,21,174,0.48,0.54,10,0,0.51,0,0,5,87,82,118,2,0.78,7,118,13,6,0
2023,1242,Super Rugby Pacific,4,8405035,2023-03-17,Hurricanes,299,NSW Waratahs,617,home,34,17,W,17,5,3,3,1,1,0,0,0,0.3,53,378,31,7,3,28,23,0.86,1,2.0,,12,1,4,3,0,0,2,0,20,11,143,0.52,0.46,8,1,0.49,0,0,1,61,60,94,1,0.75,6,121,15,9,0
2023,1242,Super Rugby Pacific,4,8405044,2023-03-18,Chiefs,290,Melbourne Rebels,53,home,44,25,W,19,6,4,4,1,2,1,0,0,0.64,60,450,24,6,4,16,23,0.92,2,1.0,,12,1,2,1,1,0,2,0,15,5,163,0.49,0.52,10,2,0.5,0,0,8,69,61,91,0,1.0,9,89,14,5,0
2023,1242,Super Rugby Pacific,4,8405044,2023-03-18,Melbourne Rebels,53,Chiefs,290,away,25,44,L,-19,4,6,1,4,1,2,0,0,0.36,52,370,26,6,1,15,15,0.83,0,2.0,,10,0,4,4,0,0,3,0,16,7,110,0.51,0.48,7,1,0.5,0,0,2,59,57,84,2,0.7,7,97,16,10,0
2023,1242,Super Rugby Pacific,4,8405053,2023-03-18,Blues,296,Crusaders,305,home,28,34,L,-6,4,5,4,3,0,1,0,0,0.78,81,732,44,9,4,29,23,0.82,0,2.0,,9,0,5,5,0,0,0,0,35,7,189,0.44,0.7,4,0,0.57,0,0,4,122,118,146,0,0.92,11,137,14,5,1
2023,1242,Super Rugby Pacific,4,8405053,2023-03-18,Crusaders,305,Blues,296,away,34,28,W,6,5,4,3,4,1,0,0,0,0.22,69,612,44,5,3,35,15,0.63,0,3.0,,5,0,1,1,0,0,2,0,29,17,174,0.56,0.3,10,1,0.43,0,0,3,87,84,120,0,0.8,4,212,13,8,1
2023,1242,Super Rugby Pacific,4,8405062,2023-03-18,ACT Brumbies,467,Moana Pasifika,10817,home,62,36,W,26,9,5,7,4,1,1,0,0,0.18,70,424,31,8,7,19,17,1.0,2,0.0,,18,0,5,5,1,2,2,0,24,9,178,0.58,0.44,9,1,0.5,0,0,3,74,71,112,1,0.75,3,109,8,4,0
2023,1242,Super Rugby Pacific,4,8405062,2023-03-18,Moana Pasifika,10817,ACT Brumbies,467,away,36,62,L,-26,5,9,4,7,1,1,0,0,0.82,49,410,34,3,4,24,16,0.75,0,3.0,,9,1,5,4,1,1,1,0,19,6,116,0.42,0.56,12,1,0.5,0,0,2,64,62,91,2,0.4,2,93,6,1,1
2023,1242,Super Rugby Pacific,4,8405071,2023-03-19,Highlanders,302,Western Force,236,home,43,35,W,8,6,5,5,2,1,2,0,0,0.32,68,495,36,3,5,21,29,0.88,1,2.0,,14,0,4,4,1,0,1,0,34,10,138,0.48,0.4,11,1,0.44,0,0,1,78,77,114,0,1.0,3,158,15,1,1
2023,1242,Super Rugby Pacific,4,8405071,2023-03-19,Western Force,236,Highlanders,302,away,35,43,L,-8,5,6,2,5,2,1,0,0,0.68,69,459,42,5,2,34,35,0.86,2,2.0,,12,0,6,6,0,0,3,0,21,6,173,0.52,0.6,9,2,0.56,0,0,3,105,102,122,1,0.7,7,120,5,4,1
2023,1242,Super Rugby Pacific,4,8405080,2023-03-19,Queensland Reds,767,Fijian Drua,1340,home,27,24,W,3,4,3,2,3,1,1,0,0,0.53,49,271,25,3,2,15,24,0.84,2,3.0,,16,1,10,9,2,0,2,0,22,7,127,0.54,0.46,18,1,0.5,0,0,2,71,69,84,1,0.5,3,113,12,6,1
2023,1242,Super Rugby Pacific,4,8405080,2023-03-19,Fijian Drua,1340,Queensland Reds,767,away,24,27,L,-3,3,4,3,2,1,1,0,0,0.47,64,454,32,8,3,22,18,0.76,1,4.0,,13,0,2,2,0,0,0,0,15,11,131,0.46,0.54,15,1,0.5,0,0,5,71,66,104,0,1.0,7,103,16,2,1
2023,1242,Super Rugby Pacific,5,8405098,2023-03-24,Chiefs,290,NSW Waratahs,617,away,24,14,W,10,3,2,3,2,1,0,0,0,0.57,57,294,38,1,3,22,22,0.88,1,2.0,,15,1,3,2,0,0,0,1,9,6,195,0.7,0.51,9,1,0.61,0,0,1,97,96,115,0,1.0,16,88,14,4,0
2023,1242,Super Rugby Pacific,5,8405098,2023-03-24,NSW Waratahs,617,Chiefs,290,home,14,24,L,-10,2,3,2,3,0,1,0,0,0.43,43,322,25,3,2,9,20,0.83,1,2.0,,10,0,3,3,0,1,0,0,22,6,119,0.3,0.49,10,0,0.39,0,0,2,54,52,73,0,1.0,10,158,16,4,0
2023,1242,Super Rugby Pacific,5,8405089,2023-03-24,ACT Brumbies,467,Crusaders,305,away,17,35,L,-18,2,5,2,5,1,0,0,0,0.17,56,340,32,3,2,17,21,0.83,3,2.0,,10,1,3,2,0,0,0,0,32,7,131,0.54,0.41,13,1,0.48,0,0,6,89,83,103,1,0.85,11,160,12,7,0
2023,1242,Super Rugby Pacific,5,8405089,2023-03-24,Crusaders,305,ACT Brumbies,467,home,35,17,W,18,5,2,5,2,0,1,0,0,0.83,66,379,39,4,5,32,14,0.83,0,3.0,,15,2,7,5,0,1,0,0,17,7,175,0.46,0.59,10,0,0.52,0,0,3,102,99,125,0,1.0,5,142,14,8,0
2023,1242,Super Rugby Pacific,5,8405107,2023-03-25,Highlanders,302,Fijian Drua,1340,home,57,24,W,33,9,4,6,2,0,0,0,0,0.67,53,462,26,5,6,14,21,0.91,1,1.0,,10,0,8,8,2,0,3,0,21,8,111,0.51,0.4,5,0,0.46,0,0,0,49,49,86,0,0.78,7,165,10,5,1
2023,1242,Super Rugby Pacific,5,8405107,2023-03-25,Fijian Drua,1340,Highlanders,302,away,24,57,L,-33,4,9,2,6,0,0,0,0,0.33,65,551,45,4,2,21,13,0.89,0,1.0,,8,0,1,1,0,0,2,0,14,12,145,0.49,0.6,14,0,0.54,0,0,3,89,86,123,1,0.89,8,81,14,0,1
2023,1242,Super Rugby Pacific,5,8405116,2023-03-25,Moana Pasifika,10817,Hurricanes,299,home,0,59,L,-59,0,9,0,7,0,0,0,0,0.38,50,395,29,6,0,27,25,0.89,0,2.0,,16,1,5,4,1,0,0,0,44,12,147,0.45,0.43,11,0,0.44,0,0,4,79,75,101,2,0.6,3,157,13,2,0
2023,1242,Super Rugby Pacific,5,8405116,2023-03-25,Hurricanes,299,Moana Pasifika,10817,away,59,0,W,59,9,0,7,0,0,0,0,0,0.62,110,717,39,11,7,44,33,1.0,1,0.0,,14,0,5,5,0,0,2,0,27,18,197,0.55,0.57,10,0,0.56,0,0,1,98,97,161,0,1.0,7,112,12,6,0
2023,1242,Super Rugby Pacific,5,8405125,2023-03-25,Melbourne Rebels,53,Queensland Reds,767,home,40,34,W,6,6,5,5,3,0,1,0,0,0.14,71,661,29,9,5,29,17,0.77,0,3.0,,10,2,6,4,1,0,1,0,25,15,137,0.55,0.33,9,0,0.44,0,0,3,75,72,109,1,0.67,2,193,16,5,0
2023,1242,Super Rugby Pacific,5,8405125,2023-03-25,Queensland Reds,767,Melbourne Rebels,53,away,34,40,L,-6,5,6,3,5,1,0,0,0,0.86,91,573,40,4,3,25,21,1.0,0,0.0,,11,0,5,5,0,0,2,0,29,22,214,0.45,0.67,12,1,0.56,0,0,5,114,109,147,2,0.64,7,97,11,7,0
2023,1242,Super Rugby Pacific,5,8405134,2023-03-26,Blues,296,Western Force,236,home,30,17,W,13,4,3,2,1,2,0,0,0,0.29,83,534,41,9,2,28,19,0.87,1,2.0,,13,1,5,4,1,0,2,0,15,12,194,0.56,0.55,8,2,0.55,0,0,5,118,113,147,2,0.67,6,150,16,6,0
2023,1242,Super Rugby Pacific,5,8405134,2023-03-26,Western Force,236,Blues,296,away,17,30,L,-13,3,4,1,2,0,2,0,0,0.71,70,428,36,7,1,15,19,0.85,0,2.0,,11,0,4,4,1,0,2,1,28,11,188,0.44,0.45,14,0,0.45,0,0,7,97,90,118,0,1.0,9,201,18,13,0
2023,1242,Super Rugby Pacific,6,8405152,2023-03-31,Queensland Reds,767,Crusaders,305,home,12,25,L,-13,2,3,1,2,0,2,0,0,0.58,76,534,37,7,1,13,26,0.94,2,1.0,,16,0,4,4,0,0,1,2,18,4,160,0.58,0.48,9,0,0.53,0,0,6,99,93,121,1,0.75,6,131,18,3,0
2023,1242,Super Rugby Pacific,6,8405152,2023-03-31,Crusaders,305,Queensland Reds,767,away,25,12,W,13,3,2,2,1,2,0,0,0,0.42,53,364,29,2,2,18,29,0.73,0,3.0,,8,0,1,1,0,0,1,0,13,11,123,0.42,0.52,12,2,0.47,0,0,2,71,69,92,0,0.91,10,126,11,5,0
2023,1242,Super Rugby Pacific,6,8405143,2023-03-31,Moana Pasifika,10817,Highlanders,302,home,17,45,L,-28,2,7,2,5,1,0,0,0,0.58,60,500,42,7,2,34,20,0.85,0,2.0,,11,0,2,2,0,0,0,1,17,4,141,0.53,0.44,10,1,0.48,0,0,3,81,78,112,1,0.57,4,123,15,4,1
2023,1242,Super Rugby Pacific,6,8405143,2023-03-31,Highlanders,302,Moana Pasifika,10817,away,45,17,W,28,7,2,5,2,0,1,0,0,0.42,58,371,26,5,5,17,20,0.87,1,2.0,,13,0,4,4,0,0,2,0,34,9,118,0.47,0.56,10,0,0.52,0,0,2,75,73,96,0,1.0,5,112,12,7,0
2023,1242,Super Rugby Pacific,6,8405161,2023-04-01,Fijian Drua,1340,Melbourne Rebels,53,home,38,28,W,10,6,4,4,4,0,0,0,0,0.27,47,595,25,12,4,38,20,1.0,0,0.0,,7,0,1,1,0,0,2,0,23,11,119,0.47,0.31,13,0,0.39,0,0,2,42,40,80,0,0.93,14,122,16,9,0
2023,1242,Super Rugby Pacific,6,8405161,2023-04-01,Melbourne Rebels,53,Fijian Drua,1340,away,28,38,L,-10,4,6,4,4,0,0,0,0,0.73,85,471,43,5,4,23,14,0.95,0,1.0,,18,2,5,3,1,0,0,0,38,16,194,0.53,0.69,3,0,0.61,0,0,3,85,82,143,0,0.89,8,64,20,6,0
2023,1242,Super Rugby Pacific,6,8405170,2023-04-01,Chiefs,290,Blues,296,home,20,13,W,7,2,2,2,0,2,1,0,0,0.08,31,221,28,3,2,11,21,0.77,1,3.0,,10,0,4,4,1,0,0,0,18,1,93,0.54,0.25,14,2,0.4,0,0,1,53,52,65,0,0.88,7,170,8,6,0
2023,1242,Super Rugby Pacific,6,8405170,2023-04-01,Blues,296,Chiefs,290,away,13,20,L,-7,2,2,0,2,1,2,0,0,0.92,71,401,48,5,0,18,21,0.92,2,1.0,,11,1,6,5,1,0,2,0,11,3,156,0.46,0.75,7,1,0.6,0,0,1,100,99,140,0,0.92,11,74,16,1,0
2023,1242,Super Rugby Pacific,6,8405179,2023-04-01,ACT Brumbies,467,NSW Waratahs,617,home,40,36,W,4,6,5,5,4,0,1,0,0,0.89,81,529,36,6,5,22,17,0.83,1,3.0,,15,1,6,5,1,0,1,0,20,4,180,0.49,0.69,6,0,0.59,0,0,3,89,86,134,1,0.83,10,115,9,4,0
2023,1242,Super Rugby Pacific,6,8405179,2023-04-01,NSW Waratahs,617,ACT Brumbies,467,away,36,40,L,-4,5,6,4,5,1,0,0,0,0.11,60,426,22,4,4,20,24,0.89,3,1.0,,8,0,1,1,0,0,1,1,22,4,93,0.51,0.31,16,1,0.41,0,0,3,74,71,87,0,0.75,3,141,13,4,3
2023,1242,Super Rugby Pacific,6,8405188,2023-04-02,Hurricanes,299,Western Force,236,home,45,42,W,3,7,6,5,6,0,0,0,0,0.68,90,718,44,11,5,31,14,0.79,1,4.0,,15,1,4,3,0,0,2,0,18,12,190,0.53,0.55,8,0,0.54,0,0,4,124,120,151,0,1.0,6,139,16,9,0
2023,1242,Super Rugby Pacific,6,8405188,2023-04-02,Western Force,236,Hurricanes,299,away,42,45,L,-3,6,7,6,5,0,0,0,0,0.32,70,553,37,6,6,18,23,0.81,1,3.0,,13,0,6,6,0,0,0,0,31,9,163,0.47,0.45,16,0,0.46,0,0,7,89,82,119,1,0.89,8,184,13,7,1
2023,1242,Super Rugby Pacific,7,8405206,2023-04-07,Queensland Reds,767,ACT Brumbies,467,home,24,52,L,-28,3,7,3,7,1,1,0,0,0.58,51,349,27,4,3,27,26,0.89,2,2.0,,16,0,6,6,0,1,0,0,15,4,131,0.48,0.57,15,1,0.53,0,1,4,75,71,93,1,0.7,7,111,7,4,0
2023,1242,Super Rugby Pacific,7,8405206,2023-04-07,ACT Brumbies,467,Queensland Reds,767,away,52,24,W,28,7,3,7,3,1,1,0,0,0.42,59,426,23,8,7,15,28,0.82,2,4.0,,18,0,3,3,0,1,0,0,27,3,115,0.52,0.43,9,1,0.47,0,0,4,64,60,93,0,1.0,5,116,15,3,1
2023,1242,Super Rugby Pacific,7,8405197,2023-04-07,Crusaders,305,Moana Pasifika,10817,home,38,21,W,17,5,3,5,3,1,0,0,0,0.5,62,512,35,6,5,26,22,0.93,2,1.0,,14,0,2,2,0,1,0,0,33,7,164,0.45,0.54,8,1,0.49,0,0,6,81,75,114,0,1.0,7,156,13,2,1
2023,1242,Super Rugby Pacific,7,8405197,2023-04-07,Moana Pasifika,10817,Crusaders,305,away,21,38,L,-17,3,5,3,5,0,1,0,0,0.5,64,516,45,6,3,33,24,0.67,0,4.0,,8,0,2,2,0,0,0,1,26,9,160,0.55,0.46,12,0,0.51,0,0,1,87,86,119,2,0.6,6,132,10,7,1
2023,1242,Super Rugby Pacific,7,8405215,2023-04-08,Highlanders,302,Hurricanes,299,home,14,29,L,-15,2,4,2,3,0,1,0,0,0.52,65,509,42,4,2,30,18,0.92,0,1.0,,11,0,0,0,0,0,0,0,29,10,151,0.5,0.42,13,0,0.46,0,0,8,88,80,118,1,0.82,9,201,17,11,0
2023,1242,Super Rugby Pacific,7,8405215,2023-04-08,Hurricanes,299,Highlanders,302,away,29,14,W,15,4,2,3,2,1,0,0,0,0.48,89,610,43,7,3,29,19,0.92,0,1.0,,11,0,3,3,2,0,1,0,30,11,169,0.5,0.58,12,1,0.54,0,0,6,112,106,151,0,0.9,9,139,18,10,0
2023,1242,Super Rugby Pacific,7,8405224,2023-04-08,Melbourne Rebels,53,Blues,296,home,17,54,L,-37,2,9,2,3,1,1,0,0,0.4,47,369,19,3,2,7,10,0.75,0,4.0,,12,0,3,3,0,1,0,0,24,5,104,0.43,0.25,10,1,0.34,0,0,4,57,53,74,0,1.0,6,164,18,2,1
2023,1242,Super Rugby Pacific,7,8405224,2023-04-08,Blues,296,Melbourne Rebels,53,away,54,17,W,37,9,2,3,2,1,1,0,0,0.6,105,823,33,11,3,24,28,1.0,2,0.0,,13,0,8,8,2,0,6,0,7,12,188,0.57,0.75,8,1,0.66,0,0,0,93,93,147,0,0.92,11,89,11,4,1
2023,1242,Super Rugby Pacific,8,8405233,2023-04-14,Moana Pasifika,10817,Queensland Reds,767,home,28,40,L,-12,4,6,4,5,0,0,0,0,0.82,64,686,39,8,4,19,23,0.86,0,2.0,,12,2,3,1,0,0,0,0,20,17,156,0.39,0.62,9,0,0.51,0,0,5,71,66,110,0,1.0,7,101,19,11,0
2023,1242,Super Rugby Pacific,8,8405233,2023-04-14,Queensland Reds,767,Moana Pasifika,10817,away,40,28,W,12,6,4,5,4,0,0,0,0,0.18,78,664,22,8,5,20,18,0.93,2,1.0,,14,1,8,7,0,0,1,0,19,11,146,0.61,0.38,9,0,0.49,0,0,8,72,64,105,2,0.6,9,102,18,9,0
2023,1242,Super Rugby Pacific,8,8405242,2023-04-14,ACT Brumbies,467,Fijian Drua,1340,home,43,28,W,15,6,4,3,4,0,0,0,0,0.62,63,352,19,4,3,12,19,0.92,0,1.0,,11,0,6,6,0,0,3,0,19,7,118,0.45,0.43,12,0,0.44,0,0,1,61,60,87,1,0.92,12,184,12,4,2
2023,1242,Super Rugby Pacific,8,8405242,2023-04-14,Fijian Drua,1340,ACT Brumbies,467,away,28,43,L,-15,4,6,4,3,0,0,0,0,0.38,89,603,43,5,4,19,8,0.75,0,3.0,,9,0,0,0,0,0,0,0,12,10,174,0.55,0.57,10,0,0.56,0,0,3,111,108,146,0,1.0,9,89,16,3,1
2023,1242,Super Rugby Pacific,8,8405260,2023-04-15,Western Force,236,NSW Waratahs,617,away,16,36,L,-20,2,5,0,4,2,1,0,0,0.53,69,480,34,3,0,18,20,0.93,1,1.0,,13,1,6,5,1,0,2,0,19,8,157,0.37,0.63,14,2,0.51,0,0,3,85,82,112,0,1.0,3,123,13,5,1
2023,1242,Super Rugby Pacific,8,8405251,2023-04-15,Hurricanes,299,Chiefs,290,home,17,33,L,-16,2,4,2,2,1,3,0,0,0.49,56,495,40,5,2,18,18,0.73,0,4.0,,11,0,1,1,0,0,0,0,22,16,163,0.47,0.49,10,1,0.48,0,0,7,86,79,111,0,0.8,4,156,18,4,0
2023,1242,Super Rugby Pacific,8,8405251,2023-04-15,Chiefs,290,Hurricanes,299,away,33,17,W,16,4,2,2,2,3,1,0,0,0.51,70,555,35,4,2,22,29,1.0,2,0.0,,12,1,2,1,0,0,2,1,18,9,207,0.53,0.51,14,3,0.52,0,0,6,99,93,122,0,1.0,9,132,12,7,2
2023,1242,Super Rugby Pacific,8,8405260,2023-04-15,NSW Waratahs,617,Western Force,236,home,36,16,W,20,5,2,4,0,1,2,0,0,0.47,64,511,30,8,4,19,22,0.88,0,2.0,,14,0,6,6,1,0,1,0,18,12,149,0.63,0.37,14,1,0.49,0,0,3,75,72,105,1,0.67,4,126,7,5,1
