id,display_name,full_name,team_name,team_id,team_short_code,hemisphere,skill,skill_desc,value,sel_percentage,sel_cap_percentage,is_active,available_status,injury_status,player_status,cur_gd_points,min_in_game
171323,J. Gray,Jonny Gray,Scotland,2,sco,1,4,LOCK,4,1.9,0,1,,,,16.00,2
252801,K. Ueda,Kazuma Ueda,Japan,103,jpn,2,8,BACK THREE,3.5,0.3,0,1,,,,3.00,3
251438,K. Tamefusa,Keijiro Tamefusa,Japan,103,jpn,2,1,PROP,3,0.6,0,1,,,,8.00,3
154458,M. Moroni,Matias Moroni,Argentina,10,arg,2,7,CENTRE,5.5,0.5,0,1,,,,12.00,3
102792,A. Lienert-Brown,Anton Lienert-Brown,New Zealand,7,nzl,2,7,CENTRE,5.5,0.4,0,1,,,,20.00,2
201684,P. Tuipulotu,Patrick Tuipulotu,New Zealand,7,nzl,2,4,LOCK,4.5,1.6,0.0143,1,,,,23.00,1
105892,A. Beard,Adam Beard,Wales,3,wal,1,4,LOCK,4,1.7,0.0095,1,,,,5.00,3
219226,H. Jantjies,Herschel Jantjies,South Africa,8,rsa,2,5,SCRUM-HALF,4,0.1,0.0048,1,,,,23.00,1
198565,C. Prendergast,Cian Prendergast,Ireland,4,ire,1,3,LOOSE FORWARD,4,1.7,0.0191,1,,,,0,1
178772,G. Garcia,Gonzalo Garcia,Argentina,10,arg,2,5,SCRUM-HALF,4,1.2,0.0048,1,,,,3.00,3
237062,B. Pollard,Billy Pollard,Australia,9,aus,2,2,HOOKER,4,0.6,0.0095,1,,,,23.00,1
120767,L. Rees-Zammit,Louis Rees-Zammit,Wales,3,wal,1,8,BACK THREE,6,5.1,0.1623,1,,,,12.00,3
217606,B. van Rensburg,Benhard Janse van Rensburg,England,1,eng,1,7,CENTRE,5,0.9,0.0048,1,,,,2.00,2
246864,I. Armstrong-Ravula,Isaiah Armstrong-Ravula,Fiji,243,fij,2,6,FLY-HALF,5,0.4,0.0095,1,,,,5.00,3
177342,J. Grobbelaar,Johan Grobbelaar,South Africa,8,rsa,2,2,HOOKER,5,1,0.0143,1,,,,0,1
140735,N. Saito,Naoto Saito,Japan,103,jpn,2,5,SCRUM-HALF,4.5,0.7,0.0143,1,,,,6.00,3
118619,S. Costelow,Sam Costelow,Wales,3,wal,1,6,FLY-HALF,4,0.1,0,1,,,,0,2
110891,S. Varney,Stephen Varney,Italy,6,ita,1,5,SCRUM-HALF,4,0.9,0.0095,1,,,,0,2
166457,R. Montagne,Regis Montagne,France,5,fra,1,1,PROP,3.5,0.8,0.0095,1,,,,11.00,2
156550,M. Bradbury,Magnus Bradbury,Scotland,2,sco,1,3,LOOSE FORWARD,4.5,0.7,0,1,,,,12.00,2
174208,R. Favretto,Riccardo Favretto,Italy,6,ita,1,4,LOCK,4,0.2,0.0048,1,,,,14.00,3
164150,D. Graham,Darcy Graham,Scotland,2,sco,1,8,BACK THREE,7,9.9,1.0646,1,,,,12.00,2
114362,E. Roos,Evan Roos,South Africa,8,rsa,2,3,LOOSE FORWARD,5.5,0.8,0.0048,1,,,,0,1
173763,L. Carter,Leroy Carter,New Zealand,7,nzl,2,8,BACK THREE,5,0.7,0.0525,1,,,,0,1
110319,N. Smith,Nicky Smith,Wales,3,wal,1,1,PROP,4.5,0.4,0,1,,,,2.00,3
105642,C. Casey,Craig Casey,Ireland,4,ire,1,5,SCRUM-HALF,4,0.3,0,1,,,,3.00,2
153725,P. Odogwu,Paolo Odogwu,Italy,6,ita,1,8,BACK THREE,3.5,0.3,0,1,,,,20.00,1
250879,P. Delgado,Pedro Delgado,Argentina,10,arg,2,1,PROP,3,1.4,0,1,,,,4.00,2
241698,S. Prendergast,Sam Prendergast,Ireland,4,ire,1,6,FLY-HALF,5,1.8,0.148,1,,,,15.00,2
207407,D. Bamba,Demba Bamba,France,5,fra,1,1,PROP,4.5,1.7,0.0048,1,,,,0,2
235935,I. Ruiz,Ignacio Ruiz,Argentina,10,arg,2,2,HOOKER,4,0.2,0,1,,,,8.00,3
215827,S. Tua,Samisoni Tua,Japan,103,jpn,2,7,CENTRE,3.5,0.5,0,1,,,,19.00,1
202267,M. Libbok,Manie Libbok,South Africa,8,rsa,2,6,FLY-HALF,7,2.4,0.4583,1,,,,9.00,2
153215,A. Fassi,Aphelele Fassi,South Africa,8,rsa,2,8,BACK THREE,5.5,2.3,0.1528,1,,,,15.00,2
236957,M. Williamson,Max Williamson,Scotland,2,sco,1,4,LOCK,4,0.8,0,1,,,,3.00,2
239229,H. Auradou,Hugo Auradou,France,5,fra,1,4,LOCK,4,0.9,0,1,,,,5.00,3
148390,E. Louw,Elrigh Louw,South Africa,8,rsa,2,3,LOOSE FORWARD,4,0.1,0,1,,,,0,1
240452,C.Hanekom,Cameron Hanekom,South Africa,8,rsa,2,3,LOOSE FORWARD,4,0.7,0,1,,,,0,1
113765,P. Yato,Peceli Yato,Fiji,243,fij,2,3,LOOSE FORWARD,4,0.2,0,1,,,,0,2
244984,A. Moyano,Agustin Moyano,Argentina,10,arg,2,5,SCRUM-HALF,3.5,0.2,0,1,,,,0,1
229431,A. Segner,Anton Segner,New Zealand,7,nzl,2,3,LOOSE FORWARD,4,0.4,0.0191,1,,,,4.00,2
229852,T. Tatafu,Tevita Tatafu,France,5,fra,1,1,PROP,3.5,0.2,0,1,,,,0,1
251673,R. Ito,Ryunosuke Ito,Japan,103,jpn,2,6,FLY-HALF,4,0.2,0.0191,1,,,,4.00,3
224905,G. Horne,George Horne,Scotland,2,sco,1,5,SCRUM-HALF,4,1.7,0.0382,1,,,,16.00,2
251359,Y. Hirose,Yuya Hirose,Japan,103,jpn,2,7,CENTRE,4,0.3,0,1,,,,0,2
154414,K. Shimokawa,Kanji Shimokawa,Japan,103,jpn,2,3,LOOSE FORWARD,4,0.3,0.0095,1,,,,0,2
182833,T. Tupou,Taniela Tupou,Australia,9,aus,2,1,PROP,4,1.2,0,1,,,,0,2
253176,V. Moyo,Vusi Moyo,South Africa,8,rsa,2,6,FLY-HALF,3.5,2.5,0.3151,1,,,,16.00,1
237049,AH. Venter,Andre-Hugo Venter,South Africa,8,rsa,2,2,HOOKER,3.5,0.2,0,1,,,,16.00,1
109697,N. le Garrec,Nolann le Garrec,France,5,fra,1,5,SCRUM-HALF,4,0.4,0.0095,1,,,,0,2
148312,C. Gordon,Carter Gordon,Australia,9,aus,2,6,FLY-HALF,4,0.5,0.0143,1,,,I,0,1
112072,L. Natave,Livai Natave,Fiji,243,fij,2,1,PROP,3.5,0,0,1,,,,10.00,2
186092,F. Daugunu,Filipo Daugunu,Australia,9,aus,2,8,BACK THREE,5,0.3,0,1,,,,15.00,2
229826,J. Osborne,Jamie Osborne,Ireland,4,ire,1,7,CENTRE,5,1.7,0.0191,1,,,,0,2
249307,E. Mee,Ellis Mee,Wales,3,wal,1,8,BACK THREE,4.5,1.7,0.0048,1,,,,8.00,3
206390,P. Dimcheff,Pablo Dimcheff,Italy,6,ita,1,2,HOOKER,3.5,0,0,1,,,,14.00,1
177559,A. Mitchell,Alex Mitchell,England,1,eng,1,5,SCRUM-HALF,5.5,1,0.0095,1,,,I,0,2
175150,R. Baloucoune,Robert Baloucoune,Ireland,4,ire,1,8,BACK THREE,5,2.6,0.1194,1,,,,13.00,1
122465,L. Tagitagivalu,Lekima Tagitagivalu,Fiji,243,fij,2,3,LOOSE FORWARD,4,0.3,0.0048,1,,,,12.00,2
237231,M. Spagnolo,Mirco Spagnolo,Italy,6,ita,1,1,PROP,4,0.2,0,1,,,,0,2
237237,S. Illo,Sam Illo,Ireland,4,ire,1,1,PROP,2.5,0.6,0,1,,,,0,1
157406,B. Aki,Bundee Aki,Ireland,4,ire,1,7,CENTRE,6,3.3,0.0668,1,,,,5.00,3
143950,S. Radradra,Semi Radradra,Fiji,243,fij,2,7,CENTRE,6,3.6,0.0716,1,,,I,0,1
225671,S. Taukeiaho,Samisoni Taukeiaho,New Zealand,7,nzl,2,2,HOOKER,6,0.7,0.0191,1,,,,0,1
251584,S. Cruz,Simon Benitez Cruz,Argentina,10,arg,2,5,SCRUM-HALF,5,0.5,0.0048,1,,,,6.00,2
208971,F. Molina,Franco Molina,Argentina,10,arg,2,4,LOCK,5,0.7,0.0143,1,,,,0,2
241830,I. Rabitu,Isikeli Rabitu,Fiji,243,fij,2,5,SCRUM-HALF,4,0,0,1,,,,12.00,1
110793,C. Murley,Cadan Murley,England,1,eng,1,8,BACK THREE,4,0.6,0.0095,1,,,I,0,1
165888,W. Louw,Wilco Louw,South Africa,8,rsa,2,1,PROP,3,1.5,0.0143,1,,,,1.00,2
236608,A. Ortombina,Alessandro Ortombina,Italy,6,ita,1,4,LOCK,3,2,0.0143,1,,,,2.00,2
170612,G. Steenekamp,Gerhard Steenekamp,South Africa,8,rsa,2,1,PROP,5,3.9,0.0143,1,,,,1.00,2
237271,E. James,Eddie James,Wales,3,wal,1,7,CENTRE,5,0.5,0,1,,,,0,2
135933,V. Vakatawa,Virimi Vakatawa,Fiji,243,fij,2,8,BACK THREE,4.5,0.7,0,1,,,,10.00,1
151066,X. Numia,Xavier Numia,New Zealand,7,nzl,2,1,PROP,4,0.2,0,1,,,,-1.00,2
156422,J. Nasser,Josh Nasser,Australia,9,aus,2,2,HOOKER,4,1.4,0,1,,,,0,2
155619,F. Marchetti,Francisco Coria Marchetti,Argentina,10,arg,2,1,PROP,3,0.2,0,1,,,,0,1
251678,K. Sato,Kenji Sato,Japan,103,jpn,2,2,HOOKER,3,0.2,0,1,,,,10.00,1
246860,M. Vocevoce,Mesake Vocevoce,Fiji,243,fij,2,4,LOCK,3,2.2,0.0191,1,,,,8.00,2
254559,B. Bohan,Billy Bohan,Ireland,4,ire,1,1,PROP,2.5,0.3,0,1,,,,0,1
177800,M. Guillard,Mickael Guillard,France,5,fra,1,4,LOCK,7,9,0.1719,1,,,,0,1
185466,O. Nche,Ox Nche,South Africa,8,rsa,2,1,PROP,6.5,5.6,0.1719,1,,,I,0,1
122020,J. Stockdale,Jacob Stockdale,Ireland,4,ire,1,8,BACK THREE,5,2,0.043,1,,,,0,1
236609,L. Pani,Lorenzo Pani,Italy,6,ita,1,8,BACK THREE,4.5,1.8,0.0191,1,,,,9.00,2
214106,E. Haangana,Esei Haangana,Japan,103,jpn,2,4,LOCK,4,0.2,0,1,,,,9.00,1
190215,K. Hardy,Kieran Hardy,Wales,3,wal,1,5,SCRUM-HALF,4,0.1,0,1,,,,0,1
169185,T. Williams,Teddy Williams,Wales,3,wal,1,4,LOCK,4,0.8,0.0048,1,,,,2.00,2
222918,R. van Heerden,Ruben van Heerden,South Africa,8,rsa,2,4,LOCK,4,1.2,0.0048,1,,,,9.00,1
109783,M. van Staden,Marco van Staden,South Africa,8,rsa,2,3,LOOSE FORWARD,4,0.3,0.0048,1,,,,3.00,2
188115,H. Byrne,Harry Byrne,Ireland,4,ire,1,6,FLY-HALF,3.5,0.1,0,1,,,,0,1
241806,F. Valarolo,Faustino Sanchez Valarolo,Argentina,10,arg,2,7,CENTRE,3,3.8,0.0143,1,,,,0,1
241715,L. McConnell,Liam McConnell,Scotland,2,sco,1,3,LOOSE FORWARD,3,0.6,0,1,,,,9.00,1
163209,G. Kloska,George Kloska,England,1,eng,1,1,PROP,2.5,0.5,0.0048,1,,,,9.00,2
192769,I. Mendy,Ignacio Mendy,Argentina,10,arg,2,8,BACK THREE,4.5,3.6,0.0143,1,,,,0,1
170835,J. Slipper,James Slipper,Australia,9,aus,2,1,PROP,4,0.4,0.0143,1,,,,3.00,3
229153,Z. Nonggorr,Zane Nonggorr,Australia,9,aus,2,1,PROP,4,0,0,1,,,,8.00,1
138498,T. Ratuva,Tevita Ratuva,Fiji,243,fij,2,4,LOCK,4,0.5,0,1,,,,0,1
169560,B. Venter,Boan Venter,South Africa,8,rsa,2,1,PROP,4,0.9,0.0143,1,,,,0,1
187476,M. Alo-Emile,Moses Alo-Emile,France,5,fra,1,1,PROP,3,0.3,0,1,,,,0,1
171709,S. Matavesi,Sam Matavesi,Fiji,243,fij,2,2,HOOKER,3,0.5,0,1,,,,0.00,2
124812,F. Botitu,Filimoni Botitu,Fiji,243,fij,2,7,CENTRE,5,0.4,0.0048,1,,,,0,1
113831,G. Bower,George Bower,New Zealand,7,nzl,2,1,PROP,4.5,0.2,0.0048,1,,,,0,1
250743,F. Douglas,Freddy Douglas,Scotland,2,sco,1,3,LOOSE FORWARD,4,0.7,0.0143,1,,,,7.00,1
229255,C. Ratima,Cortez Ratima,New Zealand,7,nzl,2,5,SCRUM-HALF,4,0.4,0.0095,1,,,,1.00,3
153525,R. Sutherland,Rory Sutherland,Scotland,2,sco,1,1,PROP,4,1.6,0,1,,,,5.00,3
252532,S. Stephen,Seb Stephen,Scotland,2,sco,1,2,HOOKER,3,0.3,0,1,,,,7.00,1
244760,B. Massa,Barnabe Massa,France,5,fra,1,2,HOOKER,3,0.4,0,1,,,,0,1
174268,J. Loughman,Jeremy Loughman,Ireland,4,ire,1,1,PROP,3,0.1,0,1,,,I,7.00,2
208272,N. Cannone,Niccolo Cannone,Italy,6,ita,1,4,LOCK,6.5,2.5,0.0095,1,,,S,0,2
225777,B. Thomas,Ben Thomas,Wales,3,wal,1,7,CENTRE,6,0.3,0.0048,1,,,,6.00,1
176354,N. Doak,Nathan Doak,Ireland,4,ire,1,5,SCRUM-HALF,3.5,0.1,0.0048,1,,,,0,1
239482,A. Opoku-Fordjour,Asher Opoku-Fordjour,England,1,eng,1,1,PROP,3.5,0.1,0,1,,,,0,2
128591,T. Hoyt,Tim Hoyt,Fiji,243,fij,2,1,PROP,3,0.8,0.0048,1,,,I,0,1
237078,C. Moodie,Canan Moodie,South Africa,8,rsa,2,8,BACK THREE,6.5,1,0.0382,1,,,I,0,1
249169,F. Fineanganofo,Fehi Fineanganofo,New Zealand,7,nzl,2,8,BACK THREE,5.5,0.9,0.0334,1,,,,0,1
240455,D. Edwards,Dan Edwards,Wales,3,wal,1,6,FLY-HALF,5.5,0.9,0.0668,1,,,,-1.00,2
186214,M.Llewellyn,Max Llewellyn,Wales,3,wal,1,7,CENTRE,4.5,0.3,0,1,,,,0.00,2
236722,Q. Horn,Quan Horn,South Africa,8,rsa,2,8,BACK THREE,4,0.2,0,1,,,,0,1
175403,E. Millar-Mills,Elliot Millar-Mills,Scotland,2,sco,1,1,PROP,3.5,0.5,0,1,,,I,0,1
172959,D. Rae,Darcy Rae,Scotland,2,sco,1,1,PROP,3.5,1.2,0.0048,1,,,,5.00,1
255091,I. Sword,Izi Sword,Japan,103,jpn,2,1,PROP,3,0,0,1,,,,5.00,1
226261,V. Karawalevu,Vuate Karawalevu,Fiji,243,fij,2,8,BACK THREE,4,0.4,0,1,,,,0,1
164609,S. Greene,Sam Greene,Japan,103,jpn,2,8,BACK THREE,4,0,0,1,,,,0,1
237261,A. Samuel,Alex Samuel,Scotland,2,sco,1,4,LOCK,3.5,0.2,0,1,,,I,0,1
192770,I. Neculai,Ion Neculai,Italy,6,ita,1,1,PROP,2.5,1.2,0.0048,1,,,,4.00,1
241800,E. Elias,Efrain Elias,Argentina,10,arg,2,4,LOCK,5,0,0,1,,,,3.00,1
129754,V. Tshituka,Vincent Tshituka,South Africa,8,rsa,2,3,LOOSE FORWARD,4.5,0.2,0,1,,,,0,1
229785,M. Amatosero,Miles Amatosero,Australia,9,aus,2,4,LOCK,4,0.1,0,1,,,,3.00,1
130283,B. Obano,Beno Obano,England,1,eng,1,1,PROP,4,0.1,0.0095,1,,,I,0,1
237224,P.Bochaton,Pierre Bochaton,France,5,fra,1,3,LOOSE FORWARD,3.5,0.7,0,1,,,,0,1
134407,A. Fusco,Alessandro Fusco,Italy,6,ita,1,5,SCRUM-HALF,3.5,0.1,0,1,,,,-2.00,2
245274,D. Meredith,Declan Meredith,Australia,9,aus,2,8,BACK THREE,3.5,0.5,0.0048,1,,,,6.00,2
236573,A. Garbisi,Alessandro Garbisi,Italy,6,ita,1,5,SCRUM-HALF,3.5,0.4,0.0048,1,,,,0.00,2
116189,P. Tosi,Pasilio Tosi,New Zealand,7,nzl,2,1,PROP,3.5,0.1,0,1,,,,0,1
243167,K.James,Kane James,Wales,3,wal,1,3,LOOSE FORWARD,3,0.4,0,1,,,,0,1
241689,N. Depoortere,Nicolas Depoortere,France,5,fra,1,7,CENTRE,6,0.4,0.0095,1,,,,0,1
237000,T. Hooper,Tom Hooper,Australia,9,aus,2,3,LOOSE FORWARD,5.5,0.6,0.0095,1,,,I,0,1
153142,N. de Crespigny,Nick Champion de Crespigny,Australia,9,aus,2,3,LOOSE FORWARD,4,0.1,0,1,,,,0,1
237152,J. Moro,Joaquin Moro,Argentina,10,arg,2,3,LOOSE FORWARD,4,0.2,0,1,,,,5.00,2
196875,F. Thomas,Freddie Thomas,Wales,3,wal,1,3,LOOSE FORWARD,3.5,0,0,1,,,NIS,2.00,1
187951,E. Iyogun,Emmanuel Iyogun,England,1,eng,1,1,PROP,3,0,0,1,,,,2.00,1
111662,B. Spencer,Ben Spencer,England,1,eng,1,5,SCRUM-HALF,4,0.2,0.0048,1,,,,1.00,1
229863,C. Izuchukwu,Cormac Izuchukwu,Ireland,4,ire,1,4,LOCK,4,0.2,0,1,,,,0,1
196415,C. Ewels,Charlie Ewels,England,1,eng,1,4,LOCK,4,0.1,0,1,,,,0,1
192297,M. Stolberg,Mike Stolberg,Japan,103,jpn,2,4,LOCK,3.5,0,0,1,,,,-2.00,2
250771,B. Ward,Bryn Ward,Ireland,4,ire,1,3,LOOSE FORWARD,3,1.1,0.0095,1,,,,0,1
201405,G. da Re,Giacomo da Re,Italy,6,ita,1,6,FLY-HALF,3,0.1,0.0048,1,,,,1.00,1
255945,I. Kamimura,Itsuki Kamimura,Japan,103,jpn,2,5,SCRUM-HALF,3,0.1,0,1,,,,0,2
199094,B. Barrett,Beauden Barrett,New Zealand,7,nzl,2,6,FLY-HALF,8,1.1,0.191,1,,,,0,0
196989,E. Etzebeth,Eben Etzebeth,South Africa,8,rsa,2,4,LOCK,8,6,0.6636,1,,,I,0,0
103532,L. de Jager,Lood de Jager,South Africa,8,rsa,2,4,LOCK,7,2.4,0.0477,1,,,I,0,0
237272,D. Jenkins,Dafydd Jenkins,Wales,3,wal,1,4,LOCK,7,0.2,0,1,,,NIS,0,0
127914,A. Esterhuizen,Andre Esterhuizen,South Africa,8,rsa,2,7,CENTRE,6.5,1.2,0.043,1,,,I,0,1
190503,S. Kolisi,Siya Kolisi,South Africa,8,rsa,2,3,LOOSE FORWARD,6.5,4,0.4488,1,,,I,0,0
102642,G. Ford,George Ford,England,1,eng,1,6,FLY-HALF,6,0.7,0.0955,1,,,,0,0
245051,C. Toole,Corey Toole,Australia,9,aus,2,8,BACK THREE,6,0.2,0,1,,,,0,0
191340,F. Mostert,Franco Mostert,South Africa,8,rsa,2,4,LOCK,6,0.4,0.0095,1,,,I,0,0
237225,E.Gailleton,Emilien Gailleton,France,5,fra,1,7,CENTRE,6,0.2,0,1,,,,0,0
145677,B. Mata,Bill Mata,Fiji,243,fij,2,3,LOOSE FORWARD,6,1.4,0.0143,1,,,,0,0
187980,G. Prisciantelli,Geronimo Prisciantelli,Argentina,10,arg,2,6,FLY-HALF,5.5,0.2,0.0048,1,,,,0,0
185102,A. Tuisue,Albert Tuisue,Fiji,243,fij,2,3,LOOSE FORWARD,5.5,0.8,0.0095,1,,,,0,0
209105,L. Lynagh,Louis Lynagh,Italy,6,ita,1,8,BACK THREE,5,0.5,0,1,,,,2.00,2
183880,T.Reffell,Tommy Reffell,Wales,3,wal,1,3,LOOSE FORWARD,5,0.2,0,1,,,,0.00,1
150081,F. Steward,Freddie Steward,England,1,eng,1,8,BACK THREE,5,0.9,0.0143,1,,,,0,0
153646,G. Furbank,George Furbank,England,1,eng,1,8,BACK THREE,5,0.8,0.0095,1,,,I,0,0
180143,H. Paisami,Hunter Paisami,Australia,9,aus,2,7,CENTRE,5,0.8,0,1,,,I,0,0
149322,T. Roebuck,Tom Roebuck,England,1,eng,1,8,BACK THREE,5,0.1,0,1,,,,0,0
204878,E. van der Merwe,Edwill van der Merwe,South Africa,8,rsa,2,8,BACK THREE,5,1.1,0.0573,1,,,,0,1
236968,P. Rubiolo,Pedro Rubiolo,Argentina,10,arg,2,4,LOCK,5,0.3,0,1,,,,0,0
210842,T. Edmed,Tane Edmed,Australia,9,aus,2,6,FLY-HALF,4.5,0,0,1,,,,0,0
100462,S. Nakano,Shogo Nakano,Japan,103,jpn,2,7,CENTRE,4.5,0.1,0,1,,,NIS,0,0
103056,M. Grady,Mason Grady,Wales,3,wal,1,7,CENTRE,4.5,0.3,0,1,,,,0,0
164229,T. Lynagh,Tom Lynagh,Australia,9,aus,2,6,FLY-HALF,4.5,0.1,0,1,,,,0,0
189106,S. Parker,Simon Parker,New Zealand,7,nzl,2,3,LOOSE FORWARD,4.5,0.3,0.0095,1,,,,0,0
240631,C. Cunningham-South,Chandler Cunningham-South,England,1,eng,2,3,LOOSE FORWARD,4.5,0,0,1,,,,0,0
245231,C. Cale,Charlie Cale,Australia,9,aus,2,3,LOOSE FORWARD,4,0.2,0,1,,,,0,0
143123,T. Plumtree,Taine Plumtree,Wales,3,wal,1,3,LOOSE FORWARD,4,0.2,0,1,,,I,0,1
240488,E. Capilla,Esteban Capilla,France,5,fra,1,3,LOOSE FORWARD,4,0.1,0,1,,,,0,0
244152,T. Matiu,Temo Matiu,France,5,fra,1,3,LOOSE FORWARD,4,0.1,0,1,,,,0,0
111794,T. Dan,Theo Dan,England,1,eng,1,2,HOOKER,4,0.2,0.0048,1,,,,0,0
175011,M. Ojomoh,Max Ojomoh,England,1,eng,1,7,CENTRE,4,0.2,0.0095,1,,,,0,0
214265,N. McBeth,Nathan McBeth,Scotland,2,sco,1,1,PROP,4,0.1,0,1,,,,0,0
112404,A. Ross,Aidan Ross,Australia,9,aus,2,1,PROP,4,0.1,0,1,,,,0,0
216255,Z. Togiatama,Zuriel Togiatama,Fiji,243,fij,2,2,HOOKER,4,0.1,0,1,,,,0,1
241855,J. Hannah,Jamie Hannah,New Zealand,7,nzl,2,4,LOCK,4,0,0,1,,,,0,0
222754,H. Kida,Haruto Kida,Japan,103,jpn,2,8,BACK THREE,4,0,0,1,,,NIS,0,0
244408,I. Burua,Inoke Burua,Japan,103,jpn,2,8,BACK THREE,4,1.3,0,1,,,,0,0
218331,J. Evans,Jarrod Evans,Wales,3,wal,1,6,FLY-HALF,4,0,0,1,,,NIS,0,0
233066,A. Cadot,Auguste Cadot,France,5,fra,1,7,CENTRE,4,0,0,1,,,,0,0
123396,G. Bertaccini,Giulio Bertaccini,Italy,6,ita,1,7,CENTRE,4,0.1,0,1,,,,0,0
165885,G. Hamer-Webb,Gabe Hamer-Webb,Wales,3,wal,1,8,BACK THREE,4,0,0,1,,,NIS,0,0
229134,J. Flook,Josh Flook,Australia,9,aus,2,7,CENTRE,4,0.2,0,1,,,,0,0
243819,M. Ferte,Mathis Ferte,France,5,fra,1,8,BACK THREE,4,0.1,0,1,,,,0,0
216823,O. Cracknell,Olly Cracknell,Wales,3,wal,1,3,LOOSE FORWARD,4,0,0,1,,,NIS,0,0
229854,L. Martin,Lucas Martin,France,5,fra,1,2,HOOKER,4,0.1,0,1,,,,0,0
237266,H. Deaves,Harri Deaves,Wales,3,wal,1,3,LOOSE FORWARD,4,0,0,1,,,NIS,0,0
177140,Y. Kamimori,Yota Kamimori,Japan,103,jpn,2,1,PROP,4,0.1,0,1,,,,0,0
137071,L. Belcher,Liam Belcher,Wales,3,wal,1,2,HOOKER,4,0,0,1,,,NIS,0,0
233254,A. Masivou,Aseri Masivou,Japan,103,jpn,2,3,LOOSE FORWARD,4,0,0,1,,,,0,0
233130,B. Jauneau,Baptiste Jauneau,France,5,fra,1,5,SCRUM-HALF,4,0,0.0048,1,,,,0,0
214922,C. Ambadiang,Christian Ambadiang,France,5,fra,1,8,BACK THREE,4,0.1,0,1,,,,0,0
244039,D. Murray,Darragh Murray,Ireland,4,ire,1,4,LOCK,3.5,0.4,0.0143,1,,,,0,0
237274,E.Lloyd,Evan Lloyd,Wales,3,wal,1,2,HOOKER,3.5,0.5,0,1,,,,0,0
160844,R. Quirke,Raffi Quirke,England,1,eng,1,5,SCRUM-HALF,3.5,0,0,1,,,,0,0
139232,G. Thomas,Gareth Thomas,Wales,3,wal,1,1,PROP,3.5,0.2,0,1,,,,0,0
125946,T. Rogers,Tom Rogers,Wales,3,wal,1,8,BACK THREE,3.5,0,0,1,,,NIS,0,0
241802,A. Fraga,Agustin Fraga,Argentina,10,arg,2,8,BACK THREE,3.5,0.7,0.0143,1,,,,0,0
124901,A. Clark,Arthur Clark,England,1,eng,1,4,LOCK,3.5,0.6,0.0048,1,,,,0,0
151450,Y. Ikeda,Yuki Ikeda,Japan,103,jpn,2,7,CENTRE,3.5,0,0,1,,,,0,0
245930,S. Taira,Shota Taira,Japan,103,jpn,2,7,CENTRE,3.5,0,0,1,,,,0,0
248316,K. Preston,Kyle Preston,New Zealand,7,nzl,2,5,SCRUM-HALF,3.5,0.1,0.0048,1,,,,0,0
118907,H. Stewart,Hamish Stewart,Australia,9,aus,2,7,CENTRE,3.5,0.3,0,1,,,,0,0
251909,J. Penoucos,Juan Penoucos,Argentina,10,arg,2,3,LOOSE FORWARD,3.5,0.2,0,1,,,,0,0
167563,S. Wainwright,Sam Wainwright,Wales,3,wal,1,1,PROP,3.5,0.2,0,1,,,,0,0
119506,R. Morgan-Williams,Reuben Morgan-Williams,Wales,3,wal,1,5,SCRUM-HALF,3.5,0.1,0,1,,,,0.00,1
184945,T. Hill,Ted Hill,England,1,eng,1,4,LOCK,3.5,1.6,0.0239,1,,,,0,0
241808,M. Soler,Mateo Soler,Argentina,10,arg,2,8,BACK THREE,3.5,0.3,0.0048,1,,,,0,0
251916,L. Asevedo,Luciano Asevedo,Argentina,10,arg,2,4,LOCK,3.5,0.3,0,1,,,,0,0
253159,R. Norton,Riley Norton,South Africa,8,rsa,2,4,LOCK,3.5,0,0,1,,,NIS,0,0
196144,R. Wardi,Redi Wardi,France,5,fra,1,1,PROP,3.5,0,0,1,,,,0,0
259352,S. Uenobo,Shunsuke Uenobo,Japan,103,jpn,2,8,BACK THREE,3.5,0.2,0,1,,,,0.00,1
153616,P. Graou,Paul Graou,France,5,fra,1,5,SCRUM-HALF,3.5,0,0,1,,,,0,0
109259,Z. Ward,Zac Ward,Ireland,4,ire,1,8,BACK THREE,3.5,0.2,0,1,,,,0,0
183329,L. Oviedo,Leonel Oviedo,Argentina,10,arg,2,2,HOOKER,3.5,0.1,0,1,,,,0,0
103136,H. Keddie,Harrison Keddie,Wales,3,wal,1,3,LOOSE FORWARD,3.5,0.1,0,1,,,,0,0
240039,T. Forner,Theo Forner,France,5,fra,1,8,BACK THREE,3.5,0.3,0.0048,1,,,,0,0
229398,L. Le Brun,Louis Le Brun,France,5,fra,1,6,FLY-HALF,3.5,0.1,0,1,,,,0,0
250281,W. Raratubua,Waisake Raratubua,Japan,103,jpn,2,3,LOOSE FORWARD,3.5,0,0,1,,,NIS,0,0
103881,I. Henry,Isaac Henry,Australia,9,aus,2,7,CENTRE,3.5,0,0,1,,,,0,0
150610,B. Palu,Boris Palu,France,5,fra,1,4,LOCK,3.5,0.2,0,1,,,,0,0
243881,L. Guerois,Lois Guerois,France,5,fra,1,1,PROP,3,0.1,0,1,,,,0,0
163010,S. Falatea,Sipila Falatea,France,5,fra,1,1,PROP,3,0,0,1,,,,0,0
170455,G. Fisilau,Greg Fisilau,England,1,eng,1,3,LOOSE FORWARD,3,0.5,0.0143,1,,,,0,0
251071,T. Hojo,Takuro Hojo,Japan,103,jpn,2,5,SCRUM-HALF,3,0.1,0,1,,,,0,0
