fantasy_id,full_name,team,skill_desc,value,api_player_id,rp_slug,in_api,in_rp
229134,Josh Flook,Australia,CENTRE,4.0,192672.0,josh-flook,True,True
237062,Billy Pollard,Australia,HOOKER,4.0,192480.0,billy-pollard,True,True
222918,Ruben van Heerden,South Africa,LOCK,4.0,,ruben-van-heerden,False,True
111662,Ben Spencer,England,SCRUM-HALF,4.0,116268.0,ben-spencer,True,True
149746,Stafford McDowall,Scotland,CENTRE,4.0,163866.0,stafford-mcdowall,True,True
216823,Olly Cracknell,Wales,LOOSE FORWARD,4.0,129894.0,olly-cracknell,True,True
250743,Freddy Douglas,Scotland,LOOSE FORWARD,4.0,366438.0,,True,False
100192,Josh Bayliss,Scotland,LOOSE FORWARD,4.0,141990.0,josh-bayliss,True,True
229854,Lucas Martin,France,HOOKER,4.0,,lucas-martin,False,True
122465,Lekima Tagitagivalu,Fiji,LOOSE FORWARD,4.0,176772.0,lekima-tagitagivalu,True,True
237266,Harri Deaves,Wales,LOOSE FORWARD,4.0,232122.0,harri-deaves,True,True
177140,Yota Kamimori,Japan,PROP,4.0,206976.0,yota-kamimori,True,True
137071,Liam Belcher,Wales,HOOKER,4.0,136062.0,liam-belcher,True,True
214106,Esei Haangana,Japan,LOCK,4.0,,esei-haangana,False,True
233130,Baptiste Jauneau,France,SCRUM-HALF,4.0,223626.0,baptiste-jauneau,True,True
229153,Zane Nonggorr,Australia,PROP,4.0,191460.0,zane-nonggorr,True,True
229431,Anton Segner,New Zealand,LOOSE FORWARD,4.0,,anton-segner,False,True
214922,Christian Ambadiang,France,BACK THREE,4.0,,christian-ambadiang,False,True
144570,Jimmy OBrien,Ireland,BACK THREE,4.0,,jimmy-obrien,False,True
245231,Charlie Cale,Australia,LOOSE FORWARD,4.0,215670.0,charlie-cale,True,True
223308,Aaron Grandidier-Nkanang,France,BACK THREE,4.0,,aaron-grandidier-nkanang,False,True
222754,Haruto Kida,Japan,BACK THREE,4.0,206868.0,haruto-kida,True,True
244408,Inoke Burua,Japan,BACK THREE,4.0,,inoke-burua,False,True
226014,Cobus Wiese,South Africa,LOCK,4.0,150120.0,cobus-wiese,True,True
144180,Ollie Smith,Scotland,CENTRE,4.0,202194.0,ollie-smith,True,True
226261,Vuate Karawalevu,Fiji,BACK THREE,4.0,359628.0,vuate-karawalevu,True,True
165885,Gabe Hamer-Webb,Wales,BACK THREE,4.0,213756.0,gabriel-hamer-webb,True,True
243819,Mathis Ferte,France,BACK THREE,4.0,,mathis-ferte,False,True
241802,Agustin Fraga,Argentina,BACK THREE,3.5,,agustin-fraga,False,True
237274,Evan Lloyd,Wales,HOOKER,3.5,232134.0,evan-lloyd,True,True
168641,Dillon Lewis,Wales,PROP,3.5,135306.0,dillon-lewis,True,True
250281,Waisake Raratubua,Japan,LOOSE FORWARD,3.5,184788.0,,True,False
251909,Juan Penoucos,Argentina,LOOSE FORWARD,3.5,,juan-penoucos,False,True
229852,Tevita Tatafu,France,PROP,3.5,227784.0,tevita-tatafu,True,True
196875,Freddie Thomas,Wales,LOOSE FORWARD,3.5,226926.0,freddie-thomas,True,True
183329,Leonel Oviedo,Argentina,HOOKER,3.5,226080.0,leonel-oviedo,True,True
166930,Peni Ravai Kovekalou,Fiji,PROP,3.5,,,False,False
202316,Frank Lomani,Fiji,SCRUM-HALF,3.5,171126.0,frank-lomani,True,True
237261,Alex Samuel,Scotland,LOCK,3.5,231564.0,alex-samuel,True,True
172284,Muhamed Hasa,Italy,PROP,3.5,220782.0,muhamed-hasa,True,True
134407,Alessandro Fusco,Italy,SCRUM-HALF,3.5,180450.0,alessandro-fusco,True,True
255396,Malik Faissal,Italy,BACK THREE,3.5,421050.0,malik-faissal,True,True
136875,Gianmarco Lucchesi,Italy,HOOKER,3.5,202980.0,gianmarcolucchesi,True,True
107059,Marco Riccioni,Italy,PROP,3.5,144684.0,marco-riccioni,True,True
236602,Tommaso di Bartolomeo,Italy,HOOKER,3.5,231714.0,tommaso-di-bartolomeo,True,True
239638,Takuro Matsunaga,Japan,BACK THREE,3.5,229884.0,takuro-matsunaga,True,True
252801,Kazuma Ueda,Japan,BACK THREE,3.5,350934.0,kazuma-ueda,True,True
237224,Pierre Bochaton,France,LOOSE FORWARD,3.5,231690.0,pierre-bochaton,True,True
167563,Sam Wainwright,Wales,PROP,3.5,178896.0,sam-wainwright,True,True
176354,Nathan Doak,Ireland,SCRUM-HALF,3.5,201750.0,nathan-doak,True,True
248316,Kyle Preston,New Zealand,SCRUM-HALF,3.5,360858.0,kyle-preston,True,True
202570,Tom Staniforth,France,LOCK,3.5,124296.0,tom-staniforth,True,True
237049,Andre-Hugo Venter,South Africa,HOOKER,3.5,231474.0,andre-hugo-venter,True,True
251199,Hayate Era,Japan,HOOKER,3.5,371742.0,hayate-era,True,True
206390,Pablo Dimcheff,Italy,HOOKER,3.5,207198.0,pablo-dimcheff,True,True
175403,Elliot Millar-Mills,Scotland,PROP,3.5,178038.0,elliot-millar-mills,True,True
244039,Darragh Murray,Ireland,LOCK,3.5,231906.0,darragh-murray,True,True
244984,Agustin Moyano,Argentina,SCRUM-HALF,3.5,346278.0,agustin-moyano,True,True
241018,Sean Jansen,Ireland,LOOSE FORWARD,3.5,,sean-jansen,False,True
124901,Arthur Clark,England,LOCK,3.5,232002.0,arthur-clark,True,True
103136,Harrison Keddie,Wales,LOOSE FORWARD,3.5,,harrison-keddie,False,True
245274,Declan Meredith,Australia,BACK THREE,3.5,,declan-meredith,False,True
118907,Hamish Stewart,Australia,CENTRE,3.5,165906.0,hamish-stewart,True,True
153725,Paolo Odogwu,Italy,BACK THREE,3.5,142488.0,paolo-odogwu,True,True
215827,Samisoni Tua,Japan,CENTRE,3.5,219498.0,samisoni-tua,True,True
236573,Alessandro Garbisi,Italy,SCRUM-HALF,3.5,231774.0,alessandro-garbisi,True,True
109259,Zac Ward,Ireland,BACK THREE,3.5,,zac-ward,False,True
150610,Boris Palu,France,LOCK,3.5,,boris-palu,False,True
184945,Ted Hill,England,LOCK,3.5,155868.0,ted-hill,True,True
188115,Harry Byrne,Ireland,FLY-HALF,3.5,179142.0,harry-byrne,True,True
241808,Mateo Soler,Argentina,BACK THREE,3.5,,mateo-soler,False,True
116189,Pasilio Tosi,New Zealand,PROP,3.5,198180.0,pasilio-tosi,True,True
251916,Luciano Asevedo,Argentina,LOCK,3.5,,,False,False
253159,Riley Norton,South Africa,LOCK,3.5,,riley-norton,False,True
125946,Tom Rogers,Wales,BACK THREE,3.5,177600.0,tom-rogers,True,True
119506,Reuben Morgan-Williams,Wales,SCRUM-HALF,3.5,141750.0,reuben-morgan-williams,True,True
196853,Thomas Clarkson,Ireland,PROP,3.5,203208.0,,True,False
253176,Vusi Moyo,South Africa,FLY-HALF,3.5,,,False,False
259352,Shunsuke Uenobo,Japan,BACK THREE,3.5,,,False,False
166457,Regis Montagne,France,PROP,3.5,207432.0,regis-montagne,True,True
239482,Asher Opoku-Fordjour,England,PROP,3.5,348570.0,,True,False
139232,Gareth Thomas,Wales,PROP,3.5,119118.0,gareth-thomas,True,True
172959,Darcy Rae,Scotland,PROP,3.5,122784.0,darcy-rae,True,True
229690,Jan-Hendrik Wessels,South Africa,PROP,3.5,225984.0,jan-hendrik-wessels,True,True
209567,Ntuthuko Mchunu,South Africa,PROP,3.5,227988.0,ntuthuko-mchunu,True,True
252481,Jaco Williams,South Africa,BACK THREE,3.5,178674.0,jaco-williams,True,True
240039,Theo Forner,France,BACK THREE,3.5,,theo-forner,False,True
229398,Louis Le Brun,France,FLY-HALF,3.5,,louis-le-brun,False,True
238037,Davide Odiase,Italy,LOOSE FORWARD,3.0,263016.0,david-odiase,True,True
242515,Sam Wye,Fiji,SCRUM-HALF,3.0,234792.0,sam-wye,True,True
255757,Shinya Komura,Japan,FLY-HALF,3.0,371826.0,shinya-komura,True,True
171483,Nicolas Roger Farias,Argentina,FLY-HALF,3.0,,,False,False
244760,Barnabe Massa,France,HOOKER,3.0,243636.0,barnabe-massa,True,True
193780,Luke Tagi,Fiji,PROP,3.0,169056.0,luke-tagi,True,True
224395,Rhys Davies,Wales,LOCK,3.0,178878.0,rhys-davies,True,True
131550,Takato Okabe,Japan,PROP,3.0,193938.0,takato-okabe,True,True
185802,Emerick Setiano,France,PROP,3.0,,emerick-setiano,False,True
241806,Faustino Sanchez Valarolo,Argentina,CENTRE,3.0,337308.0,faustino-sanchez-valarolo,True,True
255945,Itsuki Kamimura,Japan,SCRUM-HALF,3.0,372078.0,itsuki-kamimura,True,True
246851,Toms Rapetti,Argentina,PROP,3.0,359274.0,tomas-rapetti,True,True
243167,Kane James,Wales,LOOSE FORWARD,3.0,232158.0,kane-james,True,True
241715,Liam McConnell,Scotland,LOOSE FORWARD,3.0,337710.0,liam-mcconnell,True,True
251438,Keijiro Tamefusa,Japan,PROP,3.0,371586.0,keijiro-tamefusa,True,True
246824,Zac Porthen,South Africa,PROP,3.0,342540.0,zachary-porthen,True,True
261209,Sojiro Otsuka,Japan,PROP,3.0,370146.0,,True,False
250771,Bryn Ward,Ireland,LOOSE FORWARD,3.0,,bryn-ward,False,True
201405,Giacomo da Re,Italy,FLY-HALF,3.0,202974.0,giacomo-da-re,True,True
251678,Kenji Sato,Japan,HOOKER,3.0,370344.0,kenji-sato,True,True
255091,Izi Sword,Japan,PROP,3.0,,izi-sword-1,False,True
164759,Ben Warren,Wales,PROP,3.0,203046.0,ben-warren,True,True
251996,Agustín Sarelli,Argentina,LOOSE FORWARD,3.0,,agustin-sarelli,False,True
250879,Pedro Delgado,Argentina,PROP,3.0,411264.0,pedro-delgado,True,True
171709,Sam Matavesi,Fiji,HOOKER,3.0,124944.0,samuel-matavesi,True,True
174268,Jeremy Loughman,Ireland,PROP,3.0,136854.0,jeremy-loughman,True,True
246860,Mesake Vocevoce,Fiji,LOCK,3.0,358770.0,mesake-vocevoce,True,True
187476,Moses Alo-Emile,France,PROP,3.0,,moses-alo-emile,False,True
243881,Lois Guerois,France,PROP,3.0,,,False,False
251071,Takuro Hojo,Japan,SCRUM-HALF,3.0,,takuro-hojo,False,True
128591,Tim Hoyt,Fiji,PROP,3.0,238038.0,tim-hoyt,True,True
240573,Ryan Woodman,Wales,LOOSE FORWARD,3.0,,ryan-woodman,False,True
155619,Francisco Coria Marchetti,Argentina,PROP,3.0,207192.0,francisco-coria,True,True
252532,Seb Stephen,Scotland,HOOKER,3.0,,seb-stephen,False,True
170455,Greg Fisilau,England,LOOSE FORWARD,3.0,,greg-fisilau,False,True
202399,Keiron Assiratti,Wales,PROP,3.0,144480.0,,True,False
236608,Alessandro Ortombina,Italy,LOCK,3.0,263058.0,alessandro-ortombina,True,True
236858,Kalani Thomas,Australia,SCRUM-HALF,3.0,199776.0,kalani-thomas,True,True
165888,Wilco Louw,South Africa,PROP,3.0,130260.0,wilco-louw,True,True
192770,Ion Neculai,Italy,PROP,2.5,220116.0,ion-neculai,True,True
254488,Atunaisa Sokobale,Fiji,PROP,2.5,364308.0,atunaisa-sokobale,True,True
254559,Billy Bohan,Ireland,PROP,2.5,,billy-bohan,False,True
239292,Billy Sela,England,PROP,2.5,,billy-sela,False,True
261213,Haruto Watanabe,Japan,SCRUM-HALF,2.5,,haruto-watanabe,False,True
163209,George Kloska,England,PROP,2.5,,george-kloska,False,True
237237,Sam Illo,Ireland,PROP,2.5,,sam-illo,False,True
208037,Will Hurd,Scotland,PROP,2.5,203400.0,will-hurd,True,True
240454,Rhys Barratt,Wales,PROP,2.0,,rhys-barratt,False,True
