id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,wr_margin,weather_att,per80,exp_min,starter_exp,supersub_exp
103440,Federico Ruzza,Italy,1,Lock,5.5,0.4,B,New Zealand,False,53,2440,-33.5,0.962,14.79,21.4,4.36,11.85
153215,Aphelele Fassi,South Africa,2,Back Three,5.5,0.3,P,Scotland,True,16,2200,25.7,1.0,17.21,68.6,16.28,7.38
102792,Anton Lienert-Brown,New Zealand,2,Centre,5.5,0.4,B,Italy,True,45,2439,33.5,0.962,21.39,20.4,6.02,16.37
198516,Levani Botia,Fiji,2,Loose Forward,5.5,1.0,P,England,True,14,2832,-2.8,1.0,15.74,72.6,15.75,7.14
173763,Leroy Carter,New Zealand,2,Back Three,5.0,0.4,P,Italy,True,6,2272,33.5,0.962,23.16,72.3,22.88,10.47
172024,Josh Moorby,New Zealand,2,Back Three,5.0,0.2,B,Italy,True,0,0,33.5,0.962,22.04,20.8,6.33,17.22
164116,Robbie Henshaw,Ireland,1,Centre,5.0,0.4,P,Japan,False,39,2527,19.8,0.998,14.19,71.5,13.99,6.34
177342,Johan Grobbelaar,South Africa,2,Hooker,5.0,0.4,P,Scotland,True,8,2438,25.7,1.0,19.96,57.9,15.93,7.22
101634,Tupou Vaai,New Zealand,2,Lock,5.0,1.0,P,Italy,True,47,2855,33.5,0.962,13.59,69.3,12.99,5.89
251584,Simon Benitez Cruz,Argentina,2,Scrum Half,5.0,0.8,B,Wales,True,11,1292,20.2,1.0,14.73,18.6,3.77,10.25
204878,Edwill van der Merwe,South Africa,2,Back Three,5.0,0.6,P,Scotland,True,5,3165,25.7,1.0,21.13,61.6,17.96,8.14
217606,Benhard Janse van Rensburg,England,1,Centre,5.0,0.4,B,Fiji,False,0,3794,2.8,1.0,16.95,20.8,4.87,13.24
244170,Lenni Nouchi,France,1,Loose Forward,5.0,0.4,P,Australia,False,6,3201,4.9,1.0,19.72,80.0,21.67,9.86
182650,Caleb Muntz,Fiji,2,Fly Half,5.0,0.3,P,England,True,23,647,-2.8,1.0,14.54,78.3,15.7,7.11
186092,Filipo Daugunu,Australia,2,Back Three,5.0,0.2,B,France,True,22,2223,-4.9,1.0,18.89,14.2,3.7,10.06
209105,Louis Lynagh,Italy,1,Back Three,5.0,0.6,P,New Zealand,False,14,2452,-33.5,0.962,11.27,78.3,12.18,5.52
122020,Jacob Stockdale,Ireland,1,Back Three,5.0,1.5,P,Japan,False,12,2790,19.8,0.998,21.05,67.2,19.5,8.84
129754,Vincent Tshituka,South Africa,2,Loose Forward,4.5,0.1,B,Scotland,True,2,2988,25.7,1.0,13.2,21.4,3.91,10.62
186214,Max Llewellyn,Wales,1,Centre,4.5,0.3,B,Argentina,False,11,2273,-20.2,1.0,15.5,28.0,5.98,16.27
156550,Magnus Bradbury,Scotland,1,Loose Forward,4.5,0.4,B,South Africa,False,8,3341,-25.7,1.0,15.97,28.5,6.27,17.05
113831,George Bower,New Zealand,2,Prop,4.5,0.3,B,Italy,True,25,1697,33.5,0.962,13.56,25.7,4.81,13.09
192769,Ignacio Mendy,Argentina,2,Back Three,4.5,2.9,B,Wales,True,5,2576,20.2,1.0,24.31,21.0,7.04,19.14
106142,Luke Cowan-Dickie,England,1,Hooker,4.5,0.8,B,Fiji,False,39,2166,2.8,1.0,18.29,26.9,6.8,18.48
105642,Craig Casey,Ireland,1,Scrum Half,4.0,0.3,P,Japan,False,30,2474,19.8,0.998,17.76,62.2,15.25,6.91
190215,Kieran Hardy,Wales,1,Scrum Half,4.0,0.3,B,Argentina,False,37,1680,-20.2,1.0,13.42,8.0,1.48,4.03
138498,Tevita Ratuva,Fiji,2,Lock,4.0,0.5,P,England,True,8,783,-2.8,1.0,12.75,58.4,10.27,4.66
193699,Embrose Papier,South Africa,2,Scrum Half,4.0,0.1,P,Scotland,True,0,3027,25.7,1.0,20.69,70.0,19.98,9.05
229863,Cormac Izuchukwu,Ireland,1,Lock,4.0,0.3,B,Japan,False,4,1676,19.8,0.998,19.56,20.0,5.4,14.67
252989,Noah Caluori,England,1,Back Three,4.0,0.4,B,Fiji,False,0,1575,2.8,1.0,23.81,20.8,6.84,18.6
169185,Teddy Williams,Wales,1,Lock,4.0,1.3,B,Argentina,False,8,1734,-20.2,1.0,16.17,19.2,4.28,11.63
197246,Tom Stewart,Ireland,1,Hooker,4.0,0.2,B,Japan,False,5,2181,19.8,0.998,26.23,22.5,8.12,22.1
169560,Boan Venter,South Africa,2,Prop,4.0,0.2,P,Scotland,True,8,1709,25.7,1.0,14.35,38.0,7.51,3.4
153142,Nick Champion de Crespigny,Australia,2,Loose Forward,4.0,0.1,B,France,True,5,2021,-4.9,1.0,16.77,13.9,3.22,8.76
236722,Quan Horn,South Africa,2,Back Three,4.0,0.1,B,Scotland,True,1,3725,25.7,1.0,15.11,22.0,4.59,12.47
149746,Stafford McDowall,Scotland,1,Centre,4.0,0.1,B,South Africa,False,17,3696,-25.7,1.0,15.11,22.9,4.76,12.95
100192,Josh Bayliss,Scotland,1,Loose Forward,4.0,0.1,B,South Africa,False,17,2208,-25.7,1.0,17.74,26.0,6.37,17.31
122465,Lekima Tagitagivalu,Fiji,2,Loose Forward,4.0,0.2,P,England,True,11,2574,-2.8,1.0,13.17,75.9,13.79,6.25
229431,Anton Segner,New Zealand,2,Loose Forward,4.0,0.2,B,Italy,True,0,2782,33.5,0.962,17.41,21.4,5.15,14.0
223308,Aaron Grandidier-Nkanang,France,1,Back Three,4.0,0.1,P,Australia,False,0,2644,4.9,1.0,14.04,70.0,13.56,6.14
226014,Cobus Wiese,South Africa,2,Lock,4.0,0.2,P,Scotland,True,2,2701,25.7,1.0,8.67,44.0,5.26,2.38
226261,Vuate Karawalevu,Fiji,2,Back Three,4.0,0.3,P,England,True,7,1629,-2.8,1.0,13.4,80.0,14.78,6.7
229852,Tevita Tatafu,France,1,Prop,3.5,0.3,B,Australia,False,2,2040,4.9,1.0,16.73,24.2,5.58,15.17
176354,Nathan Doak,Ireland,1,Scrum Half,3.5,0.1,B,Japan,False,1,2928,19.8,0.998,15.89,8.0,1.75,4.77
245274,Declan Meredith,Australia,2,Back Three,3.5,0.4,P,France,True,0,1205,-4.9,1.0,12.46,70.0,12.03,5.45
241018,Sean Jansen,Ireland,1,Loose Forward,3.5,0.2,P,Japan,False,0,2114,19.8,0.998,24.07,70.0,23.01,10.53
236573,Alessandro Garbisi,Italy,1,Scrum Half,3.5,0.3,B,New Zealand,False,24,1915,-33.5,0.962,7.41,20.3,2.07,5.63
188115,Harry Byrne,Ireland,1,Fly Half,3.5,0.1,B,Japan,False,4,1982,19.8,0.998,15.01,20.7,4.28,11.64
116189,Pasilio Tosi,New Zealand,2,Prop,3.5,0.2,B,Italy,True,16,0,33.5,0.962,13.22,22.5,4.1,11.14
209567,Ntuthuko Mchunu,South Africa,2,Prop,3.5,0.1,B,Scotland,True,3,1982,25.7,1.0,16.51,21.8,4.97,13.52
243167,Kane James,Wales,1,Loose Forward,3.0,0.2,B,Argentina,False,0,859,-20.2,1.0,21.56,21.4,6.38,17.34
155619,Francisco Coria Marchetti,Argentina,2,Prop,3.0,0.4,B,Wales,True,9,0,20.2,1.0,11.89,33.3,5.46,14.85
165888,Wilco Louw,South Africa,2,Prop,3.0,0.4,P,Scotland,True,16,2595,25.7,1.0,9.71,51.3,6.87,3.11
187476,Moses Alo-Emile,France,1,Prop,3.0,0.1,P,Australia,False,0,2508,4.9,1.0,12.09,70.0,11.67,5.29
250771,Bryn Ward,Ireland,1,Loose Forward,3.0,0.4,B,Japan,False,0,835,19.8,0.998,18.33,21.4,5.42,14.74
255945,Itsuki Kamimura,Japan,2,Scrum Half,3.0,0.3,B,Ireland,True,1,1266,-19.8,0.998,12.75,8.0,1.41,3.82
171709,Sam Matavesi,Fiji,2,Hooker,3.0,0.7,B,England,True,27,0,-2.8,1.0,18.46,29.5,7.51,20.41
237237,Sam Illo,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,1075,19.8,0.998,15.66,24.2,5.22,14.2
208037,Will Hurd,Scotland,1,Prop,2.5,0.7,B,South Africa,False,12,1029,-25.7,1.0,12.77,14.0,2.46,6.7
254559,Billy Bohan,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,0,19.8,0.998,12.68,24.2,4.23,11.49
163209,George Kloska,England,1,Prop,2.5,0.6,B,Fiji,False,0,1231,2.8,1.0,14.62,24.2,4.87,13.25
120767,Louis Rees-Zammit,Wales,1,Back Three,6.0,11.9,B,Argentina,False,41,1539,-20.2,1.0,13.27,30.7,5.62,15.27
239634,Henry Pollock,England,1,Loose Forward,5.5,15.1,B,Fiji,False,16,2744,2.8,1.0,26.52,21.1,7.73,21.02
112684,Guy Pepper,England,1,Loose Forward,4.5,1.1,P,Fiji,False,13,2480,2.8,1.0,18.54,65.3,16.69,7.56
229255,Cortez Ratima,New Zealand,2,Scrum Half,4.0,0.5,B,Italy,True,23,2095,33.5,0.962,18.35,14.6,3.71,10.08
251198,Lachlan Shaw,Australia,2,Lock,4.0,0.4,B,France,True,2,1807,-4.9,1.0,13.92,22.0,4.22,11.49
