date,comp_id,comp_name,fixture_id,team,team_id,opponent,opponent_id,team_score,opp_score,player_id,player_name,jersey,started,minutes,yellow_cards,red_cards,available__minutes,available__yellow_cards,available__red_cards,tries,available__tries,try_assists,available__try_assists,conversion_goals,available__conversion_goals,penalty_goals,available__penalty_goals,drop_goals_converted,available__drop_goals_converted,metres,available__metres,defenders_beaten,available__defenders_beaten,clean_breaks,available__clean_breaks,offload,available__offload,runs,available__runs,tackles,available__tackles,missed_tackles,available__missed_tackles,dominant_tackles,available__dominant_tackles,tackle_success,available__tackle_success,tackle_turnover,available__tackle_turnover,tackle_try_saver,available__tackle_try_saver,rucks_won,available__rucks_won,rucks_lost,available__rucks_lost,passes,available__passes,bad_passes,available__bad_passes,lineouts_won,available__lineouts_won,turnovers_conceded,available__turnovers_conceded,penalties_conceded,available__penalties_conceded,missed_conversion_goals,available__missed_conversion_goals,missed_penalty_goals,available__missed_penalty_goals,drop_goal_missed,available__drop_goal_missed,points,available__points
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,157404,Asaeli Ai Valu,3,True,61,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,0.0,True,0.0,True,0.0,True,3.0,True,3.0,True,0.0,True,,False,1.0,True,,False,,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,142122,James Moore,4,True,80,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,12.0,True,0.0,True,0.0,True,0.0,True,6.0,True,6.0,True,2.0,True,,False,0.75,True,,False,,False,0.0,True,0.0,True,4.0,True,0.0,True,0.0,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,55416,Luke Thompson,5,True,80,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,22.0,True,0.0,True,0.0,True,0.0,True,17.0,True,5.0,True,1.0,True,,False,0.83,True,,False,,False,0.0,True,0.0,True,3.0,True,0.0,True,0.0,True,2.0,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,158544,Timothy Lafaele,13,True,80,0,0,True,True,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True,40.0,True,2.0,True,1.0,True,0.0,True,12.0,True,1.0,True,1.0,True,,False,0.5,True,,False,,False,0.0,True,0.0,True,5.0,True,1.0,True,0.0,True,1.0,True,1.0,True,0.0,True,0.0,True,0.0,True,5.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,115758,Pieter Labuschagne,7,True,33,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,24.0,True,2.0,True,2.0,True,2.0,True,7.0,True,2.0,True,0.0,True,,False,1.0,True,,False,,False,0.0,True,0.0,True,5.0,True,0.0,True,0.0,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,173784,Kazuki Himeno,6,True,80,0,0,True,True,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True,81.0,True,4.0,True,2.0,True,1.0,True,12.0,True,4.0,True,1.0,True,,False,0.8,True,,False,,False,0.0,True,0.0,True,1.0,True,0.0,True,0.0,True,1.0,True,1.0,True,0.0,True,0.0,True,0.0,True,5.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,158964,Yutaka Nagare,21,False,24,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,2.0,True,,False,0.33,True,,False,,False,0.0,True,0.0,True,16.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,67848,Michael Leitch,20,False,47,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,8.0,True,1.0,True,0.0,True,1.0,True,3.0,True,2.0,True,2.0,True,,False,0.5,True,,False,,False,0.0,True,0.0,True,1.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,114708,Wimpie van der Walt,19,False,21,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,3.0,True,1.0,True,,False,0.75,True,,False,,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
2019-07-27,1326,Pacific Nations Cup,79621,Japan,9017,Fiji,2879,34,21,151854,Rikiya Matsuda,22,False,13,0,0,True,True,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,22.0,True,2.0,True,0.0,True,0.0,True,2.0,True,0.0,True,1.0,True,,False,0.0,True,,False,,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True
