id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,mkt_margin,weather_att,per80,exp_min,starter_exp,supersub_exp
166930,Peni Ravai Kovekalou,Fiji,2,Prop,3.5,0.5,B,Wales,True,0,0,8.9,0.989,3.03,24.0,1.0,2.73
202316,Frank Lomani,Fiji,2,Scrum Half,3.5,2.2,P,Wales,True,13,0,8.9,0.989,11.64,59.6,9.58,4.34
237261,Alex Samuel,Scotland,1,Lock,3.5,0.2,B,Argentina,False,3,0,-9.7,1.0,7.34,35.0,3.54,9.63
172284,Muhamed Hasa,Italy,1,Prop,3.5,0.1,B,Japan,False,8,0,7.9,0.992,16.79,30.6,7.09,19.27
134407,Alessandro Fusco,Italy,1,Scrum Half,3.5,0.2,B,Japan,False,10,0,7.9,0.992,15.53,26.7,5.73,15.58
255396,Malik Faissal,Italy,1,Back Three,3.5,2.6,P,Japan,False,0,0,7.9,0.992,12.58,70.0,12.15,5.5
136875,Gianmarco Lucchesi,Italy,1,Hooker,3.5,0.4,B,Japan,False,16,0,7.9,0.992,13.95,25.8,4.96,13.48
107059,Marco Riccioni,Italy,1,Prop,3.5,6.9,P,Japan,False,11,0,7.9,0.992,18.66,38.1,9.8,4.44
236602,Tommaso di Bartolomeo,Italy,1,Hooker,3.5,3.8,P,Japan,False,10,0,7.9,0.992,26.6,42.1,15.45,7.0
239638,Takuro Matsunaga,Japan,2,Back Three,3.5,1.4,P,Italy,True,5,0,-7.9,0.992,11.63,53.9,8.65,3.92
252801,Kazuma Ueda,Japan,2,Back Three,3.5,0.3,P,Italy,True,3,0,-7.9,0.992,9.72,80.0,10.72,4.86
251199,Hayate Era,Japan,2,Hooker,3.5,0.2,B,Italy,True,7,0,-7.9,0.992,13.36,22.1,4.08,11.08
175403,Elliot Millar-Mills,Scotland,1,Prop,3.5,2.2,P,Argentina,False,15,0,-9.7,1.0,22.99,53.7,17.02,7.71
244984,Agustin Moyano,Argentina,2,Scrum Half,3.5,0.3,B,Scotland,True,8,0,9.7,1.0,19.69,21.1,5.74,15.59
196853,Thomas Clarkson,Ireland,1,Prop,3.5,0.3,B,Australia,False,13,0,8.6,1.0,7.32,19.4,1.96,5.34
239482,Asher Opoku-Fordjour,England,1,Prop,3.5,0.2,B,South Africa,False,6,0,-24.9,1.0,6.88,25.0,2.37,6.46
229690,Jan-Hendrik Wessels,South Africa,2,Prop,3.5,1.0,B,England,True,9,0,24.9,1.0,5.96,21.7,1.78,4.84
131550,Takato Okabe,Japan,2,Prop,3.0,3.6,P,Italy,True,8,0,-7.9,0.992,6.11,59.8,5.03,2.28
241806,Faustino Sanchez Valarolo,Argentina,2,Centre,3.0,7.8,P,Scotland,True,1,0,9.7,1.0,26.09,72.0,25.43,11.74
255945,Itsuki Kamimura,Japan,2,Scrum Half,3.0,0.3,B,Italy,True,0,0,-7.9,0.992,7.85,24.0,2.6,7.07
246851,Toms Rapetti,Argentina,2,Prop,3.0,0.2,B,Scotland,True,3,0,9.7,1.0,7.78,32.1,3.45,9.37
251438,Keijiro Tamefusa,Japan,2,Prop,3.0,0.1,B,Italy,True,21,0,-7.9,0.992,7.51,17.3,1.79,4.88
246824,Zac Porthen,South Africa,2,Prop,3.0,0.7,B,England,True,3,0,24.9,1.0,8.11,30.0,3.36,9.13
261209,Sojiro Otsuka,Japan,2,Prop,3.0,0.1,B,Italy,True,0,0,-7.9,0.992,2.54,24.0,0.84,2.28
164759,Ben Warren,Wales,1,Prop,3.0,0.2,B,Fiji,False,0,0,-8.9,0.989,2.5,24.0,0.83,2.25
250879,Pedro Delgado,Argentina,2,Prop,3.0,5.5,P,Scotland,True,9,0,9.7,1.0,6.06,45.2,3.78,1.71
174268,Jeremy Loughman,Ireland,1,Prop,3.0,0.5,B,Australia,False,6,0,8.6,1.0,14.45,30.5,6.08,16.52
246860,Mesake Vocevoce,Fiji,2,Lock,3.0,1.3,B,Wales,True,16,0,8.9,0.989,9.81,17.1,2.31,6.29
128591,Tim Hoyt,Fiji,2,Prop,3.0,3.5,P,Wales,True,2,0,8.9,0.989,8.44,44.0,5.12,2.32
236608,Alessandro Ortombina,Italy,1,Lock,3.0,6.7,P,Japan,False,0,0,7.9,0.992,3.7,70.0,3.57,1.62
