split,fold,tournament,calendar_year,hemisphere,target,weight_v4,baseline_score,candidate_score,delta
development,summer_internationals_2023,summer_internationals,2023,mixed,offload,0.25,0.9128561334266242,0.9211646697882888,0.00830853636166462
development,summer_internationals_2023,summer_internationals,2023,mixed,runs,0.6,0.9266665076318737,0.9195870640787688,-0.007079443553104969
development,summer_internationals_2023,summer_internationals,2023,mixed,tackles,0.65,0.9724883861397725,0.9597861506282289,-0.012702235511543591
development,summer_internationals_2023,summer_internationals,2023,mixed,missed_tackles,0.4,0.9914798063888791,0.991454333602309,-2.5472786570168715e-05
development,summer_internationals_2023,summer_internationals,2023,mixed,rucks_won,0.6,0.7884689382221473,0.7855566145406508,-0.0029123236814964093
development,summer_internationals_2023,summer_internationals,2023,mixed,rucks_lost,0.65,0.9828142135600118,0.9823547786825064,-0.00045943487750532697
development,summer_internationals_2023,summer_internationals,2023,mixed,passes,0.65,0.7442574920964776,0.7427139728653875,-0.0015435192310900847
development,summer_internationals_2023,summer_internationals,2023,mixed,bad_passes,0.55,0.9203044634837525,0.9185031056650119,-0.0018013578187405788
development,summer_internationals_2023,summer_internationals,2023,mixed,turnovers_conceded,0.3,1.007264136664168,1.0112843753032117,0.004020238639043772
development,summer_internationals_2023,summer_internationals,2023,mixed,penalties_conceded,0.35,1.0506663291543303,1.0474846490126548,-0.0031816801416755247
development,summer_internationals_2023,summer_internationals,2023,mixed,yellow_cards,0.5,1.0182651599038675,1.0182651599038675,0.0
development,summer_internationals_2023,summer_internationals,2023,mixed,red_cards,0.9,1.1144265310765358,1.1047785907090049,-0.009647940367530916
development,summer_internationals_2023,summer_internationals,2023,mixed,metres,0.1,0.9295419143830582,0.9288818297548267,-0.0006600846282315276
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,minutes,0.5,0.9706723528636947,0.9706723528636947,0.0
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,tries,0.1,0.932075075258579,0.8826610511330436,-0.049414024125535416
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,try_assists,0.2,0.9969301187971149,0.9473807159532566,-0.04954940284385834
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,conversion_goals,0.2,0.5513323234738055,0.5293797112002564,-0.021952612273549055
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,missed_conversion_goals,0.25,0.88889623358236,0.825613567050441,-0.06328266653191905
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,penalty_goals,0.5,0.5554665201986564,0.5554665201986564,0.0
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,missed_penalty_goals,0.5,0.40375432750892815,0.40375432750892815,0.0
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,drop_goals_converted,0.75,1.1049231110073223,1.1614671957558105,0.056544084748488155
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,drop_goal_missed,0.65,0.6776079172826628,0.6808029119025187,0.003194994619855951
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,defenders_beaten,0.25,0.7789058915208634,0.7752966079135708,-0.0036092836072926238
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,clean_breaks,0.2,0.9030443080994862,0.879842650857098,-0.023201657242388207
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,offload,0.25,0.9334649270166429,0.9211265250903972,-0.01233840192624569
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,runs,0.6,0.8208252677010265,0.8181331975923669,-0.002692070108659572
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,tackles,0.65,0.9176057775746049,0.9200901089589066,0.002484331384301708
