target,weight_v4,development_score,selection_score
offload,0.25,0.9361257847869141,0.9436349711538324
offload,0.3,0.9362342513145899,0.9451402466183346
offload,0.35,0.9367403042282025,0.9468841139694416
offload,0.4,0.9376118231129461,0.9488566499783196
offload,0.45,0.9388241144684893,0.9510494758256907
offload,0.5,0.9403576703782635,0.9534555405900224
offload,0.55,0.94219686236804,0.9560689603008837
offload,0.6,0.9443291247882658,0.9588848986959366
offload,0.65,0.9467444213089807,0.9618994806458238
offload,0.7,0.9494348897404857,0.9651097324008108
offload,0.75,0.9523946086034255,0.9685135450655599
offload,0.8,0.9556194541254919,0.972109659440111
offload,0.85,0.9591070310446211,0.9758976718510194
offload,0.9,0.96285667041423,0.9798780620493227
offload,0.95,0.9668694955363056,0.9840522458751794
offload,1.0,0.9711485652470068,0.9884226574259976
runs,0.0,1.114669114060243,1.054335204519735
runs,0.05,0.9670915141545848,0.98624145096151
runs,0.1,0.9463757982944068,0.9690396990792552
runs,0.15,0.9300629317166097,0.9543614076764529
runs,0.2,0.9165435843587292,0.9415779095698616
runs,0.25,0.9052170540675102,0.9304370366282351
runs,0.3,0.8957619738708158,0.9207903733404267
runs,0.35,0.8879734731463385,0.9125337754943713
runs,0.4,0.8817071508207645,0.9055871786342196
runs,0.45,0.8768546939762025,0.8998858143628806
runs,0.5,0.8733315263939965,0.8953757031651555
runs,0.55,0.8710698474839262,0.892011053229791
runs,0.6,0.870014390931192,0.8897526255468954
runs,0.65,0.8701196862523688,0.8885666414246094
runs,0.7,0.8713482139779285,0.888424021379846
runs,0.75,0.8736691262548851,0.8892998419870803
runs,0.8,0.8770573459204023,0.8911729462219758
runs,0.85,0.8814929333679953,0.894025669439539
runs,0.9,0.8869606546906842,0.8978436588194333
runs,0.95,0.8934497123647899,0.902615774310577
runs,1.0,0.9009536194745803,0.9083340666361187
tackles,0.0,1.103485178931316,0.9410150152235216
tackles,0.05,0.9994289552545662,0.9210556817747855
tackles,0.1,0.985355950424634,0.9144027271827923
tackles,0.15,0.9740868889852924,0.9086933851807139
