engine,fold,slate_id,rubric,tier,n,mae,spearman,allowed_events,top_10_overlap,top_10_capture,top_25_overlap,top_25_capture,top_50_overlap,top_50_capture,top_100_overlap,top_100_capture,tournament,calendar_year,fold_hemisphere
p3_event_50,six_nations_2023,six_nations_2023_r2,six_nations,stable,138,6.171528918061698,0.6391987826681511,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.2,0.625974025974026,0.4971428571428571,0.7063989962358845,0.64,0.8270142180094787,0.875,0.9480889903023388,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r3,six_nations,stable,138,5.955789864501918,0.6416140187177544,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.3666666666666666,0.644808743169399,0.56,0.7181942544459644,0.68,0.8452797202797203,0.84875,0.9269981120201384,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r4,six_nations,stable,138,5.80917018567578,0.6888250194906224,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.4,0.6709844559585493,0.56,0.7281167108753316,0.6733333333333333,0.8245770258236865,0.84,0.930171277997365,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r5,six_nations,stable,138,5.413001192971403,0.710586866229893,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.3,0.662269129287599,0.48,0.8583218707015131,0.675,0.8699397071490095,0.9066666666666668,0.9463647199046484,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r1,ncr,stable,138,4.877202995814947,0.7242209812404662,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.3,0.7371601208459214,0.512,0.7574850299401198,0.68,0.8076923076923077,0.875,0.9608665269042628,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r2,ncr,stable,138,5.808834559557687,0.5831021656864431,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.5,0.7458100558659218,0.4,0.6458635703918723,0.596,0.8059981255857545,0.84625,0.920360110803324,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r3,ncr,stable,138,5.843365275746191,0.5722835457697436,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.4666666666666667,0.6574923547400612,0.49,0.6645962732919255,0.6342857142857143,0.8274111675126904,0.8115384615384617,0.9049740163325908,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r4,ncr,stable,138,5.686985080460605,0.6004055461500016,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.3,0.6265432098765432,0.52,0.710236220472441,0.615,0.7595744680851064,0.8140000000000001,0.9107289107289108,six_nations,2023,north
p3_event_50,six_nations_2023,six_nations_2023_r5,ncr,stable,138,5.369287106820349,0.6681494942439561,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.3,0.6,0.456,0.779969650986343,0.64,0.8398009950248756,0.865,0.9114917915774446,six_nations,2023,north
p3_event_50,rugby_championship_2023,rugby_championship_2023_r1,six_nations,stable,92,5.426727513382715,0.7083370982300264,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.8,0.8961424332344213,0.6,0.807570977917981,0.792,0.8850828729281768,,,rugby_championship,2023,south
