fixture_id,player_id,team,id,name,position,status,actual,predicted,is_sub,is_capt,slate,engine,multiplier,contribution,in_both_squads
8476189,148680,Ireland,22,Caelan Doris,Back-row,P,30.0,28.627596329454867,False,False,six_nations_2025_r4,empirical_baseline,1,30.0,True
8476189,186096,Ireland,29,Dan Sheehan,Hooker,P,30.0,25.37561156363374,False,False,six_nations_2025_r4,empirical_baseline,1,30.0,True
8476198,122568,Wales,56,Will Rowlands,Second-row,P,14.0,17.795155144742477,False,False,six_nations_2025_r4,empirical_baseline,1,14.0,True
8476198,130290,Scotland,61,Pierre Schoeman,Prop,P,15.0,15.744877765077284,False,False,six_nations_2025_r4,empirical_baseline,1,15.0,True
8476198,131400,Scotland,64,Duhan van der Merwe,Back-three,P,28.0,34.930507896972614,False,True,six_nations_2025_r4,empirical_baseline,2,56.0,True
8476198,136776,Scotland,66,Huw Jones,Centre,P,26.0,29.55533127579343,False,False,six_nations_2025_r4,empirical_baseline,1,26.0,True
8476198,146754,Scotland,71,Darcy Graham,Back-three,P,33.0,33.62600997897254,False,False,six_nations_2025_r4,empirical_baseline,1,33.0,True
8476198,203070,Wales,84,Jac Morgan,Back-row,P,39.0,32.181616804924595,False,False,six_nations_2025_r4,empirical_baseline,1,39.0,True
8476198,232104,Wales,89,Dafydd Jenkins,Second-row,P,42.0,20.969932268159077,False,False,six_nations_2025_r4,empirical_baseline,1,42.0,True
8476207,136680,England,103,Ellis Genge,Prop,P,9.0,15.50282575499978,False,False,six_nations_2025_r4,empirical_baseline,1,9.0,True
8476207,156288,England,112,Marcus Smith,Back-three,B,36.0,10.78378847443069,True,False,six_nations_2025_r4,empirical_baseline,3,108.0,False
8476207,172416,England,117,Ollie Sleightholme,Back-three,P,43.0,28.904971985099063,False,False,six_nations_2025_r4,empirical_baseline,1,43.0,True
8476207,227772,England,134,Fin Smith,Fly-half,P,30.0,29.265881327837807,False,False,six_nations_2025_r4,empirical_baseline,1,30.0,False
8476207,231840,Italy,136,Ross Vintcent,Back-row,P,39.0,27.62265428926842,False,False,six_nations_2025_r4,empirical_baseline,1,39.0,False
8476189,135318,France,15,Antoine Dupont,Scrum-half,P,14.0,29.16582794538536,False,False,six_nations_2025_r4,p3_robust_native,1,14.0,True
8476189,148680,Ireland,22,Caelan Doris,Back-row,P,30.0,29.72805322423071,False,False,six_nations_2025_r4,p3_robust_native,1,30.0,True
8476189,186096,Ireland,29,Dan Sheehan,Hooker,P,30.0,23.535147890137893,False,False,six_nations_2025_r4,p3_robust_native,1,30.0,True
8476189,337638,Ireland,43,Sam Prendergast,Fly-half,P,29.0,28.555829758445032,False,False,six_nations_2025_r4,p3_robust_native,1,29.0,False
8476198,122568,Wales,56,Will Rowlands,Second-row,P,14.0,19.753509116357247,False,False,six_nations_2025_r4,p3_robust_native,1,14.0,True
8476198,130290,Scotland,61,Pierre Schoeman,Prop,P,15.0,15.734707870088556,False,False,six_nations_2025_r4,p3_robust_native,1,15.0,True
8476198,131400,Scotland,64,Duhan van der Merwe,Back-three,P,28.0,33.803095867856975,False,True,six_nations_2025_r4,p3_robust_native,2,56.0,True
8476198,136776,Scotland,66,Huw Jones,Centre,P,26.0,29.10090318817841,False,False,six_nations_2025_r4,p3_robust_native,1,26.0,True
8476198,146754,Scotland,71,Darcy Graham,Back-three,P,33.0,32.25071316637801,False,False,six_nations_2025_r4,p3_robust_native,1,33.0,True
8476198,178848,Wales,79,Dewi Lake,Hooker,B,16.0,9.571493217942493,True,False,six_nations_2025_r4,p3_robust_native,3,48.0,False
8476198,203070,Wales,84,Jac Morgan,Back-row,P,39.0,30.94073014225181,False,False,six_nations_2025_r4,p3_robust_native,1,39.0,True
8476198,232104,Wales,89,Dafydd Jenkins,Second-row,P,42.0,21.27906750506441,False,False,six_nations_2025_r4,p3_robust_native,1,42.0,True
8476207,136680,England,103,Ellis Genge,Prop,P,9.0,15.481543757921845,False,False,six_nations_2025_r4,p3_robust_native,1,9.0,True
8476207,164394,England,115,Tom Willis,Back-row,P,40.0,32.68095150507899,False,False,six_nations_2025_r4,p3_robust_native,1,40.0,False
8476207,172416,England,117,Ollie Sleightholme,Back-three,P,43.0,27.19256975513088,False,False,six_nations_2025_r4,p3_robust_native,1,43.0,True
8476207,177378,England,118,Ollie Lawrence,Centre,P,6.0,23.16271251710532,False,False,six_nations_2025_r4,p3_robust_native,1,6.0,False
8476216,120504,Ireland,10,Jamison Gibson-Park,Scrum-half,P,8.0,19.69179436428924,False,False,six_nations_2025_r5,empirical_baseline,1,8.0,True
8476216,148680,Ireland,22,Caelan Doris,Back-row,P,20.0,28.474081217939165,False,False,six_nations_2025_r5,empirical_baseline,1,20.0,True
8476216,186096,Ireland,27,Dan Sheehan,Hooker,P,84.0,26.432584984159355,False,False,six_nations_2025_r5,empirical_baseline,1,84.0,True
8476216,226818,Italy,37,Tommaso Menoncello,Centre,P,45.0,23.955607857849557,False,False,six_nations_2025_r5,empirical_baseline,1,45.0,True
8476225,142404,England,62,Ben Earl,Back-row,P,36.0,28.600167490974272,False,False,six_nations_2025_r5,empirical_baseline,1,36.0,False
8476225,164394,England,71,Tom Willis,Back-row,B,22.0,12.511989433285946,True,False,six_nations_2025_r5,empirical_baseline,3,66.0,True
8476225,203070,Wales,78,Jac Morgan,Back-row,P,24.0,31.29275743017636,False,False,six_nations_2025_r5,empirical_baseline,1,24.0,True
8476225,213192,England,81,Tommy Freeman,Centre,P,28.0,27.129413291662352,False,False,six_nations_2025_r5,empirical_baseline,1,28.0,True
8476225,227772,England,85,Fin Smith,Fly-half,P,28.0,29.00350669255478,False,False,six_nations_2025_r5,empirical_baseline,1,28.0,True
8476225,232104,Wales,86,Dafydd Jenkins,Second-row,P,21.0,21.38315801703546,False,False,six_nations_2025_r5,empirical_baseline,1,21.0,True
8476234,129822,France,100,Thomas Ramos,Back-three,P,36.0,41.14097871184083,False,True,six_nations_2025_r5,empirical_baseline,2,72.0,True
8476234,130290,Scotland,101,Pierre Schoeman,Prop,P,27.0,16.11089959103189,False,False,six_nations_2025_r5,empirical_baseline,1,27.0,False
8476234,130530,Scotland,102,Zander Fagerson,Prop,P,24.0,14.969172949844417,False,False,six_nations_2025_r5,empirical_baseline,1,24.0,False
8476234,139668,France,109,Damian Penaud,Back-three,P,10.0,39.90618156116477,False,False,six_nations_2025_r5,empirical_baseline,1,10.0,True
8476234,220296,Scotland,133,Gregor Brown,Second-row,P,16.0,19.10654057082357,False,False,six_nations_2025_r5,empirical_baseline,1,16.0,False
8476234,231684,France,135,Louis Bielle-Biarrey,Back-three,P,25.0,33.22093278455289,False,False,six_nations_2025_r5,empirical_baseline,1,25.0,True
8476216,120504,Ireland,10,Jamison Gibson-Park,Scrum-half,P,8.0,20.496461005617167,False,False,six_nations_2025_r5,p3_robust_native,1,8.0,True
8476216,129234,Italy,14,Federico Ruzza,Second-row,P,25.0,19.290711918870723,False,False,six_nations_2025_r5,p3_robust_native,1,25.0,False
8476216,148680,Ireland,22,Caelan Doris,Back-row,P,20.0,30.090885354924744,False,False,six_nations_2025_r5,p3_robust_native,1,20.0,True
8476216,164232,Italy,24,Danilo Fischetti,Prop,P,15.0,13.928008157678912,False,False,six_nations_2025_r5,p3_robust_native,1,15.0,False
8476216,186096,Ireland,27,Dan Sheehan,Hooker,P,84.0,25.578529655925536,False,False,six_nations_2025_r5,p3_robust_native,1,84.0,True
8476216,226818,Italy,37,Tommaso Menoncello,Centre,P,45.0,21.72491293127206,False,False,six_nations_2025_r5,p3_robust_native,1,45.0,True
8476225,136680,England,59,Ellis Genge,Prop,P,18.0,15.436135023739642,False,False,six_nations_2025_r5,p3_robust_native,1,18.0,False
8476225,164394,England,71,Tom Willis,Back-row,B,22.0,11.612996768801542,True,False,six_nations_2025_r5,p3_robust_native,3,66.0,True
8476225,203070,Wales,78,Jac Morgan,Back-row,P,24.0,29.755486294319283,False,False,six_nations_2025_r5,p3_robust_native,1,24.0,True
8476225,213192,England,81,Tommy Freeman,Centre,P,28.0,25.331889249733685,False,False,six_nations_2025_r5,p3_robust_native,1,28.0,True
8476225,227772,England,85,Fin Smith,Fly-half,P,28.0,28.01217349805625,False,False,six_nations_2025_r5,p3_robust_native,1,28.0,True
8476225,232104,Wales,86,Dafydd Jenkins,Second-row,P,21.0,20.76017643498192,False,False,six_nations_2025_r5,p3_robust_native,1,21.0,True
8476234,129822,France,100,Thomas Ramos,Back-three,P,36.0,37.69982389066978,False,True,six_nations_2025_r5,p3_robust_native,2,72.0,True
8476234,139668,France,109,Damian Penaud,Back-three,P,10.0,36.44038864658791,False,False,six_nations_2025_r5,p3_robust_native,1,10.0,True
8476234,176748,France,119,Gregory Alldritt,Back-row,P,16.0,29.91755883096845,False,False,six_nations_2025_r5,p3_robust_native,1,16.0,False
8476234,231684,France,135,Louis Bielle-Biarrey,Back-three,P,25.0,32.16979287631699,False,False,six_nations_2025_r5,p3_robust_native,1,25.0,True
8523943,129822,France,11,Thomas Ramos,Back-three,P,46.0,34.00442989025994,False,True,six_nations_2026_r1,empirical_baseline,2,92.0,True
8523943,135318,France,15,Antoine Dupont,Scrum-half,P,30.0,32.96912604038954,False,False,six_nations_2026_r1,empirical_baseline,1,30.0,True
8523943,148680,Ireland,23,Caelan Doris,Back-row,P,34.0,27.89719023985121,False,False,six_nations_2026_r1,empirical_baseline,1,34.0,True
8523943,169662,France,27,Matthieu Jalibert,Fly-half,P,52.0,30.532947304422347,False,False,six_nations_2026_r1,empirical_baseline,1,52.0,True
8523943,186096,Ireland,29,Dan Sheehan,Hooker,P,13.0,24.867802352437955,False,False,six_nations_2026_r1,empirical_baseline,1,13.0,False
8523943,231684,France,39,Louis Bielle-Biarrey,Back-three,P,51.0,28.809225481621898,False,False,six_nations_2026_r1,empirical_baseline,1,51.0,True
8523952,130290,Scotland,55,Pierre Schoeman,Prop,P,10.0,16.752706422938477,False,False,six_nations_2026_r1,empirical_baseline,1,10.0,False
8523952,134016,Italy,57,Monty Ioane,Back-three,P,17.0,24.80586932948358,False,False,six_nations_2026_r1,empirical_baseline,1,17.0,False
8523952,226818,Italy,84,Tommaso Menoncello,Centre,P,34.0,23.227027258279417,False,False,six_nations_2026_r1,empirical_baseline,1,34.0,False
8523961,142404,England,106,Ben Earl,Back-row,P,50.0,28.905551080171648,False,False,six_nations_2026_r1,empirical_baseline,1,50.0,True
8523961,198696,England,119,Alex Coles,Second-row,P,22.0,21.296244759741526,False,False,six_nations_2026_r1,empirical_baseline,1,22.0,True
8523961,213192,England,123,Tommy Freeman,Centre,P,50.0,30.022582628755032,False,False,six_nations_2026_r1,empirical_baseline,1,50.0,True
8523961,219990,Wales,125,Archie Griffin,Prop,P,14.0,17.04430582282449,False,False,six_nations_2026_r1,empirical_baseline,1,14.0,True
8523961,232104,Wales,128,Dafydd Jenkins,Second-row,P,14.0,23.284232630342505,False,False,six_nations_2026_r1,empirical_baseline,1,14.0,True
8523961,232110,Wales,129,Alex Mann,Back-row,P,13.0,24.61182434467841,False,False,six_nations_2026_r1,empirical_baseline,1,13.0,False
8523961,342324,England,135,Henry Pollock,Back-row,B,3.0,14.277667876734286,True,False,six_nations_2026_r1,empirical_baseline,3,9.0,True
8523943,129822,France,11,Thomas Ramos,Back-three,P,46.0,30.31401956497098,False,False,six_nations_2026_r1,p3_robust_native,1,46.0,True
8523943,135318,France,15,Antoine Dupont,Scrum-half,P,30.0,31.957572496197805,False,True,six_nations_2026_r1,p3_robust_native,2,60.0,True
8523943,148680,Ireland,23,Caelan Doris,Back-row,P,34.0,26.6521308525069,False,False,six_nations_2026_r1,p3_robust_native,1,34.0,True
8523943,169662,France,27,Matthieu Jalibert,Fly-half,P,52.0,29.618002672524614,False,False,six_nations_2026_r1,p3_robust_native,1,52.0,True
8523943,231684,France,39,Louis Bielle-Biarrey,Back-three,P,51.0,27.095344005187844,False,False,six_nations_2026_r1,p3_robust_native,1,51.0,True
8523952,124308,Scotland,52,Jack Dempsey,Back-row,P,40.0,26.590813115554067,False,False,six_nations_2026_r1,p3_robust_native,1,40.0,False
8523952,136776,Scotland,59,Huw Jones,Centre,P,7.0,21.810548562742863,False,False,six_nations_2026_r1,p3_robust_native,1,7.0,False
8523952,164232,Italy,66,Danilo Fischetti,Prop,P,19.0,14.180705244246615,False,False,six_nations_2026_r1,p3_robust_native,1,19.0,False
8523952,171582,Scotland,68,Kyle Steyn,Back-three,P,12.0,22.493976429932403,False,False,six_nations_2026_r1,p3_robust_native,1,12.0,False
8523952,187422,Scotland,73,Ewan Ashman,Hooker,P,14.0,23.407983292188256,False,False,six_nations_2026_r1,p3_robust_native,1,14.0,False
8523961,142404,England,106,Ben Earl,Back-row,P,50.0,28.504432330122533,False,False,six_nations_2026_r1,p3_robust_native,1,50.0,True
8523961,198696,England,119,Alex Coles,Second-row,P,22.0,22.67269928469769,False,False,six_nations_2026_r1,p3_robust_native,1,22.0,True
8523961,213192,England,123,Tommy Freeman,Centre,P,50.0,29.08557713316311,False,False,six_nations_2026_r1,p3_robust_native,1,50.0,True
8523961,219990,Wales,125,Archie Griffin,Prop,P,14.0,15.398399243906931,False,False,six_nations_2026_r1,p3_robust_native,1,14.0,True
8523961,232104,Wales,128,Dafydd Jenkins,Second-row,P,14.0,21.787244725591904,False,False,six_nations_2026_r1,p3_robust_native,1,14.0,True
8523961,342324,England,135,Henry Pollock,Back-row,B,3.0,14.284239121965314,True,False,six_nations_2026_r1,p3_robust_native,3,9.0,True
8523970,148680,Ireland,17,Caelan Doris,Back-row,P,38.0,28.81912589892417,False,False,six_nations_2026_r2,empirical_baseline,1,38.0,True
8523970,164232,Italy,19,Danilo Fischetti,Prop,P,12.0,14.266390817081753,False,False,six_nations_2026_r2,empirical_baseline,1,12.0,True
8523970,186096,Ireland,22,Dan Sheehan,Hooker,P,4.0,28.03514094316465,False,False,six_nations_2026_r2,empirical_baseline,1,4.0,True
8523970,186198,Ireland,23,Robert Baloucoune,Back-three,P,45.0,29.017810664691726,False,False,six_nations_2026_r2,empirical_baseline,1,45.0,False
8523970,226818,Italy,36,Tommaso Menoncello,Centre,P,24.0,22.314079205925747,False,False,six_nations_2026_r2,empirical_baseline,1,24.0,False
8523979,122652,England,52,Maro Itoje,Second-row,P,11.0,18.630920920964662,False,False,six_nations_2026_r2,empirical_baseline,1,11.0,False
8523979,130530,Scotland,57,Zander Fagerson,Prop,P,8.0,14.201075842791935,False,False,six_nations_2026_r2,empirical_baseline,1,8.0,False
8523979,142404,England,65,Ben Earl,Back-row,P,40.0,28.77470096806782,False,False,six_nations_2026_r2,empirical_baseline,1,40.0,True
8523979,213192,England,81,Tommy Freeman,Centre,P,8.0,29.1408474247678,False,False,six_nations_2026_r2,empirical_baseline,1,8.0,True
8523979,342324,England,90,Henry Pollock,Back-row,B,22.0,12.735281455257187,True,False,six_nations_2026_r2,empirical_baseline,3,66.0,True
8523988,129822,France,102,Thomas Ramos,Back-three,P,48.0,41.59380469654577,False,True,six_nations_2026_r2,empirical_baseline,2,96.0,True
8523988,129894,Wales,103,Olly Cracknell,Back-row,P,15.0,26.94809782101161,False,False,six_nations_2026_r2,empirical_baseline,1,15.0,False
8523988,135318,France,107,Antoine Dupont,Scrum-half,P,33.0,38.52059400456091,False,False,six_nations_2026_r2,empirical_baseline,1,33.0,True
8523988,169662,France,113,Matthieu Jalibert,Fly-half,P,87.0,37.887870939691375,False,False,six_nations_2026_r2,empirical_baseline,1,87.0,True
8523988,231684,France,127,Louis Bielle-Biarrey,Back-three,P,39.0,34.84960261352092,False,False,six_nations_2026_r2,empirical_baseline,1,39.0,True
8523988,232104,Wales,129,Dafydd Jenkins,Second-row,P,21.0,22.779305057776075,False,False,six_nations_2026_r2,empirical_baseline,1,21.0,True
8523970,120468,Ireland,4,James Lowe,Back-three,P,47.0,26.658601138894443,False,False,six_nations_2026_r2,p3_robust_native,1,47.0,False
8523970,129840,Ireland,9,Stuart McCloskey,Centre,P,40.0,21.463196883919487,False,False,six_nations_2026_r2,p3_robust_native,1,40.0,False
8523970,148680,Ireland,17,Caelan Doris,Back-row,P,38.0,30.186850791588395,False,False,six_nations_2026_r2,p3_robust_native,1,38.0,True
8523970,164232,Italy,19,Danilo Fischetti,Prop,P,12.0,15.76407087742509,False,False,six_nations_2026_r2,p3_robust_native,1,12.0,True
8523970,186096,Ireland,22,Dan Sheehan,Hooker,P,4.0,27.276537184702267,False,False,six_nations_2026_r2,p3_robust_native,1,4.0,True
8523970,208140,Italy,30,Andrea Zambonin,Second-row,P,16.0,19.69553152085284,False,False,six_nations_2026_r2,p3_robust_native,1,16.0,False
8523970,220140,Italy,33,Lorenzo Cannone,Back-row,P,28.0,25.045620518818467,False,False,six_nations_2026_r2,p3_robust_native,1,28.0,False
8523979,136680,England,60,Ellis Genge,Prop,P,4.0,16.343441464629315,False,False,six_nations_2026_r2,p3_robust_native,1,4.0,False
8523979,142404,England,65,Ben Earl,Back-row,P,40.0,30.0591425264291,False,False,six_nations_2026_r2,p3_robust_native,1,40.0,True
8523979,213192,England,81,Tommy Freeman,Centre,P,8.0,28.060559622776427,False,False,six_nations_2026_r2,p3_robust_native,1,8.0,True
8523979,342324,England,90,Henry Pollock,Back-row,B,22.0,12.791091813723323,True,False,six_nations_2026_r2,p3_robust_native,3,66.0,True
8523988,129822,France,102,Thomas Ramos,Back-three,P,48.0,40.04008112865444,False,False,six_nations_2026_r2,p3_robust_native,1,48.0,True
8523988,135318,France,107,Antoine Dupont,Scrum-half,P,33.0,44.81852291498402,False,True,six_nations_2026_r2,p3_robust_native,2,66.0,True
8523988,169662,France,113,Matthieu Jalibert,Fly-half,P,87.0,40.0244190358961,False,False,six_nations_2026_r2,p3_robust_native,1,87.0,True
8523988,231684,France,127,Louis Bielle-Biarrey,Back-three,P,39.0,34.844699736250924,False,False,six_nations_2026_r2,p3_robust_native,1,39.0,True
8523988,232104,Wales,129,Dafydd Jenkins,Second-row,P,21.0,23.2225593765633,False,False,six_nations_2026_r2,p3_robust_native,1,21.0,True
8523997,136854,Ireland,13,Jeremy Loughman,Prop,P,8.0,13.576456663180764,False,False,six_nations_2026_r3,empirical_baseline,1,8.0,False
8523997,142404,England,16,Ben Earl,Back-row,P,12.0,28.839673923829395,False,False,six_nations_2026_r3,empirical_baseline,1,12.0,True
8523997,148680,Ireland,20,Caelan Doris,Back-row,P,38.0,27.80859928105164,False,False,six_nations_2026_r3,empirical_baseline,1,38.0,True
8523997,156288,England,25,Marcus Smith,Fly-half,B,18.0,10.47721711861602,True,False,six_nations_2026_r3,empirical_baseline,3,54.0,False
8523997,186096,Ireland,29,Dan Sheehan,Hooker,P,43.0,23.156698087425237,False,False,six_nations_2026_r3,empirical_baseline,1,43.0,True
8523997,213192,England,37,Tommy Freeman,Back-three,P,18.0,27.344592486169155,False,False,six_nations_2026_r3,empirical_baseline,1,18.0,False
8523997,342324,England,44,Henry Pollock,Back-row,P,26.0,38.14077469052206,False,False,six_nations_2026_r3,empirical_baseline,1,26.0,True
8524006,131400,Scotland,58,Duhan van der Merwe,Back-three,P,5.0,31.11278093305955,False,False,six_nations_2026_r3,empirical_baseline,1,5.0,True
8524006,136776,Scotland,62,Huw Jones,Centre,P,14.0,25.27504816576865,False,False,six_nations_2026_r3,empirical_baseline,1,14.0,True
8524006,232104,Wales,89,Dafydd Jenkins,Second-row,P,24.0,20.401744936771458,False,False,six_nations_2026_r3,empirical_baseline,1,24.0,True
8524015,129822,France,99,Thomas Ramos,Fly-half,P,56.0,42.31329756352862,False,True,six_nations_2026_r3,empirical_baseline,2,112.0,True
8524015,135318,France,103,Antoine Dupont,Scrum-half,P,41.0,38.340181496306535,False,False,six_nations_2026_r3,empirical_baseline,1,41.0,True
8524015,164232,Italy,110,Danilo Fischetti,Prop,P,6.0,14.544461571727616,False,False,six_nations_2026_r3,empirical_baseline,1,6.0,True
8524015,167196,Italy,113,Niccolo Cannone,Second-row,P,10.0,17.847121702243964,False,False,six_nations_2026_r3,empirical_baseline,1,10.0,False
8524015,231684,France,128,Louis Bielle-Biarrey,Back-three,P,27.0,35.50779048391824,False,False,six_nations_2026_r3,empirical_baseline,1,27.0,True
8524015,354888,France,138,Fabien Brau-Boirie,Centre,P,22.0,32.28362183538266,False,False,six_nations_2026_r3,empirical_baseline,1,22.0,True
8523997,136680,England,12,Ellis Genge,Prop,P,13.0,15.229187914506038,False,False,six_nations_2026_r3,p3_robust_native,1,13.0,False
8523997,142404,England,16,Ben Earl,Back-row,P,12.0,30.45938840641114,False,False,six_nations_2026_r3,p3_robust_native,1,12.0,True
8523997,148680,Ireland,20,Caelan Doris,Back-row,P,38.0,28.60591964084582,False,False,six_nations_2026_r3,p3_robust_native,1,38.0,True
8523997,186096,Ireland,29,Dan Sheehan,Hooker,P,43.0,22.2502956672833,False,False,six_nations_2026_r3,p3_robust_native,1,43.0,True
8523997,218742,England,39,Ollie Chessum,Second-row,P,14.0,19.85946284417957,False,False,six_nations_2026_r3,p3_robust_native,1,14.0,False
8523997,342324,England,44,Henry Pollock,Back-row,P,26.0,36.6761840115956,False,False,six_nations_2026_r3,p3_robust_native,1,26.0,True
8524006,131400,Scotland,58,Duhan van der Merwe,Back-three,P,5.0,30.692539595045467,False,False,six_nations_2026_r3,p3_robust_native,1,5.0,True
8524006,136776,Scotland,62,Huw Jones,Centre,P,14.0,24.315112407468156,False,False,six_nations_2026_r3,p3_robust_native,1,14.0,True
8524006,171582,Scotland,72,Kyle Steyn,Back-three,P,36.0,26.745408512492865,False,False,six_nations_2026_r3,p3_robust_native,1,36.0,False
8524006,219990,Wales,83,Archie Griffin,Prop,B,10.0,9.32045091236057,True,False,six_nations_2026_r3,p3_robust_native,3,30.0,False
8524006,232104,Wales,89,Dafydd Jenkins,Second-row,P,24.0,23.69933461177736,False,False,six_nations_2026_r3,p3_robust_native,1,24.0,True
8524015,129822,France,99,Thomas Ramos,Fly-half,P,56.0,42.90715485271233,False,True,six_nations_2026_r3,p3_robust_native,2,112.0,True
8524015,135318,France,103,Antoine Dupont,Scrum-half,P,41.0,42.571129832954746,False,False,six_nations_2026_r3,p3_robust_native,1,41.0,True
8524015,164232,Italy,110,Danilo Fischetti,Prop,P,6.0,14.378736163704833,False,False,six_nations_2026_r3,p3_robust_native,1,6.0,True
8524015,231684,France,128,Louis Bielle-Biarrey,Back-three,P,27.0,36.06287357897538,False,False,six_nations_2026_r3,p3_robust_native,1,27.0,True
8524015,354888,France,138,Fabien Brau-Boirie,Centre,P,22.0,31.35890857823637,False,False,six_nations_2026_r3,p3_robust_native,1,22.0,True
8524024,117936,Ireland,2,Jack Conan,Back-row,P,68.0,26.065636585096858,False,False,six_nations_2026_r4,empirical_baseline,1,68.0,False
8524024,148680,Ireland,23,Caelan Doris,Back-row,P,30.0,29.400029711647555,False,False,six_nations_2026_r4,empirical_baseline,1,30.0,True
8524024,178848,Wales,29,Dewi Lake,Hooker,P,32.0,22.61563286798568,False,False,six_nations_2026_r4,empirical_baseline,1,32.0,True
8524024,186198,Ireland,30,Robert Baloucoune,Back-three,P,16.0,32.450362847908394,False,False,six_nations_2026_r4,empirical_baseline,1,16.0,True
8524024,232104,Wales,41,Dafydd Jenkins,Second-row,P,32.0,23.395749949811403,False,False,six_nations_2026_r4,empirical_baseline,1,32.0,True
8524033,129822,France,57,Thomas Ramos,Back-three,P,45.0,37.05759271604253,False,True,six_nations_2026_r4,empirical_baseline,2,90.0,True
8524033,130290,Scotland,58,Pierre Schoeman,Prop,P,24.0,16.220000911418133,False,False,six_nations_2026_r4,empirical_baseline,1,24.0,True
8524033,135318,France,63,Antoine Dupont,Scrum-half,P,21.0,34.38735756381778,False,False,six_nations_2026_r4,empirical_baseline,1,21.0,True
8524033,169662,France,76,Matthieu Jalibert,Fly-half,P,14.0,35.401424089798304,False,False,six_nations_2026_r4,empirical_baseline,1,14.0,True
8524033,231684,France,86,Louis Bielle-Biarrey,Back-three,P,49.0,31.209077300063814,False,False,six_nations_2026_r4,empirical_baseline,1,49.0,True
8524042,142404,England,104,Ben Earl,Back-row,P,26.0,28.07944023707437,False,False,six_nations_2026_r4,empirical_baseline,1,26.0,True
8524042,164232,Italy,107,Danilo Fischetti,Prop,P,15.0,12.992713538360691,False,False,six_nations_2026_r4,empirical_baseline,1,15.0,False
8524042,198696,England,114,Alex Coles,Second-row,P,24.0,19.98502480223117,False,False,six_nations_2026_r4,empirical_baseline,1,24.0,False
8524042,213192,England,119,Tommy Freeman,Centre,P,21.0,26.693492435998746,False,False,six_nations_2026_r4,empirical_baseline,1,21.0,True
8524042,226818,Italy,126,Tommaso Menoncello,Centre,P,54.0,22.983067865258377,False,False,six_nations_2026_r4,empirical_baseline,1,54.0,False
8524042,342324,England,137,Henry Pollock,Back-row,B,0.0,11.898168339652024,True,False,six_nations_2026_r4,empirical_baseline,3,0.0,True
8524024,129840,Ireland,13,Stuart McCloskey,Centre,P,32.0,23.362742695429883,False,False,six_nations_2026_r4,p3_robust_native,1,32.0,False
8524024,136878,Ireland,18,Nick Timoney,Back-row,P,19.0,26.432011798116964,False,False,six_nations_2026_r4,p3_robust_native,1,19.0,False
8524024,148680,Ireland,23,Caelan Doris,Back-row,P,30.0,31.133762312847864,False,False,six_nations_2026_r4,p3_robust_native,1,30.0,True
8524024,178848,Wales,29,Dewi Lake,Hooker,P,32.0,21.62497565665597,False,False,six_nations_2026_r4,p3_robust_native,1,32.0,True
8524024,186198,Ireland,30,Robert Baloucoune,Back-three,P,16.0,30.525720334252284,False,False,six_nations_2026_r4,p3_robust_native,1,16.0,True
8524024,219996,Wales,37,Ben Carter,Second-row,P,24.0,20.164688342656763,False,False,six_nations_2026_r4,p3_robust_native,1,24.0,False
8524024,232104,Wales,41,Dafydd Jenkins,Second-row,P,32.0,24.234160109198392,False,False,six_nations_2026_r4,p3_robust_native,1,32.0,True
8524033,129822,France,57,Thomas Ramos,Back-three,P,45.0,35.49353763392956,False,False,six_nations_2026_r4,p3_robust_native,1,45.0,True
8524033,130290,Scotland,58,Pierre Schoeman,Prop,P,24.0,14.619358694456418,False,False,six_nations_2026_r4,p3_robust_native,1,24.0,True
8524033,135318,France,63,Antoine Dupont,Scrum-half,P,21.0,38.21189362066648,False,False,six_nations_2026_r4,p3_robust_native,1,21.0,True
8524033,169662,France,76,Matthieu Jalibert,Fly-half,P,14.0,41.09844892222091,False,True,six_nations_2026_r4,p3_robust_native,2,28.0,True
8524033,231684,France,86,Louis Bielle-Biarrey,Back-three,P,49.0,30.901745621507104,False,False,six_nations_2026_r4,p3_robust_native,1,49.0,True
8524042,136680,England,103,Ellis Genge,Prop,P,8.0,14.428310851481465,False,False,six_nations_2026_r4,p3_robust_native,1,8.0,False
8524042,142404,England,104,Ben Earl,Back-row,P,26.0,28.11963693437149,False,False,six_nations_2026_r4,p3_robust_native,1,26.0,True
8524042,213192,England,119,Tommy Freeman,Centre,P,21.0,25.434721652437275,False,False,six_nations_2026_r4,p3_robust_native,1,21.0,True
8524042,342324,England,137,Henry Pollock,Back-row,B,0.0,12.485608871285068,True,False,six_nations_2026_r4,p3_robust_native,3,0.0,True
8524051,117936,Ireland,7,Jack Conan,Back-row,P,24.0,26.864689055812104,False,False,six_nations_2026_r5,empirical_baseline,1,24.0,False
8524051,130290,Scotland,17,Pierre Schoeman,Prop,P,16.0,16.82672639765212,False,False,six_nations_2026_r5,empirical_baseline,1,16.0,True
8524051,130530,Scotland,18,Zander Fagerson,Prop,P,17.0,14.630579726516885,False,False,six_nations_2026_r5,empirical_baseline,1,17.0,True
8524051,148680,Ireland,28,Caelan Doris,Back-row,P,54.0,28.78429939816813,False,False,six_nations_2026_r5,empirical_baseline,1,54.0,True
