fixture_id,date,team,opponent,match_at,lock_at,timestamp_precision,ncr_gameday,ncr_fantasy_match_id
8393686,2023-01-14,Northampton Saints,Munster Rugby,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394127,2023-01-14,Lions,Stade Francais Paris,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394127,2023-01-14,Stade Francais Paris,Lions,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394136,2023-01-14,Bristol Bears,Zebre Parma,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394136,2023-01-14,Zebre Parma,Bristol Bears,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394154,2023-01-14,Glasgow Warriors,USAP,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394154,2023-01-14,USAP,Glasgow Warriors,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394163,2023-01-14,CA Brive,Connacht Rugby,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394163,2023-01-14,Connacht Rugby,CA Brive,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394181,2023-01-14,Bayonne,Benetton Rugby,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8394181,2023-01-14,Benetton Rugby,Bayonne,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,date,,
8393623,2023-01-15,Harlequins,Racing 92,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393623,2023-01-15,Racing 92,Harlequins,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393632,2023-01-15,Castres Olympique,Edinburgh Rugby,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393632,2023-01-15,Edinburgh Rugby,Castres Olympique,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393695,2023-01-15,London Irish,Stormers,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393695,2023-01-15,Stormers,London Irish,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8394199,2023-01-15,Cardiff Rugby,Newcastle Falcons,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8394199,2023-01-15,Newcastle Falcons,Cardiff Rugby,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8394208,2023-01-15,Bath Rugby,RC Toulon,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8394208,2023-01-15,RC Toulon,Bath Rugby,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00:00,date,,
8393722,2023-01-20,Bulls,Lyon,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8393722,2023-01-20,Lyon,Bulls,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8393794,2023-01-20,Leicester Tigers,Ospreys,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8393794,2023-01-20,Ospreys,Leicester Tigers,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394226,2023-01-20,RC Toulon,Zebre Parma,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394226,2023-01-20,Zebre Parma,RC Toulon,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394280,2023-01-20,Bath Rugby,Glasgow Warriors,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394280,2023-01-20,Glasgow Warriors,Bath Rugby,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394298,2023-01-20,Bristol Bears,USAP,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8394298,2023-01-20,USAP,Bristol Bears,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,date,,
8393704,2023-01-21,ASM Clermont Auvergne,Stormers,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393704,2023-01-21,Stormers,ASM Clermont Auvergne,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393713,2023-01-21,Gloucester Rugby,Union Bordeaux-Begles,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393713,2023-01-21,Union Bordeaux-Begles,Gloucester Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393749,2023-01-21,Sale Sharks,Ulster Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393749,2023-01-21,Ulster Rugby,Sale Sharks,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393758,2023-01-21,Castres Olympique,Exeter Chiefs,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393758,2023-01-21,Exeter Chiefs,Castres Olympique,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393776,2023-01-21,Northampton Saints,Stade Rochelais,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393776,2023-01-21,Stade Rochelais,Northampton Saints,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393785,2023-01-21,Harlequins,Sharks,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393785,2023-01-21,Sharks,Harlequins,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393803,2023-01-21,Leinster Rugby,Racing 92,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393803,2023-01-21,Racing 92,Leinster Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394244,2023-01-21,Benetton Rugby,Stade Francais Paris,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394244,2023-01-21,Stade Francais Paris,Benetton Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394253,2023-01-21,CA Brive,Cardiff Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394253,2023-01-21,Cardiff Rugby,CA Brive,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394262,2023-01-21,Bayonne,Scarlets,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394262,2023-01-21,Scarlets,Bayonne,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394271,2023-01-21,Connacht Rugby,Newcastle Falcons,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8394271,2023-01-21,Newcastle Falcons,Connacht Rugby,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,date,,
8393731,2023-01-22,London Irish,Montpellier Herault Rugby,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8393731,2023-01-22,Montpellier Herault Rugby,London Irish,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8393740,2023-01-22,Munster Rugby,Stade Toulousain,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8393740,2023-01-22,Stade Toulousain,Munster Rugby,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8393767,2023-01-22,Edinburgh Rugby,Saracens,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8393767,2023-01-22,Saracens,Edinburgh Rugby,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8394235,2023-01-22,Cheetahs,Section Paloise,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8394235,2023-01-22,Section Paloise,Cheetahs,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8394289,2023-01-22,Dragons RFC,Lions,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8394289,2023-01-22,Lions,Dragons RFC,2023-01-22 00:00:00+00:00,2023-01-22 00:00:00+00:00,date,,
8392777,2023-01-27,Bath Rugby,Sale Sharks,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8392777,2023-01-27,Sale Sharks,Bath Rugby,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8396962,2023-01-27,Stormers,Ulster Rugby,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8396962,2023-01-27,Ulster Rugby,Stormers,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8397007,2023-01-27,Bulls,Scarlets,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8397007,2023-01-27,Scarlets,Bulls,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,date,,
8388637,2023-01-28,Bayonne,CA Brive,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388637,2023-01-28,CA Brive,Bayonne,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388646,2023-01-28,Castres Olympique,Union Bordeaux-Begles,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388646,2023-01-28,Union Bordeaux-Begles,Castres Olympique,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388655,2023-01-28,ASM Clermont Auvergne,Lyon,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388655,2023-01-28,Lyon,ASM Clermont Auvergne,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388664,2023-01-28,Racing 92,Stade Rochelais,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388664,2023-01-28,Stade Rochelais,Racing 92,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388673,2023-01-28,RC Toulon,Section Paloise,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388673,2023-01-28,Section Paloise,RC Toulon,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388691,2023-01-28,Stade Francais Paris,USAP,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388691,2023-01-28,USAP,Stade Francais Paris,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392759,2023-01-28,Bristol Bears,Saracens,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392759,2023-01-28,Saracens,Bristol Bears,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392768,2023-01-28,Exeter Chiefs,Gloucester Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392768,2023-01-28,Gloucester Rugby,Exeter Chiefs,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392786,2023-01-28,Leicester Tigers,Northampton Saints,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8392786,2023-01-28,Northampton Saints,Leicester Tigers,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396980,2023-01-28,Benetton Rugby,Munster Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396980,2023-01-28,Munster Rugby,Benetton Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396989,2023-01-28,Dragons RFC,Glasgow Warriors,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396989,2023-01-28,Glasgow Warriors,Dragons RFC,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396998,2023-01-28,Connacht Rugby,Lions,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8396998,2023-01-28,Lions,Connacht Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8397016,2023-01-28,Edinburgh Rugby,Sharks,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8397016,2023-01-28,Sharks,Edinburgh Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8397025,2023-01-28,Cardiff Rugby,Leinster Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8397025,2023-01-28,Leinster Rugby,Cardiff Rugby,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00:00,date,,
8388682,2023-01-29,Montpellier Herault Rugby,Stade Toulousain,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8388682,2023-01-29,Stade Toulousain,Montpellier Herault Rugby,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8392795,2023-01-29,Harlequins,London Irish,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8392795,2023-01-29,London Irish,Harlequins,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8396971,2023-01-29,Ospreys,Zebre Parma,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8396971,2023-01-29,Zebre Parma,Ospreys,2023-01-29 00:00:00+00:00,2023-01-29 00:00:00+00:00,date,,
8380528,2023-02-04,Ireland,Wales,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8380528,2023-02-04,Wales,Ireland,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8380537,2023-02-04,England,Scotland,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8380537,2023-02-04,Scotland,England,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8388700,2023-02-04,ASM Clermont Auvergne,Castres Olympique,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388700,2023-02-04,Castres Olympique,ASM Clermont Auvergne,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388709,2023-02-04,CA Brive,USAP,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388709,2023-02-04,USAP,CA Brive,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388718,2023-02-04,Montpellier Herault Rugby,RC Toulon,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388718,2023-02-04,RC Toulon,Montpellier Herault Rugby,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388727,2023-02-04,Racing 92,Section Paloise,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388727,2023-02-04,Section Paloise,Racing 92,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388745,2023-02-04,Lyon,Stade Rochelais,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388745,2023-02-04,Stade Rochelais,Lyon,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388754,2023-02-04,Bayonne,Stade Toulousain,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8388754,2023-02-04,Stade Toulousain,Bayonne,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8396152,2023-02-04,Sharks,Stormers,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8396152,2023-02-04,Stormers,Sharks,2023-02-04 00:00:00+00:00,2023-02-04 00:00:00+00:00,date,,
8380546,2023-02-05,France,Italy,2023-02-05 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8380546,2023-02-05,Italy,France,2023-02-05 00:00:00+00:00,2023-02-04 00:00:00+00:00,round_date,,
8388736,2023-02-05,Stade Francais Paris,Union Bordeaux-Begles,2023-02-05 00:00:00+00:00,2023-02-05 00:00:00+00:00,date,,
8388736,2023-02-05,Union Bordeaux-Begles,Stade Francais Paris,2023-02-05 00:00:00+00:00,2023-02-05 00:00:00+00:00,date,,
8380555,2023-02-11,France,Ireland,2023-02-11 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8380555,2023-02-11,Ireland,France,2023-02-11 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8380564,2023-02-11,Scotland,Wales,2023-02-11 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8380564,2023-02-11,Wales,Scotland,2023-02-11 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8380573,2023-02-12,England,Italy,2023-02-12 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8380573,2023-02-12,Italy,England,2023-02-12 00:00:00+00:00,2023-02-11 00:00:00+00:00,round_date,,
8392813,2023-02-17,Bristol Bears,Newcastle Falcons,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8392813,2023-02-17,Newcastle Falcons,Bristol Bears,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8392822,2023-02-17,Gloucester Rugby,Harlequins,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8392822,2023-02-17,Harlequins,Gloucester Rugby,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8397034,2023-02-17,Glasgow Warriors,Ulster Rugby,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8397034,2023-02-17,Ulster Rugby,Glasgow Warriors,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8397043,2023-02-17,Munster Rugby,Ospreys,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8397043,2023-02-17,Ospreys,Munster Rugby,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,date,,
8388763,2023-02-18,Bayonne,Stade Francais Paris,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388763,2023-02-18,Stade Francais Paris,Bayonne,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388772,2023-02-18,Castres Olympique,Stade Rochelais,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388772,2023-02-18,Stade Rochelais,Castres Olympique,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388781,2023-02-18,Lyon,Montpellier Herault Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388781,2023-02-18,Montpellier Herault Rugby,Lyon,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388790,2023-02-18,CA Brive,Racing 92,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388790,2023-02-18,Racing 92,CA Brive,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388799,2023-02-18,RC Toulon,Stade Toulousain,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388799,2023-02-18,Stade Toulousain,RC Toulon,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388817,2023-02-18,Section Paloise,USAP,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388817,2023-02-18,USAP,Section Paloise,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8392840,2023-02-18,Northampton Saints,Sale Sharks,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8392840,2023-02-18,Sale Sharks,Northampton Saints,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8392849,2023-02-18,Bath Rugby,London Irish,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8392849,2023-02-18,London Irish,Bath Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397052,2023-02-18,Connacht Rugby,Zebre Parma,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397052,2023-02-18,Zebre Parma,Connacht Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397061,2023-02-18,Edinburgh Rugby,Scarlets,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397061,2023-02-18,Scarlets,Edinburgh Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397070,2023-02-18,Dragons RFC,Leinster Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397070,2023-02-18,Leinster Rugby,Dragons RFC,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397079,2023-02-18,Benetton Rugby,Cardiff Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397079,2023-02-18,Cardiff Rugby,Benetton Rugby,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397088,2023-02-18,Bulls,Stormers,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397088,2023-02-18,Stormers,Bulls,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397097,2023-02-18,Lions,Sharks,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8397097,2023-02-18,Sharks,Lions,2023-02-18 00:00:00+00:00,2023-02-18 00:00:00+00:00,date,,
8388808,2023-02-19,ASM Clermont Auvergne,Union Bordeaux-Begles,2023-02-19 00:00:00+00:00,2023-02-19 00:00:00+00:00,date,,
8388808,2023-02-19,Union Bordeaux-Begles,ASM Clermont Auvergne,2023-02-19 00:00:00+00:00,2023-02-19 00:00:00+00:00,date,,
8392831,2023-02-19,Leicester Tigers,Saracens,2023-02-19 00:00:00+00:00,2023-02-19 00:00:00+00:00,date,,
8392831,2023-02-19,Saracens,Leicester Tigers,2023-02-19 00:00:00+00:00,2023-02-19 00:00:00+00:00,date,,
8392867,2023-02-24,Bath Rugby,Bristol Bears,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8392867,2023-02-24,Bristol Bears,Bath Rugby,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8404873,2023-02-24,Chiefs,Crusaders,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8404873,2023-02-24,Crusaders,Chiefs,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8404882,2023-02-24,ACT Brumbies,NSW Waratahs,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8404882,2023-02-24,NSW Waratahs,ACT Brumbies,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00:00,date,,
8380582,2023-02-25,Ireland,Italy,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8380582,2023-02-25,Italy,Ireland,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8380591,2023-02-25,England,Wales,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8380591,2023-02-25,Wales,England,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8388835,2023-02-25,Bayonne,Castres Olympique,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388835,2023-02-25,Castres Olympique,Bayonne,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388844,2023-02-25,Lyon,Racing 92,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388844,2023-02-25,Racing 92,Lyon,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388853,2023-02-25,Montpellier Herault Rugby,Stade Francais Paris,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388853,2023-02-25,Stade Francais Paris,Montpellier Herault Rugby,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388862,2023-02-25,CA Brive,Stade Rochelais,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388862,2023-02-25,Stade Rochelais,CA Brive,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388871,2023-02-25,Section Paloise,Stade Toulousain,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388871,2023-02-25,Stade Toulousain,Section Paloise,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388880,2023-02-25,USAP,Union Bordeaux-Begles,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8388880,2023-02-25,Union Bordeaux-Begles,USAP,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392876,2023-02-25,Leicester Tigers,London Irish,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392876,2023-02-25,London Irish,Leicester Tigers,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392894,2023-02-25,Gloucester Rugby,Northampton Saints,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392894,2023-02-25,Northampton Saints,Gloucester Rugby,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392903,2023-02-25,Newcastle Falcons,Saracens,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8392903,2023-02-25,Saracens,Newcastle Falcons,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8396485,2023-02-25,Glasgow Warriors,Lions,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8396485,2023-02-25,Lions,Glasgow Warriors,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8396494,2023-02-25,Sharks,Ulster Rugby,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8396494,2023-02-25,Ulster Rugby,Sharks,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404891,2023-02-25,Fijian Drua,Moana Pasifika,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404891,2023-02-25,Moana Pasifika,Fijian Drua,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404900,2023-02-25,Blues,Highlanders,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404900,2023-02-25,Highlanders,Blues,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404909,2023-02-25,Hurricanes,Queensland Reds,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404909,2023-02-25,Queensland Reds,Hurricanes,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404918,2023-02-25,Melbourne Rebels,Western Force,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8404918,2023-02-25,Western Force,Melbourne Rebels,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,date,,
8380600,2023-02-26,France,Scotland,2023-02-26 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8380600,2023-02-26,Scotland,France,2023-02-26 00:00:00+00:00,2023-02-25 00:00:00+00:00,round_date,,
8388826,2023-02-26,ASM Clermont Auvergne,RC Toulon,2023-02-26 00:00:00+00:00,2023-02-26 00:00:00+00:00,date,,
8388826,2023-02-26,RC Toulon,ASM Clermont Auvergne,2023-02-26 00:00:00+00:00,2023-02-26 00:00:00+00:00,date,,
8392885,2023-02-26,Exeter Chiefs,Sale Sharks,2023-02-26 00:00:00+00:00,2023-02-26 00:00:00+00:00,date,,
8392885,2023-02-26,Sale Sharks,Exeter Chiefs,2023-02-26 00:00:00+00:00,2023-02-26 00:00:00+00:00,date,,
