candidate_id,year,weighting,time_half_life_days,n_estimators,num_leaves,seed,deviance__tries,deviance__try_assists,deviance__conversion_goals,deviance__missed_conversion_goals,deviance__penalty_goals,deviance__missed_penalty_goals,deviance__drop_goals_converted,deviance__drop_goal_missed,deviance__defenders_beaten,deviance__clean_breaks,deviance__offload,deviance__runs,deviance__tackles,deviance__missed_tackles,deviance__dominant_tackles,deviance__tackle_turnover,deviance__tackle_try_saver,deviance__rucks_won,deviance__rucks_lost,deviance__passes,deviance__bad_passes,deviance__lineouts_won,deviance__turnovers_conceded,deviance__penalties_conceded,deviance__yellow_cards,deviance__red_cards,deviance__metres,minutes_scaled_mae,raw_deviance,observable_points_mae,objective
3,2023,level_balanced,1095.0,220,31,17,0.4409793916057553,0.33719585309544076,0.1596520635846122,0.09126205908228903,0.1351745915601985,0.09113346001547996,0.029769556134123916,0.045058231661104786,0.7066336908398445,0.502699997586961,0.6195621386895636,0.30437829490761775,0.30852643945223573,0.628691665677221,0.6302689263302448,0.4779129055037805,0.042585023142845464,0.37702475295078247,0.5043244999599805,0.3468507403207844,0.5850932803995428,0.22864737219643033,0.6169671807110085,0.6586721925684911,0.09565412346640542,0.02548827263130815,1.3111615979815145,0.1251650910501036,0.22167981307590975,6.262186223217384,0.4721672620046051
3,2024,level_balanced,1095.0,220,31,17,0.4485534108833969,0.36527280750855656,0.1694781188825665,0.09401633706076971,0.13131613985703422,0.07010491487683228,0.015019131915074164,0.03972158162633654,0.6839020129885318,0.5039167888966294,0.6170542745553849,0.2890374537438254,0.30051348443124987,0.6019788195339569,0.6313689317293749,0.4198409098933252,0.1962862209756408,0.35220451763634486,0.4829760956312702,0.31730922367937053,0.5760009032249674,0.16954389528846173,0.6096751525748595,0.6447923102642348,0.12239547877881864,0.026043326247005803,1.2960041794365516,0.12015130780627559,0.2184282408005891,6.1881236682962495,0.4659531875324391
4,2022,level_balanced,547.5,220,31,17,0.46835047131879287,0.3390482889720161,0.17869373424432086,0.09708057048689854,0.15924660157824116,0.07445028265316296,0.027932876361976368,0.018792227795087307,0.7488446603269822,0.48934762081160893,0.6255917089411653,0.3291955090633865,0.3222420175034291,0.6827281348520764,0.7733960995405343,0.9328068806941973,0.2763774619153439,0.45823490245532694,0.5916127905152164,0.40116291555851774,0.6498150342760949,0.21421220187053344,0.644652415532829,0.6566687683313228,0.14678060118696645,0.026119932734087026,1.346782390376555,0.1336039049105629,0.2524782964971948,5.636999394107546,0.4779582722614966
4,2023,level_balanced,547.5,220,31,17,0.44212592334607187,0.33759541391636394,0.16071748607608163,0.09103865063680444,0.13271279926291343,0.09216209066030868,0.029607756439050816,0.04441702477514573,0.7064465080827301,0.5053392450292624,0.6260383345343546,0.3053187549361217,0.30777700998089214,0.6307208319508388,0.6306989623392851,0.47434091545179763,0.04268405082995883,0.3768219336255113,0.5041977199010669,0.34920389554980863,0.5850276689628463,0.23087589420281504,0.617995660737076,0.6581013166147353,0.09489392054121451,0.02595896785351814,1.311822545323999,0.12494182259386548,0.22173867404870307,6.280015438497573,0.472939291588606
4,2024,level_balanced,547.5,220,31,17,0.4495685193610926,0.366563430754401,0.16860713726908144,0.09374205232826487,0.13035108709764656,0.06981632335194117,0.016134243960298784,0.04105429399970152,0.68488805185686,0.5031037539517209,0.6172383049555763,0.29016282114590874,0.3012370830892882,0.6038769036837033,0.6291600416906663,0.4197271949068398,0.1955847694241471,0.34881542273656696,0.48455680403193024,0.31789356556709947,0.5780375616816316,0.17086643003299032,0.6111840284666623,0.645073915213601,0.12522817457536595,0.026510600102653454,1.295963332030515,0.1205939510896478,0.2189665363134075,6.191148707927012,0.466612484630488
5,2022,international_x2,,220,31,17,0.46222169068245905,0.33975040600740336,0.17339819722348185,0.09582006886034877,0.15790157114664574,0.07424346741378583,0.028032909274134415,0.01868409286655423,0.7472282867974686,0.48865445632243415,0.6249965660094741,0.3284052607336474,0.31996298831008785,0.6805916266725904,0.7719383554213962,0.9429931634937673,0.27771184700367724,0.4680292366454114,0.5939828293013464,0.4000164150520376,0.6474051111341429,0.21535705871575442,0.638267849688494,0.6536767917092459,0.1421801030938327,0.02628282516205035,1.351953191550614,0.13340467348515644,0.2518249182134707,5.6382742614793155,0.47735588867264334
5,2023,international_x2,,220,31,17,0.43935604455989696,0.3354720803542515,0.16019328525935578,0.09013783624394743,0.13390736555828128,0.0882362399786113,0.030597158352747768,0.04323888237147927,0.7051138655607789,0.5005035321065239,0.6217613077685864,0.3047934461400791,0.309111593826111,0.6273690667738031,0.6282812420930071,0.47603077324047127,0.04307212700406197,0.3788284433700935,0.5049306053633609,0.3461751302020256,0.5846555200094765,0.2279821625929354,0.6149053162473809,0.658802599447338,0.09506541589205746,0.024867532457417515,1.324547844506062,0.1253156366766434,0.2214063169582663,6.271437176954926,0.47226380403646334
5,2024,international_x2,,220,31,17,0.4454254806466827,0.36152146759797255,0.1537373059175801,0.09011917658707233,0.11932198966118929,0.0681113149637933,0.015651616859848005,0.038536684923650255,0.6834366967218318,0.49829904375321526,0.6142769917590108,0.28798555221528177,0.3007452554545538,0.6015272898357039,0.6259915800136197,0.41478162683190123,0.18108235627164287,0.35063634745492867,0.4799070440668043,0.3164897388191797,0.5746606824973678,0.16759973950283033,0.6097035440381944,0.6425643591744092,0.1180806123778016,0.024986789378694547,1.3105092829246885,0.11963967068434993,0.216555189860042,6.185532726602519,0.4639764989241427
6,2022,international_x2,1095.0,220,31,17,0.45987705124548367,0.33868759217910005,0.17657283886606007,0.09692771577568612,0.16143002530620754,0.07402156892594595,0.02786144066351436,0.01837512891697203,0.7451057764316503,0.4901511281784954,0.6220062037216327,0.32914945480533203,0.3218988503149432,0.6803672893341302,0.7728226845222891,0.9373760187372696,0.27750003288275416,0.46153551782331603,0.5947933765148319,0.40221758922661516,0.649320251713239,0.2157656753550386,0.6422812338719969,0.655609960593041,0.1430160220577483,0.026255060517695616,1.3473665878828895,0.1340033579146252,0.2517789238819646,5.636588702200708,0.4772424719699929
6,2023,international_x2,1095.0,220,31,17,0.44051831289110355,0.3374452170670015,0.16103952151744097,0.08840270230166072,0.13558009671641097,0.08900047336839229,0.030969687720101637,0.04403753351725561,0.7051791821663456,0.5000879460051334,0.6215763213948414,0.3045208884216952,0.3075780539049034,0.6284940000303423,0.6283797330917946,0.47767405375886,0.04422270481204386,0.37632223925541025,0.5033613067180862,0.34672484362633565,0.5857110482218634,0.22586844180513418,0.6168999457570536,0.6575142683780787,0.09391094996111884,0.026356643222910526,1.3272917047823978,0.1250583109139387,0.22162685911755434,6.276318050835753,0.4726795811509845
6,2024,international_x2,1095.0,220,31,17,0.4437580944013152,0.36099377365187246,0.1539403071467952,0.09362298648341943,0.11931737666107095,0.06971425621300253,0.014576084644010896,0.03869329646657757,0.6840112181407226,0.500457277263794,0.6134844195913354,0.2880013862229204,0.3010950474770621,0.600797207839646,0.6274172940108997,0.41634791722162195,0.18060001136898288,0.34779233556428063,0.4811537285644003,0.31807766744204163,0.5746044881106684,0.16870795545654074,0.6105277458199476,0.6432649642624872,0.1197021105386481,0.02481379768056541,1.3115544592750565,0.11937233759425445,0.21640143938080109,6.190051976418089,0.46400351843752463
7,2022,international_x4,1095.0,260,31,17,0.46654849022269174,0.3427685747221122,0.18211788087843497,0.09782056686484865,0.16656575587708286,0.07604185123195792,0.027862172161299544,0.018208087232297235,0.751150889804717,0.4924656874208785,0.6266922687405516,0.3288055863728523,0.3245440132260213,0.683289774536578,0.7990895217416205,0.9566906977782332,0.28499451311167023,0.46783808692682716,0.6050423926931351,0.40328422069135744,0.6579637378293813,0.22010851203984053,0.646676831736279,0.6586800102571342,0.14578993675697535,0.026701264078258173,1.339002885697384,0.13540024302437006,0.2549549427597641,5.646901559763039,0.48083100515028565
7,2023,international_x4,1095.0,260,31,17,0.43963550278641633,0.337386657144069,0.16631301579109525,0.09252943063308958,0.13959510284278717,0.09581393107632556,0.030358618363372607,0.04733452435915184,0.709624530859356,0.5070653788152933,0.6229144256731446,0.30539283169278,0.308821253080509,0.6320638277710691,0.6295433485012405,0.49028137274342803,0.03446164609317095,0.3808733523018356,0.507018938024753,0.3450966560804984,0.5891736130887467,0.2311576475133874,0.6206607498861264,0.6568125540207117,0.09816491712133195,0.02719985551601299,1.2836564522355374,0.12457444859308964,0.22218849189789927,6.256926756237352,0.4724655621473933
7,2024,international_x4,1095.0,260,31,17,0.4488714990257616,0.36518836257200504,0.16640754576287553,0.09222358210863539,0.12835639804052326,0.07143668530677899,0.01579051163978137,0.041394714115336184,0.6867944039630923,0.5030081044777032,0.6142375507171873,0.2891991166689,0.3008062570102855,0.6019530756973925,0.6288117194762826,0.42088175719989623,0.19856297342131796,0.3522518457220602,0.4851096970690291,0.31806423193305705,0.5772947290051946,0.16759079358258755,0.6111171461036807,0.6453307418393963,0.1235239855563425,0.026974541908712308,1.2846046488212586,0.11992700362591528,0.21835025150909362,6.180459341770847,0.4655686251799275
