fantasy_id,player_id,player_name,team,opponent,position,started,engine,expected_points,p10,median,p90,p_play,expected_minutes
208971,150600,Franco Molina,Argentina,England,Second-row,False,baseline,6.62925,0.0,5.0,14.0,,16.564046719744006
174268,136854,Jeremy Loughman,Ireland,New Zealand,Prop,False,baseline,6.61525,0.0,5.0,14.0,,19.33402888264226
240916,337350,Boris Wenger,Argentina,England,Prop,False,baseline,6.59175,0.0,5.0,14.0,,17.01758807069561
196853,203208,Thomas Clarkson,Ireland,New Zealand,Prop,False,baseline,6.57425,0.0,5.0,14.0,,19.054215805860057
229690,225984,Jan-Hendrik Wessels,South Africa,Wales,Prop,False,baseline,6.561,0.0,5.0,14.0,,18.26952036403618
246851,359274,Toms Rapetti,Argentina,England,Prop,False,baseline,6.49425,0.0,5.0,14.0,,17.268271702689418
110319,121974,Nicky Smith,Wales,South Africa,Prop,False,baseline,6.45675,0.0,5.0,14.0,,21.845460068294237
251438,371586,Keijiro Tamefusa,Japan,France,Prop,False,baseline,6.264,0.0,5.0,14.0,,20.23063106420678
164759,203046,Ben Warren,Wales,South Africa,Prop,False,baseline,6.23825,0.0,5.0,13.0,,21.007902323583053
261209,370146,Sojiro Otsuka,Japan,France,Prop,False,baseline,6.224,0.0,5.0,14.0,,20.23063106420678
229255,225720,Cortez Ratima,New Zealand,Ireland,Scrum-half,False,baseline,6.2175,0.0,4.0,15.0,,17.720599497353145
113765,124464,Peceli Yato,Fiji,Scotland,Back-row,False,baseline,6.08425,0.0,5.0,14.0,,19.78144931206672
174208,220128,Riccardo Favretto,Italy,Australia,Second-row,False,baseline,6.04575,0.0,5.0,14.0,,17.9317511131352
237261,231564,Alex Samuel,Scotland,Fiji,Second-row,False,baseline,5.9645,0.0,5.0,14.0,,17.497131948179085
237231,231804,Mirco Spagnolo,Italy,Australia,Prop,False,baseline,5.9635,0.0,5.0,13.0,,20.496320894957684
196669,130530,Zander Fagerson,Scotland,Fiji,Prop,False,baseline,5.8875,0.0,5.0,13.0,,20.182328188283496
172284,220782,Muhamed Hasa,Italy,Australia,Prop,False,baseline,5.82875,0.0,4.0,13.0,,20.496320894957684
157406,114804,Bundee Aki,Ireland,New Zealand,Centre,False,baseline,5.80525,0.0,4.0,14.0,,21.46776184224018
180382,148386,Bautista Delguy,Argentina,England,Back-three,False,baseline,5.7785,0.0,4.0,15.0,,18.384787529378148
222920,220296,Gregor Brown,Scotland,Fiji,Second-row,False,baseline,5.7575,0.0,4.0,13.0,,17.45760274031818
127914,128820,Andre Esterhuizen,South Africa,Wales,Centre,False,baseline,5.69425,0.0,4.0,15.0,,23.228662363440357
153525,134172,Rory Sutherland,Scotland,Fiji,Prop,False,baseline,5.6375,0.0,4.0,13.0,,19.97400737886742
241689,262248,Nicolas Depoortere,France,Japan,Centre,False,baseline,5.5965,-0.0999999999999659,4.0,14.0,,17.986771857900052
237078,234822,Canan Moodie,South Africa,Wales,Back-three,False,baseline,5.56125,0.0,4.0,14.0,,18.21369515926129
154458,113040,Matias Moroni,Argentina,England,Centre,False,baseline,5.477,0.0,4.0,14.0,,21.04826129104786
251198,368232,Lachlan Shaw,Australia,Italy,Second-row,False,baseline,5.30575,0.0,4.0,13.0,,18.899693429551267
170835,66978,James Slipper,Australia,Italy,Prop,False,baseline,5.295,-1.0,4.0,13.0,,21.379399139114565
182833,131862,Taniela Tupou,Australia,Italy,Prop,False,baseline,5.28025,-1.0,4.0,13.0,,20.241486275528935
246860,358770,Mesake Vocevoce,Fiji,Scotland,Second-row,False,baseline,5.20275,-1.0,4.0,13.0,,20.991330407218022
166930,fantasy_166930,Peni Ravai Kovekalou,Fiji,Scotland,Prop,False,baseline,5.1415,-1.0,4.0,13.0,,20.878298941308486
249307,363636,Ellis Mee,Wales,South Africa,Back-three,False,baseline,5.09925,-1.0,3.0,13.0,,21.836924999174265
244984,346278,Agustin Moyano,Argentina,England,Scrum-half,False,baseline,5.04475,0.0,3.0,13.0,,14.391678549396511
164150,146754,Darcy Graham,Scotland,Fiji,Back-three,False,baseline,5.042,-1.0,3.0,13.0,,20.017340468286314
133457,150468,Antoine Hastoy,France,Japan,Fly-half,False,baseline,5.041,-1.0,3.0,13.0,,16.343597960225612
199383,148890,Ciaran Frawley,Ireland,New Zealand,Fly-half,False,baseline,5.02775,-1.0,3.0,14.0,,16.343597960225612
156336,201012,Tom Wright,Australia,Italy,Back-three,False,baseline,5.0185,-1.0,3.0,13.0,,20.68762005538734
191608,114744,Cobus Reinach,South Africa,Wales,Scrum-half,False,baseline,4.9435,-1.0,3.0,13.0,,19.81972756490801
109697,219972,Nolann le Garrec,France,Japan,Scrum-half,False,baseline,4.85875,-1.0,3.0,14.0,,15.406834254877415
237803,243102,Kalaveti Ravouvou,Fiji,Scotland,Back-three,False,baseline,4.82625,-1.0,3.0,13.0,,23.6282554280614
105642,203124,Craig Casey,Ireland,New Zealand,Scrum-half,False,baseline,4.75975,-1.0,3.0,13.0,,16.085442576209697
124812,169026,Filimoni Botitu,Fiji,Scotland,Centre,False,baseline,4.71175,-1.0,3.0,13.0,,23.986462543059467
130282,117834,Tommaso Allan,Italy,Australia,Fly-half,False,baseline,4.47075,-1.0,3.0,13.0,,16.966273672756323
236606,231834,Leonardo Marin,Italy,Australia,Fly-half,False,baseline,4.47025,-1.0,3.0,13.0,,16.718737484489058
117646,187842,Ben Donaldson,Australia,Italy,Fly-half,False,baseline,4.4455,-1.0,3.0,13.0,,17.00358975900128
118619,203076,Sam Costelow,Wales,South Africa,Fly-half,False,baseline,4.432,-1.0,3.0,13.0,,18.933654371379276
136509,206712,Fergus Burke,Scotland,Fiji,Fly-half,False,baseline,4.39875,-1.0,2.0,13.0,,16.48383766698331
190215,135900,Kieran Hardy,Wales,South Africa,Scrum-half,False,baseline,4.38575,-1.0,2.0,13.0,,19.527221290699014
224905,129792,George Horne,Scotland,Fiji,Scrum-half,False,baseline,4.33425,-1.0,2.0,12.0,,17.48371904564744
134407,180450,Alessandro Fusco,Italy,Australia,Scrum-half,False,baseline,4.2745,-1.0,2.0,13.0,,18.079308163880988
255945,372078,Itsuki Kamimura,Japan,France,Scrum-half,False,baseline,4.17075,-1.0,2.0,12.0,,17.762768844450967
210952,164268,Tate McDermott,Australia,Italy,Scrum-half,False,baseline,4.00625,-1.0,2.0,12.0,,17.68019516083008
161973,206814,Simione Kuruvoli,Fiji,Scotland,Scrum-half,False,baseline,3.85975,-2.0,2.0,12.0,,20.311428006844025
