engine,rubric,tournament,fold,mae,spearman,mean_capture,slates
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,pacific_nations_cup,pacific_nations_cup_2025,7.6713804806536405,0.627651257433059,0.7714661341050267,4
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,rugby_championship,rugby_championship_2022,5.4703913964305215,0.6168013448795212,0.7931228199897994,6
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,rugby_championship,rugby_championship_2023,5.8324945409959055,0.6583414861116489,0.8307467446693103,3
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,rugby_championship,rugby_championship_2024,5.587609429553699,0.673452004287817,0.821603708242819,6
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,rugby_championship,rugby_championship_2025,6.0661235015293045,0.6052040992518722,0.7663726546664358,6
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,rugby_world_cup,rugby_world_cup_2023,6.415228495062808,0.6214577553579157,0.7675142074585144,9
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,six_nations,six_nations_2022,5.582070869250261,0.6577045478410743,0.7899833510862193,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,six_nations,six_nations_2023,5.541579836031924,0.6943970701410719,0.7989448932846607,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,six_nations,six_nations_2024,5.263107301802754,0.6864890554125541,0.8173776348978044,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,six_nations,six_nations_2025,6.001173365863518,0.6499995968573009,0.7881793952993938,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,six_nations,six_nations_2026,5.987229740767208,0.6934253622158311,0.8206183492364699,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,summer_internationals,summer_internationals_2022,6.381189587816967,0.5555922225069554,0.7179168990502831,5
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,summer_internationals,summer_internationals_2023,5.879854531242246,0.5778789579398915,0.7472034575077151,6
empirical_empirical_t3_eb_off_ebk_head_only,six_nations,summer_internationals,summer_internationals_2024,8.27783664981814,0.6079974062145309,0.2900938079641656,2
