fantasy_id,fixture_id,player_id,player_name,team,opponent,position,started,engine,expected_points,p10,median,p90,p_play,expected_minutes,career_matches
200003,291583,118578,Pablo Matera,Argentina,Wales,Back-row,False,p3_event_50,7.34075,0.0,5.0,17.0,,22.21072411104373,0.0
202570,291586,124296,Tom Staniforth,France,Australia,Second-row,False,p3_event_50,7.33625,0.0,6.0,16.0,,21.454500379964173,0.0
100192,291585,141990,Josh Bayliss,Scotland,South Africa,Back-row,False,p3_event_50,7.3005,0.0,6.0,16.0,,19.793359604324444,0.0
250771,291588,fantasy_250771,Bryn Ward,Ireland,Japan,Back-row,False,p3_event_50,7.2215,0.0,5.0,17.0,,18.870136498822546,0.0
261209,291588,370146,Sojiro Otsuka,Japan,Ireland,Prop,False,p3_event_50,7.20525,1.0,6.0,16.0,,22.14384089885207,0.0
207343,291585,178674,Grant Williams,South Africa,Scotland,Scrum-half,False,p3_event_50,7.14775,0.0,5.0,18.0,,21.36018345462416,0.0
251438,291588,371586,Keijiro Tamefusa,Japan,Ireland,Prop,False,p3_event_50,7.125,1.0,6.0,15.0,,21.149714705178273,0.0
110905,291585,185646,Ben-Jason Dixon,South Africa,Scotland,Back-row,False,p3_event_50,7.08175,0.0,6.0,16.0,,24.36803277236017,0.0
246824,291585,342540,Zac Porthen,South Africa,Scotland,Prop,False,p3_event_50,7.08,0.0,6.0,16.0,,24.36590077952555,0.0
136947,291586,161034,Brandon Paenga-Amosa,Australia,France,Hooker,False,p3_event_50,7.05275,0.0,5.0,16.0,,21.595524398146345,0.0
245177,291588,353844,Tiennan Costley,Japan,Ireland,Back-row,False,p3_event_50,7.02875,0.0,6.0,16.0,,16.227402808634007,0.0
174208,291587,220128,Riccardo Favretto,Italy,New Zealand,Second-row,False,p3_event_50,7.02525,0.0,6.0,15.0,,18.36131649772748,0.0
229431,291587,fantasy_229431,Anton Segner,New Zealand,Italy,Back-row,False,p3_event_50,6.9975,0.0,5.0,17.0,,18.636498783423136,0.0
132322,291586,224352,Killian Tixeront,France,Australia,Back-row,False,p3_event_50,6.94475,0.0,5.0,16.0,,21.282818186900556,0.0
169185,291583,203082,Teddy Williams,Wales,Argentina,Second-row,False,p3_event_50,6.73825,0.0,5.0,15.0,,20.29459789934647,0.0
208971,291583,150600,Franco Molina,Argentina,Wales,Second-row,False,p3_event_50,6.73825,0.0,5.0,16.0,,21.434788574053762,0.0
237237,291588,fantasy_237237,Sam Illo,Ireland,Japan,Prop,False,p3_event_50,6.71875,0.0,5.0,16.0,,21.81402925467969,0.0
170835,291586,66978,James Slipper,Australia,France,Prop,False,p3_event_50,6.7005,0.0,5.0,15.0,,24.555019641898628,0.0
109697,291586,219972,Nolann le Garrec,France,Australia,Scrum-half,False,p3_event_50,6.622,-1.0,4.0,18.0,,20.50712607645828,0.0
164759,291583,203046,Ben Warren,Wales,Argentina,Prop,False,p3_event_50,6.60575,0.0,6.0,15.0,,22.80392651848578,0.0
108021,291586,116592,Jefferson Poirot,France,Australia,Prop,False,p3_event_50,6.59625,0.0,5.0,15.0,,24.111451252397735,0.0
243167,291583,366690,Kane James,Wales,Argentina,Back-row,False,p3_event_50,6.54625,0.0,5.0,15.0,,17.600606777951555,0.0
235935,291583,208518,Ignacio Ruiz,Argentina,Wales,Hooker,False,p3_event_50,6.53325,0.0,5.0,16.0,,20.785764329169993,0.0
155619,291583,207192,Francisco Coria Marchetti,Argentina,Wales,Prop,False,p3_event_50,6.389,0.0,5.0,15.099999999999909,,24.42489952400299,0.0
237261,291585,231564,Alex Samuel,Scotland,South Africa,Second-row,False,p3_event_50,6.3445,0.0,5.0,14.0,,17.198464119174645,0.0
113831,291587,134226,George Bower,New Zealand,Italy,Prop,False,p3_event_50,6.3155,0.0,5.0,15.0,,22.18958875022342,0.0
229690,291585,225984,Jan-Hendrik Wessels,South Africa,Scotland,Prop,False,p3_event_50,6.31375,-0.0999999999999659,4.0,16.0,,21.793543158880194,0.0
163209,291584,fantasy_163209,George Kloska,England,Fiji,Prop,False,p3_event_50,6.23225,0.0,5.0,15.0,,21.78793878869884,0.0
166930,291584,fantasy_166930,Peni Ravai Kovekalou,Fiji,England,Prop,False,p3_event_50,6.232,0.0,5.0,15.0,,21.81402925467969,0.0
153142,291586,182262,Nick Champion de Crespigny,Australia,France,Back-row,False,p3_event_50,6.2155,0.0,5.0,15.0,,18.846407333583798,0.0
239482,291584,348570,Asher Opoku-Fordjour,England,Fiji,Prop,False,p3_event_50,6.179,0.0,5.0,15.0,,22.18048053779237,0.0
116189,291587,198180,Pasilio Tosi,New Zealand,Italy,Prop,False,p3_event_50,6.13225,0.0,5.0,15.0,,20.934807926280506,0.0
192769,291583,185436,Ignacio Mendy,Argentina,Wales,Back-three,False,p3_event_50,6.1165,0.0,4.0,16.0,,19.515291004741034,0.0
251198,291586,368232,Lachlan Shaw,Australia,France,Second-row,False,p3_event_50,6.0455,0.0,4.0,14.0,,18.629084910072564,0.0
210952,291586,164268,Tate McDermott,Australia,France,Scrum-half,False,p3_event_50,6.0415,-1.0,4.0,16.0,,22.998685597731402,0.0
229852,291586,227784,Tevita Tatafu,France,Australia,Prop,False,p3_event_50,5.96,-1.0,4.0,15.0,,22.578176335412493,0.0
153525,291585,134172,Rory Sutherland,Scotland,South Africa,Prop,False,p3_event_50,5.958,0.0,5.0,14.0,,20.44169146181806,0.0
202316,291584,171126,Frank Lomani,Fiji,England,Scrum-half,False,p3_event_50,5.958,-1.0,4.0,16.0,,23.57181452095049,0.0
182833,291586,131862,Taniela Tupou,Australia,France,Prop,False,p3_event_50,5.9245,-1.0,4.0,15.0,,24.974564734759287,0.0
254559,291588,fantasy_254559,Billy Bohan,Ireland,Japan,Prop,False,p3_event_50,5.8965,0.0,4.0,14.0,,21.81402925467969,0.0
172024,291587,fantasy_172024,Josh Moorby,New Zealand,Italy,Back-three,False,p3_event_50,5.878,-1.0,3.0,16.0,,19.119493380926592,0.0
120767,291583,187290,Louis Rees-Zammit,Wales,Argentina,Back-three,False,p3_event_50,5.752,-1.0,4.0,16.0,,29.52998263555614,0.0
152990,291584,169128,Temo Mayanavanua,Fiji,England,Second-row,False,p3_event_50,5.56925,0.0,4.0,14.0,,18.58717474215812,0.0
252989,291584,fantasy_252989,Noah Caluori,England,Fiji,Back-three,False,p3_event_50,5.4525,-1.0,3.0,15.0,,19.254049718989148,0.0
102792,291587,128790,Anton Lienert-Brown,New Zealand,Italy,Centre,False,p3_event_50,5.35575,0.0,3.0,15.0,,18.33512629261136,0.0
157406,291588,114804,Bundee Aki,Ireland,Japan,Centre,False,p3_event_50,5.3195,-1.0,3.0,14.0,,20.44482354492231,0.0
251584,291583,349518,Simon Benitez Cruz,Argentina,Wales,Scrum-half,False,p3_event_50,5.255,-1.0,3.0,15.0,,21.603015335759828,0.0
239229,291586,238278,Hugo Auradou,France,Australia,Second-row,False,p3_event_50,5.16425,-1.0,4.0,14.0,,19.933891299119992,0.0
236722,291585,235254,Quan Horn,South Africa,Scotland,Back-three,False,p3_event_50,5.1385,0.0,3.0,15.0,,20.976678002078224,0.0
229255,291587,225720,Cortez Ratima,New Zealand,Italy,Scrum-half,False,p3_event_50,5.07125,-1.0,2.0,15.0,,18.145404901732675,0.0
208037,291585,203400,Will Hurd,Scotland,South Africa,Prop,False,p3_event_50,5.034,-1.0,4.0,12.0,,18.502559257479653,0.0
154458,291583,113040,Matias Moroni,Argentina,Wales,Centre,False,p3_event_50,4.979,-1.0,3.0,14.0,,20.709741365217855,0.0
186092,291586,173220,Filipo Daugunu,Australia,France,Back-three,False,p3_event_50,4.85775,-1.0,2.0,15.0,,19.333359344616838,0.0
176354,291588,201750,Nathan Doak,Ireland,Japan,Scrum-half,False,p3_event_50,4.80675,-1.0,3.0,14.0,,19.92697947729663,0.0
182760,291583,169530,Mayco Vivas,Argentina,Wales,Prop,False,p3_event_50,4.71125,-1.0,3.0,13.0,,20.03771231940567,0.0
149746,291585,163866,Stafford McDowall,Scotland,South Africa,Centre,False,p3_event_50,4.5765,-1.0,2.0,14.0,,19.975274106559127,0.0
255945,291588,372078,Itsuki Kamimura,Japan,Ireland,Scrum-half,False,p3_event_50,4.34425,-1.0,2.0,13.0,,18.42377964382768,0.0
178222,291586,173226,Jock Campbell,Australia,France,Back-three,False,p3_event_50,4.24375,-1.0,2.0,13.0,,20.36256717129627,0.0
217606,291584,fantasy_217606,Benhard Janse van Rensburg,England,Fiji,Centre,False,p3_event_50,4.18725,-1.0,2.0,12.0,,17.81098389551288,0.0
186214,291583,177912,Max Llewellyn,Wales,Argentina,Centre,False,p3_event_50,4.0855,-1.0,2.0,13.0,,18.532600705807862,0.0
190215,291583,135900,Kieran Hardy,Wales,Argentina,Scrum-half,False,p3_event_50,4.012,-2.0,1.0,13.0,,17.805247457190593,0.0
188115,291588,179142,Harry Byrne,Ireland,Japan,Fly-half,False,p3_event_50,3.992,-1.0,2.0,12.0,,16.492113320600293,0.0
236606,291587,231834,Leonardo Marin,Italy,New Zealand,Fly-half,False,p3_event_50,3.96375,-2.0,2.0,12.0,,18.518302422830743,0.0
243508,291585,242766,Tom Jordan,Scotland,South Africa,Centre,False,p3_event_50,3.83475,-2.0,2.0,13.0,,17.235369967343857,0.0
177559,291584,142356,Alex Mitchell,England,Fiji,Scrum-half,False,p3_event_50,3.52675,-2.0,1.0,12.0,,16.289798485595345,0.0
236573,291587,231774,Alessandro Garbisi,Italy,New Zealand,Scrum-half,False,p3_event_50,3.22375,-2.0,0.0,12.0,,18.47434785419326,0.0
246864,291584,215232,Isaiah Armstrong-Ravula,Fiji,England,Fly-half,False,p3_event_50,2.59575,-1.0,0.0,9.0,,14.323735492684774,0.0
