id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,wr_margin,weather_att,per80,exp_min,fantasy_id,expected_points,starter_exp,supersub_exp
154458,Matias Moroni,Argentina,2,Centre,5.5,0.5,B,Wales,True,49,1645,20.2,1.0,18.0,20.6,154458,4.979,4.979,14.937000000000001
237231,Mirco Spagnolo,Italy,1,Prop,4.0,0.3,B,New Zealand,False,25,1447,-33.5,0.962,17.58,24.3,237231,8.49775,8.49775,25.49325
237261,Alex Samuel,Scotland,1,Lock,3.5,0.2,B,South Africa,False,4,1891,-25.7,1.0,11.51,28.0,237261,6.3445,6.3445,19.0335
110891,Stephen Varney,Italy,1,Scrum Half,4.0,2.9,P,New Zealand,False,39,2848,-33.5,0.962,9.76,59.7,110891,10.54125,10.54125,5.270625
153525,Rory Sutherland,Scotland,1,Prop,4.0,0.2,B,South Africa,False,42,1211,-25.7,1.0,14.68,18.3,153525,5.958,5.958,17.874000000000002
236606,Leonardo Marin,Italy,1,Fly Half,4.0,0.1,B,New Zealand,False,24,1662,-33.5,0.962,13.75,12.0,236606,3.96375,3.96375,11.89125
240916,Boris Wenger,Argentina,2,Prop,4.0,0.2,P,Wales,True,7,392,20.2,1.0,15.69,72.0,240916,13.45975,13.45975,6.729875
235935,Ignacio Ruiz,Argentina,2,Hooker,4.0,0.2,B,Wales,True,28,1936,20.2,1.0,17.97,14.7,235935,6.53325,6.53325,19.59975
174208,Riccardo Favretto,Italy,1,Lock,4.0,0.1,B,New Zealand,False,14,1956,-33.5,0.962,13.95,16.1,174208,7.02525,7.02525,21.07575
170835,James Slipper,Australia,2,Prop,4.0,0.2,B,France,True,56,2086,-4.9,1.0,14.09,25.4,170835,6.7005,6.7005,20.1015
147486,Tadhg Beirne,Ireland,1,Lock,7.5,9.7,P,Japan,False,63,0,19.8,0.998,12.55,73.9,147486,18.699,18.699,9.3495
156918,Tommy Freeman,England,1,Back Three,7.0,15.7,P,Fiji,False,34,4412,2.8,1.0,22.1,76.2,156918,19.2445,19.2445,9.62225
180382,Bautista Delguy,Argentina,2,Back Three,5.0,3.1,P,Wales,True,26,4083,20.2,1.0,18.46,66.1,180382,15.18075,15.18075,7.590375
130282,Tommaso Allan,Italy,1,Fly Half,5.0,0.4,P,New Zealand,False,35,2621,-33.5,0.962,10.59,73.3,130282,13.34575,13.34575,6.672875
229826,Jamie Osborne,Ireland,1,Centre,5.0,5.8,P,Japan,False,17,2916,19.8,0.998,16.99,72.8,229826,14.81325,14.81325,7.406625
249307,Ellis Mee,Wales,1,Back Three,4.5,0.2,P,Argentina,False,9,2321,-20.2,1.0,11.01,69.9,249307,11.001,11.001,5.5005
138016,Henry Slade,England,1,Centre,4.0,0.6,P,Fiji,False,45,3985,2.8,1.0,14.36,74.6,138016,12.08725,12.08725,6.043625
161973,Simione Kuruvoli,Fiji,2,Scrum Half,4.0,0.3,P,England,True,25,852,-2.8,1.0,16.91,68.2,161973,13.841,13.841,6.9205
157406,Bundee Aki,Ireland,1,Centre,6.0,3.5,B,Japan,False,48,2866,19.8,0.998,18.06,26.7,157406,5.3195,5.3195,15.958499999999999
157863,Finn Russell,Scotland,1,Fly Half,8.5,17.1,P,South Africa,False,50,4810,-25.7,1.0,16.64,74.8,157863,16.0125,16.0125,8.00625
219771,Handre Pollard,South Africa,2,Fly Half,8.0,1.5,P,Scotland,True,34,3457,25.7,1.0,20.84,69.3,219771,20.52125,20.52125,10.260625
204526,Marcos Kremer,Argentina,2,Loose Forward,6.0,1.2,P,Wales,True,53,3253,20.2,1.0,10.26,71.8,204526,14.76975,14.76975,7.384875
225671,Samisoni Taukeiaho,New Zealand,2,Hooker,6.0,1.0,B,Italy,True,43,1946,33.5,0.962,27.02,24.1,225671,8.424,8.424,25.272
156336,Tom Wright,Australia,2,Back Three,6.0,1.3,P,France,True,44,2720,-4.9,1.0,13.0,74.4,156336,12.6215,12.6215,6.31075
114362,Evan Roos,South Africa,2,Loose Forward,5.5,0.3,P,Scotland,True,8,2846,25.7,1.0,21.18,49.5,114362,22.81775,22.81775,11.408875
103440,Federico Ruzza,Italy,1,Lock,5.5,0.4,B,New Zealand,False,53,2440,-33.5,0.962,14.79,21.4,103440,7.819,7.819,23.457
153215,Aphelele Fassi,South Africa,2,Back Three,5.5,0.3,P,Scotland,True,16,2200,25.7,1.0,17.21,68.6,153215,16.33325,16.33325,8.166625
102792,Anton Lienert-Brown,New Zealand,2,Centre,5.5,0.4,B,Italy,True,45,2439,33.5,0.962,21.39,20.4,102792,5.35575,5.35575,16.067249999999998
198516,Levani Botia,Fiji,2,Loose Forward,5.5,1.0,P,England,True,14,2832,-2.8,1.0,15.74,72.6,198516,16.34625,16.34625,8.173125
173763,Leroy Carter,New Zealand,2,Back Three,5.0,0.4,P,Italy,True,6,2272,33.5,0.962,23.16,72.3,173763,19.55,19.55,9.775
172024,Josh Moorby,New Zealand,2,Back Three,5.0,0.2,B,Italy,True,0,0,33.5,0.962,22.04,20.8,172024,5.878,5.878,17.634
164116,Robbie Henshaw,Ireland,1,Centre,5.0,0.4,P,Japan,False,39,2527,19.8,0.998,14.19,71.5,164116,12.21625,12.21625,6.108125
177342,Johan Grobbelaar,South Africa,2,Hooker,5.0,0.4,P,Scotland,True,8,2438,25.7,1.0,19.96,57.9,177342,18.44075,18.44075,9.220375
101634,Tupou Vaai,New Zealand,2,Lock,5.0,1.0,P,Italy,True,47,2855,33.5,0.962,13.59,69.3,101634,16.60125,16.60125,8.300625
251584,Simon Benitez Cruz,Argentina,2,Scrum Half,5.0,0.8,B,Wales,True,11,1292,20.2,1.0,14.73,18.6,251584,5.255,5.255,15.765
204878,Edwill van der Merwe,South Africa,2,Back Three,5.0,0.6,P,Scotland,True,5,3165,25.7,1.0,21.13,61.6,204878,19.33975,19.33975,9.669875
217606,Benhard Janse van Rensburg,England,1,Centre,5.0,0.4,B,Fiji,False,0,3794,2.8,1.0,16.95,20.8,217606,4.18725,4.18725,12.56175
244170,Lenni Nouchi,France,1,Loose Forward,5.0,0.4,P,Australia,False,6,3201,4.9,1.0,19.72,80.0,244170,22.209,22.209,11.1045
182650,Caleb Muntz,Fiji,2,Fly Half,5.0,0.3,P,England,True,23,647,-2.8,1.0,14.54,78.3,182650,16.46625,16.46625,8.233125
186092,Filipo Daugunu,Australia,2,Back Three,5.0,0.2,B,France,True,22,2223,-4.9,1.0,18.89,14.2,186092,4.85775,4.85775,14.573250000000002
209105,Louis Lynagh,Italy,1,Back Three,5.0,0.6,P,New Zealand,False,14,2452,-33.5,0.962,11.27,78.3,209105,11.96775,11.96775,5.983875
122020,Jacob Stockdale,Ireland,1,Back Three,5.0,1.5,P,Japan,False,12,2790,19.8,0.998,21.05,67.2,122020,17.468,17.468,8.734
129754,Vincent Tshituka,South Africa,2,Loose Forward,4.5,0.1,B,Scotland,True,2,2988,25.7,1.0,13.2,21.4,129754,8.976,8.976,26.928000000000004
186214,Max Llewellyn,Wales,1,Centre,4.5,0.3,B,Argentina,False,11,2273,-20.2,1.0,15.5,28.0,186214,4.0855,4.0855,12.256499999999999
156550,Magnus Bradbury,Scotland,1,Loose Forward,4.5,0.4,B,South Africa,False,8,3341,-25.7,1.0,15.97,28.5,156550,8.00725,8.00725,24.021750000000004
113831,George Bower,New Zealand,2,Prop,4.5,0.3,B,Italy,True,25,1697,33.5,0.962,13.56,25.7,113831,6.3155,6.3155,18.9465
192769,Ignacio Mendy,Argentina,2,Back Three,4.5,2.9,B,Wales,True,5,2576,20.2,1.0,24.31,21.0,192769,6.1165,6.1165,18.3495
106142,Luke Cowan-Dickie,England,1,Hooker,4.5,0.8,B,Fiji,False,39,2166,2.8,1.0,18.29,26.9,106142,7.645,7.645,22.935
105642,Craig Casey,Ireland,1,Scrum Half,4.0,0.3,P,Japan,False,30,2474,19.8,0.998,17.76,62.2,105642,14.1295,14.1295,7.06475
190215,Kieran Hardy,Wales,1,Scrum Half,4.0,0.3,B,Argentina,False,37,1680,-20.2,1.0,13.42,8.0,190215,4.012,4.012,12.035999999999998
138498,Tevita Ratuva,Fiji,2,Lock,4.0,0.5,P,England,True,8,783,-2.8,1.0,12.75,58.4,138498,15.342,15.342,7.671
193699,Embrose Papier,South Africa,2,Scrum Half,4.0,0.1,P,Scotland,True,0,3027,25.7,1.0,20.69,70.0,193699,16.164,16.164,8.082
229863,Cormac Izuchukwu,Ireland,1,Lock,4.0,0.3,B,Japan,False,4,1676,19.8,0.998,19.56,20.0,229863,8.61275,8.61275,25.838250000000002
252989,Noah Caluori,England,1,Back Three,4.0,0.4,B,Fiji,False,0,1575,2.8,1.0,23.81,20.8,252989,5.4525,5.4525,16.357499999999998
169185,Teddy Williams,Wales,1,Lock,4.0,1.3,B,Argentina,False,8,1734,-20.2,1.0,16.17,19.2,169185,6.73825,6.73825,20.21475
197246,Tom Stewart,Ireland,1,Hooker,4.0,0.2,B,Japan,False,5,2181,19.8,0.998,26.23,22.5,197246,10.0665,10.0665,30.1995
169560,Boan Venter,South Africa,2,Prop,4.0,0.2,P,Scotland,True,8,1709,25.7,1.0,14.35,38.0,169560,14.434,14.434,7.217
153142,Nick Champion de Crespigny,Australia,2,Loose Forward,4.0,0.1,B,France,True,5,2021,-4.9,1.0,16.77,13.9,153142,6.2155,6.2155,18.6465
236722,Quan Horn,South Africa,2,Back Three,4.0,0.1,B,Scotland,True,1,3725,25.7,1.0,15.11,22.0,236722,5.1385,5.1385,15.415499999999998
149746,Stafford McDowall,Scotland,1,Centre,4.0,0.1,B,South Africa,False,17,3696,-25.7,1.0,15.11,22.9,149746,4.5765,4.5765,13.729500000000002
100192,Josh Bayliss,Scotland,1,Loose Forward,4.0,0.1,B,South Africa,False,17,2208,-25.7,1.0,17.74,26.0,100192,7.3005,7.3005,21.901500000000002
122465,Lekima Tagitagivalu,Fiji,2,Loose Forward,4.0,0.2,P,England,True,11,2574,-2.8,1.0,13.17,75.9,122465,15.32775,15.32775,7.663875
229431,Anton Segner,New Zealand,2,Loose Forward,4.0,0.2,B,Italy,True,0,2782,33.5,0.962,17.41,21.4,229431,6.9975,6.9975,20.9925
223308,Aaron Grandidier-Nkanang,France,1,Back Three,4.0,0.1,P,Australia,False,0,2644,4.9,1.0,14.04,70.0,223308,14.69075,14.69075,7.345375
226014,Cobus Wiese,South Africa,2,Lock,4.0,0.2,P,Scotland,True,2,2701,25.7,1.0,8.67,44.0,226014,13.41825,13.41825,6.709125
226261,Vuate Karawalevu,Fiji,2,Back Three,4.0,0.3,P,England,True,7,1629,-2.8,1.0,13.4,80.0,226261,12.9005,12.9005,6.45025
229852,Tevita Tatafu,France,1,Prop,3.5,0.3,B,Australia,False,2,2040,4.9,1.0,16.73,24.2,229852,5.96,5.96,17.88
176354,Nathan Doak,Ireland,1,Scrum Half,3.5,0.1,B,Japan,False,1,2928,19.8,0.998,15.89,8.0,176354,4.80675,4.80675,14.42025
245274,Declan Meredith,Australia,2,Back Three,3.5,0.4,P,France,True,0,1205,-4.9,1.0,12.46,70.0,245274,12.4565,12.4565,6.22825
241018,Sean Jansen,Ireland,1,Loose Forward,3.5,0.2,P,Japan,False,0,2114,19.8,0.998,24.07,70.0,241018,22.56275,22.56275,11.281375
236573,Alessandro Garbisi,Italy,1,Scrum Half,3.5,0.3,B,New Zealand,False,24,1915,-33.5,0.962,7.41,20.3,236573,3.22375,3.22375,9.67125
188115,Harry Byrne,Ireland,1,Fly Half,3.5,0.1,B,Japan,False,4,1982,19.8,0.998,15.01,20.7,188115,3.992,3.992,11.975999999999999
116189,Pasilio Tosi,New Zealand,2,Prop,3.5,0.2,B,Italy,True,16,0,33.5,0.962,13.22,22.5,116189,6.13225,6.13225,18.39675
209567,Ntuthuko Mchunu,South Africa,2,Prop,3.5,0.1,B,Scotland,True,3,1982,25.7,1.0,16.51,21.8,209567,7.3795,7.3795,22.1385
243167,Kane James,Wales,1,Loose Forward,3.0,0.2,B,Argentina,False,0,859,-20.2,1.0,21.56,21.4,243167,6.54625,6.54625,19.638749999999998
155619,Francisco Coria Marchetti,Argentina,2,Prop,3.0,0.4,B,Wales,True,9,0,20.2,1.0,11.89,33.3,155619,6.389,6.389,19.167
165888,Wilco Louw,South Africa,2,Prop,3.0,0.4,P,Scotland,True,16,2595,25.7,1.0,9.71,51.3,165888,11.24225,11.24225,5.621125
187476,Moses Alo-Emile,France,1,Prop,3.0,0.1,P,Australia,False,0,2508,4.9,1.0,12.09,70.0,187476,12.52025,12.52025,6.260125
250771,Bryn Ward,Ireland,1,Loose Forward,3.0,0.4,B,Japan,False,0,835,19.8,0.998,18.33,21.4,250771,7.2215,7.2215,21.6645
255945,Itsuki Kamimura,Japan,2,Scrum Half,3.0,0.3,B,Ireland,True,1,1266,-19.8,0.998,12.75,8.0,255945,4.34425,4.34425,13.03275
171709,Sam Matavesi,Fiji,2,Hooker,3.0,0.7,B,England,True,27,0,-2.8,1.0,18.46,29.5,171709,8.09325,8.09325,24.27975
237237,Sam Illo,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,1075,19.8,0.998,15.66,24.2,237237,6.71875,6.71875,20.15625
208037,Will Hurd,Scotland,1,Prop,2.5,0.7,B,South Africa,False,12,1029,-25.7,1.0,12.77,14.0,208037,5.034,5.034,15.102
254559,Billy Bohan,Ireland,1,Prop,2.5,0.3,B,Japan,False,0,0,19.8,0.998,12.68,24.2,254559,5.8965,5.8965,17.6895
163209,George Kloska,England,1,Prop,2.5,0.6,B,Fiji,False,0,1231,2.8,1.0,14.62,24.2,163209,6.23225,6.23225,18.696749999999998
120767,Louis Rees-Zammit,Wales,1,Back Three,6.0,11.9,B,Argentina,False,41,1539,-20.2,1.0,13.27,30.7,120767,5.752,5.752,17.256
239634,Henry Pollock,England,1,Loose Forward,5.5,15.1,B,Fiji,False,16,2744,2.8,1.0,26.52,21.1,239634,8.83725,8.83725,26.51175
112684,Guy Pepper,England,1,Loose Forward,4.5,1.1,P,Fiji,False,13,2480,2.8,1.0,18.54,65.3,112684,18.13325,18.13325,9.066625
229255,Cortez Ratima,New Zealand,2,Scrum Half,4.0,0.5,B,Italy,True,23,2095,33.5,0.962,18.35,14.6,229255,5.07125,5.07125,15.213750000000001
251198,Lachlan Shaw,Australia,2,Lock,4.0,0.4,B,France,True,2,1807,-4.9,1.0,13.92,22.0,251198,6.0455,6.0455,18.136499999999998
