player,slug,competition,season,games,minutes,tries,try_assists,points,carries,metres,av_gain,post_contact_metres,defenders_beaten,clean_breaks,offloads,handling_errors,passes,bad_passes,tackles,missed_tackles,tackles_success_pct,dominant_tackles,turnovers_won,turnovers_conceded,kicks_from_hand,penalties_conceded,yellow_cards,red_cards
H. Reus,hugo-reus,U20 Six Nations,2024,1,80,0,0,11,6.0,44.0,7.38,21.0,1.0,1,0,2,9.0,1,5.0,2.0,0.71,0,0,2,4,1,0,0
H. Reus,hugo-reus,U20 Six Nations,2023,3,175,0,1,31,17.0,80.0,4.68,71.0,7.0,3,1,0,33.0,1,10.0,,1.0,0,0,3,17,1,0,0
H. Slade,henry-slade,Six Nations,2025,3,236,0,1,0,10.0,82.0,8.25,23.0,,2,0,3,9.0,1,21.0,12.0,0.58,5,1,4,10,1,0,0
H. Slade,henry-slade,Six Nations,2024,5,347,0,2,0,23.0,74.0,3.22,33.0,1.0,2,2,5,31.0,5,20.0,9.0,0.63,2,0,7,10,0,0,0
H. Thomas,harry-thomas,U20 Six Nations,2025,5,345,5,0,25,21.0,51.0,2.44,21.0,3.0,0,1,3,16.0,2,75.0,13.0,0.83,4,5,4,0,8,0,0
H. Thomas,harry-thomas,U20 Six Nations,2024,5,280,1,0,5,21.0,45.0,2.14,33.0,1.0,0,0,1,11.0,2,52.0,5.0,0.78,0,4,2,0,8,1,0
I. Henderson,iain-henderson,Six Nations,2025,1,19,0,0,0,,,,,,0,0,1,,0,5.0,,1.0,0,0,2,0,0,0,0
I. Henderson,iain-henderson,Six Nations,2024,2,39,0,0,0,4.0,8.0,2.1,8.0,,0,0,0,3.0,1,4.0,,0.8,0,0,0,0,2,0,0
J. Bayliss,josh-bayliss,Six Nations,2026,2,72,0,0,0,13.0,31.0,2.37,22.0,2.0,0,0,2,,0,13.0,2.0,0.81,1,0,2,0,1,1,0
J. Bhatti,jamie-bhattie,Six Nations,2025,1,9,0,0,0,4.0,0.0,0.1,2.0,,0,0,1,3.0,1,1.0,,1.0,0,0,1,0,0,0,0
J. Boyle,jack-boyle,Six Nations,2025,2,26,0,0,0,2.0,4.0,2.15,4.0,1.0,0,0,0,2.0,0,7.0,1.0,0.78,0,0,0,0,0,0,0
J. Brennan,joshua-brennan,Six Nations,2026,1,15,0,0,0,3.0,1.0,0.33,5.0,,0,0,0,1.0,0,4.0,1.0,0.67,1,0,0,0,0,0,0
J. Brex,juan-ignacio-brex,Six Nations,2026,3,201,0,1,0,14.0,20.0,1.39,28.0,1.0,0,0,1,15.0,1,24.0,4.0,0.83,3,0,4,3,1,0,0
J. Brex,juan-ignacio-brex,Six Nations,2025,5,400,2,1,10,28.0,140.0,4.99,63.0,1.0,2,0,0,39.0,5,41.0,15.0,0.64,5,1,3,5,1,0,0
J. Brex,juan-ignacio-brex,Six Nations,2024,5,400,1,0,5,36.0,68.0,1.88,72.0,2.0,1,4,1,59.0,4,53.0,17.0,0.65,0,4,2,8,2,0,0
J. Conan,jack-conan,Six Nations,2026,4,270,2,0,10,38.0,96.0,2.53,62.0,5.0,0,4,1,24.0,1,47.0,2.0,0.8,3,1,2,0,0,0,0
J. Conan,jack-conan,Six Nations,2025,5,218,3,0,15,39.0,136.0,3.47,91.0,3.0,2,2,2,15.0,1,40.0,2.0,0.89,1,3,3,0,1,0,0
J. Conan,jack-conan,Six Nations,2024,5,161,1,0,5,32.0,57.0,1.78,70.0,4.0,0,0,0,10.0,1,30.0,4.0,0.86,0,0,1,1,2,0,0
J. Crowley,jack-crowley,Six Nations,2026,5,294,1,2,47,23.0,77.0,3.35,40.0,5.0,1,2,3,110.0,7,43.0,9.0,0.78,1,1,5,19,0,0,0
J. Crowley,jack-crowley,Six Nations,2025,5,133,0,2,6,10.0,45.0,4.48,38.0,3.0,0,0,0,43.0,3,10.0,3.0,0.77,0,0,0,9,1,0,0
J. Crowley,jack-crowley,Six Nations,2024,5,400,1,1,52,45.0,129.0,2.87,82.0,10.0,2,5,2,163.0,7,34.0,8.0,0.76,2,0,10,33,1,0,0
J. Dempsey,jack-dempsey,Six Nations,2026,4,278,1,0,5,50.0,136.0,2.73,122.0,11.0,0,1,2,20.0,2,34.0,5.0,0.81,1,1,2,1,1,0,0
J. Dempsey,jack-dempsey,Six Nations,2025,4,223,0,0,0,49.0,147.0,3.01,95.0,6.0,0,1,1,18.0,0,31.0,3.0,0.86,3,1,3,0,1,0,0
J. Dempsey,jack-dempsey,Six Nations,2024,5,338,0,0,0,53.0,120.0,2.27,116.0,12.0,0,3,2,26.0,3,64.0,2.0,0.96,8,2,3,0,1,0,0
J. Dobie,jamie-dobie,Six Nations,2026,2,124,0,0,0,9.0,63.0,7.0,20.0,3.0,2,0,1,2.0,0,7.0,,1.0,1,0,2,2,1,0,0
J. Dobie,jamie-dobie,Six Nations,2025,3,89,0,0,0,9.0,16.0,1.72,14.0,3.0,0,0,1,50.0,2,6.0,,0.75,0,1,1,1,0,0,0
J. Evans,jarrod-evans,Six Nations,2026,3,63,0,0,3,4.0,8.0,2.13,5.0,,0,0,0,14.0,1,7.0,3.0,0.64,0,0,0,1,0,0,0
J. Evans,jarrod-evans,Six Nations,2025,3,85,0,2,8,14.0,20.0,1.41,14.0,6.0,0,2,1,51.0,1,5.0,2.0,0.45,0,0,1,5,1,0,0
J. George,jamie-george,Six Nations,2026,5,252,0,0,0,22.0,28.0,1.26,27.0,2.0,0,1,0,11.0,0,34.0,3.0,0.87,2,0,2,0,2,0,0
J. George,jamie-george,Six Nations,2025,4,140,0,1,0,13.0,38.0,2.92,32.0,2.0,1,1,0,13.0,1,25.0,3.0,0.86,0,1,0,0,0,0,0
J. George,jamie-george,Six Nations,2024,5,315,0,0,0,19.0,53.0,2.78,36.0,,1,0,0,4.0,1,44.0,3.0,0.94,3,0,0,0,0,0,0
J. Gibson-Park,jamison-gibson-park,Six Nations,2026,5,323,1,2,5,30.0,129.0,4.29,53.0,5.0,3,1,2,330.0,10,32.0,11.0,0.63,1,1,4,59,0,0,0
J. Gibson-Park,jamison-gibson-park,Six Nations,2025,5,357,1,2,5,14.0,63.0,4.5,40.0,2.0,0,2,2,334.0,13,34.0,10.0,0.68,4,2,3,40,0,0,0
J. Gibson-Park,jamison-gibson-park,Six Nations,2024,5,299,1,3,5,31.0,112.0,3.62,60.0,7.0,1,0,3,333.0,8,19.0,3.0,0.68,0,0,5,33,1,0,0
J. Gray,jonny-gray,Six Nations,2025,4,231,0,0,0,29.0,25.0,0.86,20.0,1.0,0,8,1,33.0,1,28.0,1.0,0.97,1,0,1,0,1,0,0
J. Gros,jean-baptiste-gros,Six Nations,2026,5,255,0,0,0,17.0,17.0,0.98,19.0,1.0,0,0,0,6.0,0,53.0,,0.98,11,1,0,0,1,0,0
J. Gros,jean-baptiste-gros,Six Nations,2025,5,239,0,0,0,28.0,45.0,1.6,53.0,4.0,0,1,1,9.0,0,35.0,2.0,0.92,1,1,2,0,1,1,0
J. Hathaway,josh-hathaway,Six Nations,2025,1,30,0,0,0,3.0,1.0,0.43,0.0,,0,0,1,,0,1.0,2.0,0.33,0,0,1,0,0,0,0
J. Hathaway,josh-hathaway,U20 Six Nations,2023,4,198,4,2,20,29.0,232.0,8.0,73.0,7.0,5,5,2,9.0,2,4.0,2.0,0.57,0,0,4,11,3,2,0
J. Hawkins,joe-hawkins,Six Nations,2026,4,310,0,1,0,35.0,84.0,2.39,62.0,2.0,1,1,0,45.0,1,41.0,8.0,0.73,0,2,2,4,3,1,0
J. Heyes,joe-heyes,Six Nations,2026,5,332,0,0,0,15.0,16.0,1.05,21.0,2.0,0,1,0,5.0,0,47.0,3.0,0.85,2,0,0,0,2,0,0
J. Heyes,joe-heyes,Six Nations,2025,5,107,1,0,5,5.0,4.0,0.88,9.0,,0,0,0,1.0,0,24.0,5.0,0.83,3,0,0,0,1,0,0
J. Loughman,jeremy-loughman,Six Nations,2026,3,171,0,0,0,11.0,12.0,1.13,15.0,,0,0,4,5.0,1,21.0,3.0,0.81,1,0,4,0,1,0,0
J. Loughman,jeremy-loughman,Six Nations,2024,1,24,0,0,0,1.0,5.0,5.1,4.0,,0,0,0,1.0,1,2.0,,0.67,0,0,0,0,1,0,0
J. Lowe,james-lowe,Six Nations,2026,2,98,0,0,0,14.0,144.0,10.25,61.0,9.0,3,4,1,8.0,0,10.0,,0.91,1,1,1,6,0,0,0
J. Lowe,james-lowe,Six Nations,2025,4,320,1,4,5,40.0,232.0,5.8,144.0,7.0,8,4,5,39.0,7,11.0,9.0,0.48,0,1,11,16,0,0,0
J. Lowe,james-lowe,Six Nations,2024,5,400,4,0,20,47.0,369.0,7.85,134.0,10.0,7,8,2,40.0,4,15.0,8.0,0.65,2,2,2,43,4,0,0
J. Macleod,josh-macleod,Six Nations,2026,1,52,0,0,0,7.0,16.0,2.36,9.0,2.0,1,0,0,2.0,0,12.0,1.0,0.92,0,1,0,0,1,0,0
J. Marchand,julien-marchand,Six Nations,2026,5,248,1,0,5,34.0,45.0,1.32,33.0,1.0,1,4,1,16.0,1,42.0,4.0,0.89,7,0,2,0,2,0,0
J. Marchand,julien-marchand,Six Nations,2025,5,160,1,0,5,25.0,49.0,1.97,28.0,3.0,0,2,0,10.0,1,25.0,3.0,0.78,0,2,1,0,0,0,0
J. Marchand,julien-marchand,Six Nations,2024,5,189,0,0,0,20.0,33.0,1.64,39.0,1.0,0,0,0,6.0,2,21.0,2.0,0.88,0,1,1,0,1,0,0
J. McCarthy,joe-mccarthy,Six Nations,2026,5,250,0,1,0,28.0,60.0,2.16,45.0,2.0,1,2,2,17.0,1,50.0,10.0,0.78,1,2,2,1,3,0,0
J. McCarthy,joe-mccarthy,Six Nations,2025,3,136,0,0,0,16.0,36.0,2.23,34.0,5.0,0,1,0,11.0,0,20.0,3.0,0.8,1,0,0,0,2,1,0
J. McCarthy,joe-mccarthy,Six Nations,2024,5,317,0,0,0,30.0,50.0,1.66,54.0,8.0,0,3,2,24.0,2,37.0,11.0,0.74,5,1,2,0,6,0,0
J. Morgan,jac-morgan,Six Nations,2025,5,400,1,0,5,50.0,143.0,2.85,147.0,9.0,2,2,4,24.0,2,88.0,4.0,0.87,10,2,4,1,3,0,0
J. Osborne,jamie-osborne,Six Nations,2026,5,383,4,0,20,49.0,227.0,4.64,106.0,9.0,2,3,6,34.0,2,18.0,5.0,0.62,2,0,10,12,1,1,0
J. Osborne,jamie-osborne,Six Nations,2025,2,160,1,0,5,24.0,96.0,4.01,66.0,6.0,2,1,2,8.0,4,12.0,1.0,0.75,1,1,4,10,0,0,0
J. Ritchie,jamie-ritchie,Six Nations,2026,1,41,1,0,5,2.0,4.0,2.15,5.0,1.0,1,0,0,6.0,0,5.0,2.0,0.71,0,0,0,0,2,0,0
J. Ritchie,jamie-ritchie,Six Nations,2025,5,300,0,0,0,26.0,25.0,0.97,38.0,4.0,2,2,4,37.0,2,36.0,3.0,0.88,3,7,4,0,6,1,0
J. Ritchie,jamie-ritchie,Six Nations,2024,3,125,0,0,0,10.0,17.0,1.68,22.0,1.0,0,1,1,5.0,0,21.0,1.0,0.91,2,1,1,0,2,0,0
J. Roberts,joe-roberts,Six Nations,2025,3,167,0,0,0,15.0,173.0,11.52,64.0,6.0,4,0,0,5.0,0,17.0,8.0,0.63,8,1,0,3,0,0,0
J. Roberts,joe-roberts,Six Nations,2024,1,61,1,0,5,4.0,18.0,4.4,17.0,2.0,0,0,0,2.0,0,11.0,2.0,0.79,0,0,1,2,0,0,0
J. Ryan,james-ryan,Six Nations,2026,4,240,0,0,0,35.0,34.0,0.97,62.0,3.0,0,0,1,14.0,1,25.0,5.0,0.76,2,0,1,0,4,0,0
J. Ryan,james-ryan,Six Nations,2025,5,220,0,0,0,11.0,21.0,1.92,7.0,,0,0,2,15.0,0,27.0,4.0,0.77,1,1,3,0,3,0,0
J. Ryan,james-ryan,Six Nations,2024,3,95,0,0,0,9.0,12.0,1.31,12.0,,0,0,0,3.0,0,23.0,2.0,0.92,1,0,0,0,2,1,0
J. Stockdale,jacob-stockdale,Six Nations,2026,2,149,1,1,5,16.0,80.0,5.02,62.0,9.0,1,0,1,7.0,0,8.0,3.0,0.73,1,1,3,1,0,0,0
J. Trulla,jacopo-trulla,Six Nations,2025,2,42,0,0,0,1.0,28.0,27.5,23.0,2.0,1,0,0,4.0,0,4.0,2.0,0.57,1,0,0,0,0,0,0
J. van Poortvliet,jack-van-poortvliet,Six Nations,2026,3,107,0,3,0,12.0,37.0,3.05,17.0,1.0,0,1,0,101.0,2,3.0,3.0,0.38,1,0,0,19,2,0,0
J. van Poortvliet,jack-van-poortvliet,Six Nations,2025,2,30,0,1,0,2.0,8.0,3.85,2.0,,0,1,0,18.0,1,1.0,2.0,0.33,0,0,1,4,1,0,0
J. van der Flier,josh-van-der-flier,Six Nations,2026,4,172,0,0,0,14.0,57.0,4.04,54.0,2.0,1,0,1,9.0,0,56.0,,0.95,0,0,2,1,0,0,0
J. van der Flier,josh-van-der-flier,Six Nations,2025,5,352,0,0,0,28.0,54.0,1.91,49.0,4.0,0,1,1,22.0,0,61.0,5.0,0.84,4,0,3,1,3,0,0
J. van der Flier,josh-van-der-flier,Six Nations,2024,5,269,0,0,0,27.0,79.0,2.93,72.0,2.0,0,1,1,19.0,0,31.0,10.0,0.74,1,2,2,0,0,0,0
K. Assiratti,kieron-assiratti,Six Nations,2025,4,148,0,0,0,10.0,3.0,0.29,14.0,,0,1,0,8.0,0,16.0,3.0,0.76,4,0,0,0,3,0,0
K. Assiratti,kieron-assiratti,Six Nations,2024,4,191,0,0,0,7.0,0.0,0.0,6.0,,0,0,0,5.0,0,15.0,2.0,0.83,1,0,0,0,3,0,0
K. Gourgues,kalvin-gourgues,Six Nations,2026,1,30,0,0,0,2.0,17.0,8.3,7.0,,1,1,0,3.0,1,2.0,3.0,0.33,0,0,0,0,0,0,0
K. Gourgues,kalvin-gourgues,U20 Six Nations,2024,1,80,1,0,5,5.0,33.0,6.66,11.0,,0,1,1,7.0,0,5.0,1.0,0.83,0,0,1,0,0,0,0
K. Hardy,kieran-hardy,Six Nations,2026,3,13,0,0,0,2.0,9.0,4.65,0.0,,0,0,0,19.0,1,1.0,2.0,0.33,0,0,0,1,0,0,0
K. Hardy,kieran-hardy,Six Nations,2024,3,40,0,0,0,5.0,32.0,6.48,18.0,3.0,0,0,0,63.0,0,3.0,2.0,0.5,0,0,0,1,1,0,0
K. Rowe,kyle-rowe,Six Nations,2026,1,7,0,0,0,,,,,,0,0,1,,0,1.0,,1.0,0,0,1,0,0,0,0
K. Rowe,kyle-rowe,Six Nations,2025,3,102,0,0,0,12.0,37.0,3.05,36.0,6.0,0,1,2,6.0,1,3.0,4.0,0.3,0,0,4,1,1,0,0
K. Rowe,kyle-rowe,Six Nations,2024,3,174,0,0,0,16.0,125.0,7.84,98.0,12.0,3,2,3,12.0,2,10.0,2.0,0.71,1,0,5,6,1,0,0
K. Steyn,kyle-steyn,Six Nations,2026,5,387,3,0,15,36.0,310.0,8.6,200.0,26.0,7,3,5,14.0,1,29.0,5.0,0.74,8,2,5,1,1,0,0
K. Steyn,kyle-steyn,Six Nations,2024,4,320,1,0,5,32.0,137.0,4.27,72.0,8.0,2,4,6,12.0,2,26.0,10.0,0.65,3,0,6,0,1,0,0
L. Barre,leo-barre,Six Nations,2025,1,80,2,0,10,15.0,131.0,8.76,73.0,6.0,1,3,2,11.0,0,2.0,1.0,0.67,0,1,2,3,0,0,0
L. Barre,leo-barre,Six Nations,2024,2,160,1,1,5,21.0,177.0,8.42,64.0,8.0,1,4,2,15.0,1,4.0,3.0,0.5,0,0,4,7,1,0,0
L. Belcher,liam-belcher,Six Nations,2026,1,23,0,0,0,1.0,0.0,0.4,1.0,,0,0,0,,0,1.0,,1.0,0,0,0,0,0,0,0
L. Bielle-Biarrey,louis-bielle-biarrey,Six Nations,2026,5,400,9,4,45,41.0,339.0,8.27,157.0,18.0,15,2,6,34.0,3,28.0,11.0,0.64,3,1,11,19,0,0,0
L. Bielle-Biarrey,louis-bielle-biarrey,Six Nations,2025,5,400,8,4,40,41.0,311.0,7.59,118.0,13.0,8,4,1,23.0,3,25.0,2.0,0.78,4,3,3,12,2,0,0
L. Bielle-Biarrey,louis-bielle-biarrey,Six Nations,2024,4,247,1,0,5,17.0,139.0,8.17,41.0,3.0,6,3,3,12.0,1,10.0,4.0,0.63,2,0,3,4,0,0,0
L. Bielle-Biarrey,louis-bielle-biarrey,U20 Six Nations,2023,3,219,2,2,10,26.0,184.0,7.07,79.0,10.0,4,3,2,17.0,0,7.0,,0.7,0,1,3,11,0,0,0
L. Cannone,lorenzo-cannone,Six Nations,2026,5,369,0,0,0,45.0,206.0,4.58,117.0,11.0,1,2,4,17.0,0,71.0,7.0,0.87,11,4,6,0,1,0,0
L. Cannone,lorenzo-cannone,Six Nations,2025,5,247,0,0,0,33.0,202.0,6.12,91.0,8.0,0,0,2,7.0,0,49.0,3.0,0.84,4,4,2,0,4,0,0
L. Cannone,lorenzo-cannone,Six Nations,2024,3,118,0,1,0,9.0,43.0,4.78,14.0,,1,0,2,3.0,2,39.0,,1.0,4,1,2,0,1,0,0
L. Cowan-Dickie,luke-cowan-dickie,Six Nations,2026,5,148,0,1,0,25.0,42.0,1.7,33.0,,0,0,1,6.0,0,20.0,4.0,0.74,2,3,2,0,2,0,0
L. Cowan-Dickie,luke-cowan-dickie,Six Nations,2025,5,235,0,0,0,18.0,19.0,1.06,18.0,,0,0,2,5.0,0,35.0,4.0,0.85,1,1,4,0,2,0,0
L. Hennessey,louie-hennessey,Six Nations,2026,1,11,0,0,0,,,,,,0,0,0,,0,,,,0,0,0,1,0,0,0
L. Hennessey,louie-hennessey,U20 Six Nations,2024,3,234,0,0,0,25.0,102.0,4.08,85.0,7.0,1,3,4,11.0,3,14.0,5.0,0.61,1,0,5,3,3,0,0
L. Hennessey,louie-hennessey,U20 Six Nations,2023,4,280,1,2,5,29.0,124.0,4.27,78.0,4.0,2,4,3,14.0,2,26.0,6.0,0.7,0,1,4,2,4,0,0
L. Lynagh,louis-lynagh,Six Nations,2026,5,379,1,0,5,27.0,126.0,4.67,50.0,2.0,3,5,7,12.0,0,28.0,15.0,0.57,2,3,12,5,4,2,0
L. Lynagh,louis-lynagh,Six Nations,2024,2,150,1,0,5,6.0,47.0,7.82,11.0,1.0,2,2,0,5.0,0,12.0,1.0,0.67,3,1,1,2,1,0,0
L. Marin,leonardo-marin,Six Nations,2026,5,258,1,0,5,23.0,98.0,4.25,52.0,5.0,1,9,2,41.0,3,17.0,10.0,0.57,2,0,3,8,0,0,0
L. Marin,leonardo-marin,Six Nations,2025,1,5,0,0,0,3.0,31.0,10.23,24.0,2.0,1,0,0,1.0,0,1.0,,1.0,0,0,0,0,0,0,0
L. Marin,leonardo-marin,Six Nations,2024,3,22,0,1,0,3.0,10.0,3.33,7.0,1.0,0,1,0,3.0,1,3.0,1.0,0.75,0,0,0,0,0,0,0
L. Nouchi,lenni-nouchi,Six Nations,2026,4,98,0,0,0,18.0,68.0,3.79,66.0,4.0,0,1,1,8.0,2,33.0,2.0,0.92,4,1,1,0,1,1,0
L. Nouchi,lenni-nouchi,U20 Six Nations,2023,5,336,3,0,15,32.0,120.0,3.76,93.0,10.0,0,4,2,18.0,2,64.0,,0.93,5,3,2,1,6,2,0
L. Pani,lorenzo-pani,Six Nations,2026,4,223,0,0,0,23.0,109.0,4.72,62.0,5.0,2,1,2,12.0,2,7.0,2.0,0.7,0,0,5,7,3,0,0
L. Pani,lorenzo-pani,Six Nations,2024,3,207,1,0,5,8.0,90.0,11.26,38.0,3.0,0,0,1,1.0,0,8.0,2.0,0.62,3,0,3,10,0,0,0
M. Bradbury,magnus-bradbury,Six Nations,2026,1,18,0,0,0,2.0,0.0,0.0,2.0,,0,0,0,3.0,0,7.0,,1.0,1,0,0,0,0,0,0
M. Fagerson,matt-fagerson,Six Nations,2026,5,344,0,2,0,53.0,81.0,1.53,69.0,1.0,1,0,1,24.0,2,60.0,7.0,0.83,3,1,1,0,2,0,0
M. Fagerson,matt-fagerson,Six Nations,2025,5,310,0,0,0,51.0,106.0,2.08,82.0,6.0,0,4,2,32.0,2,48.0,2.0,0.84,5,3,4,0,5,0,0
M. Fagerson,matt-fagerson,Six Nations,2024,4,162,0,2,0,23.0,39.0,1.68,35.0,,0,0,1,10.0,0,25.0,2.0,0.93,2,0,1,0,0,0,0
M. Gallagher,matt-gallagher,Six Nations,2025,1,77,0,0,0,3.0,20.0,6.83,1.0,,0,0,1,3.0,0,2.0,2.0,0.33,0,0,2,3,2,0,0
M. Gazzotti,marko-gazzotti,U20 Six Nations,2024,1,80,0,0,0,10.0,43.0,4.32,18.0,,1,1,1,3.0,0,7.0,,1.0,1,0,1,1,3,0,0
M. Gazzotti,marko-gazzotti,U20 Six Nations,2023,4,282,0,2,0,43.0,163.0,3.79,142.0,13.0,2,5,2,24.0,1,54.0,1.0,0.87,4,0,3,0,3,0,0
M. Grady,mason-grady,Six Nations,2026,2,53,1,0,5,6.0,14.0,2.28,24.0,3.0,1,0,0,1.0,0,4.0,1.0,0.57,0,0,1,0,1,0,0
M. Grady,mason-grady,Six Nations,2024,5,112,1,0,5,18.0,98.0,5.46,43.0,4.0,1,0,1,7.0,0,12.0,1.0,0.71,2,1,1,1,3,1,0
M. Guillard,mickael-guillard,Six Nations,2026,5,207,0,1,0,41.0,94.0,2.29,86.0,3.0,1,3,0,9.0,1,48.0,2.0,0.91,6,4,1,0,2,0,0
M. Guillard,mickael-guillard,Six Nations,2025,5,188,1,0,5,20.0,31.0,1.55,43.0,3.0,1,1,1,6.0,1,34.0,2.0,0.92,3,3,1,0,0,0,0
M. Hansen,mackenzie-hansen,Six Nations,2025,3,220,0,1,0,25.0,72.0,2.89,73.0,9.0,2,1,1,21.0,1,17.0,7.0,0.65,1,0,1,4,2,0,0
M. Hasa,muhamed-hasa,Six Nations,2026,4,116,0,0,0,11.0,4.0,0.32,19.0,,0,0,1,1.0,0,17.0,5.0,0.77,1,0,1,0,2,0,0
M. Ioane,monty-ioane,Six Nations,2026,5,388,0,0,0,40.0,216.0,5.39,93.0,8.0,5,11,7,27.0,3,28.0,15.0,0.61,6,2,11,4,2,0,0
M. Ioane,monty-ioane,Six Nations,2025,4,307,1,1,5,25.0,89.0,3.55,31.0,6.0,1,0,5,10.0,4,19.0,8.0,0.63,6,1,8,3,1,0,0
M. Ioane,monty-ioane,Six Nations,2024,5,395,2,1,10,48.0,273.0,5.69,172.0,16.0,7,8,2,24.0,4,25.0,15.0,0.57,4,3,4,3,1,0,0
M. Itoje,maro-itoje,Six Nations,2026,5,278,0,0,0,27.0,24.0,0.89,41.0,1.0,0,2,2,13.0,0,44.0,4.0,0.85,5,6,2,0,4,2,0
M. Itoje,maro-itoje,Six Nations,2025,5,400,1,0,5,26.0,50.0,1.93,43.0,2.0,0,0,3,25.0,0,53.0,5.0,0.84,4,5,4,1,8,0,0
M. Itoje,maro-itoje,Six Nations,2024,5,400,0,1,0,28.0,47.0,1.69,37.0,4.0,1,0,5,17.0,0,54.0,3.0,0.92,8,6,8,0,5,0,0
M. Jalibert,matthieu-jalibert,Six Nations,2026,4,310,2,6,10,45.0,258.0,5.74,133.0,20.0,3,13,2,92.0,6,31.0,2.0,0.79,3,0,4,27,0,1,0
M. Jalibert,matthieu-jalibert,Six Nations,2025,1,66,0,0,0,14.0,46.0,3.32,10.0,3.0,0,2,0,19.0,3,5.0,5.0,0.5,0,0,1,4,0,0,0
M. Jalibert,matthieu-jalibert,Six Nations,2024,3,196,0,2,0,20.0,131.0,6.53,69.0,7.0,1,3,4,41.0,3,14.0,5.0,0.64,2,1,6,19,3,0,0
M. Lamaro,michele-lamaro,Six Nations,2026,5,389,0,2,0,14.0,16.0,1.12,15.0,,0,2,7,28.0,3,55.0,7.0,0.8,3,3,8,0,1,0,0
M. Lamaro,michele-lamaro,Six Nations,2025,5,281,0,0,0,17.0,29.0,1.68,37.0,,0,0,0,17.0,1,60.0,12.0,0.77,3,1,2,0,1,1,0
M. Lamaro,michele-lamaro,Six Nations,2024,5,400,0,0,0,35.0,76.0,2.17,58.0,2.0,0,2,5,34.0,1,103.0,12.0,0.85,8,3,5,1,3,1,0
M. Lamothe,maxime-lamothe,Six Nations,2026,1,30,0,0,0,2.0,2.0,0.9,2.0,,0,0,0,,0,9.0,,1.0,1,0,0,0,1,0,0
M. Llewellyn,max-llewellyn,Six Nations,2025,3,217,1,0,5,30.0,80.0,2.67,90.0,8.0,0,2,1,16.0,1,17.0,4.0,0.74,1,1,3,0,2,0,0
M. Lucu,maxime-lucu,Six Nations,2025,3,139,0,1,2,5.0,19.0,3.86,24.0,3.0,1,2,1,108.0,1,22.0,,0.85,0,0,1,21,0,0,0
M. Lucu,maxime-lucu,Six Nations,2024,5,186,1,0,5,14.0,36.0,2.54,15.0,3.0,0,1,2,143.0,5,17.0,5.0,0.59,0,0,3,22,1,0,0
M. Milne,michael-milne,Six Nations,2026,3,53,1,0,5,5.0,3.0,0.58,4.0,1.0,0,0,0,2.0,0,13.0,1.0,0.93,1,0,0,0,1,0,0
M. Page-Relo,martin-page-relo,Six Nations,2025,5,258,0,1,0,17.0,98.0,5.78,44.0,6.0,1,2,2,158.0,5,10.0,6.0,0.48,0,1,6,49,1,0,0
M. Page-Relo,martin-page-relo,Six Nations,2024,4,155,0,1,9,8.0,21.0,2.58,20.0,3.0,0,1,3,100.0,8,11.0,2.0,0.61,0,0,3,18,0,0,0
M. Riccioni,marco-riccioni,Six Nations,2025,3,101,0,0,0,5.0,0.0,0.0,5.0,,0,0,0,3.0,0,23.0,2.0,0.92,1,0,0,0,4,1,0
M. Smith,marcus-smith,Six Nations,2026,4,89,1,1,9,16.0,146.0,9.13,55.0,8.0,1,0,2,15.0,1,3.0,1.0,0.75,0,0,4,2,2,0,0
M. Smith,marcus-smith,Six Nations,2025,5,381,1,1,30,44.0,366.0,8.31,158.0,13.0,3,2,6,51.0,2,20.0,7.0,0.69,4,0,10,26,2,1,0
M. Smith,marcus-smith,Six Nations,2024,2,94,1,1,10,10.0,82.0,8.17,37.0,4.0,1,2,0,14.0,0,1.0,2.0,0.17,0,1,1,2,2,0,0
M. Spagnolo,mirco-spagnolo,Six Nations,2026,5,125,0,0,0,17.0,4.0,0.21,22.0,2.0,0,0,0,1.0,0,19.0,,1.0,0,1,0,0,0,0,0
M. Spagnolo,mirco-spagnolo,Six Nations,2025,3,107,0,0,0,6.0,5.0,0.82,10.0,,0,0,0,2.0,0,17.0,3.0,0.77,0,1,0,0,3,0,0
M. Spagnolo,mirco-spagnolo,Six Nations,2024,5,105,0,0,0,10.0,10.0,1.03,18.0,,0,0,0,2.0,0,25.0,2.0,0.86,3,0,0,0,3,0,0
M. Sykes,marshall-sykes,Six Nations,2025,1,22,0,0,0,2.0,2.0,0.85,3.0,,0,0,0,1.0,0,3.0,,0.75,0,0,0,0,0,0,0
M. Williamson,max-williamson,Six Nations,2026,4,136,0,0,0,15.0,14.0,0.9,11.0,,0,0,1,6.0,0,16.0,5.0,0.73,2,0,3,0,0,0,0
M. Zuliani,manuelzuliani,Six Nations,2026,5,379,0,0,0,33.0,63.0,1.9,66.0,6.0,2,2,4,34.0,0,70.0,5.0,0.89,6,6,5,1,3,0,0
M. Zuliani,manuelzuliani,Six Nations,2025,5,174,0,0,0,20.0,41.0,2.06,54.0,13.0,1,1,1,7.0,0,28.0,5.0,0.82,5,3,1,1,2,0,0
M. Zuliani,manuelzuliani,Six Nations,2024,4,153,0,0,0,8.0,15.0,1.88,15.0,2.0,0,1,3,4.0,1,35.0,,0.97,1,2,4,0,3,0,0
