player,slug,competition,season,games,minutes,tries,try_assists,points,carries,metres,av_gain,post_contact_metres,defenders_beaten,clean_breaks,offloads,handling_errors,passes,bad_passes,tackles,missed_tackles,tackles_success_pct,dominant_tackles,turnovers_won,turnovers_conceded,kicks_from_hand,penalties_conceded,yellow_cards,red_cards
C. Cunningham-South,chandler-cunningham-south,U20 Six Nations,2023,3,227,2,0,10,27.0,82.0,3.03,70.0,2.0,0,2,2,10.0,0,38.0,6.0,0.78,3,0,3,1,2,0,0
C. Doris,caelan-doris,Six Nations,2026,5,400,0,2,0,62.0,186.0,3.0,143.0,15.0,2,3,6,37.0,2,83.0,4.0,0.86,1,3,7,1,7,0,0
C. Doris,caelan-doris,Six Nations,2025,4,309,1,0,5,46.0,152.0,3.32,58.0,2.0,0,3,5,27.0,1,51.0,7.0,0.78,2,4,5,0,3,0,0
C. Doris,caelan-doris,Six Nations,2024,5,400,0,1,0,56.0,141.0,2.51,115.0,6.0,1,2,4,33.0,4,56.0,10.0,0.85,3,1,5,0,2,0,0
C. Frawley,ciaran-frawley,Six Nations,2026,3,51,0,1,0,6.0,41.0,6.8,18.0,1.0,0,2,0,6.0,0,1.0,,0.5,0,1,0,2,0,0,0
C. Frawley,ciaran-frawley,Six Nations,2024,3,125,1,1,5,11.0,34.0,3.06,39.0,6.0,1,0,0,21.0,1,6.0,2.0,0.67,0,1,0,5,0,0,0
C. Healy,cian-healy,Six Nations,2025,3,29,1,0,5,7.0,13.0,1.84,10.0,2.0,0,1,0,3.0,0,4.0,4.0,0.5,0,0,0,0,0,0,0
C. Healy,cian-healy,Six Nations,2024,4,58,0,0,0,5.0,8.0,1.58,14.0,1.0,0,0,0,3.0,0,21.0,1.0,0.88,0,0,0,1,0,0,0
C. Izuchukwu,cormac-izuchukwu,Six Nations,2026,1,59,0,0,0,7.0,23.0,3.24,9.0,,1,1,0,4.0,0,6.0,,1.0,1,1,1,0,1,0,0
C. Murley,cadan-murley,Six Nations,2026,2,160,1,0,5,11.0,64.0,5.85,55.0,3.0,0,0,1,3.0,0,12.0,2.0,0.71,2,0,1,2,1,0,0
C. Murley,cadan-murley,Six Nations,2025,1,80,1,1,5,9.0,57.0,6.29,38.0,3.0,3,1,0,4.0,0,9.0,1.0,0.9,1,1,1,0,0,0,0
C. Murray,conor-murray,Six Nations,2025,5,43,0,1,0,3.0,4.0,1.17,2.0,1.0,0,0,1,63.0,0,4.0,4.0,0.5,0,0,2,2,0,0,0
C. Murray,conor-murray,Six Nations,2024,4,59,0,1,0,4.0,8.0,1.95,5.0,2.0,0,1,0,51.0,2,6.0,1.0,0.86,0,1,0,7,0,0,0
C. Nash,calvin-nash,Six Nations,2025,2,134,1,0,5,14.0,50.0,3.59,12.0,2.0,2,2,0,4.0,1,5.0,4.0,0.5,0,0,2,1,2,1,0
C. Nash,calvin-nash,Six Nations,2024,5,287,2,1,10,36.0,196.0,5.44,102.0,10.0,2,2,2,14.0,1,9.0,3.0,0.6,3,0,3,3,0,0,0
C. Ollivon,charles-ollivon,Six Nations,2026,5,277,2,1,10,26.0,92.0,3.55,38.0,1.0,0,3,2,16.0,1,52.0,9.0,0.78,4,0,3,0,1,0,0
C. Ollivon,charles-ollivon,Six Nations,2024,5,331,1,1,5,35.0,110.0,3.15,80.0,2.0,0,2,2,20.0,1,49.0,4.0,0.86,3,0,3,0,2,0,0
C. Prendergast,cian-prendergast,Six Nations,2026,2,67,0,0,0,2.0,0.0,0.2,2.0,,0,0,0,7.0,0,13.0,3.0,0.72,1,2,1,0,0,0,0
C. Woki,cameron-woki,Six Nations,2024,3,114,0,1,0,7.0,5.0,0.67,9.0,1.0,0,1,2,5.0,0,15.0,1.0,0.88,2,0,2,0,1,0,0
D. Bamba,demba-bamba,Six Nations,2026,2,55,0,0,0,7.0,11.0,1.53,24.0,2.0,0,0,0,1.0,1,8.0,3.0,0.67,1,0,0,0,3,1,0
D. Cherry,david-cherry,Six Nations,2026,2,85,0,0,0,8.0,10.0,1.19,8.0,,0,0,1,3.0,0,17.0,3.0,0.85,1,0,2,0,2,0,0
D. Cherry,david-cherry,Six Nations,2025,5,265,0,1,0,26.0,60.0,2.32,32.0,,0,1,0,11.0,0,35.0,1.0,0.92,1,3,2,0,3,0,0
D. Edwards,daniel-edwards,Six Nations,2026,4,282,1,1,27,10.0,37.0,3.7,30.0,5.0,1,0,1,64.0,1,18.0,9.0,0.62,0,1,4,27,0,0,0
D. Edwards,daniel-edwards,Six Nations,2025,2,86,0,0,0,9.0,41.0,4.53,18.0,3.0,0,0,0,31.0,1,7.0,1.0,0.88,0,0,0,9,1,0,0
D. Edwards,daniel-edwards,U20 Six Nations,2023,5,367,1,2,40,15.0,106.0,7.1,52.0,3.0,3,2,3,89.0,5,27.0,10.0,0.61,0,0,7,28,2,1,0
D. Fischetti,danilo-fischetti,Six Nations,2026,5,276,0,0,0,26.0,39.0,1.5,44.0,1.0,0,1,2,8.0,0,48.0,4.0,0.89,7,2,3,0,5,0,0
D. Fischetti,danilo-fischetti,Six Nations,2025,5,266,0,0,0,21.0,23.0,1.1,38.0,4.0,1,1,1,3.0,0,53.0,5.0,0.83,6,1,1,1,4,0,0
D. Fischetti,danilo-fischetti,Six Nations,2024,5,295,0,0,0,20.0,15.0,0.77,30.0,5.0,0,1,2,8.0,0,49.0,8.0,0.79,3,2,2,0,4,0,0
D. Graham,darcy-graham,Six Nations,2026,5,210,4,0,20,24.0,116.0,4.82,125.0,16.0,7,2,6,7.0,0,12.0,4.0,0.71,2,1,6,1,2,0,0
D. Graham,darcy-graham,Six Nations,2025,4,239,2,2,10,33.0,220.0,6.68,144.0,17.0,4,0,4,9.0,0,15.0,4.0,0.71,2,0,4,3,0,0,0
D. Lamb,dino-lamb,Six Nations,2025,3,89,0,0,0,2.0,0.0,0.0,6.0,1.0,0,0,0,2.0,0,17.0,2.0,0.81,3,0,0,0,3,1,0
D. Odiase,david-odiase,Six Nations,2026,3,39,0,0,0,12.0,31.0,2.58,13.0,,0,1,0,4.0,0,6.0,1.0,0.86,0,1,0,0,0,0,0
D. Odiase,david-odiase,U20 Six Nations,2023,5,400,0,0,0,62.0,181.0,2.92,159.0,8.0,0,1,2,7.0,0,71.0,5.0,0.91,12,4,3,3,2,0,0
D. Penaud,damian-penaud,Six Nations,2025,3,232,2,2,10,22.0,204.0,9.29,100.0,9.0,4,1,3,21.0,3,13.0,13.0,0.46,3,1,3,10,1,0,0
D. Penaud,damian-penaud,Six Nations,2024,5,400,1,3,5,42.0,294.0,7.01,247.0,27.0,11,11,9,36.0,5,17.0,4.0,0.63,2,2,12,8,1,0,0
D. Rae,darcy-rae,Six Nations,2026,2,50,0,0,0,5.0,0.0,0.06,2.0,,0,0,0,2.0,0,2.0,,1.0,0,0,0,0,1,0,0
D. Sheehan,dan-sheehan,Six Nations,2026,4,235,2,0,10,24.0,68.0,2.83,50.0,6.0,1,0,0,7.0,1,33.0,7.0,0.8,1,0,0,0,2,0,0
D. Sheehan,dan-sheehan,Six Nations,2025,5,284,5,0,25,36.0,80.0,2.23,64.0,6.0,1,0,6,18.0,3,39.0,2.0,0.89,4,0,7,0,1,0,0
D. Sheehan,dan-sheehan,Six Nations,2024,5,289,5,1,25,42.0,143.0,3.4,89.0,8.0,6,0,2,10.0,3,35.0,6.0,0.83,0,1,5,0,2,0,0
D. van der Merwe,duhan-van-der-merwe,Six Nations,2026,1,55,0,0,0,5.0,29.0,5.86,17.0,1.0,1,0,1,1.0,1,1.0,,1.0,0,1,1,0,0,0,0
D. van der Merwe,duhan-van-der-merwe,Six Nations,2025,5,390,2,1,10,53.0,279.0,5.26,194.0,28.0,6,7,2,21.0,2,18.0,2.0,0.82,1,2,4,0,1,1,0
D. van der Merwe,duhan-van-der-merwe,Six Nations,2024,5,398,5,0,25,41.0,279.0,6.8,162.0,15.0,6,3,5,13.0,2,17.0,6.0,0.61,1,1,6,2,5,1,0
E. Ashman,ewan-ashman,Six Nations,2026,3,143,0,0,0,26.0,47.0,1.79,32.0,,0,2,0,4.0,0,25.0,3.0,0.81,1,0,1,0,2,0,0
E. Ashman,ewan-ashman,Six Nations,2025,5,135,0,0,0,21.0,53.0,2.54,48.0,3.0,0,5,0,10.0,2,26.0,2.0,0.81,5,0,0,0,2,0,0
E. Ashman,ewan-ashman,Six Nations,2024,5,111,0,0,0,15.0,16.0,1.08,26.0,2.0,0,1,1,8.0,0,23.0,,0.96,3,2,1,0,3,1,0
E. Daly,elliot-daly,Six Nations,2026,2,127,0,1,0,12.0,67.0,5.61,27.0,4.0,0,0,2,5.0,0,1.0,3.0,0.2,0,0,3,9,1,0,0
E. Daly,elliot-daly,Six Nations,2025,4,199,1,1,5,22.0,126.0,5.73,55.0,7.0,2,2,1,15.0,1,14.0,1.0,0.93,4,0,4,5,2,0,0
E. Daly,elliot-daly,Six Nations,2024,5,329,1,2,5,20.0,71.0,3.55,44.0,6.0,4,0,1,17.0,3,12.0,5.0,0.63,2,0,4,10,1,1,0
E. Dee,elliott-dee,Six Nations,2025,5,234,0,0,0,24.0,29.0,1.21,23.0,,0,1,1,26.0,2,43.0,4.0,0.84,4,0,1,0,5,0,0
E. Dee,elliott-dee,Six Nations,2024,5,298,1,0,5,42.0,44.0,1.05,39.0,,0,1,0,25.0,0,46.0,,0.98,0,2,2,0,2,0,0
E. Edogbo,edwin-edogbo,Six Nations,2026,1,10,0,0,0,,,,,,0,0,0,,0,9.0,,1.0,0,0,0,0,1,0,0
E. Gailleton,emilien-gailleton,Six Nations,2026,2,140,2,1,10,14.0,122.0,8.73,99.0,7.0,3,2,0,6.0,0,21.0,4.0,0.7,0,3,0,0,2,0,0
E. Gailleton,emilien-gailleton,Six Nations,2025,1,13,1,0,5,1.0,2.0,1.8,2.0,2.0,1,0,0,,0,3.0,1.0,0.75,0,1,0,0,0,0,0
E. Gailleton,emilien-gailleton,U20 Six Nations,2023,3,240,2,3,10,16.0,148.0,9.28,86.0,5.0,3,0,2,18.0,1,29.0,3.0,0.83,1,1,2,6,1,0,0
E. Genge,ellis-genge,Six Nations,2026,5,270,0,0,0,39.0,54.0,1.37,75.0,9.0,0,1,5,9.0,0,27.0,4.0,0.79,5,0,5,0,4,1,0
E. Genge,ellis-genge,Six Nations,2025,5,303,0,0,0,31.0,38.0,1.21,43.0,5.0,0,2,0,14.0,3,39.0,7.0,0.8,1,0,1,0,6,0,0
E. Genge,ellis-genge,Six Nations,2024,4,194,0,0,0,22.0,44.0,2.02,37.0,4.0,0,0,0,10.0,0,20.0,4.0,0.71,0,0,0,0,3,0,0
E. Johnson,ewan-johnson,Six Nations,2025,1,8,0,0,0,,,,,,0,0,0,,0,1.0,,0.5,0,0,0,0,0,0,0
E. Meafou,emmanuel-meafou,Six Nations,2026,5,223,1,0,5,37.0,88.0,2.37,77.0,5.0,0,4,1,17.0,2,36.0,2.0,0.9,8,2,2,1,3,0,0
E. Meafou,emmanuel-meafou,Six Nations,2025,4,180,0,0,0,25.0,35.0,1.4,30.0,2.0,0,3,1,17.0,2,27.0,1.0,0.9,1,0,1,0,3,0,0
E. Meafou,emmanuel-meafou,Six Nations,2024,2,99,0,0,0,18.0,29.0,1.63,22.0,2.0,0,0,0,2.0,0,8.0,,1.0,0,1,0,0,0,0,0
E. Mee,ellis-mee,Six Nations,2026,4,254,0,0,0,14.0,66.0,4.7,66.0,6.0,1,0,5,5.0,0,22.0,11.0,0.54,0,4,6,3,2,0,0
E. Mee,ellis-mee,Six Nations,2025,3,240,0,0,0,23.0,125.0,5.43,79.0,7.0,2,1,4,7.0,4,14.0,4.0,0.58,2,1,4,7,2,0,0
E. Millar-Mills,elliot-millar-mills,Six Nations,2026,3,71,0,0,0,11.0,7.0,0.67,13.0,1.0,0,0,0,2.0,0,13.0,,0.93,0,1,0,0,2,0,0
E. Millar-Mills,elliot-millar-mills,Six Nations,2024,3,50,0,0,0,6.0,3.0,0.57,5.0,,0,0,0,1.0,0,9.0,1.0,0.9,0,0,0,0,2,0,0
F. Baxter,fin-baxter,Six Nations,2025,5,97,1,0,5,8.0,6.0,0.79,10.0,,0,0,0,3.0,1,19.0,3.0,0.83,1,0,0,0,3,0,0
F. Bealham,finlay-bealham,Six Nations,2026,3,70,0,0,0,11.0,14.0,1.23,11.0,,0,0,0,3.0,2,7.0,1.0,0.7,0,1,0,0,4,0,0
F. Bealham,finlay-bealham,Six Nations,2025,5,254,0,0,0,16.0,13.0,0.79,20.0,1.0,0,0,0,6.0,3,40.0,1.0,0.95,1,2,0,0,0,0,0
F. Bealham,finlay-bealham,Six Nations,2024,4,121,0,0,0,14.0,4.0,0.29,17.0,,0,0,0,2.0,0,15.0,3.0,0.79,0,0,0,0,1,0,0
F. Cros,francois-cros,Six Nations,2026,5,329,0,0,0,16.0,30.0,1.84,24.0,,0,2,2,17.0,0,51.0,6.0,0.84,5,2,3,0,2,0,0
F. Cros,francois-cros,Six Nations,2025,5,374,0,0,0,15.0,22.0,1.44,30.0,1.0,0,2,1,10.0,0,70.0,6.0,0.86,0,3,2,0,2,1,0
F. Cros,francois-cros,Six Nations,2024,5,373,0,0,0,23.0,70.0,3.05,60.0,7.0,1,1,1,15.0,0,58.0,5.0,0.87,4,4,1,0,2,0,0
F. Dingwall,fraser-dingwall,Six Nations,2026,3,240,1,3,5,19.0,53.0,2.81,32.0,1.0,2,4,2,42.0,2,19.0,8.0,0.63,4,0,4,1,2,0,0
F. Dingwall,fraser-dingwall,Six Nations,2025,2,153,0,0,0,7.0,17.0,2.39,6.0,1.0,1,0,0,17.0,0,19.0,4.0,0.73,2,0,0,3,0,0,0
F. Dingwall,fraser-dingwall,Six Nations,2024,2,160,1,0,5,5.0,7.0,1.32,14.0,,0,0,3,12.0,2,18.0,8.0,0.62,3,0,3,0,2,0,0
F. Douglas,freddie-douglas,Six Nations,2026,1,13,0,0,0,,,,,,0,0,0,,0,4.0,1.0,0.8,0,0,0,0,0,0,0
F. Douglas,freddie-douglas,U20 Six Nations,2025,3,240,3,0,15,23.0,113.0,4.93,93.0,7.0,3,2,2,18.0,0,37.0,6.0,0.79,1,9,2,0,7,0,0
F. Douglas,freddie-douglas,U20 Six Nations,2024,5,378,3,0,15,27.0,71.0,2.62,65.0,4.0,1,2,3,18.0,2,77.0,6.0,0.84,6,13,4,0,4,0,0
F. Russell,finn-russell,Six Nations,2026,5,400,2,3,53,32.0,127.0,3.98,72.0,9.0,3,5,3,128.0,15,37.0,8.0,0.82,0,0,5,31,1,0,0
F. Russell,finn-russell,Six Nations,2025,5,322,0,3,27,16.0,85.0,5.29,43.0,7.0,2,2,8,141.0,17,17.0,11.0,0.57,2,0,10,28,1,0,0
F. Russell,finn-russell,Six Nations,2024,5,400,0,3,55,33.0,132.0,4.02,38.0,3.0,1,5,4,140.0,14,36.0,8.0,0.73,4,2,6,81,1,0,0
F. Ruzza,federico-ruzza,Six Nations,2026,5,167,0,0,0,14.0,37.0,2.61,13.0,1.0,1,1,3,17.0,3,28.0,5.0,0.82,4,2,3,0,2,0,0
F. Ruzza,federico-ruzza,Six Nations,2025,5,369,0,1,0,14.0,65.0,4.67,27.0,3.0,2,0,3,32.0,3,51.0,7.0,0.81,5,1,3,0,3,0,0
F. Ruzza,federico-ruzza,Six Nations,2024,5,354,0,0,0,18.0,37.0,2.07,22.0,4.0,0,2,2,31.0,0,62.0,5.0,0.9,1,1,3,0,2,0,0
F. Smith,finlay-smith,Six Nations,2026,3,183,0,1,15,13.0,43.0,3.34,27.0,2.0,0,0,1,46.0,3,16.0,3.0,0.76,0,0,3,13,1,0,0
F. Smith,finlay-smith,Six Nations,2025,5,310,0,4,29,23.0,79.0,3.42,38.0,7.0,0,0,2,74.0,4,45.0,9.0,0.78,2,0,3,39,0,0,0
F. Smith,finlay-smith,Six Nations,2024,2,33,0,0,0,3.0,2.0,0.8,6.0,2.0,0,0,1,9.0,1,6.0,,0.86,0,0,1,1,0,0,0
F. Steward,freddie-steward,Six Nations,2026,3,174,0,1,0,22.0,124.0,5.63,58.0,8.0,1,2,4,16.0,0,8.0,2.0,0.8,1,1,7,6,0,1,0
F. Steward,freddie-steward,Six Nations,2025,1,65,0,0,0,7.0,67.0,9.54,14.0,1.0,0,0,0,3.0,0,1.0,1.0,0.33,0,0,0,3,0,0,0
F. Steward,freddie-steward,Six Nations,2024,2,160,0,0,0,23.0,149.0,6.47,89.0,8.0,1,0,2,2.0,0,2.0,1.0,0.4,0,0,3,6,0,0,0
F. Thomas,freddie-thomas,Six Nations,2026,1,4,0,0,0,,,,,,0,0,0,,0,,,,0,0,0,0,0,0,0
F. Thomas,freddie-thomas,Six Nations,2025,2,93,0,0,0,8.0,3.0,0.33,10.0,,0,0,0,8.0,0,10.0,1.0,0.91,1,0,0,0,3,1,0
G. Alldritt,gregory-alldritt,Six Nations,2025,5,303,2,0,10,59.0,196.0,3.32,106.0,8.0,0,3,2,27.0,0,50.0,8.0,0.78,1,4,2,0,2,0,0
G. Alldritt,gregory-alldritt,Six Nations,2024,4,279,0,0,0,49.0,115.0,2.35,104.0,8.0,0,3,3,16.0,2,44.0,5.0,0.86,0,3,3,0,2,0,0
G. Anscombe,gareth-anscombe,Six Nations,2025,3,155,0,1,13,9.0,22.0,2.47,12.0,1.0,0,0,0,57.0,4,14.0,4.0,0.7,1,0,3,19,0,0,0
G. Arfeuil,gregoire-arfeuil,U20 Six Nations,2024,1,50,0,0,0,5.0,63.0,12.58,36.0,2.0,2,0,2,,0,3.0,1.0,0.75,0,0,2,1,1,1,0
G. Brown,gregor-brown,Six Nations,2026,4,224,0,0,0,25.0,39.0,1.55,34.0,1.0,0,0,3,12.0,2,38.0,1.0,0.97,1,0,3,0,1,0,0
G. Brown,gregor-brown,Six Nations,2025,5,137,0,0,0,22.0,21.0,0.94,41.0,2.0,0,0,1,8.0,0,21.0,,0.95,0,1,1,0,1,0,0
G. Colombe,georges-henri-colombe,Six Nations,2026,1,26,0,0,0,3.0,2.0,0.67,5.0,,0,0,0,,0,6.0,,1.0,1,0,1,0,1,0,0
G. Colombe,georges-henri-colombe,Six Nations,2025,2,55,0,0,0,5.0,2.0,0.42,4.0,1.0,0,1,0,1.0,0,9.0,1.0,0.9,0,0,0,0,1,0,0
G. Colombe,georges-henri-colombe,Six Nations,2024,2,48,1,0,5,9.0,6.0,0.68,13.0,2.0,0,0,0,,0,7.0,,1.0,0,1,0,0,0,0,0
G. Drean,gael-drean,Six Nations,2026,1,80,1,0,5,4.0,31.0,7.78,25.0,1.0,2,0,0,2.0,0,6.0,1.0,0.86,2,1,2,1,0,0,0
G. Fickou,gael-fickou,Six Nations,2025,1,80,0,2,0,2.0,12.0,5.75,10.0,2.0,1,0,0,3.0,0,10.0,5.0,0.63,1,1,1,0,1,0,0
G. Fickou,gael-fickou,Six Nations,2024,5,400,3,1,15,40.0,170.0,4.25,126.0,15.0,4,5,0,33.0,3,43.0,3.0,0.84,5,0,1,1,4,0,0
G. Fisilau,greg-fisilau,U20 Six Nations,2023,5,400,0,0,0,54.0,185.0,3.42,168.0,12.0,0,4,2,23.0,2,75.0,4.0,0.86,9,5,3,0,5,0,0
G. Ford,george-ford,Six Nations,2026,3,240,0,3,27,26.0,187.0,7.2,20.0,4.0,3,0,0,98.0,2,17.0,2.0,0.77,1,0,3,40,0,0,0
G. Ford,george-ford,Six Nations,2025,1,25,0,2,0,,,,,,0,0,0,9.0,1,3.0,,0.75,0,0,0,2,0,0,0
G. Ford,george-ford,Six Nations,2024,5,345,0,0,48,14.0,68.0,4.82,2.0,,0,0,0,114.0,6,33.0,2.0,0.85,0,3,1,43,0,0,0
G. Furbank,george-furbank,Six Nations,2024,3,168,2,0,10,23.0,151.0,6.58,66.0,4.0,2,2,4,15.0,3,2.0,3.0,0.25,0,0,6,4,2,0,0
G. Gilchrist,grant-gilchrist,Six Nations,2026,4,189,0,1,0,24.0,6.0,0.24,22.0,,0,0,0,13.0,1,32.0,,1.0,2,0,2,0,3,0,0
G. Gilchrist,grant-gilchrist,Six Nations,2025,5,371,0,0,0,34.0,18.0,0.53,44.0,2.0,0,1,2,37.0,2,34.0,2.0,0.92,1,0,3,0,4,0,0
G. Gilchrist,grant-gilchrist,Six Nations,2024,4,291,0,0,0,16.0,11.0,0.67,27.0,1.0,0,0,2,16.0,2,34.0,,1.0,2,1,2,1,2,0,0
G. Hamer-Webb,gabriel-hamer-webb,Six Nations,2026,1,54,0,0,0,2.0,7.0,3.65,8.0,,0,0,0,,0,3.0,1.0,0.6,0,0,0,0,0,0,0
G. Horne,george-horne,Six Nations,2026,5,98,1,0,5,13.0,40.0,3.11,11.0,2.0,1,1,0,102.0,0,8.0,4.0,0.53,0,1,0,15,1,0,0
G. Horne,george-horne,Six Nations,2025,2,48,0,0,0,4.0,23.0,5.75,18.0,2.0,1,1,0,42.0,1,8.0,1.0,0.8,0,0,0,7,0,0,0
G. Horne,george-horne,Six Nations,2024,4,104,0,0,0,7.0,42.0,6.03,15.0,1.0,1,2,0,107.0,0,9.0,1.0,0.82,1,0,0,12,3,0,0
G. Lucchesi,gianmarcolucchesi,Six Nations,2025,5,213,0,0,0,17.0,25.0,1.48,37.0,5.0,1,0,1,8.0,0,44.0,2.0,0.92,3,1,1,0,1,0,0
G. Lucchesi,gianmarcolucchesi,Six Nations,2024,5,195,0,0,0,10.0,4.0,0.36,6.0,,0,0,1,6.0,0,53.0,5.0,0.84,2,4,2,0,4,0,0
G. Martin,george-martin,Six Nations,2025,2,121,0,0,0,7.0,4.0,0.61,9.0,,0,0,1,2.0,0,26.0,1.0,0.96,2,0,1,0,1,0,0
G. Martin,george-martin,Six Nations,2024,3,193,0,0,0,15.0,27.0,1.81,37.0,2.0,0,0,1,7.0,0,29.0,6.0,0.76,6,0,2,0,1,0,0
G. McCarthy,gus-mccarthy,Six Nations,2025,2,15,0,0,0,2.0,3.0,1.6,4.0,,0,0,0,,0,9.0,1.0,0.9,1,0,1,0,0,0,0
G. McCarthy,gus-mccarthy,U20 Six Nations,2023,5,353,1,0,5,39.0,134.0,3.44,86.0,3.0,2,2,4,24.0,5,38.0,3.0,0.88,2,2,6,0,1,0,0
G. Nicotera,giacomo-nicotera,Six Nations,2026,5,289,1,0,5,18.0,35.0,1.93,21.0,,0,1,0,9.0,0,58.0,14.0,0.77,8,1,0,0,2,1,0
G. Nicotera,giacomo-nicotera,Six Nations,2025,5,198,0,0,0,6.0,1.0,0.2,7.0,,0,1,1,8.0,2,47.0,11.0,0.73,5,3,1,0,2,0,1
G. Nicotera,giacomo-nicotera,Six Nations,2024,5,205,0,0,0,12.0,26.0,2.17,29.0,,0,1,0,9.0,1,47.0,9.0,0.78,6,2,1,0,1,0,0
G. Pepper,guy-pepper,Six Nations,2026,5,303,0,0,0,29.0,59.0,2.04,55.0,6.0,0,2,3,16.0,0,49.0,4.0,0.86,5,2,4,0,7,0,0
G. Ringrose,garry-ringrose,Six Nations,2026,5,349,0,0,0,33.0,100.0,3.02,91.0,7.0,1,3,5,29.0,2,34.0,18.0,0.58,1,0,6,2,2,0,0
G. Ringrose,garry-ringrose,Six Nations,2025,4,218,0,0,0,14.0,46.0,3.28,50.0,4.0,1,0,3,10.0,1,25.0,9.0,0.63,3,1,4,1,2,0,1
G. Ringrose,garry-ringrose,Six Nations,2024,1,24,0,0,0,2.0,60.0,29.8,4.0,,1,0,1,,0,2.0,,1.0,0,0,1,0,0,0,0
G. Thomas,gareth-thomas,Six Nations,2025,5,174,0,0,0,10.0,8.0,0.75,16.0,,0,0,1,12.0,0,46.0,8.0,0.81,2,2,1,0,6,0,0
G. Thomas,gareth-thomas,Six Nations,2024,4,274,0,0,0,28.0,21.0,0.76,28.0,1.0,0,0,2,13.0,0,41.0,6.0,0.85,0,1,2,0,3,0,0
G. Turner,george-turner,Six Nations,2026,5,166,1,1,5,22.0,44.0,1.98,32.0,,0,0,1,7.0,2,16.0,4.0,0.73,0,1,1,0,2,1,0
G. Turner,george-turner,Six Nations,2024,5,283,0,0,0,29.0,83.0,2.85,46.0,6.0,0,0,2,16.0,4,49.0,8.0,0.84,4,0,2,1,2,1,0
G. Zilocchi,giosue-zilocchi,Six Nations,2026,2,61,0,0,0,6.0,12.0,1.98,12.0,1.0,0,1,0,3.0,0,12.0,2.0,0.86,1,0,0,0,1,0,0
G. Zilocchi,giosue-zilocchi,Six Nations,2025,2,58,0,0,0,1.0,0.0,0.0,1.0,,0,0,0,2.0,0,9.0,3.0,0.53,1,0,0,0,0,0,0
G. Zilocchi,giosue-zilocchi,Six Nations,2024,5,196,0,0,0,13.0,7.0,0.53,15.0,2.0,0,0,0,5.0,1,38.0,12.0,0.75,2,1,0,0,6,0,0
G. da Re,giacomo-da-re,Six Nations,2026,0,0,0,0,0,,,,,,0,0,0,,0,,,,0,0,0,0,0,0,0
H. Arundell,henry-arundell,Six Nations,2026,3,187,4,0,20,21.0,118.0,5.62,66.0,5.0,3,2,6,13.0,3,8.0,3.0,0.57,1,0,7,4,3,1,1
H. Auradou,hugo-auradou,Six Nations,2026,2,32,0,0,0,2.0,20.0,9.8,6.0,,0,0,1,3.0,0,7.0,,1.0,0,0,1,0,0,0,0
H. Auradou,hugo-auradou,Six Nations,2025,4,72,0,0,0,4.0,3.0,0.75,6.0,1.0,0,0,3,,0,12.0,,1.0,1,1,3,0,2,0,0
H. Auradou,hugo-auradou,U20 Six Nations,2023,1,67,1,0,5,3.0,7.0,2.27,12.0,1.0,0,0,1,3.0,0,11.0,2.0,0.85,1,1,1,0,0,0,0
H. Byrne,harry-byrne,Six Nations,2024,2,32,0,0,2,4.0,14.0,3.4,3.0,,0,0,1,16.0,0,3.0,,0.75,0,0,1,2,1,1,0
H. Deaves,harri-deaves,Six Nations,2026,1,28,0,0,0,5.0,20.0,3.9,18.0,,0,0,0,1.0,0,10.0,,0.91,0,0,1,0,1,0,0
H. Jones,huw-jones,Six Nations,2026,5,363,2,0,10,40.0,190.0,4.76,107.0,12.0,4,6,3,28.0,3,22.0,4.0,0.85,1,1,3,4,0,0,0
H. Jones,huw-jones,Six Nations,2025,5,370,4,1,20,52.0,203.0,3.9,126.0,8.0,4,3,5,28.0,2,23.0,5.0,0.72,3,2,7,2,3,0,0
H. Jones,huw-jones,Six Nations,2024,5,397,1,3,5,34.0,192.0,5.64,146.0,14.0,2,6,4,23.0,4,41.0,10.0,0.73,6,3,5,2,1,0,0
H. Keenan,hugo-keenan,Six Nations,2025,4,320,1,1,5,43.0,198.0,4.61,71.0,9.0,4,2,1,31.0,3,11.0,3.0,0.65,0,0,3,7,0,0,0
H. Keenan,hugo-keenan,Six Nations,2024,3,216,0,0,0,13.0,94.0,7.25,87.0,8.0,2,0,0,15.0,0,11.0,4.0,0.55,1,1,1,5,0,0,0
H. Pollock,henry-pollock,Six Nations,2026,5,144,0,0,0,24.0,112.0,4.66,77.0,7.0,1,2,3,6.0,1,19.0,4.0,0.79,1,3,3,1,1,1,0
H. Pollock,henry-pollock,Six Nations,2025,1,31,2,0,10,2.0,15.0,7.4,14.0,1.0,2,0,1,2.0,0,3.0,1.0,0.6,0,0,1,0,0,0,0
H. Pollock,henry-pollock,U20 Six Nations,2025,2,160,0,0,0,18.0,36.0,1.99,53.0,9.0,1,2,2,15.0,4,34.0,3.0,0.89,2,1,2,0,1,0,0
H. Pollock,henry-pollock,U20 Six Nations,2024,5,367,4,1,20,56.0,213.0,3.8,135.0,10.0,1,0,3,30.0,3,39.0,5.0,0.78,1,5,3,1,5,0,0
H. Randall,harry-randall,Six Nations,2025,2,34,0,0,0,2.0,4.0,1.95,1.0,,0,0,0,25.0,2,4.0,,1.0,0,0,1,8,0,0,0
