slate,competition,season,engine,cutoff,n,n_labelled,unknown_selected,xv,captain_extra,super_sub,total,mae,bias,rmse,captain,sub
ncr_2026_r1,ncr,2026,role_calibration,2026-07-04T06:40:00+00:00,227,227,0,420.0,41.0,15.0,476.0,8.22916308622924,-3.388473177332948,11.897101357063933,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r1,ncr,2026,kicking_role_gate,2026-07-04T06:40:00+00:00,227,227,0,420.0,41.0,15.0,476.0,8.225804134364434,-3.3973112005681343,11.897716201311944,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r1,ncr,2026,equal_empirical_baseline,2026-07-04T06:40:00+00:00,227,227,0,453.0,41.0,15.0,509.0,8.214888788762519,-3.558685927873523,11.893298498053921,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r1,ncr,2026,regularised_empirical_baseline,2026-07-04T06:40:00+00:00,227,227,0,453.0,41.0,15.0,509.0,8.214888788762519,-3.558685927873523,11.893298498053921,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r1,ncr,2026,equal_incumbent,2026-07-04T06:40:00+00:00,227,227,0,453.0,41.0,15.0,509.0,8.214888788762519,-3.558685927873523,11.893298498053921,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r1,ncr,2026,regularised_incumbent,2026-07-04T06:40:00+00:00,227,227,0,453.0,41.0,15.0,509.0,8.214888788762519,-3.558685927873523,11.893298498053921,Cheslin Kolbe,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,empirical_baseline,2026-07-11T04:40:00+00:00,262,262,0,418.0,30.0,45.0,493.0,8.395496183206106,-4.130076335877862,12.480973061008436,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,p3_rolling_native,2026-07-11T04:40:00+00:00,262,262,0,450.0,92.0,45.0,587.0,8.094687465502329,-3.4249884855262382,12.146266885046904,Will Jordan,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,p3_weighted_native,2026-07-11T04:40:00+00:00,262,262,0,488.0,92.0,45.0,625.0,8.038074966495069,-3.5051736866761103,12.19479490323633,Will Jordan,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,p3_robust_native,2026-07-11T04:40:00+00:00,262,262,0,486.0,92.0,45.0,623.0,8.12827466534633,-3.79278813769539,12.29549282412816,Will Jordan,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,empirical_archived,2026-07-11T04:40:00+00:00,262,262,0,418.0,30.0,45.0,493.0,8.395496183206106,-4.130076335877862,12.480973061008436,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,incumbent,2026-07-11T04:40:00+00:00,262,262,0,418.0,30.0,45.0,493.0,8.395496183206106,-4.130076335877862,12.480973061008436,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,role_calibration,2026-07-11T04:40:00+00:00,262,262,0,486.0,92.0,45.0,623.0,8.125014768378264,-2.09790412413769,11.925309777631824,Will Jordan,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,kicking_role_gate,2026-07-11T04:40:00+00:00,262,262,0,486.0,92.0,45.0,623.0,8.125368498550092,-3.800785860481924,12.29365709149605,Will Jordan,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,equal_empirical_baseline,2026-07-11T04:40:00+00:00,262,262,0,458.0,30.0,45.0,533.0,8.219551091402575,-3.961432236786626,12.347551455784401,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,regularised_empirical_baseline,2026-07-11T04:40:00+00:00,262,262,0,458.0,30.0,45.0,533.0,8.176233524198532,-3.901276334665422,12.31955907132453,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,equal_incumbent,2026-07-11T04:40:00+00:00,262,262,0,458.0,30.0,45.0,533.0,8.219551091402575,-3.961432236786626,12.347551455784401,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r2,ncr,2026,regularised_incumbent,2026-07-11T04:40:00+00:00,262,262,0,458.0,30.0,45.0,533.0,8.176233524198532,-3.901276334665422,12.31955907132453,Cam Roigard,Gianmarco Lucchesi
ncr_2026_r3,ncr,2026,empirical_baseline,2026-07-18T06:40:00+00:00,269,269,0,475.0,45.0,36.0,556.0,8.543122676579927,-4.308104089219332,12.325156521171463,Matthieu Jalibert,Sean Jansen
ncr_2026_r3,ncr,2026,p3_rolling_native,2026-07-18T06:40:00+00:00,269,269,0,403.0,45.0,48.0,496.0,8.414023448905171,-3.904919127431673,12.247204010091147,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,p3_weighted_native,2026-07-18T06:40:00+00:00,269,269,0,464.0,45.0,48.0,557.0,8.352180230402896,-3.8721387461440595,12.155023997704046,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,p3_robust_native,2026-07-18T06:40:00+00:00,269,269,0,462.0,45.0,48.0,555.0,8.39758345777741,-4.068571974430389,12.21902733967151,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,empirical_archived,2026-07-18T06:40:00+00:00,269,269,0,475.0,45.0,36.0,556.0,8.543122676579927,-4.308104089219332,12.325156521171463,Matthieu Jalibert,Sean Jansen
ncr_2026_r3,ncr,2026,incumbent,2026-07-18T06:40:00+00:00,269,269,0,475.0,45.0,36.0,556.0,8.543122676579927,-4.308104089219332,12.325156521171463,Matthieu Jalibert,Sean Jansen
ncr_2026_r3,ncr,2026,role_calibration,2026-07-18T06:40:00+00:00,269,269,0,462.0,45.0,48.0,555.0,8.14822993074363,-1.777658509758676,11.471163556275146,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,kicking_role_gate,2026-07-18T06:40:00+00:00,269,269,0,462.0,45.0,48.0,555.0,8.395744242498608,-4.076685390691936,12.220671378487932,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,equal_empirical_baseline,2026-07-18T06:40:00+00:00,269,269,0,453.0,45.0,36.0,534.0,8.429623555736708,-4.18833803182486,12.23084165946061,Matthieu Jalibert,Sean Jansen
ncr_2026_r3,ncr,2026,regularised_empirical_baseline,2026-07-18T06:40:00+00:00,269,269,0,462.0,45.0,48.0,555.0,8.401733042942055,-4.099592892640627,12.21412780055,Matthieu Jalibert,Andre-Hugo Venter
ncr_2026_r3,ncr,2026,equal_incumbent,2026-07-18T06:40:00+00:00,269,269,0,453.0,45.0,36.0,534.0,8.429623555736708,-4.18833803182486,12.23084165946061,Matthieu Jalibert,Sean Jansen
ncr_2026_r3,ncr,2026,regularised_incumbent,2026-07-18T06:40:00+00:00,269,269,0,462.0,45.0,48.0,555.0,8.401733042942055,-4.099592892640627,12.21412780055,Matthieu Jalibert,Andre-Hugo Venter
