competition,rubric_era,season,round,key_fixture,key_player,team,player_name,position,is_forward,official_pts,group_id,status,label_percentile,label_z,_label_row_id,predicted_points,career_matches,matched,engine
six_nations,modern,2026,2,8523970,227658,Ireland,Jamie Osborne,Back-three,False,29.0,6n-2026-r2,,0.8091603053435115,0.8096002606031284,0,15.29125,60.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,186198,Ireland,Robert Baloucoune,Back-three,False,45.0,6n-2026-r2,,0.9541984732824428,1.9223360941927397,1,18.96125,37.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,129372,Ireland,Garry Ringrose,Centre,False,14.0,6n-2026-r2,,0.5534351145038168,-0.233589583387132,2,13.2675,85.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,129840,Ireland,Stuart McCloskey,Centre,False,40.0,6n-2026-r2,,0.9198473282442748,1.574606146195986,3,20.77875,75.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,120468,Ireland,James Lowe,Back-three,False,47.0,6n-2026-r2,,0.9618320610687024,2.0614280733914407,4,18.1375,80.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,337638,Ireland,Sam Prendergast,Fly-half,False,10.0,6n-2026-r2,,0.3702290076335878,-0.5117735417845348,5,27.65125,57.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,203124,Ireland,Craig Casey,Scrum-half,False,4.0,6n-2026-r2,,0.1183206106870229,-0.929049479380639,6,16.1975,86.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,136854,Ireland,Jeremy Loughman,Prop,True,8.0,6n-2026-r2,,0.2786259541984733,-0.6508655209832362,7,12.3475,61.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,186096,Ireland,Dan Sheehan,Hooker,True,4.0,6n-2026-r2,,0.1183206106870229,-0.929049479380639,8,17.9475,93.0,True,gbdt_v4
six_nations,modern,2026,2,8523970,203208,Ireland,Thomas Clarkson,Prop,True,11.0,6n-2026-r2,,0.4427480916030534,-0.4422275521851841,9,10.19875,64.0,True,gbdt_v4
