w_v4,mae,spearman,mean_capture
0.0,7.142059725290897,0.6532629323390993,0.80298854127984
0.25,7.062326852347503,0.6612805551683287,0.8099169072610615
0.5,7.053807083378776,0.6628726445441923,0.8112363365010077
0.75,7.124070793238286,0.6602752277425145,0.8086624735978377
1.0,7.271577509736808,0.6528658665254129,0.8092859220629322
