competition,rubric_era,season,round,key_fixture,key_player,team,player_name,position,is_forward,official_pts,group_id,status,label_percentile,label_z,_label_row_id,predicted_points,career_matches,matched,engine
six_nations,modern,2026,5,8524051,227658,Ireland,Jamie Osborne,Back-three,False,22.0,6n-2026-r5,,0.7148148148148148,0.3615641480842022,0,17.905,63.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,186198,Ireland,Robert Baloucoune,Back-three,False,15.0,6n-2026-r5,,0.5185185185185185,-0.1632870346186719,1,28.14625,40.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,129372,Ireland,Garry Ringrose,Centre,False,13.0,6n-2026-r5,,0.4518518518518518,-0.3132445153909216,2,15.6125,88.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,129840,Ireland,Stuart McCloskey,Centre,False,36.0,6n-2026-r5,,0.9333333333333332,1.4112665134899502,3,25.7,78.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,148758,Ireland,Tommy O'Brien,Back-three,False,33.0,6n-2026-r5,,0.9,1.1863302923315755,4,20.44125,42.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,201696,Ireland,Jack Crowley,Fly-half,False,32.0,6n-2026-r5,,0.8814814814814815,1.1113515519454509,5,32.6725,100.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,120504,Ireland,Jamison Gibson-Park,Scrum-half,False,12.0,6n-2026-r5,,0.4074074074074074,-0.3882232557770464,6,23.3125,102.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,148650,Ireland,Tom O'Toole,Prop,True,32.0,6n-2026-r5,,0.8814814814814815,1.1113515519454509,7,13.79125,76.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,186096,Ireland,Dan Sheehan,Hooker,True,43.0,6n-2026-r5,,0.9481481481481482,1.9361176961928244,8,22.8525,95.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,112374,Ireland,Tadhg Furlong,Prop,True,24.0,6n-2026-r5,,0.7444444444444445,0.5115216288564519,9,11.8625,82.0,True,gbdt_v4
six_nations,modern,2026,5,8524051,220194,Ireland,Joe McCarthy,Second-row,True,31.0,6n-2026-r5,,0.8629629629629629,1.036372811559326,10,17.1625,74.0,True,gbdt_v4
