competition,rubric_era,season,round,key_fixture,key_player,team,player_name,position,is_forward,official_pts,group_id,status,label_percentile,label_z,_label_row_id,predicted_points,career_matches,matched,engine
six_nations,modern,2026,3,8523997,203496,England,Freddie Steward,Back-three,False,3.0,6n-2026-r3,,0.088235294117647,-1.0576261583171045,0,19.19625,110.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,213192,England,Tommy Freeman,Back-three,False,18.0,6n-2026-r3,,0.6433823529411765,0.1304560900126825,1,21.9225,100.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,177378,England,Ollie Lawrence,Centre,False,31.0,6n-2026-r3,,0.8860294117647058,1.160127371898498,2,18.49375,90.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,156030,England,Fraser Dingwall,Centre,False,22.0,6n-2026-r3,,0.7426470588235294,0.4472780229006257,3,14.465,83.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,238830,England,Henry Arundell,Back-three,False,12.0,6n-2026-r3,,0.4669117647058823,-0.3447768093192321,4,16.52625,67.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,66258,England,George Ford,Fly-half,False,31.0,6n-2026-r3,,0.8860294117647058,1.160127371898498,5,22.20125,91.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,142356,England,Alex Mitchell,Scrum-half,False,1.0,6n-2026-r3,,0.0441176470588235,-1.216037124761076,6,13.9375,104.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,136680,England,Ellis Genge,Prop,True,13.0,6n-2026-r3,,0.4963235294117647,-0.2655713260972464,7,15.15,113.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,115452,England,Luke Cowan-Dickie,Hooker,True,6.0,6n-2026-r3,,0.2022058823529411,-0.8200097086511469,8,17.32875,81.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,178806,England,Joe Heyes,Prop,True,21.0,6n-2026-r3,,0.7205882352941176,0.3680725396786399,9,13.99125,89.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,122652,England,Maro Itoje,Second-row,True,16.0,6n-2026-r3,,0.5808823529411765,-0.027954876431289,10,17.225,119.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,218742,England,Ollie Chessum,Second-row,True,14.0,6n-2026-r3,,0.5257352941176471,-0.1863658428752606,11,21.04125,84.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,155892,England,Tom Curry,Back-row,True,9.0,6n-2026-r3,,0.3529411764705882,-0.5823932589851896,12,19.87875,87.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,142404,England,Ben Earl,Back-row,True,12.0,6n-2026-r3,,0.4669117647058823,-0.3447768093192321,13,26.575,115.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,342324,England,Henry Pollock,Back-row,True,26.0,6n-2026-r3,,0.8014705882352942,0.7640999557885689,14,31.765,43.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,61134,England,Jamie George,Hooker,True,11.0,6n-2026-r3,,0.4191176470588235,-0.4239822925412179,15,9.00375,115.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,198810,England,Bevan Rodd,Prop,True,8.0,6n-2026-r3,,0.3014705882352941,-0.6615987422071753,16,8.38125,70.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,175890,England,Trevor Davison,Prop,True,2.0,6n-2026-r3,,0.0661764705882353,-1.13683164153909,17,5.4425,77.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,198696,England,Alex Coles,Second-row,True,4.0,6n-2026-r3,,0.1102941176470588,-0.9784206750951184,18,9.73375,84.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,239076,England,Guy Pepper,Back-row,True,5.0,6n-2026-r3,,0.1470588235294117,-0.8992151918731327,19,8.96125,58.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,129660,England,Sam Underhill,Back-row,True,19.0,6n-2026-r3,,0.6838235294117647,0.2096615732346683,20,6.77,74.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,213786,England,Jack van Poortvliet,Scrum-half,False,11.0,6n-2026-r3,,0.4191176470588235,-0.4239822925412179,21,7.0525,77.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,156288,England,Marcus Smith,Fly-half,False,18.0,6n-2026-r3,,0.6433823529411765,0.1304560900126825,22,9.3275,117.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,227658,Ireland,Jamie Osborne,Back-three,False,18.0,6n-2026-r3,,0.6433823529411765,0.1304560900126825,23,17.48375,61.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,186198,Ireland,Robert Baloucoune,Back-three,False,41.0,6n-2026-r3,,0.9485294117647058,1.952182204118356,24,25.71125,38.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,129372,Ireland,Garry Ringrose,Centre,False,8.0,6n-2026-r3,,0.3014705882352941,-0.6615987422071753,25,15.96,86.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,129840,Ireland,Stuart McCloskey,Centre,False,35.0,6n-2026-r3,,0.9044117647058824,1.476949304786441,26,23.47625,76.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,120468,Ireland,James Lowe,Back-three,False,7.0,6n-2026-r3,,0.25,-0.7408042254291611,27,26.6975,81.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,201696,Ireland,Jack Crowley,Fly-half,False,41.0,6n-2026-r3,,0.9485294117647058,1.952182204118356,28,29.76125,98.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,120504,Ireland,Jamison Gibson-Park,Scrum-half,False,63.0,6n-2026-r3,,1.0,3.694702835002043,29,16.34875,100.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,136854,Ireland,Jeremy Loughman,Prop,True,8.0,6n-2026-r3,,0.3014705882352941,-0.6615987422071753,30,13.92375,62.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,186096,Ireland,Dan Sheehan,Hooker,True,43.0,6n-2026-r3,,0.9632352941176472,2.1105931705623275,31,22.14875,94.0,True,gbdt_v4
six_nations,modern,2026,3,8523997,112374,Ireland,Tadhg Furlong,Prop,True,13.0,6n-2026-r3,,0.4963235294117647,-0.2655713260972464,32,9.4625,80.0,True,gbdt_v4
