competition,rubric_era,season,round,key_fixture,key_player,team,player_name,position,is_forward,official_pts,group_id,status,label_percentile,label_z,_label_row_id,predicted_points,career_matches,matched,engine
six_nations,modern,2026,4,8524024,227658,Ireland,Jamie Osborne,Back-three,False,22.0,6n-2026-r4,,0.7185185185185186,0.380839416500942,0,16.51125,62.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,186198,Ireland,Robert Baloucoune,Back-three,False,16.0,6n-2026-r4,,0.5851851851851851,-0.0721413872666982,1,22.08875,39.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,129372,Ireland,Garry Ringrose,Centre,False,16.0,6n-2026-r4,,0.5851851851851851,-0.0721413872666982,2,13.65125,87.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,129840,Ireland,Stuart McCloskey,Centre,False,32.0,6n-2026-r4,,0.8851851851851852,1.1358074227803423,3,24.0725,77.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,136848,Ireland,Jacob Stockdale,Back-three,False,30.0,6n-2026-r4,,0.8518518518518519,0.9848138215244624,4,22.75,70.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,201696,Ireland,Jack Crowley,Fly-half,False,39.0,6n-2026-r4,,0.9333333333333332,1.6642850271759229,5,30.71625,99.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,120504,Ireland,Jamison Gibson-Park,Scrum-half,False,26.0,6n-2026-r4,,0.8185185185185185,0.6828266190127023,6,20.145,101.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,148650,Ireland,Tom O'Toole,Prop,True,14.0,6n-2026-r4,,0.5037037037037037,-0.2231349885225783,7,10.41375,75.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,148644,Ireland,Ronan Kelleher,Hooker,True,35.0,6n-2026-r4,,0.9111111111111112,1.3622978246641626,8,14.65875,103.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,112374,Ireland,Tadhg Furlong,Prop,True,13.0,6n-2026-r4,,0.4740740740740741,-0.2986317891505184,9,9.475,81.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,143604,Ireland,James Ryan,Second-row,True,10.0,6n-2026-r4,,0.374074074074074,-0.5251221910343385,10,12.97375,104.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,117954,Ireland,Tadhg Beirne,Second-row,True,32.0,6n-2026-r4,,0.8851851851851852,1.1358074227803423,11,19.28375,115.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,117936,Ireland,Jack Conan,Back-row,True,68.0,6n-2026-r4,,1.0,3.853692245386184,12,21.855,102.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,136878,Ireland,Nick Timoney,Back-row,True,19.0,6n-2026-r4,,0.6592592592592592,0.1543490146171218,13,25.61375,81.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,148680,Ireland,Caelan Doris,Back-row,True,30.0,6n-2026-r4,,0.8518518518518519,0.9848138215244624,14,28.0925,99.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,201792,Ireland,Tom Stewart,Hooker,True,3.0,6n-2026-r4,,0.1074074074074074,-1.053599795429919,15,16.06875,68.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,148770,Ireland,Michael Milne,Prop,True,6.0,6n-2026-r4,,0.1851851851851851,-0.8271093935460988,16,7.02875,49.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,203208,Ireland,Thomas Clarkson,Prop,True,3.0,6n-2026-r4,,0.1074074074074074,-1.053599795429919,17,6.26125,65.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,220194,Ireland,Joe McCarthy,Second-row,True,15.0,6n-2026-r4,,0.5407407407407407,-0.1476381878946383,18,7.59875,73.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,118518,Ireland,Josh van der Flier,Back-row,True,10.0,6n-2026-r4,,0.374074074074074,-0.5251221910343385,19,12.09125,108.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,201750,Ireland,Nathan Doak,Scrum-half,False,3.0,6n-2026-r4,,0.1074074074074074,-1.053599795429919,20,6.44,79.0,True,gbdt_v4
six_nations,modern,2026,4,8524024,124548,Ireland,Tom Farrell,Centre,False,2.0,6n-2026-r4,,0.074074074074074,-1.129096596057859,21,8.51375,70.0,True,gbdt_v4
