gw,n,mean_potm_term,max_potm_term,incumbent_top10,ablated_top10,incumbent_spearman,ablated_spearman
1,270,1.114722777777778,1.966750000000001,0.6256323777403036,0.6256323777403036,0.6143346545732794,0.6140339938723939
2,262,1.1108259064885495,1.9672249999999991,0.6285714285714286,0.6285714285714286,0.5466655651591649,0.5464294112575224
