fixture_id,player_id,team,player_name,date,competition_level,previous_minutes,previous_available__minutes,previous_provenance__minutes,minutes,available__minutes,provenance__minutes,reason
8289772,148194,Fiji,Masivesi Dakuwaqa,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,175848,Fiji,Eroni Mawi,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,177156,Fiji,Tevita Ratuva,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,120162,Wales,Nick Tompkins,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,125622,Wales,Uilisi Halaholo,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,128628,Wales,Tomos Williams,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289772,132096,Wales,Seb Davies,2021-11-14,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289745,123570,Australia,Will Skelton,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289745,232116,Wales,Christ Tshiunza,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289745,50958,Wales,Rhys Priestland,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8289745,60942,Wales,Gareth Davies,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290159,178704,France,Jean-Baptiste Gros,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290159,118722,New Zealand,Ofa Tu'ungafasi,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290159,134226,New Zealand,George Bower,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290159,157050,New Zealand,Shannon Frizell,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290303,172296,England,Nic Dolly,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290303,120594,South Africa,Franco Mostert,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290303,132606,South Africa,Vincent Koch,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290303,51510,South Africa,Francois Steyn,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290312,127158,Japan,Keita Inagaki,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
